ID,Urne,QR-Code,Categorie,1 - Proteger les pietons et reduire les nuisances sonores,2 - Developper le commerce de proximite dans le quartier de l Europe,3 - Poursuivre le renouveau du parc Monceau,4 - Renover les grilles de l avenue Ruysdael et les allees du parc Monceau,5 - Restaurer la facade ouest de l eglise de la Madeleine et ses statues,6 - Restaurer le patrimoine de la place de la Concorde,7 - Restaurer les grilles emblematiques du parc Monceau - avenue Van Dyck,8 - Restaurer les grilles emblematiques du parc Monceau - avenue Velasquez,9 - Restaurer les grilles emblematiques du parc Monceau - Bd de Courcelles,"10 - Apaiser, vegetaliser des rues et places de l arrondissement",11 - Renover le marche aux fleurs de la Madeleine et le gymnase Condorcet,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
35460,U08-011,2022AR08A,Valide,1,2,1,2,2,3,1,1,1,2,2,11,5,5,1,0,0
35922,U08-011,2022AR08A,Valide,2,2,2,3,3,3,3,2,2,2,2,11,0,7,4,0,0
36754,U08-011,2022AR08A,Nul,1,novote,novote,novote,novote,2,novote,novote,novote,novote,novote,2,1,1,0,0,9
36898,U08-011,2022AR08A,Valide,2,2,2,2,2,2,3,3,3,3,3,11,0,6,5,0,0
36960,U08-011,2022AR08A,Valide,2,2,2,2,2,2,2,2,2,2,2,11,0,11,0,0,0
36994,U08-011,2022AR08A,Valide,1,novote,3,novote,novote,1,novote,novote,novote,1,novote,4,3,0,1,0,7
37103,U08-011,2022AR08A,Valide,1,3,2,3,1,2,2,3,3,1,2,11,3,4,4,0,0
37489,U08-011,2022AR08A,Valide,1,1,novote,novote,2,novote,novote,novote,novote,1,novote,4,3,1,0,0,7
37664,U08-011,2022AR08A,Valide,1,1,1,1,2,1,1,1,2,1,1,11,9,2,0,0,0
37841,U08-010,2022AR08A,Valide,1,novote,novote,novote,novote,1,novote,1,novote,1,novote,4,4,0,0,0,7
37855,U08-010,2022AR08A,Valide,1,2,3,3,3,3,novote,novote,novote,novote,novote,6,1,1,4,0,5
37870,U08-010,2022AR08A,Valide,2,1,1,novote,1,1,1,1,1,1,1,10,9,1,0,0,1
37919,U08-010,2022AR08A,Valide,1,novote,1,novote,novote,2,novote,novote,1,novote,novote,4,3,1,0,0,7
37933,U08-010,2022AR08A,Nul,3,3,novote,novote,novote,novote,novote,novote,novote,3,novote,3,0,0,3,0,8
37961,U08-010,2022AR08A,Valide,novote,novote,1,1,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,7
38061,U08-011,2022AR08A,Valide,1,2,3,2,2,2,2,2,2,3,2,11,1,8,2,0,0
38848,U08-011,2022AR08A,Valide,1,4,4,4,4,1,4,4,4,1,1,11,4,0,0,7,0
39129,U08-011,2022AR08A,Valide,novote,novote,1,1,novote,novote,1,2,novote,novote,novote,4,3,1,0,0,7
39178,U08-011,2022AR08A,Valide,1,2,2,3,1,2,3,2,2,1,1,11,4,5,2,0,0
39463,U08-011,2022AR08A,Valide,2,2,3,3,3,3,3,3,3,1,2,11,1,3,7,0,0
39473,U08-011,2022AR08A,Valide,1,3,4,4,3,3,3,3,3,1,3,11,2,0,7,2,0
39532,U08-011,2022AR08A,Valide,1,1,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,7
39655,U08-011,2022AR08A,Nul,novote,novote,1 2,novote,2,novote,novote,novote,novote,1,1,3,2,1,0,0,7
39683,U08-011,2022AR08A,Valide,1,1,3,3,3,3,3,3,3,1,1,11,4,0,7,0,0
39845,U08-011,2022AR08A,Valide,1,1,1,1,1,1,1,1,1,1,1,11,11,0,0,0,0
41777,U08-012,2022AR08B,Nul,novote,novote,novote,novote,novote,1 2,1,1,1,novote,1 2,3,3,0,0,0,6
43790,U08-012,2022AR08B,Valide,1,2,3,1,4,1,1,2,2,1,3,11,5,3,2,1,0
44868,U08-012,2022AR08B,Valide,2,novote,2,novote,2,2,novote,novote,novote,2,novote,5,0,5,0,0,6
45398,U08-012,2022AR08B,Valide,3,2,2,3,3,3,3,3,3,2,3,11,0,3,8,0,0
45798,U08-012,2022AR08B,Valide,novote,novote,novote,novote,novote,1,1,1,1,novote,1,5,5,0,0,0,6
46783,U08-006,2022AR08B,Valide,1,novote,novote,novote,3,2,novote,novote,novote,2,1,5,2,2,1,0,6
47544,U08-006,2022AR08B,Valide,novote,novote,3,novote,3,2,novote,novote,novote,2,novote,4,0,2,2,0,7
47934,U08-006,2022AR08B,Valide,novote,novote,novote,novote,1,1,1,novote,novote,novote,1,4,4,0,0,0,7
48023,U08-001,2022AR08A,Valide,novote,novote,1,1,1,1,novote,1,1,novote,novote,6,6,0,0,0,5
48079,U08-001,2022AR08B,Valide,3,novote,novote,novote,1,1,1,1,1,1,1,8,7,0,1,0,3
48090,U08-003,2022AR08B,Valide,novote,2,1,1,1,1,3,3,1,3,3,10,5,1,4,0,1
48145,U08-001,2022AR08B,Valide,2,1,novote,1,2,3,1,1,1,1,2,10,6,3,1,0,1
48182,U08-005,2022AR08A,Valide,1,1,2,2,2,2,2,1,1,1,1,11,6,5,0,0,0
48224,U08-001,2022AR08A,Valide,4,1,1,2,2,2,2,2,2,2,3,11,2,7,1,1,0
48229,U08-001,2022AR08B,Valide,2,1,3,3,2,novote,4,4,3,3,3,10,1,2,5,2,1
48262,U08-005,2022AR08A,Valide,1,4,2,4,4,2,4,4,4,1,4,11,2,2,0,7,0
48306,U08-001,2022AR08A,Valide,2,3,2,3,1,1,1,2,2,3,3,11,3,4,4,0,0
48317,U08-001,2022AR08A,Valide,3,2,4,3,3,1,3,4,4,3,2,11,1,2,5,3,0
48413,U08-005,2022AR08A,Valide,1,2,1,3,1,1,3,3,3,3,3,11,4,1,6,0,0
48425,U08-003,2022AR08B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
48449,U08-001,2022AR08A,Valide,2,novote,3,novote,2,novote,novote,novote,novote,2,novote,4,0,3,1,0,7
48499,U08-001,2022AR08B,Valide,4,2,4,4,4,2,4,4,4,4,4,11,0,2,0,9,0
48510,U08-005,2022AR08A,Valide,1,3,1,2,2,2,2,2,2,1,3,11,3,6,2,0,0
48560,U08-005,2022AR08A,Valide,2,2,2,2,1,1,2,2,2,1,2,11,3,8,0,0,0
48574,U08-001,2022AR08A,Valide,4,3,3,3,4,3,4,3,3,3,3,11,0,0,8,3,0
48598,U08-012,2022AR08B,Blanc,novote,novote,novote,novote,novote,1 2,1 2,1 2,1 2,novote,1 2,0,0,0,0,0,6
48636,U08-001,2022AR08A,Nul,1 2,1 2,1 2,1 2,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
48669,U08-003,2022AR08B,Valide,1,novote,novote,1,novote,1,1,1,1,novote,1,7,7,0,0,0,4
48682,U08-003,2022AR08B,Valide,1,4,1,1,1,1,1,1,1,1,1,11,10,0,0,1,0
48730,U08-001,2022AR08B,Valide,1,novote,2,novote,3,2,2,2,2,2,novote,8,1,6,1,0,3
48754,U08-001,2022AR08A,Valide,4,novote,2,3,2,3,3,3,3,2,3,10,0,3,6,1,1
48768,U08-003,2022AR08B,Valide,3,3,novote,1,1,1,1,1,1,4,4,10,6,0,2,2,1
48799,U08-001,2022AR08B,Valide,1,3,3,3,1,1,3,3,3,1,1,11,5,0,6,0,0
48822,U08-005,2022AR08A,Valide,1,novote,1,novote,novote,1,novote,1,novote,novote,novote,4,4,0,0,0,7
48844,U08-005,2022AR08A,Valide,1,2,novote,novote,3,2,3,2,2,1,3,9,2,4,3,0,2
48855,U08-001,2022AR08A,Valide,1,2,novote,novote,novote,novote,novote,novote,novote,1,2,4,2,2,0,0,7
48898,U08-003,2022AR08B,Valide,novote,novote,novote,1,1,1,1,1,1,1,novote,7,7,0,0,0,4
48933,U08-001,2022AR08B,Valide,2,novote,novote,novote,2,novote,novote,novote,novote,1,2,4,1,3,0,0,7
48975,U08-001,2022AR08A,Valide,1,novote,3,3,3,4,3,3,3,1,2,10,2,1,6,1,1
49033,U08-001,2022AR08A,Valide,1,3,3,3,3,3,3,3,3,1,2,11,2,1,8,0,0
49070,U08-005,2022AR08A,Valide,2,3,3,3,1,2,3,4,4,3,2,11,1,3,5,2,0
49144,U08-001,2022AR08B,Nul,1,novote,1,novote,novote,novote,novote,novote,novote,1,novote,3,3,0,0,0,8
49159,U08-001,2022AR08B,Valide,2,1,novote,novote,1,1,novote,novote,novote,1,novote,5,4,1,0,0,6
49171,U08-001,2022AR08B,Valide,1,2,2,1,novote,1,2,2,2,1,1,10,5,5,0,0,1
49220,U08-001,2022AR08A,Valide,1,2,2,2,novote,novote,novote,novote,novote,novote,novote,4,1,3,0,0,7
49309,U08-001,2022AR08A,Nul,2,novote,2,novote,novote,novote,novote,novote,novote,novote,novote,2,0,2,0,0,9
49317,U08-001,2022AR08B,Valide,1,4,1,4,1,3,4,4,4,3,4,11,3,0,2,6,0
49339,U08-001,2022AR08B,Valide,2,2,2,3,1,1,3,3,2,1,4,11,3,4,3,1,0
49396,U08-003,2022AR08B,Valide,1,novote,novote,novote,1,1,novote,novote,novote,1,novote,4,4,0,0,0,7
49430,U08-001,2022AR08A,Blanc,novote,1 2,1 2,1 2,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,8
49451,U08-001,2022AR08B,Nul,novote,novote,novote,2,1 4,1 3,1 3,1,3,1 2,1 2,3,1,1,1,0,3
49492,U08-003,2022AR08B,Valide,1,4,4,4,4,4,4,4,4,4,4,11,1,0,0,10,0
49519,U08-001,2022AR08B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
49531,U08-005,2022AR08A,Valide,1,1,1,3,3,2,2,2,2,1,1,11,5,4,2,0,0
49618,U08-005,2022AR08A,Valide,1,4,1,1,2,3,1,1,1,1,4,11,7,1,1,2,0
49628,U08-005,2022AR08A,Valide,2,2,1,2,2,2,1,2,2,1,1,11,4,7,0,0,0
49636,U08-001,2022AR08B,Valide,2,3,2,2,2,2,1,1,1,3,3,11,3,5,3,0,0
49647,U08-001,2022AR08B,Valide,1,3,1,1,2,2,1,1,1,2,2,11,6,4,1,0,0
49660,U08-001,2022AR08B,Valide,novote,novote,novote,novote,1,1,1,1,2,1,1,7,6,1,0,0,4
49672,U08-001,2022AR08A,Valide,1,1,1,1,1,4,2,2,2,1,4,11,6,3,0,2,0
49695,U08-012,2022AR08B,Valide,2,2,2,2,2,2,2,2,2,3,3,11,0,9,2,0,0
49750,U08-001,2022AR08A,Valide,1,novote,1,novote,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,7
49777,U08-001,2022AR08A,Valide,2,2,2,2,2,3,2,2,2,1,1,11,2,8,1,0,0
49799,U08-001,2022AR08B,Valide,1,1,novote,novote,1,1,1,1,1,1,1,9,9,0,0,0,2
49928,U08-005,2022AR08A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
49937,U08-003,2022AR08B,Nul,1,novote,novote,novote,1,novote,novote,novote,novote,novote,2,3,2,1,0,0,8
49948,U08-003,2022AR08A,Valide,2,2,3,3,3,3,3,3,3,2,3,11,0,3,8,0,0
49956,U08-003,2022AR08B,Valide,1,3,1,3,2,4,3,3,2,2,2,11,2,4,4,1,0
49982,U08-003,2022AR08B,Valide,2,3,2,2,2,2,2,2,1,3,2,11,1,8,2,0,0
50009,U08-001,2022AR08A,Valide,1,1,3,4,4,4,4,4,4,1,1,11,4,0,1,6,0
50027,U08-001,2022AR08A,Blanc,novote,1 2,1 2,1 2,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,8
50036,U08-001,2022AR08A,Valide,1,3,1,3,4,2,2,2,2,1,2,11,3,5,2,1,0
50072,U08-003,2022AR08B,Valide,1,1,1,1,1,1,1,1,1,novote,novote,9,9,0,0,0,2
50093,U08-001,2022AR08B,Valide,1,1,3,3,1,2,3,3,3,1,2,11,4,2,5,0,0
50110,U08-003,2022AR08B,Valide,1,novote,4,4,novote,3,4,4,novote,1,1,8,3,0,1,4,3
50166,U08-005,2022AR08A,Valide,1,1,2,3,3,2,3,3,4,3,4,11,2,2,5,2,0
50189,U08-006,2022AR08B,Valide,3,2,2,2,2,3,2,2,2,novote,3,10,0,7,3,0,1
50211,U08-003,2022AR08B,Valide,1,1,3,4,3,3,4,4,3,2,4,11,2,1,4,4,0
50237,U08-003,2022AR08B,Valide,1,1,1,novote,1,novote,1,novote,novote,1,novote,6,6,0,0,0,5
50247,U08-003,2022AR08B,Valide,1,1,1,2,1,2,1,1,1,novote,1,10,8,2,0,0,1
50254,U08-005,2022AR08A,Valide,1,2,1,1,3,3,1,1,1,1,1,11,8,1,2,0,0
50265,U08-001,2022AR08B,Valide,4,3,1,4,1,3,1,2,1,1,2,11,5,2,2,2,0
50291,U08-005,2022AR08A,Valide,1,2,novote,novote,novote,3,novote,novote,novote,1,novote,4,2,1,1,0,7
50303,U08-003,2022AR08B,Nul,1 2,novote,novote,novote,novote,novote,1,1,1,1,1,5,5,0,0,0,5
50337,U08-003,2022AR08B,Valide,1,1,novote,novote,1,novote,novote,1,1,novote,novote,5,5,0,0,0,6
50385,U08-001,2022AR08A,Valide,2,2,2,2,2,2,2,2,2,3,3,11,0,9,2,0,0
50410,U08-003,2022AR08B,Valide,3,2,novote,novote,novote,novote,novote,novote,novote,3,4,4,0,1,2,1,7
50431,U08-001,2022AR08B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
50442,U08-001,2022AR08B,Valide,1,1,1,novote,novote,1,novote,novote,1,1,novote,6,6,0,0,0,5
50453,U08-001,2022AR08B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
50463,U08-003,2022AR08B,Valide,1,2,1,2,3,3,2,2,2,1,2,11,3,6,2,0,0
50473,U08-005,2022AR08A,Valide,2,2,4,4,4,4,4,4,4,1,3,11,1,2,1,7,0
50486,U08-005,2022AR08A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
50501,U08-001,2022AR08B,Valide,2,2,2,2,3,3,2,2,2,1,2,11,1,8,2,0,0
50523,U08-003,2022AR08B,Valide,1,3,2,2,3,3,2,2,2,2,3,11,1,6,4,0,0
50533,U08-003,2022AR08B,Valide,1,1,1,novote,novote,novote,novote,novote,novote,1,novote,4,4,0,0,0,7
50543,U08-001,2022AR08B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
50565,U08-001,2022AR08B,Valide,2,3,2,4,2,1,4,4,4,1,3,11,2,3,2,4,0
50695,U08-005,2022AR08A,Valide,1,2,novote,novote,2,novote,novote,novote,novote,1,novote,4,2,2,0,0,7
50717,U08-005,2022AR08A,Valide,novote,novote,1,1,1,1,1,1,novote,novote,novote,6,6,0,0,0,5
50729,U08-001,2022AR08A,Valide,1,1,3,3,2,3,3,3,3,1,2,11,3,2,6,0,0
50740,U08-001,2022AR08B,Valide,1,3,3,4,3,3,3,3,3,2,3,11,1,1,8,1,0
50760,U08-005,2022AR08A,Valide,4,4,4,4,4,4,4,4,4,3,4,11,0,0,1,10,0
50771,U08-005,2022AR08A,Valide,2,3,novote,4,4,3,3,novote,3,1,2,9,1,2,4,2,2
50839,U08-001,2022AR08A,Valide,1,1,1,1,2,3,1,1,1,1,3,11,8,1,2,0,0
50861,U08-001,2022AR08A,Valide,1,1,3,3,4,4,4,4,4,2,3,11,2,1,3,5,0
50928,U08-001,2022AR08B,Valide,1,novote,1,novote,2,3,novote,novote,novote,1,novote,5,3,1,1,0,6
50948,U08-003,2022AR08B,Valide,1,1,4,4,4,1,4,4,4,1,4,11,4,0,0,7,0
50968,U08-001,2022AR08A,Valide,1,1,novote,novote,novote,novote,novote,novote,novote,2,1,4,3,1,0,0,7
50993,U08-003,2022AR08B,Valide,2,2,1,3,2,3,3,3,2,2,2,11,1,6,4,0,0
51004,U08-001,2022AR08A,Valide,1,3,1,2,3,3,3,2,1,1,3,11,4,2,5,0,0
51021,U08-003,2022AR08B,Valide,1,1,novote,novote,1,1,1,novote,novote,4,novote,6,5,0,0,1,5
51038,U08-003,2022AR08B,Valide,1,2,1,1,1,1,1,1,1,2,1,11,9,2,0,0,0
51083,U08-001,2022AR08A,Valide,1,3,3,3,3,3,3,3,3,1,2,11,2,1,8,0,0
51116,U08-001,2022AR08A,Valide,novote,1,novote,novote,1,novote,novote,novote,novote,1,1,4,4,0,0,0,7
51143,U08-001,2022AR08B,Valide,1,1,1,1,1,1,1,1,1,1,1,11,11,0,0,0,0
51170,U08-001,2022AR08A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
51226,U08-001,2022AR08B,Valide,1,2,4,4,1,1,3,3,3,4,3,11,3,1,4,3,0
51249,U08-001,2022AR08B,Valide,novote,1,1,novote,novote,novote,novote,novote,novote,1,3,4,3,0,1,0,7
51276,U08-001,2022AR08A,Valide,novote,novote,1,1,1,novote,novote,novote,1,novote,novote,4,4,0,0,0,7
51313,U08-003,2022AR08B,Valide,novote,novote,1,1,novote,novote,1,1,1,novote,novote,5,5,0,0,0,6
51319,U08-001,2022AR08B,Valide,1,2,3,3,4,4,3,3,3,1,4,11,2,1,5,3,0
51332,U08-003,2022AR08B,Valide,1,1,1,1,1,1,1,1,1,3,1,11,10,0,1,0,0
51350,U08-001,2022AR08A,Valide,2,3,2,4,4,1,4,4,4,1,2,11,2,3,1,5,0
51372,U08-001,2022AR08B,Valide,1,1,2,2,2,novote,2,2,2,2,2,10,2,8,0,0,1
51384,U08-001,2022AR08A,Valide,3,2,3,2,1,1,3,1,1,1,4,11,5,2,3,1,0
51401,U08-005,2022AR08A,Valide,novote,novote,1,novote,1,novote,novote,novote,novote,1,1,4,4,0,0,0,7
51424,U08-001,2022AR08B,Valide,1,novote,novote,novote,1,1,1,1,1,1,1,8,8,0,0,0,3
51502,U08-001,2022AR08B,Valide,1,novote,1,novote,novote,1,novote,novote,1,novote,novote,4,4,0,0,0,7
51524,U08-001,2022AR08B,Valide,2,3,novote,novote,novote,novote,novote,novote,novote,3,3,4,0,1,3,0,7
51585,U08-001,2022AR08A,Valide,novote,novote,1,2,novote,novote,2,novote,novote,2,novote,4,1,3,0,0,7
51592,U08-003,2022AR08B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
51601,U08-001,2022AR08A,Valide,2,1,2,novote,novote,novote,novote,novote,novote,1,novote,4,2,2,0,0,7
51619,U08-003,2022AR08B,Valide,novote,novote,1,1,4,1,novote,novote,novote,1,novote,5,4,0,0,1,6
51645,U08-001,2022AR08B,Valide,3,2,3,3,2,2,2,2,2,2,novote,10,0,7,3,0,1
51703,U08-003,2022AR08B,Valide,4,4,1,novote,1,1,3,2,2,novote,novote,8,3,2,1,2,3
51747,U08-003,2022AR08B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
51830,U08-001,2022AR08A,Valide,1,1,1,2,2,1,1,1,1,2,3,11,7,3,1,0,0
51849,U08-001,2022AR08A,Valide,1,novote,2,novote,novote,2,novote,novote,novote,1,novote,4,2,2,0,0,7
51859,U08-003,2022AR08B,Valide,novote,1,novote,novote,novote,novote,1,novote,1,2,novote,4,3,1,0,0,7
51885,U08-003,2022AR08B,Valide,1,1,1,novote,4,4,1,1,1,1,1,10,8,0,0,2,1
51954,U08-001,2022AR08B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,3,1,0,0,1,0,10
51973,U08-003,2022AR08B,Valide,4,2,1,1,1,1,1,1,1,4,1,11,8,1,0,2,0
51987,U08-001,2022AR08A,Valide,2,novote,3,2,4,3,3,4,4,1,2,10,1,3,3,3,1
52067,U08-001,2022AR08B,Valide,1,2,3,3,2,2,3,3,3,1,3,11,2,3,6,0,0
52141,U08-003,2022AR08B,Valide,1,1,novote,novote,4,4,4,4,4,2,3,9,2,1,1,5,2
52174,U08-001,2022AR08A,Valide,1,novote,novote,novote,novote,1,novote,novote,novote,1,1,4,4,0,0,0,7
52183,U08-001,2022AR08B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,3,novote,novote,1,0,0,1,0,10
52235,U08-005,2022AR08A,Valide,2,1,4,4,4,4,4,4,4,1,4,11,2,1,0,8,0
52244,U08-001,2022AR08B,Valide,novote,novote,novote,novote,1,1,1,1,1,novote,1,6,6,0,0,0,5
52257,U08-001,2022AR08B,Valide,1,1,1,1,2,2,3,3,3,1,3,11,5,2,4,0,0
52281,U08-005,2022AR08A,Valide,1,3,1,3,2,2,3,3,3,1,1,11,4,2,5,0,0
52289,U08-003,2022AR08B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
52314,U08-003,2022AR08B,Valide,2,2,novote,novote,2,novote,novote,novote,novote,2,novote,4,0,4,0,0,7
52350,U08-003,2022AR08A,Valide,novote,novote,1,1,novote,novote,1,1,1,1,novote,6,6,0,0,0,5
52359,U08-003,2022AR08B,Nul,2,2,novote,novote,novote,novote,novote,novote,novote,novote,novote,2,0,2,0,0,9
52377,U08-005,2022AR08A,Valide,1,novote,1,novote,novote,3,novote,novote,novote,1,2,5,3,1,1,0,6
52394,U08-001,2022AR08A,Valide,1,2,1,2,4,4,1,1,1,1,4,11,6,2,0,3,0
52396,U08-003,2022AR08B,Valide,2,2,2,3,1,1,2,2,2,1,2,11,3,7,1,0,0
52406,U08-003,2022AR08B,Valide,2,2,2,3,2,3,4,4,4,1,2,11,1,5,2,3,0
52426,U08-005,2022AR08A,Valide,1,3,3,1,1,novote,novote,novote,novote,1,1,7,5,0,2,0,4
52461,U08-003,2022AR08B,Valide,novote,novote,novote,1,novote,1,novote,novote,2,1,novote,4,3,1,0,0,7
52491,U08-001,2022AR08A,Valide,1,novote,novote,2,novote,novote,2,2,2,novote,novote,5,1,4,0,0,6
52499,U08-001,2022AR08A,Valide,1,1,novote,novote,4,novote,novote,novote,novote,1,novote,4,3,0,0,1,7
52536,U08-005,2022AR08A,Valide,2,3,1,2,1,2,2,2,2,1,1,11,4,6,1,0,0
52547,U08-001,2022AR08B,Valide,3,3,4,4,4,4,4,4,4,3,4,11,0,0,3,8,0
52567,U08-001,2022AR08B,Valide,novote,1,1,novote,4,novote,novote,novote,novote,1,novote,4,3,0,0,1,7
52570,U08-008,2022AR08A,Nul,1,4,4,4,4,4,4,4,4,1 4,4,10,1,0,0,9,0
52585,U08-005,2022AR08A,Valide,1,1,1,novote,novote,novote,novote,novote,novote,1,novote,4,4,0,0,0,7
52608,U08-006,2022AR08B,Nul,1,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,2,2,0,0,0,9
52613,U08-003,2022AR08B,Valide,1,2,3,1,2,2,1,1,1,2,2,11,5,5,1,0,0
52654,U08-005,2022AR08A,Valide,1,novote,1,novote,novote,novote,1,novote,novote,1,novote,4,4,0,0,0,7
52673,U08-001,2022AR08A,Blanc,1,1 2,1 2,1 2,1 2,novote,novote,novote,novote,novote,novote,1,1,0,0,0,6
52683,U08-001,2022AR08B,Valide,novote,novote,novote,novote,1,1,1,1,1,1,1,7,7,0,0,0,4
52692,U08-001,2022AR08A,Valide,3,3,2,2,3,2,3,3,3,2,3,11,0,4,7,0,0
52699,U08-001,2022AR08B,Valide,4,novote,1,1,1,1,1,1,1,4,novote,9,7,0,0,2,2
52709,U08-001,2022AR08B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
52718,U08-001,2022AR08B,Valide,1,novote,1,1,4,1,1,1,1,1,3,10,8,0,1,1,1
52802,U08-008,2022AR08A,Valide,2,1,3,3,2,3,3,3,3,2,3,11,1,3,7,0,0
52826,U08-001,2022AR08A,Valide,novote,novote,novote,1,1,novote,novote,novote,1,novote,1,4,4,0,0,0,7
52837,U08-003,2022AR08B,Nul,novote,novote,novote,novote,1,1,novote,novote,novote,novote,1,3,3,0,0,0,8
52850,U08-003,2022AR08B,Valide,2,2,3,3,2,3,3,3,3,1,1,11,2,3,6,0,0
52856,U08-001,2022AR08B,Valide,1,1,3,2,2,3,1,1,1,1,1,11,7,2,2,0,0
52869,U08-001,2022AR08B,Valide,novote,novote,novote,novote,1,1,1,1,1,novote,novote,5,5,0,0,0,6
52880,U08-001,2022AR08A,Valide,1,1,3,3,2,2,2,2,2,1,1,11,4,5,2,0,0
52889,U08-001,2022AR08A,Valide,1,1,1,novote,novote,novote,novote,novote,novote,1,novote,4,4,0,0,0,7
52898,U08-001,2022AR08A,Valide,novote,2,1,2,1,novote,novote,novote,novote,1,novote,5,3,2,0,0,6
52908,U08-001,2022AR08B,Valide,3,2,3,3,3,3,3,3,3,2,2,11,0,3,8,0,0
52919,U08-003,2022AR08B,Nul,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,1,1,0,0,0,10
52939,U08-001,2022AR08B,Valide,novote,novote,novote,novote,1,1,1,1,1,1,1,7,7,0,0,0,4
52949,U08-005,2022AR08A,Nul,1 2,4,1 3,novote,novote,novote,novote,novote,novote,1 2,2,2,0,1,0,1,6
52978,U08-005,2022AR08A,Valide,2,3,3,3,2,2,3,3,3,2,2,11,0,5,6,0,0
52990,U08-003,2022AR08B,Valide,3,2,1,3,4,2,3,3,3,1,3,11,2,2,6,1,0
53000,U08-001,2022AR08B,Nul,1 2 4,1 4,4,2,2 4,2 4,2,2,2,2,4,7,0,5,0,2,0
53011,U08-003,2022AR08B,Valide,1,novote,novote,1,1,novote,1,1,1,novote,1,7,7,0,0,0,4
53021,U08-005,2022AR08A,Valide,1,1,novote,novote,novote,novote,novote,novote,novote,2,2,4,2,2,0,0,7
53068,U08-001,2022AR08B,Valide,1,1,novote,novote,novote,2,novote,novote,novote,1,novote,4,3,1,0,0,7
53085,U08-008,2022AR08A,Valide,novote,novote,novote,novote,1,1,novote,1,novote,novote,1,4,4,0,0,0,7
53094,U08-009,2022AR08A,Valide,2,3,3,3,2,3,3,3,3,1,2,11,1,3,7,0,0
53118,U08-003,2022AR08B,Valide,1,novote,1,1,1,1,1,1,1,novote,novote,8,8,0,0,0,3
53147,U08-003,2022AR08B,Valide,1,1,4,3,1,1,3,1,1,2,3,11,6,1,3,1,0
53177,U08-001,2022AR08B,Valide,novote,novote,novote,novote,1,1,1,1,1,1,1,7,7,0,0,0,4
53204,U08-001,2022AR08B,Valide,2,3,2,2,1,2,4,4,4,1,2,11,2,5,1,3,0
53242,U08-001,2022AR08A,Valide,1,novote,1,novote,novote,1,novote,novote,novote,1,novote,4,4,0,0,0,7
53260,U08-001,2022AR08B,Valide,novote,novote,novote,novote,1,1,1,1,novote,1,1,6,6,0,0,0,5
53282,U08-008,2022AR08A,Nul,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,10
53320,U08-001,2022AR08B,Valide,1,3,1,2,3,3,2,3,2,1,1,11,4,3,4,0,0
53340,U08-001,2022AR08A,Valide,1,2,1,1,3,2,1,1,1,1,1,11,8,2,1,0,0
53359,U08-001,2022AR08B,Valide,1,novote,1,novote,novote,novote,1,novote,novote,1,novote,4,4,0,0,0,7
53369,U08-001,2022AR08A,Valide,1,1,2,2,3,3,2,2,2,2,2,11,2,7,2,0,0
53371,U08-008,2022AR08A,Valide,3,3,1,4,4,4,4,3,1,1,4,11,3,0,3,5,0
53434,U08-001,2022AR08A,Valide,1,1,1,1,1,1,1,1,1,1,1,11,11,0,0,0,0
53443,U08-003,2022AR08B,Valide,1,1,1,1,1,1,1,1,1,2,2,11,9,2,0,0,0
53466,U08-001,2022AR08B,Valide,1,1,2,2,4,4,2,2,1,2,4,11,3,5,0,3,0
