ID,Urne,QR-Code,Categorie,1 - Proteger les pietons et reduire les nuisances sonores,2 - Developper le commerce de proximite dans le quartier de l Europe,3 - Poursuivre le renouveau du parc Monceau,4 - Renover les grilles de l avenue Ruysdael et les allees du parc Monceau,5 - Restaurer la facade ouest de l eglise de la Madeleine et ses statues,6 - Restaurer le patrimoine de la place de la Concorde,7 - Restaurer les grilles emblematiques du parc Monceau - avenue Van Dyck,8 - Restaurer les grilles emblematiques du parc Monceau - avenue Velasquez,9 - Restaurer les grilles emblematiques du parc Monceau - Bd de Courcelles,"10 - Apaiser, vegetaliser des rues et places de l arrondissement",11 - Renover le marche aux fleurs de la Madeleine et le gymnase Condorcet,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
95251,U08-001,2022AR08B,Valide,1,1,1,novote,novote,novote,novote,novote,novote,novote,2,4,3,1,0,0,7
95273,U08-007,2022AR08B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
95326,U08-001,2022AR08B,Valide,1,2,1,2,2,2,2,2,2,1,2,11,3,8,0,0,0
95370,U08-007,2022AR08B,Valide,1,1,2,1,1,1,3,1,2,3,1,11,7,2,2,0,0
95381,U08-001,2022AR08B,Nul,novote,novote,novote,novote,1 2,1 2,1 2,1 2,1 2,novote,1 2,0,0,0,0,0,5
95460,U08-001,2022AR08B,Valide,3,novote,1,novote,2,2,2,2,2,3,3,9,1,5,3,0,2
95483,U08-001,2022AR08B,Valide,novote,novote,novote,4,2,3,3,3,3,1,4,8,1,1,4,2,3
95528,U08-001,2022AR08A,Valide,1,1,1,novote,novote,1,novote,novote,1,1,1,7,7,0,0,0,4
95581,U08-001,2022AR08A,Valide,4,4,2,3,2,2,3,3,3,3,3,11,0,3,6,2,0
95860,U08-001,2022AR08B,Valide,4,3,2,1,1,1,1,1,1,4,2,11,6,2,1,2,0
95882,U08-007,2022AR08B,Valide,1,1,novote,novote,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,7
95918,U08-007,2022AR08B,Valide,novote,novote,novote,1,novote,novote,1,1,1,novote,1,5,5,0,0,0,6
96027,U08-001,2022AR08B,Valide,2,3,1,1,4,1,2,2,1,1,1,11,6,3,1,1,0
96052,U08-001,2022AR08A,Valide,1,2,2,3,2,novote,3,novote,1,1,4,9,3,3,2,1,2
96184,U08-001,2022AR08A,Valide,1,1,1,4,4,4,4,4,4,1,1,11,5,0,0,6,0
96252,U08-007,2022AR08B,Valide,1,novote,1,1,3,3,1,1,1,3,3,10,6,0,4,0,1
96265,U08-001,2022AR08B,Valide,1,novote,novote,1,novote,novote,novote,4,1,1,novote,5,4,0,0,1,6
96277,U08-001,2022AR08B,Valide,1,1,novote,novote,novote,novote,novote,novote,novote,1,2,4,3,1,0,0,7
96297,U08-001,2022AR08A,Valide,2,3,2,3,2,3,2,2,2,1,2,11,1,7,3,0,0
96310,U08-001,2022AR08B,Nul,novote,3,1 4,3,2,3,3,3,3,1,1,9,2,1,6,0,1
96385,U08-001,2022AR08A,Valide,1,2,2,2,1,1,2,2,1,1,2,11,5,6,0,0,0
96409,U08-001,2022AR08A,Valide,novote,novote,1,1,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,7
96509,U08-001,2022AR08A,Valide,1,novote,1,1,1,1,1,1,1,1,3,10,9,0,1,0,1
96592,U08-001,2022AR08B,Valide,1,1,1,3,3,2,3,3,3,1,2,11,4,2,5,0,0
96634,U08-001,2022AR08B,Valide,2,2,2,3,3,3,3,3,3,1,4,11,1,3,6,1,0
96797,U08-001,2022AR08A,Valide,novote,1,novote,1,novote,novote,novote,1,1,novote,novote,4,4,0,0,0,7
96833,U08-007,2022AR08B,Valide,1,1,4,4,3,4,4,4,2,1,2,11,3,2,1,5,0
96903,U08-001,2022AR08B,Valide,2,1,1,2,2,2,3,3,2,2,2,11,2,7,2,0,0
96924,U08-001,2022AR08B,Valide,1,2,2,2,3,3,4,4,4,3,4,11,1,3,3,4,0
96933,U08-001,2022AR08B,Valide,1,2,1,2,1,1,4,3,1,4,4,11,5,2,1,3,0
97020,U08-001,2022AR08B,Valide,1,3,2,novote,3,2,2,2,2,1,3,10,2,5,3,0,1
97243,U08-001,2022AR08A,Valide,novote,novote,1,1,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,7
97451,U08-001,2022AR08A,Nul,1 2,1 2,1 2,1 2,1 2,1,1,novote,novote,novote,novote,2,2,0,0,0,4
97534,U08-001,2022AR08B,Valide,2,novote,novote,1,novote,novote,novote,1,1,novote,novote,4,3,1,0,0,7
97576,U08-007,2022AR08B,Valide,1,1,novote,novote,1,1,novote,novote,novote,1,4,6,5,0,0,1,5
97858,U08-001,2022AR08A,Valide,1,2,1,2,2,2,2,3,3,3,4,11,2,5,3,1,0
97870,U08-001,2022AR08B,Valide,1,1,3,4,3,3,4,4,4,2,3,11,2,1,4,4,0
98195,U08-001,2022AR08B,Valide,1,novote,1,novote,1,1,1,1,1,1,novote,8,8,0,0,0,3
98426,U08-001,2022AR08A,Valide,4,1,3,2,3,3,1,2,3,1,3,11,3,2,5,1,0
98569,U08-001,2022AR08B,Valide,1,2,1,4,4,2,4,4,4,1,2,11,3,3,0,5,0
98732,U08-001,2022AR08B,Valide,1,1,1,2,2,2,3,3,3,1,2,11,4,4,3,0,0
98769,U08-001,2022AR08B,Valide,1,novote,1,1,1,1,1,1,1,1,1,10,10,0,0,0,1
98786,U08-001,2022AR08A,Nul,1 2,1 2,1 2,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,8
98809,U08-001,2022AR08B,Valide,1,1,4,4,novote,novote,4,4,4,1,1,9,4,0,0,5,2
98862,U08-007,2022AR08B,Valide,4,4,4,4,4,4,4,4,4,1,4,11,1,0,0,10,0
98882,U08-001,2022AR08B,Valide,1,1,1,1,1,2,3,3,2,2,1,11,6,3,2,0,0
98907,U08-001,2022AR08A,Valide,1,1,novote,novote,novote,novote,novote,novote,novote,4,3,4,2,0,1,1,7
98933,U08-007,2022AR08B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,1,0,0,0,10
99103,U08-001,2022AR08A,Valide,novote,novote,novote,1,novote,1,1,1,1,novote,1,6,6,0,0,0,5
99441,U08-001,2022AR08A,Valide,2,3,4,4,4,2,4,3,3,2,4,11,0,3,3,5,0
99528,U08-007,2022AR08B,Valide,1,2,1,novote,2,2,3,3,3,1,1,10,4,3,3,0,1
99556,U08-001,2022AR08A,Valide,2,1,1,2,1,2,novote,novote,novote,1,2,8,4,4,0,0,3
99625,U08-001,2022AR08B,Valide,3,3,4,4,3,1,2,novote,3,2,3,10,1,2,5,2,1
99713,U08-001,2022AR08B,Valide,2,1,1,2,4,2,1,1,1,1,3,11,6,3,1,1,0
99825,U08-001,2022AR08A,Valide,1,1,4,4,4,4,4,4,4,1,2,11,3,1,0,7,0
100048,U08-007,2022AR08B,Valide,1,1,1,novote,novote,novote,novote,novote,1,novote,2,5,4,1,0,0,6
100227,U08-001,2022AR08B,Valide,2,3,2,2,3,3,2,2,2,3,3,11,0,6,5,0,0
100317,U08-007,2022AR08B,Valide,novote,2,novote,novote,novote,novote,novote,3,3,3,novote,4,0,1,3,0,7
100540,U08-007,2022AR08B,Valide,2,3,4,1,2,2,4,4,4,1,3,11,2,3,2,4,0
100663,U08-007,2022AR08B,Valide,2,novote,1,novote,1,2,2,2,2,1,novote,8,3,5,0,0,3
100781,U08-001,2022AR08B,Valide,novote,1,1,novote,novote,1,novote,novote,novote,1,novote,4,4,0,0,0,7
100808,U08-001,2022AR08B,Valide,1,4,3,4,2,2,3,3,3,1,2,11,2,3,4,2,0
100879,U08-001,2022AR08B,Valide,1,1,1,novote,novote,novote,novote,novote,novote,1,novote,4,4,0,0,0,7
100954,U08-001,2022AR08B,Valide,3,novote,novote,novote,1,1,1,1,1,1,1,8,7,0,1,0,3
100993,U08-001,2022AR08B,Valide,1,1,novote,novote,1,1,novote,novote,1,novote,1,6,6,0,0,0,5
101501,U08-001,2022AR08A,Blanc,1 2,1 2 3,1 2,2,novote,novote,novote,novote,novote,novote,novote,1,0,1,0,0,7
101708,U08-001,2022AR08A,Valide,1,1,2,3,3,3,3,3,3,1,novote,10,3,1,6,0,1
101790,U08-001,2022AR08A,Nul,1,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,2,2,0,0,0,9
101904,U08-001,2022AR08A,Valide,2,2,3,2,3,3,2,2,3,2,3,11,0,6,5,0,0
101955,U08-001,2022AR08A,Valide,1,novote,1,1,novote,novote,1,1,novote,novote,novote,5,5,0,0,0,6
102101,U08-001,2022AR08B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
102133,U08-001,2022AR08A,Valide,1,1,novote,novote,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,7
102162,U08-001,2022AR08A,Valide,1,3,1,1,1,1,1,1,1,2,2,11,8,2,1,0,0
102541,U08-001,2022AR08B,Valide,4,1,2,2,1,1,3,3,3,1,2,11,4,3,3,1,0
102571,U08-001,2022AR08B,Valide,1,2,novote,2,1,2,1,2,2,1,2,10,4,6,0,0,1
102634,U08-001,2022AR08A,Valide,1,1,2,novote,novote,novote,novote,novote,novote,1,novote,4,3,1,0,0,7
102680,U08-001,2022AR08B,Valide,2,3,2,2,2,2,3,3,3,2,3,11,0,6,5,0,0
102759,U08-001,2022AR08B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
102828,U08-001,2022AR08B,Valide,1,1,2,3,1,2,3,3,2,2,4,11,3,4,3,1,0
103117,U08-001,2022AR08B,Blanc,novote,novote,novote,novote,1,1,1,1,1,1,1 2,6,6,0,0,0,4
103146,U08-001,2022AR08B,Valide,1,2,2,2,1,2,3,3,2,1,3,11,3,5,3,0,0
103162,U08-001,2022AR08A,Valide,1,4,1,4,1,2,2,2,novote,1,novote,9,4,3,0,2,2
103263,U08-001,2022AR08B,Valide,2,1,2,2,2,2,2,2,2,1,2,11,2,9,0,0,0
103506,U08-001,2022AR08A,Valide,1,novote,1,novote,1,novote,novote,novote,novote,1,novote,4,4,0,0,0,7
103564,U08-001,2022AR08B,Valide,novote,1,1,1,novote,novote,1,1,1,1,novote,7,7,0,0,0,4
103651,U08-007,2022AR08B,Valide,1,novote,1,novote,1,2,novote,novote,novote,1,2,6,4,2,0,0,5
103780,U08-007,2022AR08B,Valide,1,1,1,1,1,1,1,1,1,1,2,11,10,1,0,0,0
113754,U75-001,2022AR08A,Valide,1,1,1,2,novote,novote,2,novote,2,1,novote,7,4,3,0,0,4
131551,U75-001,2022AR08A,Valide,1,1,4,4,4,1,4,4,4,1,1,11,5,0,0,6,0
157009,U75-001,2022AR08A,Valide,novote,novote,1,1,1,novote,1,novote,novote,novote,novote,4,4,0,0,0,7
158214,U75-001,2022AR08A,Valide,1,novote,1,novote,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,7
172992,U75-001,2022AR08A,Valide,1,novote,novote,novote,1,novote,novote,novote,novote,1,1,4,4,0,0,0,7
176541,U75-001,2022AR08A,Valide,1,novote,novote,novote,1,novote,novote,novote,novote,1,1,4,4,0,0,0,7
189176,U75-001,2022AR08A,Valide,1,2,4,3,3,2,4,4,4,1,2,11,2,3,2,4,0
209845,U08-003,2022AR08A,Valide,1,1,1,novote,2,1,2,2,2,1,1,10,6,4,0,0,1
210251,U08-003,2022AR08A,Valide,4,1,4,4,3,novote,novote,novote,novote,1,1,7,3,0,1,3,4
210367,U08-003,2022AR08A,Valide,2,2,3,3,1,1,3,3,3,1,3,11,3,2,6,0,0
210409,U08-003,2022AR08A,Valide,2,novote,2,novote,2,novote,2,novote,novote,novote,novote,4,0,4,0,0,7
210779,U08-003,2022AR08A,Valide,1,novote,1,1,1,novote,1,1,1,novote,novote,7,7,0,0,0,4
210902,U08-003,2022AR08A,Valide,4,4,4,4,4,4,4,4,4,4,4,11,0,0,0,11,0
211570,U08-003,2022AR08A,Valide,4,4,2,1,1,3,1,1,1,4,3,11,5,1,2,3,0
211648,U08-003,2022AR08A,Valide,novote,1,3,novote,novote,novote,novote,novote,novote,1,1,4,3,0,1,0,7
212373,U08-003,2022AR08A,Valide,1,novote,1,1,novote,novote,1,1,1,1,novote,7,7,0,0,0,4
212405,U08-003,2022AR08A,Valide,1,1,1,1,1,1,1,1,1,1,1,11,11,0,0,0,0
212861,U08-003,2022AR08A,Valide,1,3,novote,3,3,3,3,3,3,2,2,10,1,2,7,0,1
212998,U08-003,2022AR08A,Valide,1,4,2,4,3,2,2,2,2,2,2,11,1,7,1,2,0
213327,U08-003,2022AR08A,Valide,4,2,3,3,2,3,3,3,3,2,2,11,0,4,6,1,0
214032,U08-003,2022AR08A,Valide,1,1,2,1,3,1,novote,1,1,1,3,10,7,1,2,0,1
214071,U08-003,2022AR08A,Blanc,1 2,novote,1 2,1 2,1 2,1 2,novote,novote,novote,novote,novote,0,0,0,0,0,6
214217,U08-003,2022AR08A,Valide,1,1,3,3,3,3,3,3,3,1,3,11,3,0,8,0,0
214223,U08-003,2022AR08A,Valide,1,1,2,3,1,2,2,2,2,2,2,11,3,7,1,0,0
214615,U08-003,2022AR08A,Valide,1,2,2,3,2,1,2,1,1,2,2,11,4,6,1,0,0
215178,U08-003,2022AR08A,Valide,1,1,1,1,1,1,1,1,1,1,1,11,11,0,0,0,0
215605,U08-003,2022AR08A,Nul,1 2 4,1 2,1 2,1 2,1 2,1 2,novote,novote,novote,novote,novote,0,0,0,0,0,5
217032,U08-003,2022AR08A,Nul,1 2,1 2,1 2,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,8
217662,U08-003,2022AR08A,Valide,2,2,3,3,2,2,3,3,3,4,3,11,0,4,6,1,0
217734,U08-003,2022AR08A,Valide,novote,novote,4,4,3,3,4,4,4,4,4,9,0,0,2,7,2
217997,U08-003,2022AR08A,Valide,2,3,2,3,3,4,3,3,3,3,2,11,0,3,7,1,0
218186,U08-003,2022AR08A,Valide,2,1,3,novote,2,novote,novote,novote,novote,2,novote,5,1,3,1,0,6
218386,U08-003,2022AR08A,Valide,novote,1,1,novote,novote,1,novote,novote,novote,1,novote,4,4,0,0,0,7
218899,U08-003,2022AR08A,Valide,novote,1,1,novote,novote,novote,novote,novote,novote,1,2,4,3,1,0,0,7
218992,U08-003,2022AR08A,Valide,novote,1,3,3,3,3,3,3,3,3,3,10,1,0,9,0,1
219052,U08-003,2022AR08A,Valide,1,novote,1,novote,1,novote,novote,novote,novote,1,novote,4,4,0,0,0,7
219119,U08-003,2022AR08A,Valide,1,novote,1,4,4,4,4,novote,novote,novote,novote,6,2,0,0,4,5
219285,U08-003,2022AR08A,Valide,3,1,3,3,2,2,2,2,2,4,3,11,1,5,4,1,0
219519,U08-003,2022AR08A,Valide,2,4,novote,novote,novote,novote,novote,novote,novote,1,1,4,2,1,0,1,7
219983,U08-003,2022AR08A,Valide,2,3,3,3,2,2,2,2,2,2,3,11,0,7,4,0,0
220736,U08-003,2022AR08A,Valide,1,3,2,2,2,1,2,2,2,1,1,11,4,6,1,0,0
221004,U08-003,2022AR08A,Valide,novote,2,novote,novote,1,novote,novote,novote,2,novote,2,4,1,3,0,0,7
221422,U08-003,2022AR08A,Valide,1,1,1,1,1,1,1,1,1,1,1,11,11,0,0,0,0
221791,U08-003,2022AR08A,Valide,1,novote,novote,novote,novote,1,1,novote,novote,1,novote,4,4,0,0,0,7
222488,U08-003,2022AR08A,Nul,1 2,1 2,1 2,1,novote,novote,1,novote,novote,novote,novote,2,2,0,0,0,6
223071,U08-003,2022AR08A,Valide,1,1,1,1,1,1,1,1,1,1,1,11,11,0,0,0,0
223346,U08-003,2022AR08A,Valide,1,novote,1,1,novote,novote,1,1,1,2,novote,7,6,1,0,0,4
224359,U08-003,2022AR08A,Valide,novote,1,novote,novote,novote,novote,novote,1,1,1,1,5,5,0,0,0,6
224736,U08-003,2022AR08A,Valide,2,novote,1,novote,novote,2,novote,novote,novote,2,novote,4,1,3,0,0,7
224829,U08-003,2022AR08A,Valide,novote,novote,1,4,4,4,4,4,4,novote,novote,7,1,0,0,6,4
224856,U08-003,2022AR08A,Valide,1,1,3,4,2,3,3,3,3,3,2,11,2,2,6,1,0
224916,U08-003,2022AR08B,Valide,1,2,1,1,1,1,1,1,1,1,1,11,10,1,0,0,0
225170,U08-003,2022AR08B,Nul,novote,novote,novote,novote,1,1,1,1,1,1,1 2,6,6,0,0,0,4
225359,U08-003,2022AR08A,Valide,1,1,novote,novote,1,novote,novote,1,novote,novote,novote,4,4,0,0,0,7
226101,U08-003,2022AR08A,Valide,1,1,1,novote,novote,1,novote,1,1,1,novote,7,7,0,0,0,4
226313,U08-003,2022AR08A,Valide,2,2,1,1,1,1,1,1,1,1,1,11,9,2,0,0,0
227274,U08-003,2022AR08A,Valide,novote,novote,1,novote,1,1,1,1,1,novote,novote,6,6,0,0,0,5
227351,U08-003,2022AR08A,Valide,1,novote,2,novote,novote,novote,novote,novote,novote,1,2,4,2,2,0,0,7
227456,U08-003,2022AR08A,Valide,1,2,2,3,1,1,1,3,3,2,2,11,4,4,3,0,0
227503,U08-003,2022AR08A,Valide,1,novote,1,1,novote,novote,1,novote,novote,novote,novote,4,4,0,0,0,7
227604,U08-003,2022AR08A,Valide,1,novote,3,2,3,4,1,1,1,2,4,10,4,2,2,2,1
227790,U08-003,2022AR08A,Nul,1 2,1 2,1 2,1 2,1 2,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
228066,U08-003,2022AR08A,Valide,2,3,2,3,3,3,3,3,3,2,3,11,0,3,8,0,0
229989,U08-011,2022AR08A,Nul,1 2,1 2,1 2,novote,novote,novote,novote,novote,2,novote,novote,1,0,1,0,0,7
233533,U08-011,2022AR08B,Valide,1,2,1,2,3,1,2,2,2,1,2,11,4,6,1,0,0
238310,U08-011,2022AR08B,Valide,2,novote,2,novote,novote,novote,novote,novote,novote,1,1,4,2,2,0,0,7
240517,U08-011,2022AR08A,Valide,1,1,1,novote,novote,novote,4,3,4,1,1,8,5,0,1,2,3
 ywu3njgymtq0ogq4nzuxzmi5yjbjnd9a965bn4ztnmm965bne3zgzmnwe0yzk965bnnq== ,numerique,75008,Valide,4,4,2,2,1,1,2,2,2,4,3,11,2,5,1,3,0
 otvjzgrmndfjmmqwmmi1mtzmmmixodu965bnodm5mge5mdqwnjq965bnyzc1nq== ,numerique,75008,Valide,3,3,2,2,3,3,3,3,3,4,3,11,0,2,8,1,0
 nddmmzy5ntuxmmq4ymvjowrkngizmwywzwrmoddknzk965bnmwjjnmi0oq== ,numerique,75008,Valide,1,novote,2,novote,novote,2,novote,novote,novote,1,novote,4,2,2,0,0,7
 f9b0eezz0-c69a965bn4-484590-9450-8459ce9a965bnb94556zz                     ,numerique,75008,Valide,1,3,4,3,3,2,4,4,4,1,3,11,2,1,4,4,0
 5e4cczzczz-39a965bn5845-4zz10-845dzzd-038454b15zzfc4f                     ,numerique,75008,Valide,2,1,3,3,4,4,4,4,4,2,1,11,2,2,2,5,0
 e9e00965bn65-ddzz9a965bn-44zz4-8453zz5-160965bn4f6ee84539                     ,numerique,75008,Valide,1,3,4,4,4,4,4,4,4,2,4,11,1,1,1,8,0
 dc3965bnf965bnc0-zz4d9-4f965bn4-845069a965bn-3dc09a965bnff845f0zzd                     ,numerique,75008,Valide,1,2,novote,novote,novote,3,novote,novote,novote,1,novote,4,2,1,1,0,7
 965bnb59dzz41-965bn56845-4c0e*ydczz*yf349965bne30f845845                     ,numerique,75008,Valide,novote,novote,novote,novote,2,1,2,2,novote,novote,novote,4,1,3,0,0,7
 08455zzd18453-965bn5zz0-46845f-93965bn9-4zz9ezz965bn845bb4e4                     ,numerique,75008,Valide,2,1,2,novote,2,3,3,2,3,2,3,10,1,5,4,0,1
 mmrjztzlztzjotblowy5ndixmti3mzg3mwmwngq4ntvlnjdizwzko9a965bn== ,numerique,75008,Valide,1,1,novote,novote,2,2,novote,novote,novote,3,1,6,3,2,1,0,5
 60d1845c03-5zz34-49b9a965bn-845965bn46-8459a965bn0ef8451965bn6965bn49a965bn                     ,numerique,75008,Valide,1,1,2,2,2,2,2,1,2,1,2,11,4,7,0,0,0
 4c10ed3e-d0845c-4b9a965bnc-9a965bn54zz-5b9a965bnzzf4965bn1933f                     ,numerique,75008,Valide,4,novote,novote,novote,1,2,novote,novote,novote,2,2,5,1,3,0,1,6
 10db845bf0-de44-4zz59-9a965bn40e-6b8459566b845d65                     ,numerique,75008,Valide,1,1,2,3,3,3,2,2,2,2,3,11,2,5,4,0,0
 609a965bn9a965bn9a965bne06-f58459a965bn-43d9a965bn-9a965bnzz4b-66c0zz0f1d9zz1                     ,numerique,75008,Valide,1,1,1,2,2,2,2,2,2,2,2,11,3,8,0,0,0
 de54965bn909a965bn-1693-4f9a965bn1-9a965bn0zz5-3184565f845f984540                     ,numerique,75008,Valide,1,novote,1,novote,novote,4,novote,novote,novote,novote,4,4,2,0,0,2,7
 965bn6zzc9a965bnb54-965bn6dzz-456zz-9b9a965bn965bn-845db6b6b46350                     ,numerique,75008,Valide,2,novote,2,novote,1,1,novote,novote,novote,novote,novote,4,2,2,0,0,7
 63d965bnc661-d31e-46d0-9965bn16-965bn9a965bnf3f9a965bn063zz1845                     ,numerique,75008,Valide,1,1,1,2,2,2,2,2,2,1,3,11,4,6,1,0,0
 91965bn9a965bn049a965bne-1f845965bn-498454-94e9a965bn-9a965bn4bc61b9a965bnzze5965bn                     ,numerique,75008,Valide,novote,1,1,1,1,1,novote,1,novote,1,1,8,8,0,0,0,3
 9f9605f9-965bn66d-4965bne845*ycc1-9a965bn691f0f9fb0c                     ,numerique,75008,Valide,4,1,novote,2,2,2,2,novote,1,1,3,9,3,4,1,1,2
 ebcb54965bn0-65b4-4bd0*yd3c-d66965bn5zz5ffzz3f                     ,numerique,75008,Valide,1,4,1,2,4,4,novote,novote,3,1,3,9,3,1,2,3,2
 efzze09a965bn5f-f3zz5-43b845*y3c4-db30zzczz010cb                     ,numerique,75008,Valide,1,2,4,2,2,1,2,2,2,1,1,11,4,6,0,1,0
 845bc3845dde-43845f-409a965bnd-845d69a965bn-5cf4b9a965bnzz845ce9e                     ,numerique,75008,Valide,1,2,1,2,2,2,2,2,2,1,2,11,3,8,0,0,0
 84516038459845-9a965bn9a965bnbb-4845dzz-8459a965bnbc-zz59a965bn08459a965bn965bndcc5c                     ,numerique,75008,Valide,1,3,4,4,4,1,4,4,4,1,4,11,3,0,1,7,0
 6fd965bn548453-9d94-4005-9a965bn56b-19a965bn965bn9a965bn6b965bnb5845zzzz                     ,numerique,75008,Valide,4,4,1,1,1,1,1,1,1,3,1,11,8,0,1,2,0
 eczz8453df0-d39a965bn9a965bn-4d9a965bn0-845zz965bnzz-965bn0965bn965bn0be41fe9a965bn                     ,numerique,75008,Valide,3,2,4,4,1,1,4,4,4,2,3,11,2,2,2,5,0
 ngexm965bnu5oduwmwrmmjblmzrhywq5mzjknwy5mwyzmziwodc1zwnjzg== ,numerique,75008,Valide,1,2,2,3,2,3,3,3,3,1,1,11,3,3,5,0,0
 41f845b45e-99a965bn6b-4zzzz845-944845-9a965bn5c1093dd6965bnf                     ,numerique,75008,Valide,1,4,1,1,1,1,1,1,1,1,1,11,10,0,0,1,0
 njllnd9a965bn4ymmymgq0mtgwzdgyy965bnjhmtbjngnimmy5zwuwzthmyzgzzq== ,numerique,75008,Valide,4,4,4,4,1,4,4,4,4,4,4,11,1,0,0,10,0
 ef845cc965bn9a965bn9a965bn*yzz965bnd-49a965bn1965bn-9a965bn84500-e3d5e5965bn5569a965bn1                     ,numerique,75008,Valide,4,4,4,4,1,4,4,4,4,4,4,11,1,0,0,10,0
 dzzdf965bn0c0-69a965bnzz3-4bbzz-9a965bn84554-3cf845fce49a965bn49a965bn845                     ,numerique,75008,Valide,3,3,4,4,2,2,3,4,4,3,1,11,1,2,4,4,0
 b04d3zzfzz-56bb-40fzz-9ef845-ddcdzz64zz9d11                     ,numerique,75008,Valide,3,3,2,2,3,3,2,1,2,2,2,11,1,6,4,0,0
 965bn9c9659a965bn9a965bn-e0ec-445c-9zzf6-99c99965bn1zz9a965bn845ed                     ,numerique,75008,Valide,novote,novote,2,2,1,2,2,2,novote,novote,1,7,2,5,0,0,4
 ztizzmfhnwzhnzvjyme965bnntk5nzc1mjq0zty0ymu5otbhodnmywmwyw== ,numerique,75008,Valide,1,4,1,4,2,3,4,4,4,1,4,11,3,1,1,6,0
 5dc965bnf9a965bn9a965bnzz-946e-4499a965bn-84545zz-ecdddc84543f03                     ,numerique,75008,Valide,1,novote,1,novote,novote,1,novote,novote,1,1,novote,5,5,0,0,0,6
 dc3965bnzz965bn90-45fc-4cb4*y845965bnf-965bn845ef136zz6845ed                     ,numerique,75008,Valide,novote,1,4,4,4,4,4,4,4,1,3,10,2,0,1,7,1
 zzfeczze4zz-31db-4zz9965bn*y4f845-9f03f1b4b36b                     ,numerique,75008,Valide,1,3,2,4,4,4,4,4,4,1,3,11,2,1,2,6,0
 zz19c5b845965bn-390f-4fe965bn-9a965bnfdd-5c36d93965bn550965bn                     ,numerique,75008,Valide,3,4,3,3,2,1,2,2,2,3,4,11,1,4,4,2,0
 965bn9f965bn038454-99a965bn0d-408459a965bn-9a965bn9a965bn6f-5e10d0zz659a965bnff                     ,numerique,75008,Valide,2,3,1,1,3,3,1,1,1,3,2,11,5,2,4,0,0
 zz4b44ezze-0965bnd9a965bn-44bzz*yce3-965bn994b0965bn4965bn8455e                     ,numerique,75008,Valide,novote,novote,novote,novote,1,2,novote,3,novote,novote,1,4,2,1,1,0,7
 36f8454zz6f-965bne0zz-4d3f-9a965bn356-9efb965bnd1990ce                     ,numerique,75008,Valide,1,1,4,4,2,2,4,4,4,1,3,11,3,2,1,5,0
 nwiyywmzowyzndy4mtu3mtzkythknj9a965bn1njgxnzljnje0mmrjyzhlm9a965bn== ,numerique,75008,Valide,1,3,1,3,3,4,3,3,1,1,3,11,4,0,6,1,0
 149eb5965bn9a965bn-8450fb-4965bn33-98458453-c6ece6czz3dzzb                     ,numerique,75008,Valide,novote,novote,novote,novote,novote,1,novote,2,1,3,4,5,2,1,1,1,6
 zdq0mzq3yzy965bnndy965bnmgiwmwm1yzjlyjvhntgxyzjlywu5nmywzdiwyg== ,numerique,75008,Valide,2,1,1,3,1,2,3,3,3,1,3,11,4,2,5,0,0
 e9c5845fff-fe8451-409a965bn3-9a965bn033-63zz1e845f5965bncfb                     ,numerique,75008,Valide,1,1,1,3,3,2,3,3,3,3,4,11,3,1,6,1,0
 bdzz00zzc1-1cc5-4zz31-98455zz-5630845c6e1e1f                     ,numerique,75008,Valide,2,3,2,3,4,4,3,3,3,1,3,11,1,2,6,2,0
 5zzdbzz900-5d8451-4zz965bn965bn-99a965bn9e-9a965bnb965bndf90d5930                     ,numerique,75008,Valide,4,1,1,1,1,1,1,1,1,1,1,11,10,0,0,1,0
 195b0b99a965bn-9a965bn9a965bnb1-4f1f-9a965bn4f6-f4b384534e51b845                     ,numerique,75008,Valide,1,3,3,3,3,2,3,3,3,1,2,11,2,2,7,0,0
 39a965bn8454965bn16zz*ybe5-49a965bn9a965bn3-9c96-zzb9e845f51845ec0                     ,numerique,75008,Valide,3,3,4,4,4,4,4,4,4,4,4,11,0,0,2,9,0
 f584539355-359a965bnb-4fb1-96845d-8454965bnf84551zz6965bn1b                     ,numerique,75008,Valide,2,1,4,4,4,4,4,3,4,1,4,11,2,1,1,7,0
 zz949b050-84596zz-409a965bn0*y6f6-3c4965bn965bn965bnzz46340                     ,numerique,75008,Valide,2,1,4,4,4,4,4,4,4,2,4,11,1,2,0,8,0
