ID,Urne,QR-Code,Categorie,1 - Renover le terrain du stade de la Muette,2 - Acquerir un kiosque mobile d informations sociales pour Auteuil-Sud,3 - Nettoyer le mur des rampes du Pont de Bir-Hakeim,4 - Nettoyer les murs exterieurs du cimetiere de Passy,5 - Apaiser la circulation automobile dans le 16e,6 - Installer des preaux dans deux ecoles du 16e,7 - Aider a la renovation du domaine de Bagatelle,8 - Restaurer le monument Claude Debussy,9 - Ameliorer le cadre de vie dans le Bois de Boulogne,10 - Restaurer la Fontaine Victor Hugo,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
8727,U16-004,2022AR16A,Valide,1,4,novote,novote,1,1,novote,1,1,novote,6,5,0,0,1,4
8728,U16-004,2022AR16A,Valide,novote,novote,novote,novote,1,1,1,novote,1,novote,4,4,0,0,0,6
8736,U16-004,2022AR16A,Valide,4,1,4,4,1,1,4,4,1,4,10,4,0,0,6,0
8741,U16-004,2022AR16B,Valide,1,1,3,3,1,1,1,1,1,novote,9,7,0,2,0,1
8744,U16-004,2022AR16B,Valide,2,2,1,4,1,3,1,4,1,4,10,4,2,1,3,0
8749,U16-004,2022AR16A,Valide,2,3,2,novote,3,2,4,4,1,4,9,1,3,2,3,1
8751,U16-004,2022AR16A,Valide,1,2,2,2,1,1,1,2,1,1,10,6,4,0,0,0
8752,U16-004,2022AR16B,Valide,novote,novote,novote,1,4,1,novote,1,novote,novote,4,3,0,0,1,6
8753,U16-004,2022AR16A,Valide,3,3,3,3,3,1,1,novote,1,3,9,3,0,6,0,1
8754,U16-004,2022AR16A,Valide,3,3,3,3,3,3,2,novote,1,3,9,1,1,7,0,1
8755,U16-004,2022AR16A,Valide,novote,1,novote,novote,1,novote,1,novote,1,novote,4,4,0,0,0,6
8757,U16-004,2022AR16A,Valide,2,1,4,1,4,1,1,2,1,2,10,5,3,0,2,0
8759,U16-004,2022AR16A,Valide,1,novote,novote,1,1,1,novote,novote,novote,novote,4,4,0,0,0,6
8761,U16-004,2022AR16A,Valide,3,3,2,3,novote,novote,novote,novote,novote,novote,4,0,1,3,0,6
8763,U16-004,2022AR16A,Valide,1,3,1,1,1,1,3,2,1,2,10,6,2,2,0,0
8772,U16-004,2022AR16A,Valide,4,2,3,3,4,3,novote,4,3,novote,8,0,1,4,3,2
8781,U16-004,2022AR16A,Valide,1,1,3,3,2,1,2,2,2,2,10,3,5,2,0,0
8782,U16-004,2022AR16B,Valide,3,3,3,3,3,3,1,3,3,3,10,1,0,9,0,0
8785,U16-004,2022AR16A,Valide,1,2,2,3,1,1,2,2,2,1,10,4,5,1,0,0
8795,U16-004,2022AR16A,Valide,3,2,2,4,1,2,novote,4,2,2,9,1,5,1,2,1
8800,U16-004,2022AR16A,Valide,novote,novote,2,novote,1,1,novote,novote,1,novote,4,3,1,0,0,6
8807,U16-004,2022AR16A,Valide,1,4,4,4,2,1,1,4,1,novote,9,4,1,0,4,1
8808,U16-004,2022AR16A,Valide,1,novote,novote,1,1,novote,novote,novote,novote,1,4,4,0,0,0,6
8819,U16-004,2022AR16B,Valide,novote,1,novote,2,novote,2,1,novote,novote,2,5,2,3,0,0,5
8823,U16-004,2022AR16B,Valide,2,2,3,2,1,1,3,2,1,3,10,3,4,3,0,0
8826,U16-004,2022AR16A,Valide,3,2,2,2,1,2,3,3,3,3,10,1,4,5,0,0
8832,U16-004,2022AR16A,Valide,1,2,3,3,1,1,3,3,1,3,10,4,1,5,0,0
8840,U16-004,2022AR16A,Valide,4,4,3,4,4,4,2,4,1,4,10,1,1,1,7,0
8841,U16-004,2022AR16A,Valide,1,3,3,3,2,1,1,4,1,3,10,4,1,4,1,0
8855,U16-004,2022AR16A,Valide,3,4,1,3,2,2,1,1,1,1,10,5,2,2,1,0
8858,U16-004,2022AR16A,Valide,2,3,3,3,3,2,1,3,2,3,10,1,3,6,0,0
8864,U16-004,2022AR16B,Valide,1,1,novote,novote,1,1,novote,novote,1,novote,5,5,0,0,0,5
8866,U16-004,2022AR16B,Valide,2,1,2,1,1,2,1,novote,2,1,9,5,4,0,0,1
8867,U16-004,2022AR16B,Valide,2,3,2,2,1,2,2,3,1,2,10,2,6,2,0,0
8871,U16-004,2022AR16A,Valide,1,novote,1,novote,1,1,1,1,1,1,8,8,0,0,0,2
8873,U16-004,2022AR16B,Valide,1,novote,1,novote,novote,novote,1,novote,1,novote,4,4,0,0,0,6
8880,U16-004,2022AR16A,Valide,2,1,1,novote,3,3,2,2,1,1,9,4,3,2,0,1
8894,U16-004,2022AR16A,Valide,4,novote,novote,novote,1,1,1,novote,1,novote,5,4,0,0,1,5
8895,U16-004,2022AR16A,Valide,novote,novote,1,1,4,novote,2,novote,1,novote,5,3,1,0,1,5
8896,U16-004,2022AR16A,Valide,3,1,1,1,2,1,1,2,3,2,10,5,3,2,0,0
8904,U16-004,2022AR16A,Valide,1,novote,1,novote,novote,1,1,novote,novote,novote,4,4,0,0,0,6
8905,U16-004,2022AR16A,Valide,2,2,1,3,1,2,3,3,1,1,10,4,3,3,0,0
8913,U16-004,2022AR16A,Valide,novote,2,novote,3,2,novote,novote,novote,2,novote,4,0,3,1,0,6
8915,U16-004,2022AR16B,Valide,1,3,3,3,2,2,4,4,4,3,10,1,2,4,3,0
8919,U16-004,2022AR16A,Nul,2,3,3,1,1 4,3,2,2,4,2,9,1,4,3,1,0
8921,U16-004,2022AR16A,Valide,3,3,3,3,3,3,3,3,3,3,10,0,0,10,0,0
8923,U16-004,2022AR16B,Valide,novote,novote,novote,novote,1,novote,1,novote,1,2,4,3,1,0,0,6
8933,U16-004,2022AR16A,Valide,3,4,4,3,4,1,2,3,4,4,10,1,1,3,5,0
8935,U16-004,2022AR16A,Nul,1,novote,novote,novote,1,novote,novote,novote,1,novote,3,3,0,0,0,7
8943,U16-004,2022AR16A,Valide,3,2,4,3,3,1,1,1,1,2,10,4,2,3,1,0
8947,U16-004,2022AR16A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
8954,U16-004,2022AR16A,Valide,3,3,2,2,1,2,1,3,1,3,10,3,3,4,0,0
8959,U16-004,2022AR16A,Valide,novote,1,novote,novote,1,novote,4,3,3,3,6,2,0,3,1,4
8962,U16-004,2022AR16A,Valide,novote,1,2,novote,1,novote,novote,novote,1,novote,4,3,1,0,0,6
8964,U16-004,2022AR16A,Valide,novote,1,novote,novote,1,1,novote,novote,1,novote,4,4,0,0,0,6
8969,U16-004,2022AR16B,Valide,novote,2,novote,novote,2,4,novote,novote,3,novote,4,0,2,1,1,6
8970,U16-004,2022AR16B,Valide,1,1,2,2,1,1,1,novote,2,3,9,5,3,1,0,1
8978,U16-004,2022AR16A,Valide,3,2,3,2,2,2,3,2,2,1,10,1,6,3,0,0
8984,U16-004,2022AR16A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
8993,U16-004,2022AR16A,Nul,novote,novote,novote,novote,novote,1,novote,novote,1,novote,2,2,0,0,0,8
8994,U16-004,2022AR16B,Valide,2,novote,novote,novote,novote,2,2,novote,2,2,5,0,5,0,0,5
8999,U16-004,2022AR16A,Valide,novote,novote,novote,novote,novote,novote,2,3,1,3,4,1,1,2,0,6
9009,U16-004,2022AR16B,Valide,novote,1,1,novote,1,1,novote,novote,novote,novote,4,4,0,0,0,6
9011,U16-004,2022AR16A,Valide,2,3,1,2,1,1,2,1,1,1,10,6,3,1,0,0
9013,U16-004,2022AR16B,Valide,3,1,1,1,2,1,2,2,2,2,10,4,5,1,0,0
9017,U16-004,2022AR16A,Valide,3,3,4,4,4,2,2,2,2,2,10,0,5,2,3,0
9020,U16-004,2022AR16A,Valide,4,4,3,3,1,1,1,1,1,1,10,6,0,2,2,0
9028,U16-004,2022AR16B,Valide,3,novote,4,novote,2,2,3,4,2,3,8,0,3,3,2,2
9029,U16-004,2022AR16B,Valide,1,novote,novote,novote,1,novote,1,novote,1,novote,4,4,0,0,0,6
9037,U16-004,2022AR16A,Valide,2,3,2,3,1,2,3,2,1,1,10,3,4,3,0,0
9040,U16-004,2022AR16A,Valide,1,3,1,1,1,2,novote,1,4,1,9,6,1,1,1,1
9042,U16-004,2022AR16B,Valide,1,novote,novote,novote,1,novote,novote,3,2,novote,4,2,1,1,0,6
9045,U16-004,2022AR16A,Valide,novote,novote,1,1,2,1,2,2,2,2,8,3,5,0,0,2
9049,U16-004,2022AR16B,Valide,novote,novote,2,novote,novote,2,2,novote,2,novote,4,0,4,0,0,6
9050,U16-004,2022AR16A,Valide,4,1,2,3,1,1,3,3,2,3,10,3,2,4,1,0
9054,U16-004,2022AR16A,Valide,novote,1,novote,novote,1,1,novote,novote,1,novote,4,4,0,0,0,6
9055,U16-004,2022AR16A,Nul,1 2,1 2,1 2,novote,novote,1 2,novote,novote,1 2,novote,0,0,0,0,0,5
9058,U16-004,2022AR16B,Valide,1,novote,1,novote,1,novote,novote,novote,1,novote,4,4,0,0,0,6
9060,U16-004,2022AR16B,Valide,novote,1,novote,novote,2,3,3,3,2,3,7,1,2,4,0,3
9064,U16-004,2022AR16A,Valide,novote,novote,novote,novote,1,1,1,novote,1,novote,4,4,0,0,0,6
9083,U16-004,2022AR16A,Valide,4,4,2,3,1,3,1,3,1,3,10,3,1,4,2,0
9095,U16-004,2022AR16A,Valide,4,1,4,4,2,3,4,4,4,1,10,2,1,1,6,0
9096,U16-004,2022AR16A,Valide,3,3,3,3,1,1,1,1,1,1,10,6,0,4,0,0
9097,U16-004,2022AR16B,Valide,1,1,2,novote,1,1,1,novote,1,novote,7,6,1,0,0,3
9103,U16-004,2022AR16A,Valide,2,4,4,4,3,2,3,3,3,3,10,0,2,5,3,0
9105,U16-004,2022AR16B,Valide,1,4,4,1,1,1,1,3,1,1,10,7,0,1,2,0
9126,U16-004,2022AR16A,Valide,novote,novote,1,1,1,novote,1,novote,novote,novote,4,4,0,0,0,6
9129,U16-004,2022AR16A,Valide,1,novote,1,novote,1,novote,novote,novote,2,novote,4,3,1,0,0,6
9131,U16-004,2022AR16B,Valide,1,1,1,1,1,1,1,4,1,2,10,8,1,0,1,0
9133,U16-004,2022AR16B,Valide,2,1,4,4,1,1,2,3,1,4,10,4,2,1,3,0
9139,U16-004,2022AR16A,Valide,3,1,novote,novote,1,1,2,2,1,2,8,4,3,1,0,2
9143,U16-004,2022AR16B,Valide,1,1,1,1,novote,1,1,1,1,1,9,9,0,0,0,1
9144,U16-004,2022AR16A,Valide,1,1,1,1,1,2,2,2,2,novote,9,5,4,0,0,1
9146,U16-004,2022AR16A,Valide,novote,4,2,3,4,1,2,3,2,3,9,1,3,3,2,1
9151,U16-004,2022AR16B,Valide,4,1,2,novote,2,1,1,4,1,4,9,4,2,0,3,1
9155,U16-004,2022AR16A,Valide,1,4,1,2,1,1,novote,novote,novote,novote,6,4,1,0,1,4
9168,U16-004,2022AR16A,Valide,1,2,4,2,1,1,2,3,1,2,10,4,4,1,1,0
9171,U16-004,2022AR16A,Valide,2,2,2,novote,1,1,novote,novote,2,2,7,2,5,0,0,3
9172,U16-004,2022AR16B,Valide,1,novote,novote,novote,3,2,novote,novote,1,1,5,3,1,1,0,5
9182,U16-004,2022AR16B,Valide,3,3,1,1,2,3,3,2,2,3,10,2,3,5,0,0
9185,U16-004,2022AR16B,Valide,novote,novote,2,2,novote,2,novote,novote,2,novote,4,0,4,0,0,6
9191,U16-004,2022AR16A,Valide,novote,novote,2,novote,2,1,novote,novote,1,novote,4,2,2,0,0,6
9194,U16-004,2022AR16B,Valide,2,1,4,4,3,2,4,4,4,4,10,1,2,1,6,0
9197,U16-004,2022AR16A,Valide,2,3,1,2,1,1,2,1,1,2,10,5,4,1,0,0
9207,U16-004,2022AR16A,Valide,2,2,1,3,3,2,1,3,1,3,10,3,3,4,0,0
9210,U16-004,2022AR16B,Valide,novote,4,novote,novote,3,novote,2,novote,2,3,5,0,2,2,1,5
9211,U16-004,2022AR16A,Valide,4,4,4,1,1,1,4,4,1,1,10,5,0,0,5,0
9229,U16-004,2022AR16A,Valide,2,2,2,2,1,1,2,2,1,2,10,3,7,0,0,0
9230,U16-004,2022AR16A,Valide,1,2,2,novote,1,1,novote,novote,novote,novote,5,3,2,0,0,5
9237,U16-004,2022AR16B,Valide,2,2,2,novote,novote,1,novote,novote,1,novote,5,2,3,0,0,5
9256,U16-004,2022AR16B,Valide,1,1,1,novote,novote,novote,1,novote,novote,novote,4,4,0,0,0,6
9265,U16-004,2022AR16A,Valide,novote,novote,2,novote,1,novote,novote,novote,1,4,4,2,1,0,1,6
9266,U16-004,2022AR16A,Valide,2,2,2,2,2,1,novote,novote,novote,novote,6,1,5,0,0,4
9268,U16-004,2022AR16B,Valide,3,3,3,3,3,3,3,3,3,3,10,0,0,10,0,0
9270,U16-004,2022AR16A,Valide,1,4,1,novote,novote,1,novote,novote,novote,novote,4,3,0,0,1,6
9271,U16-004,2022AR16A,Valide,2,2,novote,novote,1,2,novote,novote,2,novote,5,1,4,0,0,5
9275,U16-004,2022AR16B,Valide,novote,novote,1,1,1,novote,novote,novote,novote,1,4,4,0,0,0,6
9281,U16-004,2022AR16B,Valide,novote,novote,novote,novote,2,1,2,novote,1,novote,4,2,2,0,0,6
9285,U16-004,2022AR16A,Valide,1,1,novote,novote,1,1,novote,novote,novote,novote,4,4,0,0,0,6
9287,U16-004,2022AR16B,Valide,novote,novote,novote,novote,1,2,novote,novote,1,2,4,2,2,0,0,6
9289,U16-004,2022AR16A,Valide,3,4,2,2,3,1,novote,novote,1,1,8,3,2,2,1,2
9294,U16-004,2022AR16A,Valide,1,1,novote,novote,1,1,novote,novote,novote,novote,4,4,0,0,0,6
9307,U16-004,2022AR16A,Valide,1,2,1,1,1,1,1,2,1,1,10,8,2,0,0,0
9311,U16-004,2022AR16A,Valide,1,1,3,2,2,2,2,2,2,2,10,2,7,1,0,0
9312,U16-004,2022AR16B,Valide,2,2,1,1,1,1,2,2,2,2,10,4,6,0,0,0
9313,U16-004,2022AR16B,Valide,2,novote,1,1,2,novote,novote,4,1,novote,6,3,2,0,1,4
9314,U16-004,2022AR16A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
9317,U16-004,2022AR16B,Valide,2,2,1,3,2,3,1,3,1,3,10,3,3,4,0,0
9320,U16-004,2022AR16B,Nul,2,novote,novote,3,1,4,novote,2 3,1,2,6,2,2,1,1,3
9325,U16-004,2022AR16A,Valide,2,3,3,3,2,1,3,3,3,3,10,1,2,7,0,0
9331,U16-004,2022AR16A,Valide,4,4,1,novote,1,4,2,2,2,4,9,2,3,0,4,1
9333,U16-004,2022AR16A,Valide,novote,novote,2,novote,2,1,2,novote,novote,novote,4,1,3,0,0,6
9335,U16-004,2022AR16A,Valide,1,1,4,4,2,1,4,4,4,4,10,3,1,0,6,0
9338,U16-004,2022AR16A,Valide,1,2,2,2,1,1,2,2,1,1,10,5,5,0,0,0
9341,U16-004,2022AR16A,Valide,2,2,1,1,2,1,1,3,3,2,10,4,4,2,0,0
9347,U16-004,2022AR16A,Valide,3,4,3,2,2,2,1,1,2,1,10,3,4,2,1,0
9349,U16-004,2022AR16A,Valide,2,1,1,1,2,novote,1,1,1,1,9,7,2,0,0,1
9358,U16-004,2022AR16A,Valide,2,2,3,3,1,1,2,3,1,3,10,3,3,4,0,0
9362,U16-004,2022AR16A,Valide,novote,novote,novote,novote,1,novote,1,novote,1,1,4,4,0,0,0,6
9365,U16-004,2022AR16A,Valide,2,3,1,1,1,1,1,1,1,1,10,8,1,1,0,0
9366,U16-004,2022AR16A,Valide,1,novote,1,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,6
9369,U16-004,2022AR16A,Valide,3,3,3,3,1,1,3,3,1,3,10,3,0,7,0,0
9371,U16-004,2022AR16A,Valide,1,1,novote,novote,novote,1,1,novote,novote,novote,4,4,0,0,0,6
9372,U16-004,2022AR16A,Valide,1,2,4,4,3,2,2,novote,novote,2,8,1,4,1,2,2
9378,U16-004,2022AR16A,Valide,1,novote,novote,novote,1,novote,1,novote,1,novote,4,4,0,0,0,6
9382,U16-004,2022AR16A,Valide,2,2,2,2,1,2,1,1,1,2,10,4,6,0,0,0
9386,U16-004,2022AR16A,Nul,novote,novote,novote,1,1,novote,novote,novote,1,novote,3,3,0,0,0,7
9390,U16-004,2022AR16B,Valide,1,2,2,2,1,2,2,1,1,2,10,4,6,0,0,0
9393,U16-004,2022AR16A,Valide,2,3,4,novote,1,1,1,2,3,novote,8,3,2,2,1,2
9400,U16-004,2022AR16A,Valide,3,4,2,3,1,2,4,2,1,1,10,3,3,2,2,0
9403,U16-004,2022AR16A,Valide,4,novote,novote,1,4,1,1,1,1,novote,7,5,0,0,2,3
9418,U16-004,2022AR16B,Valide,4,4,2,3,2,3,novote,3,3,novote,8,0,2,4,2,2
9423,U16-004,2022AR16A,Nul,novote,1,novote,novote,novote,1,novote,novote,novote,novote,2,2,0,0,0,8
9424,U16-004,2022AR16A,Valide,2,2,3,3,1,2,2,3,1,3,10,2,4,4,0,0
9425,U16-004,2022AR16A,Valide,4,4,novote,1,3,3,novote,novote,novote,novote,5,1,0,2,2,5
9427,U16-004,2022AR16A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
9428,U16-004,2022AR16A,Valide,novote,novote,novote,2,2,2,novote,novote,2,novote,4,0,4,0,0,6
9431,U16-004,2022AR16A,Valide,novote,1,2,novote,1,1,novote,novote,novote,novote,4,3,1,0,0,6
9433,U16-004,2022AR16A,Valide,novote,novote,1,novote,1,1,1,novote,novote,novote,4,4,0,0,0,6
9438,U16-004,2022AR16A,Valide,1,3,3,4,1,3,1,2,2,3,10,3,2,4,1,0
9443,U16-004,2022AR16B,Valide,novote,novote,novote,novote,1,novote,1,2,1,novote,4,3,1,0,0,6
9447,U16-004,2022AR16B,Valide,novote,novote,2,2,1,novote,novote,1,1,novote,5,3,2,0,0,5
9464,U16-004,2022AR16B,Valide,3,3,3,2,3,3,2,2,2,2,10,0,5,5,0,0
9465,U16-004,2022AR16A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
9467,U16-004,2022AR16A,Valide,2,2,1,1,1,2,2,2,1,2,10,4,6,0,0,0
9468,U16-004,2022AR16A,Valide,novote,novote,1,novote,novote,2,1,novote,1,novote,4,3,1,0,0,6
9470,U16-004,2022AR16A,Valide,4,4,4,novote,novote,1,novote,novote,novote,novote,4,1,0,0,3,6
9484,U16-004,2022AR16B,Valide,1,1,1,novote,novote,1,novote,novote,novote,novote,4,4,0,0,0,6
9491,U16-004,2022AR16A,Valide,3,3,3,3,1,2,3,3,2,3,10,1,2,7,0,0
9493,U16-004,2022AR16A,Valide,3,3,3,3,3,3,3,2,novote,3,9,0,1,8,0,1
9499,U16-004,2022AR16A,Valide,2,3,2,3,1,3,4,4,1,2,10,2,3,3,2,0
9505,U16-004,2022AR16A,Valide,1,1,novote,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,6
9508,U16-004,2022AR16A,Valide,novote,4,3,novote,1,novote,novote,novote,2,novote,4,1,1,1,1,6
9516,U16-004,2022AR16B,Nul,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
9520,U16-004,2022AR16B,Valide,novote,novote,1,novote,1,1,novote,novote,1,3,5,4,0,1,0,5
9527,U16-004,2022AR16A,Valide,1,1,novote,novote,1,novote,novote,novote,novote,1,4,4,0,0,0,6
9530,U16-004,2022AR16B,Valide,1,novote,novote,novote,novote,novote,1,novote,2,3,4,2,1,1,0,6
9545,U16-004,2022AR16A,Valide,3,novote,4,1,3,1,4,1,1,1,9,5,0,2,2,1
9548,U16-004,2022AR16B,Valide,2,1,1,novote,1,1,1,3,1,3,9,6,1,2,0,1
9551,U16-004,2022AR16B,Valide,2,3,2,2,2,2,2,2,2,3,10,0,8,2,0,0
9556,U16-004,2022AR16A,Valide,novote,novote,novote,2,2,1,novote,novote,2,novote,4,1,3,0,0,6
9560,U16-004,2022AR16A,Valide,1,4,2,1,4,1,2,2,3,2,10,3,4,1,2,0
9561,U16-004,2022AR16A,Valide,4,4,3,4,2,4,novote,3,2,1,9,1,2,2,4,1
9566,U16-004,2022AR16A,Nul,3,4,3,2,3 4,1,2,2,2,2,9,1,5,2,1,0
9579,U16-004,2022AR16A,Valide,1,1,2,3,3,2,3,3,2,3,10,2,3,5,0,0
9580,U16-004,2022AR16A,Valide,2,novote,novote,1,novote,novote,1,novote,1,novote,4,3,1,0,0,6
9581,U16-004,2022AR16A,Valide,2,3,3,3,2,1,3,1,1,novote,9,3,2,4,0,1
9589,U16-004,2022AR16A,Valide,novote,novote,novote,novote,2,2,2,novote,1,novote,4,1,3,0,0,6
9595,U16-004,2022AR16A,Valide,novote,novote,novote,novote,2,2,2,novote,2,novote,4,0,4,0,0,6
9597,U16-004,2022AR16B,Valide,2,1,2,3,1,2,2,3,novote,novote,8,2,4,2,0,2
9601,U16-004,2022AR16B,Valide,novote,novote,1,novote,1,novote,novote,1,novote,1,4,4,0,0,0,6
9604,U16-004,2022AR16B,Valide,2,3,2,4,3,2,3,3,3,2,10,0,4,5,1,0
9608,U16-004,2022AR16A,Valide,1,novote,novote,1,1,novote,2,2,1,2,7,4,3,0,0,3
9631,U16-004,2022AR16B,Valide,novote,novote,novote,novote,novote,1,1,2,1,1,5,4,1,0,0,5
9632,U16-004,2022AR16A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
9636,U16-004,2022AR16A,Valide,1,novote,1,novote,novote,novote,1,novote,1,novote,4,4,0,0,0,6
9637,U16-004,2022AR16A,Valide,3,2,2,novote,3,3,2,1,2,3,9,1,4,4,0,1
9639,U16-004,2022AR16A,Valide,4,4,4,4,4,1,4,4,4,4,10,1,0,0,9,0
9640,U16-004,2022AR16B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
9643,U16-004,2022AR16A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
9646,U16-004,2022AR16A,Valide,novote,novote,1,novote,1,1,novote,novote,1,novote,4,4,0,0,0,6
9651,U16-004,2022AR16A,Valide,1,novote,novote,novote,1,1,novote,novote,1,novote,4,4,0,0,0,6
9652,U16-004,2022AR16B,Valide,1,3,3,3,4,1,2,3,1,3,10,3,1,5,1,0
9653,U16-004,2022AR16A,Valide,1,4,novote,novote,1,2,1,novote,1,novote,6,4,1,0,1,4
9654,U16-004,2022AR16A,Valide,novote,novote,novote,4,2,1,novote,novote,3,novote,4,1,1,1,1,6
9664,U16-004,2022AR16A,Valide,1,4,1,1,4,1,1,4,4,4,10,5,0,0,5,0
9666,U16-004,2022AR16B,Valide,1,1,1,2,1,1,2,3,1,2,10,6,3,1,0,0
9667,U16-004,2022AR16A,Valide,3,2,2,2,2,3,2,2,1,2,10,1,7,2,0,0
9668,U16-004,2022AR16B,Valide,1,2,2,1,2,1,2,2,1,1,10,5,5,0,0,0
9675,U16-004,2022AR16B,Valide,1,1,2,1,1,1,1,1,1,3,10,8,1,1,0,0
9676,U16-004,2022AR16B,Valide,1,novote,novote,1,novote,1,novote,1,novote,novote,4,4,0,0,0,6
9680,U16-004,2022AR16B,Valide,1,4,1,4,3,4,1,4,1,4,10,4,0,1,5,0
9681,U16-004,2022AR16A,Valide,novote,4,novote,novote,1,novote,novote,4,novote,4,4,1,0,0,3,6
9683,U16-004,2022AR16B,Valide,1,1,2,novote,2,2,3,2,1,1,9,4,4,1,0,1
9686,U16-004,2022AR16A,Valide,4,4,4,novote,4,1,4,4,4,4,9,1,0,0,8,1
9687,U16-004,2022AR16A,Valide,4,novote,novote,1,2,novote,novote,novote,novote,1,4,2,1,0,1,6
9689,U16-004,2022AR16B,Valide,2,novote,novote,novote,novote,2,2,novote,2,novote,4,0,4,0,0,6
9693,U16-004,2022AR16A,Valide,4,4,4,novote,novote,1,novote,novote,novote,novote,4,1,0,0,3,6
9701,U16-004,2022AR16A,Valide,1,4,2,2,1,3,1,4,3,2,10,3,3,2,2,0
9702,U16-004,2022AR16A,Valide,1,novote,novote,novote,1,novote,1,novote,2,novote,4,3,1,0,0,6
9704,U16-004,2022AR16A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
9729,U16-004,2022AR16A,Valide,novote,2,novote,novote,1,novote,novote,novote,1,4,4,2,1,0,1,6
9730,U16-004,2022AR16B,Valide,1,3,3,2,3,1,2,3,3,2,10,2,3,5,0,0
9733,U16-004,2022AR16A,Valide,1,3,3,3,2,2,2,3,2,3,10,1,4,5,0,0
9736,U16-004,2022AR16A,Valide,novote,novote,2,novote,novote,2,2,novote,2,novote,4,0,4,0,0,6
9747,U16-004,2022AR16B,Valide,2,2,2,novote,1,2,1,2,1,2,9,3,6,0,0,1
9751,U16-004,2022AR16A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
9752,U16-004,2022AR16A,Valide,3,1,1,1,1,2,1,1,2,2,10,6,3,1,0,0
9754,U16-004,2022AR16A,Valide,1,novote,novote,novote,1,1,novote,novote,1,novote,4,4,0,0,0,6
9762,U16-004,2022AR16B,Valide,3,3,2,3,1,3,2,3,1,4,10,2,2,5,1,0
9772,U16-004,2022AR16A,Valide,1,novote,1,1,novote,1,1,novote,2,1,7,6,1,0,0,3
9774,U16-004,2022AR16B,Valide,2,1,2,2,1,2,3,3,2,4,10,2,5,2,1,0
9776,U16-004,2022AR16A,Valide,3,novote,novote,novote,1,novote,1,novote,1,novote,4,3,0,1,0,6
9789,U16-004,2022AR16A,Valide,3,2,2,1,1,2,2,4,1,3,10,3,4,2,1,0
9791,U16-004,2022AR16B,Valide,3,2,2,3,1,1,2,3,2,3,10,2,4,4,0,0
9794,U16-004,2022AR16B,Valide,2,2,2,3,2,4,3,3,2,4,10,0,5,3,2,0
9797,U16-004,2022AR16A,Valide,2,2,novote,3,2,1,2,2,1,3,9,2,5,2,0,1
9798,U16-004,2022AR16B,Valide,1,novote,novote,1,novote,1,1,novote,1,1,6,6,0,0,0,4
9800,U16-004,2022AR16A,Nul,novote,1,novote,novote,novote,novote,2,novote,novote,novote,2,1,1,0,0,8
9801,U16-004,2022AR16A,Valide,3,2,novote,novote,2,1,3,3,1,4,8,2,2,3,1,2
9806,U16-004,2022AR16B,Valide,1,2,3,3,3,2,2,2,2,2,10,1,6,3,0,0
9808,U16-004,2022AR16A,Valide,novote,novote,4,4,4,1,novote,novote,novote,novote,4,1,0,0,3,6
9809,U16-004,2022AR16B,Valide,1,3,3,3,2,2,2,2,1,3,10,2,4,4,0,0
9810,U16-004,2022AR16A,Valide,1,1,novote,novote,1,novote,novote,novote,1,novote,4,4,0,0,0,6
9812,U16-004,2022AR16A,Valide,1,3,2,3,1,novote,novote,novote,1,3,7,3,1,3,0,3
9819,U16-004,2022AR16A,Valide,1,1,1,1,4,3,novote,1,1,1,9,7,0,1,1,1
9821,U16-004,2022AR16A,Valide,1,1,1,1,1,1,novote,novote,novote,novote,6,6,0,0,0,4
9823,U16-004,2022AR16A,Valide,1,novote,2,novote,2,1,2,novote,1,2,7,3,4,0,0,3
9824,U16-004,2022AR16B,Nul,1,1 2,novote,novote,novote,novote,novote,novote,1,1,3,3,0,0,0,6
9825,U16-004,2022AR16B,Valide,1,2,1,novote,1,2,novote,novote,2,novote,6,3,3,0,0,4
9826,U16-004,2022AR16B,Valide,3,3,2,2,1,2,1,novote,1,novote,8,3,3,2,0,2
9833,U16-004,2022AR16B,Nul,novote,3,novote,novote,1,novote,novote,novote,novote,novote,2,1,0,1,0,8
9836,U16-004,2022AR16A,Valide,1,2,novote,novote,novote,1,2,novote,2,novote,5,2,3,0,0,5
