ID,Urne,QR-Code,Categorie,1 - ilot refuge pour pietons et velos pont Alexandre III,2 - Reamenager et equiper les espaces verts du 7e arrondissement,3 - Embellir les cours des ecoles du 7e arrondissement !,4  - Reamenagement des espaces dedies a la jeunesse,5 - Restauration des chapelles Sainte-Valere et Sainte-Clotilde,6 - Restauration du temple de Pentemont,7 - Restaurer la sacristie de l eglise Saint-Thomas d Aquin et son local,8 - Restaurer le Champ de Mars et son mobilier historique,9 - Sauvegarde des statues de l arrondissement,10 - Vegetalisation et equipement de la place Fontenoy,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
6405,U07-001,2022AR07B,Valide,novote,1,novote,1,novote,novote,novote,1,novote,1,4,4,0,0,0,6
6407,U07-001,2022AR07B,Valide,novote,novote,novote,novote,1,novote,1,1,1,novote,4,4,0,0,0,6
6408,U07-001,2022AR07B,Valide,1,1,1,1,novote,novote,novote,novote,novote,1,5,5,0,0,0,5
6410,U07-001,2022AR07B,Valide,3,novote,3,novote,novote,novote,novote,1,novote,2,4,1,1,2,0,6
6412,U07-001,2022AR07B,Valide,1,1,novote,2,novote,1,novote,novote,1,novote,5,4,1,0,0,5
7938,U07-004,2022AR07B,Valide,novote,3,novote,novote,3,3,novote,1,novote,novote,4,1,0,3,0,6
7946,U07-004,2022AR07A,Valide,2,2,2,2,novote,novote,2,novote,novote,novote,5,0,5,0,0,5
7949,U07-004,2022AR07A,Valide,2,1,2,1,3,4,3,1,2,2,10,3,4,2,1,0
7955,U07-004,2022AR07A,Valide,1,2,3,1,2,2,3,2,1,4,10,3,4,2,1,0
7971,U07-004,2022AR07A,Valide,1,1,2,1,2,2,2,2,2,1,10,4,6,0,0,0
7974,U07-004,2022AR07B,Valide,novote,novote,1,1,1,novote,1,novote,novote,novote,4,4,0,0,0,6
7975,U07-004,2022AR07A,Valide,2,2,3,2,3,3,3,1,1,3,10,2,3,5,0,0
7981,U07-004,2022AR07B,Valide,2,1,2,3,2,1,1,2,2,1,10,4,5,1,0,0
7984,U07-004,2022AR07A,Valide,novote,novote,1,novote,novote,novote,novote,1,1,1,4,4,0,0,0,6
7990,U07-004,2022AR07A,Valide,3,2,2,2,2,2,2,2,4,2,10,0,8,1,1,0
7993,U07-004,2022AR07A,Valide,1,1,1,1,2,2,2,3,3,2,10,4,4,2,0,0
7998,U07-004,2022AR07A,Valide,2,2,1,2,3,3,3,2,1,2,10,2,5,3,0,0
8015,U07-004,2022AR07A,Valide,3,2,3,1,1,1,1,1,1,1,10,7,1,2,0,0
8020,U07-004,2022AR07A,Valide,1,1,1,1,2,2,2,1,2,1,10,6,4,0,0,0
8023,U07-004,2022AR07B,Valide,4,1,novote,novote,novote,novote,novote,1,1,novote,4,3,0,0,1,6
8024,U07-004,2022AR07A,Valide,3,1,1,1,3,3,3,1,3,2,10,4,1,5,0,0
8030,U07-004,2022AR07A,Valide,3,3,1,1,3,novote,novote,novote,novote,novote,5,2,0,3,0,5
8033,U07-004,2022AR07B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,1,0,0,0,9
8041,U07-004,2022AR07A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
8043,U07-004,2022AR07B,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
8060,U07-004,2022AR07B,Valide,novote,2,1,1,novote,novote,novote,2,novote,novote,4,2,2,0,0,6
8062,U07-004,2022AR07A,Valide,2,1,3,2,2,3,2,1,2,3,10,2,5,3,0,0
8066,U07-004,2022AR07A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
8068,U07-004,2022AR07A,Valide,2,2,novote,1,2,novote,novote,novote,novote,novote,4,1,3,0,0,6
8072,U07-004,2022AR07A,Valide,3,1,1,2,2,2,1,1,2,1,10,5,4,1,0,0
8079,U07-004,2022AR07A,Valide,novote,novote,novote,novote,1,novote,novote,1,1,1,4,4,0,0,0,6
8080,U07-004,2022AR07B,Valide,novote,1,novote,1,novote,novote,novote,1,novote,1,4,4,0,0,0,6
8082,U07-004,2022AR07A,Valide,novote,novote,1,1,novote,novote,novote,2,1,1,5,4,1,0,0,5
8085,U07-004,2022AR07A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
8088,U07-004,2022AR07B,Valide,3,novote,1,1,3,3,novote,2,2,2,8,2,3,3,0,2
8092,U07-004,2022AR07A,Valide,1,novote,1,novote,1,1,novote,novote,novote,novote,4,4,0,0,0,6
8095,U07-004,2022AR07A,Valide,3,3,1,1,4,4,4,2,2,2,10,2,3,2,3,0
8105,U07-004,2022AR07A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
8114,U07-004,2022AR07A,Valide,2,1,3,3,3,3,3,2,4,4,10,1,2,5,2,0
8125,U07-004,2022AR07B,Valide,1,1,1,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,6
8126,U07-004,2022AR07B,Valide,novote,1,2,1,3,3,2,1,2,2,9,3,4,2,0,1
8131,U07-004,2022AR07A,Valide,4,1,1,1,3,3,3,2,2,3,10,3,2,4,1,0
8142,U07-004,2022AR07A,Valide,1,2,3,2,3,3,3,2,2,1,10,2,4,4,0,0
8144,U07-004,2022AR07B,Valide,1,1,novote,novote,novote,novote,novote,1,novote,2,4,3,1,0,0,6
8165,U07-004,2022AR07A,Valide,1,1,2,2,2,2,2,1,1,1,10,5,5,0,0,0
8174,U07-004,2022AR07B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
8180,U07-004,2022AR07A,Valide,2,2,2,2,2,2,2,2,2,2,10,0,10,0,0,0
8187,U07-004,2022AR07A,Valide,3,3,1,1,3,3,3,2,3,3,10,2,1,7,0,0
8199,U07-004,2022AR07A,Valide,3,2,1,1,1,1,2,1,2,3,10,5,3,2,0,0
8205,U07-004,2022AR07A,Valide,4,3,3,1,4,4,3,2,3,2,10,1,2,4,3,0
8207,U07-004,2022AR07A,Valide,4,3,3,3,2,2,2,2,2,3,10,0,5,4,1,0
8214,U07-004,2022AR07A,Valide,1,novote,novote,1,novote,novote,novote,1,1,1,5,5,0,0,0,5
8218,U07-004,2022AR07B,Valide,1,novote,novote,1,novote,novote,novote,1,1,novote,4,4,0,0,0,6
8225,U07-004,2022AR07B,Valide,novote,2,1,1,novote,novote,novote,2,novote,novote,4,2,2,0,0,6
8229,U07-004,2022AR07A,Valide,1,2,3,3,1,2,2,novote,1,2,9,3,4,2,0,1
8237,U07-004,2022AR07B,Valide,novote,1,1,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,6
8241,U07-004,2022AR07B,Valide,novote,1,novote,novote,novote,novote,novote,1,1,1,4,4,0,0,0,6
8245,U07-004,2022AR07A,Valide,novote,1,1,1,1,novote,novote,1,novote,novote,5,5,0,0,0,5
8253,U07-004,2022AR07A,Valide,2,1,1,1,2,2,2,3,3,2,10,3,5,2,0,0
8267,U07-004,2022AR07A,Valide,novote,1,novote,1,novote,novote,novote,1,novote,1,4,4,0,0,0,6
8268,U07-004,2022AR07A,Valide,1,1,1,novote,novote,novote,novote,1,novote,novote,4,4,0,0,0,6
8270,U07-004,2022AR07A,Valide,novote,1,1,1,3,3,3,3,3,2,9,3,1,5,0,1
8272,U07-004,2022AR07A,Valide,novote,1,1,1,novote,novote,novote,1,novote,novote,4,4,0,0,0,6
8275,U07-004,2022AR07B,Valide,2,1,3,1,3,3,3,1,2,1,10,4,2,4,0,0
8278,U07-004,2022AR07A,Valide,4,4,4,1,4,4,4,4,4,4,10,1,0,0,9,0
8293,U07-004,2022AR07A,Valide,1,1,3,3,3,3,novote,1,1,1,9,5,0,4,0,1
8318,U07-004,2022AR07B,Valide,4,novote,2,1,4,4,4,novote,4,3,8,1,1,1,5,2
8326,U07-004,2022AR07A,Valide,3,1,4,3,1,1,1,4,2,novote,9,4,1,2,2,1
8336,U07-004,2022AR07A,Valide,2,1,2,2,1,1,1,2,2,novote,9,4,5,0,0,1
8343,U07-004,2022AR07A,Valide,4,novote,novote,novote,1,novote,1,1,novote,novote,4,3,0,0,1,6
8365,U07-004,2022AR07A,Valide,3,1,3,2,2,2,3,1,2,4,10,2,4,3,1,0
8384,U07-004,2022AR07B,Valide,novote,novote,novote,1,4,4,4,novote,novote,2,5,1,1,0,3,5
8388,U07-004,2022AR07A,Valide,1,1,2,1,2,3,novote,1,3,3,9,4,2,3,0,1
8394,U07-004,2022AR07A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
8399,U07-004,2022AR07A,Valide,2,3,4,2,novote,novote,novote,2,2,novote,6,0,4,1,1,4
8401,U07-004,2022AR07A,Valide,3,3,2,2,2,3,2,3,2,2,10,0,6,4,0,0
8405,U07-004,2022AR07A,Nul,novote,novote,1,1,novote,novote,novote,novote,novote,2,3,2,1,0,0,7
8406,U07-004,2022AR07A,Valide,2,1,2,3,1,3,3,3,2,1,10,3,3,4,0,0
8428,U07-004,2022AR07B,Valide,4,1,4,4,2,2,2,1,1,1,10,4,3,0,3,0
8432,U07-004,2022AR07A,Valide,2,1,4,2,1,1,1,1,1,1,10,7,2,0,1,0
8433,U07-004,2022AR07A,Valide,1,2,1,3,1,2,3,1,2,1,10,5,3,2,0,0
8434,U07-004,2022AR07A,Valide,4,4,4,1,1,1,4,4,4,4,10,3,0,0,7,0
8436,U07-004,2022AR07A,Valide,1,2,2,2,1,1,1,1,1,2,10,6,4,0,0,0
8447,U07-004,2022AR07A,Valide,2,1,1,1,2,2,2,2,2,2,10,3,7,0,0,0
8453,U07-004,2022AR07A,Valide,3,2,2,1,3,3,3,1,2,3,10,2,3,5,0,0
8457,U07-004,2022AR07A,Valide,1,2,2,2,3,3,3,1,2,2,10,2,5,3,0,0
8458,U07-004,2022AR07A,Valide,2,3,novote,2,1,3,3,1,1,3,9,3,2,4,0,1
8460,U07-004,2022AR07A,Nul,novote,2,novote,novote,novote,novote,novote,2,novote,novote,2,0,2,0,0,8
8462,U07-004,2022AR07A,Valide,4,1,novote,novote,1,1,1,1,1,novote,7,6,0,0,1,3
8467,U07-004,2022AR07B,Valide,novote,1,novote,novote,1,1,1,novote,novote,novote,4,4,0,0,0,6
8470,U07-004,2022AR07A,Valide,4,1,2,novote,1,novote,1,1,1,3,8,5,1,1,1,2
8482,U07-004,2022AR07A,Valide,2,2,2,2,2,3,2,1,3,3,10,1,6,3,0,0
8489,U07-004,2022AR07A,Valide,2,1,2,2,2,3,2,3,2,1,10,2,6,2,0,0
8504,U07-004,2022AR07A,Valide,1,1,2,2,1,2,3,1,1,1,10,6,3,1,0,0
8505,U07-004,2022AR07B,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
8509,U07-004,2022AR07A,Valide,novote,1,1,1,1,1,1,2,2,2,9,6,3,0,0,1
8512,U07-004,2022AR07B,Valide,novote,1,novote,novote,1,novote,novote,1,novote,1,4,4,0,0,0,6
8521,U07-004,2022AR07B,Valide,4,1,2,2,2,3,3,1,1,3,10,3,3,3,1,0
8538,U07-004,2022AR07B,Valide,1,1,1,2,novote,novote,novote,2,novote,2,6,3,3,0,0,4
8539,U07-004,2022AR07B,Valide,2,novote,1,1,2,2,3,2,1,3,9,3,4,2,0,1
8544,U07-004,2022AR07A,Valide,1,1,1,1,1,2,2,1,1,1,10,8,2,0,0,0
8554,U07-004,2022AR07A,Valide,2,3,1,4,1,2,2,1,2,2,10,3,5,1,1,0
8558,U07-004,2022AR07A,Valide,2,1,1,novote,2,2,1,1,2,1,9,5,4,0,0,1
8559,U07-004,2022AR07A,Valide,1,3,1,1,2,2,novote,3,3,2,9,3,3,3,0,1
8567,U07-004,2022AR07A,Valide,2,2,novote,novote,novote,novote,novote,2,2,novote,4,0,4,0,0,6
8573,U07-004,2022AR07A,Valide,3,2,1,1,2,2,3,3,2,3,10,2,4,4,0,0
8575,U07-004,2022AR07A,Nul,novote,1,novote,1,novote,novote,novote,novote,novote,1,3,3,0,0,0,7
8580,U07-004,2022AR07B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
8586,U07-004,2022AR07A,Valide,1,1,2,1,4,4,4,1,2,3,10,4,2,1,3,0
8590,U07-004,2022AR07A,Valide,1,novote,2,2,2,2,2,1,1,1,9,4,5,0,0,1
8596,U07-004,2022AR07A,Valide,novote,1,novote,2,2,novote,novote,1,novote,novote,4,2,2,0,0,6
8598,U07-004,2022AR07A,Valide,novote,1,1,3,4,4,4,2,2,2,9,2,3,1,3,1
8599,U07-004,2022AR07A,Valide,novote,1,novote,novote,1,novote,novote,1,novote,1,4,4,0,0,0,6
8606,U07-004,2022AR07A,Valide,4,1,3,3,2,1,2,4,2,3,10,2,3,3,2,0
8612,U07-004,2022AR07A,Valide,2,novote,novote,novote,2,2,2,2,2,novote,6,0,6,0,0,4
8616,U07-004,2022AR07A,Valide,2,1,1,1,2,2,3,1,1,1,10,6,3,1,0,0
8620,U07-004,2022AR07B,Valide,novote,novote,4,1,novote,novote,novote,2,2,1,5,2,2,0,1,5
8630,U07-004,2022AR07B,Valide,1,1,1,1,3,3,3,1,1,1,10,7,0,3,0,0
8635,U07-004,2022AR07A,Valide,3,2,2,1,4,3,3,1,1,1,10,4,2,3,1,0
8640,U07-004,2022AR07A,Valide,1,1,1,1,4,4,4,4,4,3,10,4,0,1,5,0
8644,U07-004,2022AR07B,Valide,2,1,novote,1,4,4,4,4,3,4,9,2,1,1,5,1
8655,U07-004,2022AR07A,Valide,2,novote,2,1,novote,novote,novote,2,novote,novote,4,1,3,0,0,6
8659,U07-004,2022AR07A,Valide,4,2,3,3,1,3,2,2,1,3,10,2,3,4,1,0
8691,U07-004,2022AR07B,Valide,2,novote,novote,2,3,2,2,1,1,2,8,2,5,1,0,2
8697,U07-004,2022AR07A,Valide,4,1,3,3,1,3,3,1,3,3,10,3,0,6,1,0
8709,U07-004,2022AR07A,Valide,3,3,1,3,4,4,3,2,3,3,10,1,1,6,2,0
8710,U07-004,2022AR07A,Valide,2,3,4,4,4,4,4,3,4,1,10,1,1,2,6,0
8712,U07-004,2022AR07A,Valide,2,2,2,1,4,4,4,2,3,2,10,1,5,1,3,0
8717,U07-004,2022AR07A,Valide,3,3,2,2,1,3,1,3,3,3,10,2,2,6,0,0
8724,U07-004,2022AR07A,Valide,2,1,1,2,2,2,2,1,1,1,10,5,5,0,0,0
8729,U07-004,2022AR07B,Valide,3,2,2,2,2,2,1,2,1,2,10,2,7,1,0,0
8730,U07-004,2022AR07A,Valide,4,2,1,1,3,3,3,2,2,3,10,2,3,4,1,0
8732,U07-004,2022AR07B,Valide,2,2,2,1,1,1,1,1,1,1,10,7,3,0,0,0
8734,U07-004,2022AR07B,Valide,4,2,4,4,1,1,1,4,1,novote,9,4,1,0,4,1
8737,U07-004,2022AR07A,Valide,novote,2,2,novote,novote,novote,novote,1,2,novote,4,1,3,0,0,6
8739,U07-004,2022AR07A,Valide,3,2,novote,novote,1,novote,1,3,2,2,7,2,3,2,0,3
8746,U07-004,2022AR07A,Valide,4,4,1,1,3,1,4,1,1,1,10,6,0,1,3,0
8756,U07-004,2022AR07A,Valide,2,1,1,1,3,2,2,1,2,1,10,5,4,1,0,0
8760,U07-004,2022AR07A,Valide,1,1,2,1,2,2,3,1,1,1,10,6,3,1,0,0
8766,U07-004,2022AR07A,Valide,2,2,novote,2,novote,novote,novote,2,novote,novote,4,0,4,0,0,6
8768,U07-004,2022AR07B,Valide,1,1,1,1,1,1,1,1,1,2,10,9,1,0,0,0
8790,U07-004,2022AR07A,Valide,1,1,1,1,2,2,2,2,2,2,10,4,6,0,0,0
8797,U07-004,2022AR07A,Nul,4,1,3,3,2 3,3,3,3,3,3,9,1,0,7,1,0
8798,U07-004,2022AR07A,Valide,2,3,2,1,1,1,1,1,2,2,10,5,4,1,0,0
8802,U07-004,2022AR07A,Valide,2,3,3,2,1,novote,1,2,2,2,9,2,5,2,0,1
8803,U07-004,2022AR07A,Valide,1,2,2,1,novote,novote,novote,2,3,novote,6,2,3,1,0,4
8812,U07-004,2022AR07B,Valide,2,1,1,2,3,3,3,2,3,2,10,2,4,4,0,0
8813,U07-004,2022AR07A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
8830,U07-004,2022AR07A,Valide,novote,1,novote,1,novote,novote,novote,1,novote,1,4,4,0,0,0,6
8833,U07-004,2022AR07A,Valide,2,1,3,2,3,3,3,1,1,1,10,4,2,4,0,0
8834,U07-004,2022AR07A,Valide,1,1,4,4,1,1,1,1,4,4,10,6,0,0,4,0
8843,U07-004,2022AR07A,Valide,3,novote,novote,novote,3,3,novote,novote,novote,3,4,0,0,4,0,6
8844,U07-004,2022AR07B,Valide,novote,novote,1,1,novote,novote,novote,1,1,novote,4,4,0,0,0,6
8850,U07-004,2022AR07A,Valide,3,2,1,1,2,2,2,1,2,2,10,3,6,1,0,0
8883,U07-004,2022AR07B,Nul,2,2,novote,novote,novote,novote,novote,novote,novote,novote,2,0,2,0,0,8
8886,U07-004,2022AR07B,Valide,novote,1,1,1,2,4,3,3,novote,novote,7,3,1,2,1,3
8890,U07-004,2022AR07A,Valide,3,1,1,1,1,2,1,1,1,1,10,8,1,1,0,0
8891,U07-004,2022AR07A,Valide,4,1,1,1,4,4,4,1,4,1,10,5,0,0,5,0
8901,U07-004,2022AR07A,Valide,3,2,1,novote,novote,novote,novote,4,novote,novote,4,1,1,1,1,6
8902,U07-004,2022AR07A,Valide,2,1,1,1,2,2,2,1,2,2,10,4,6,0,0,0
8910,U07-004,2022AR07A,Valide,3,1,1,1,1,1,3,1,1,1,10,8,0,2,0,0
8924,U07-004,2022AR07A,Valide,2,3,4,4,2,2,2,2,1,1,10,2,5,1,2,0
8927,U07-004,2022AR07A,Valide,3,1,1,1,3,3,3,1,2,2,10,4,2,4,0,0
8939,U07-004,2022AR07A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
8945,U07-004,2022AR07A,Valide,novote,novote,1,1,novote,novote,novote,1,novote,1,4,4,0,0,0,6
8949,U07-004,2022AR07A,Valide,1,1,2,1,3,3,3,1,2,1,10,5,2,3,0,0
8950,U07-004,2022AR07A,Valide,novote,1,1,1,novote,novote,novote,1,novote,novote,4,4,0,0,0,6
8953,U07-004,2022AR07A,Valide,novote,1,novote,1,novote,novote,novote,1,1,novote,4,4,0,0,0,6
8966,U07-004,2022AR07A,Valide,novote,1,novote,novote,2,3,3,1,novote,2,6,2,2,2,0,4
8967,U07-004,2022AR07A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
8992,U07-004,2022AR07A,Valide,4,1,2,novote,3,1,3,1,3,2,9,3,2,3,1,1
8998,U07-004,2022AR07B,Valide,1,1,3,1,3,3,3,3,2,novote,9,3,1,5,0,1
9001,U07-004,2022AR07A,Valide,1,1,1,1,1,1,1,2,3,3,10,7,1,2,0,0
9005,U07-004,2022AR07A,Valide,novote,1,1,1,novote,novote,novote,1,1,novote,5,5,0,0,0,5
9012,U07-004,2022AR07B,Valide,novote,1,novote,novote,novote,novote,novote,2,2,2,4,1,3,0,0,6
9015,U07-004,2022AR07A,Valide,1,1,1,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,6
9016,U07-004,2022AR07B,Valide,1,novote,1,novote,1,novote,novote,1,novote,novote,4,4,0,0,0,6
9034,U07-004,2022AR07A,Valide,3,3,1,1,3,1,2,1,3,2,10,4,2,4,0,0
9035,U07-004,2022AR07A,Valide,novote,novote,3,novote,novote,novote,1,1,novote,4,4,2,0,1,1,6
9038,U07-004,2022AR07A,Nul,2 3,1,3,3,4,4,4,1,3,4,9,2,0,3,4,0
9046,U07-004,2022AR07A,Valide,4,1,2,2,1,1,1,2,2,2,10,4,5,0,1,0
9053,U07-004,2022AR07A,Valide,novote,1,1,1,novote,novote,novote,1,2,novote,5,4,1,0,0,5
9063,U07-004,2022AR07A,Valide,2,1,1,1,novote,2,novote,novote,2,3,7,3,3,1,0,3
9067,U07-004,2022AR07A,Valide,3,2,2,2,2,2,2,2,2,1,10,1,8,1,0,0
9072,U07-004,2022AR07A,Valide,1,2,2,1,2,2,1,3,1,1,10,5,4,1,0,0
9077,U07-004,2022AR07A,Valide,4,2,1,1,1,1,1,2,1,1,10,7,2,0,1,0
9084,U07-004,2022AR07A,Valide,2,3,3,3,3,3,3,2,3,3,10,0,2,8,0,0
9085,U07-004,2022AR07A,Valide,1,2,2,2,4,4,3,3,3,1,10,2,3,3,2,0
9106,U07-004,2022AR07A,Valide,4,novote,2,2,3,novote,3,2,3,3,8,0,3,4,1,2
9108,U07-004,2022AR07A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
9112,U07-004,2022AR07A,Valide,2,1,1,1,3,3,3,1,1,1,10,6,1,3,0,0
9117,U07-004,2022AR07A,Valide,2,1,2,2,3,3,3,1,2,2,10,2,5,3,0,0
9124,U07-004,2022AR07B,Valide,novote,1,1,1,novote,novote,novote,1,novote,novote,4,4,0,0,0,6
9127,U07-004,2022AR07A,Valide,3,1,2,1,1,3,3,1,3,3,10,4,1,5,0,0
9132,U07-004,2022AR07A,Valide,4,2,1,2,2,3,2,4,2,4,10,1,5,1,3,0
9135,U07-004,2022AR07A,Valide,2,1,2,1,1,1,1,1,1,2,10,7,3,0,0,0
9136,U07-004,2022AR07A,Valide,1,1,2,3,2,3,3,1,1,1,10,5,2,3,0,0
9138,U07-004,2022AR07B,Valide,2,1,2,1,2,3,2,2,2,1,10,3,6,1,0,0
9140,U07-004,2022AR07A,Valide,2,3,2,1,novote,novote,novote,novote,novote,novote,4,1,2,1,0,6
9147,U07-004,2022AR07A,Valide,4,4,1,1,4,4,4,1,1,4,10,4,0,0,6,0
9150,U07-004,2022AR07A,Valide,2,1,2,2,3,3,3,2,2,2,10,1,6,3,0,0
9157,U07-004,2022AR07A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
9165,U07-004,2022AR07A,Valide,1,novote,novote,1,novote,novote,novote,novote,1,1,4,4,0,0,0,6
9173,U07-004,2022AR07A,Valide,1,1,1,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,6
9175,U07-004,2022AR07A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
9178,U07-004,2022AR07A,Valide,4,3,3,novote,1,1,1,3,3,1,9,4,0,4,1,1
9186,U07-004,2022AR07A,Valide,2,novote,novote,1,novote,novote,novote,2,novote,2,4,1,3,0,0,6
9188,U07-004,2022AR07B,Valide,2,2,2,2,2,2,1,2,2,novote,9,1,8,0,0,1
9193,U07-004,2022AR07A,Valide,2,2,2,2,novote,novote,novote,novote,novote,novote,4,0,4,0,0,6
9204,U07-004,2022AR07A,Valide,1,1,2,2,2,2,3,2,2,1,10,3,6,1,0,0
9209,U07-004,2022AR07B,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
9212,U07-004,2022AR07A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
9217,U07-004,2022AR07B,Valide,1,2,3,1,1,2,3,2,2,1,10,4,4,2,0,0
9222,U07-004,2022AR07B,Valide,1,1,1,3,3,3,3,2,3,1,10,4,1,5,0,0
9227,U07-004,2022AR07A,Valide,3,2,1,2,3,2,2,2,2,2,10,1,7,2,0,0
9228,U07-004,2022AR07A,Valide,1,1,1,2,3,3,3,3,3,1,10,4,1,5,0,0
9235,U07-004,2022AR07A,Valide,novote,1,novote,1,novote,novote,novote,1,novote,1,4,4,0,0,0,6
9239,U07-004,2022AR07B,Valide,novote,2,4,novote,novote,novote,novote,1,2,novote,4,1,2,0,1,6
9240,U07-004,2022AR07A,Valide,4,3,novote,2,3,3,3,novote,2,4,8,0,2,4,2,2
9253,U07-004,2022AR07A,Valide,4,1,1,1,1,1,1,1,1,3,10,8,0,1,1,0
9254,U07-004,2022AR07A,Valide,4,1,1,1,3,4,4,2,2,3,10,3,2,2,3,0
9258,U07-004,2022AR07B,Valide,1,1,2,2,2,2,2,1,2,1,10,4,6,0,0,0
9262,U07-004,2022AR07A,Valide,1,1,1,2,1,1,1,1,2,2,10,7,3,0,0,0
9272,U07-004,2022AR07A,Valide,3,1,1,1,4,4,4,1,2,3,10,4,1,2,3,0
9277,U07-004,2022AR07A,Valide,novote,novote,2,2,novote,novote,2,novote,novote,2,4,0,4,0,0,6
9292,U07-004,2022AR07A,Valide,novote,1,novote,novote,novote,novote,novote,1,1,1,4,4,0,0,0,6
9295,U07-004,2022AR07A,Valide,3,2,3,1,2,3,1,2,3,3,10,2,3,5,0,0
9301,U07-004,2022AR07A,Valide,2,1,2,2,3,3,3,1,4,4,10,2,3,3,2,0
9318,U07-004,2022AR07A,Valide,2,1,1,2,2,2,1,1,1,novote,9,5,4,0,0,1
9319,U07-004,2022AR07A,Valide,2,2,3,2,3,3,1,2,3,1,10,2,4,4,0,0
9321,U07-004,2022AR07A,Valide,3,1,3,2,3,3,3,2,2,3,10,1,3,6,0,0
9322,U07-004,2022AR07A,Valide,2,1,2,2,2,2,2,1,1,1,10,4,6,0,0,0
9324,U07-004,2022AR07A,Valide,4,2,1,2,3,2,1,1,1,2,10,4,4,1,1,0
9330,U07-004,2022AR07A,Nul,3,1 2,1 2,2,3,3,3,2,2,1,8,1,3,4,0,0
9351,U07-004,2022AR07A,Valide,2,3,4,2,4,3,4,1,3,4,10,1,2,3,4,0
9356,U07-004,2022AR07B,Valide,3,1,1,1,1,2,3,2,2,2,10,4,4,2,0,0
9363,U07-004,2022AR07A,Valide,novote,1,1,1,3,3,3,1,4,4,9,4,0,3,2,1
9367,U07-004,2022AR07A,Nul,novote,2,novote,novote,3,novote,novote,1,novote,1 2,3,1,1,1,0,6
9370,U07-004,2022AR07A,Valide,1,2,3,2,novote,novote,2,2,2,1,8,2,5,1,0,2
9398,U07-004,2022AR07A,Valide,2,3,3,3,4,4,4,2,2,1,10,1,3,3,3,0
9399,U07-004,2022AR07A,Valide,2,1,2,1,2,3,3,2,1,1,10,4,4,2,0,0
9406,U07-004,2022AR07A,Valide,novote,1,3,2,3,novote,2,1,novote,2,7,2,3,2,0,3
9408,U07-004,2022AR07A,Valide,3,1,1,1,3,3,3,1,3,1,10,5,0,5,0,0
9409,U07-004,2022AR07A,Valide,1,2,1,2,3,4,4,2,2,1,10,3,4,1,2,0
9441,U07-004,2022AR07B,Nul,2,novote,novote,novote,novote,novote,novote,4,novote,2,3,0,2,0,1,7
9449,U07-004,2022AR07A,Valide,novote,1,novote,novote,2,novote,2,1,novote,1,5,3,2,0,0,5
9450,U07-004,2022AR07A,Valide,3,3,3,1,novote,novote,novote,novote,novote,novote,4,1,0,3,0,6
9456,U07-004,2022AR07A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
9466,U07-004,2022AR07A,Valide,4,4,novote,novote,novote,novote,novote,1,novote,4,4,1,0,0,3,6
9469,U07-004,2022AR07B,Valide,2,2,2,1,3,3,3,3,3,2,10,1,4,5,0,0
9475,U07-004,2022AR07A,Valide,2,1,2,2,2,2,1,1,1,2,10,4,6,0,0,0
9479,U07-004,2022AR07A,Valide,4,2,1,1,3,3,3,3,3,2,10,2,2,5,1,0
9482,U07-004,2022AR07A,Valide,1,1,1,3,3,3,3,1,novote,1,9,5,0,4,0,1
9489,U07-004,2022AR07A,Valide,2,1,2,1,2,2,2,1,2,1,10,4,6,0,0,0
9492,U07-004,2022AR07A,Valide,4,1,1,1,2,3,1,1,1,1,10,7,1,1,1,0
9498,U07-004,2022AR07A,Valide,novote,1,novote,1,novote,novote,novote,1,novote,1,4,4,0,0,0,6
