ID,Urne,QR-Code,Categorie,1 - ilot refuge pour pietons et velos pont Alexandre III,2 - Reamenager et equiper les espaces verts du 7e arrondissement,3 - Embellir les cours des ecoles du 7e arrondissement !,4  - Reamenagement des espaces dedies a la jeunesse,5 - Restauration des chapelles Sainte-Valere et Sainte-Clotilde,6 - Restauration du temple de Pentemont,7 - Restaurer la sacristie de l eglise Saint-Thomas d Aquin et son local,8 - Restaurer le Champ de Mars et son mobilier historique,9 - Sauvegarde des statues de l arrondissement,10 - Vegetalisation et equipement de la place Fontenoy,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
 ndnmztczn965bnm1zwvmzt9a965bnxzgjmmjfiodkzn965bnnlntu3otk1yme0nzdhzg== ,numerique,75007,Valide,novote,2,1,2,4,4,4,1,3,2,9,2,3,1,3,1
 1b1ccd4f*yb4d-4965bnd4-845e1c-99a965bnfc9a965bn9a965bn845cc4965bnb                     ,numerique,75007,Valide,novote,2,1,3,novote,novote,novote,novote,novote,novote,3,1,1,1,0,7
 e3443644-cc0d-4546*y9a965bnff-84533e4199b9a965bn8459a965bn                     ,numerique,75007,Valide,novote,novote,1,novote,novote,2,2,1,novote,novote,4,2,2,0,0,6
 zdkyyjqxmzuyotmyztm5ywu4mtm0nme3ndi1yzfiymrkodqxzj9a965bnzn9a965bn== ,numerique,75007,Valide,1,2,2,3,2,2,1,2,2,1,10,3,6,1,0,0
 zz35cec965bnc-6zz66-4c3965bn*yb3f-zz19zzd050cbdd                     ,numerique,75007,Valide,novote,2,2,2,1,3,novote,2,1,novote,7,2,4,1,0,3
 4965bn9a965bn931965bn0-5519-4169-9zzzz1-f8459a965bn9a965bn19a965bne5d845965bn3                     ,numerique,75007,Valide,novote,1,1,1,novote,novote,novote,1,novote,novote,4,4,0,0,0,6
 965bn6199a965bnb1d-4050-4f965bnb-8459a965bn19a965bn-59965bnc539a965bn39a965bn965bn3f                     ,numerique,75007,Valide,4,1,3,2,1,3,1,2,4,2,10,3,3,2,2,0
 zzzz8450czz19-8451f5-4zz965bn6-9845fc-3b84535ce95cb6                     ,numerique,75007,Valide,novote,1,1,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,6
 939a965bn845c6965bnzz-39a965bnc9a965bn-4845c9-84549b-d56f965bn845c4b99a965bnc                     ,numerique,75007,Valide,2,1,3,3,4,4,4,4,4,1,10,2,1,2,5,0
 9a965bnbc34965bncf*y9a965bne6-4c1d-9cb0-cd9e6845d301b845                     ,numerique,75007,Valide,novote,1,1,novote,novote,novote,novote,novote,novote,novote,2,2,0,0,0,8
 965bndzz55bcb-051f-46965bn9*yd965bn6-1845b09a965bn1b5965bn1965bnd                     ,numerique,75007,Valide,2,2,3,3,1,3,1,1,1,3,10,4,2,4,0,0
 58451084563f-661e-4b54-9e6zz-3c965bnd914559965bn1                     ,numerique,75007,Valide,3,2,3,1,4,4,novote,4,4,novote,8,1,1,2,4,2
 c845zz3ed965bn4*y64c-45d0-98458451-9a965bn9dzz596bdbb1                     ,numerique,75007,Valide,4,1,4,4,4,4,2,1,4,4,10,2,1,0,7,0
 e6zzd51f9-004845-48458459a965bn-845845zz9a965bn-09a965bnf6048455965bnczz9                     ,numerique,75007,Valide,novote,novote,2,novote,2,novote,novote,1,2,novote,4,1,3,0,0,6
 zdkwodmznwfmogm4ytizztjlm965bnizytfhndzkodq3ndg5odvlmdgxmq== ,numerique,75007,Valide,1,1,3,2,2,novote,2,1,1,1,9,5,3,1,0,1
 845434b919a965bn-e66zz-49e5-845zzezz-68459a965bne1965bn4zz965bn4e845                     ,numerique,75007,Valide,4,1,1,2,4,4,4,3,3,3,10,2,1,3,4,0
 4zz9a965bn845965bn965bnd4-e965bn35-4965bnf0-940965bn*yfzzb9a965bn9a965bn3f965bn565                     ,numerique,75007,Valide,2,2,4,3,1,2,1,3,2,1,10,3,4,2,1,0
 63f4f9a965bnf5-5365-439a965bnd-845f8456-zz59a965bn5545b845845zzd                     ,numerique,75007,Valide,4,4,1,1,4,4,4,4,4,4,10,2,0,0,8,0
 3c059a965bndc845-zz6f9-4c66-9a965bn965bn5845-0c845669a965bnecede845                     ,numerique,75007,Valide,4,1,3,2,3,4,3,2,2,4,10,1,3,3,3,0
 3845b9a965bnde35-1845be-4f9a965bn9-9a965bn49c-zz99zz6965bn344945                     ,numerique,75007,Valide,4,2,3,1,1,novote,3,1,3,3,9,3,1,4,1,1
 f965bn9a965bnc3cc6-c95d-4e1zz-9a965bn1b9a965bn-f0c01359318453                     ,numerique,75007,Valide,novote,2,1,novote,4,novote,4,novote,novote,novote,4,1,1,0,2,6
 4b90ec8455-zzc00-4965bn3e*yeff-d4dd4bfdf11zz                     ,numerique,75007,Valide,3,1,1,1,2,4,4,2,4,1,10,4,2,1,3,0
 9a965bnf6845c965bn9a965bn5-53b845-4f1d*y9d3-965bn914cbe4zz109                     ,numerique,75007,Valide,4,2,4,4,2,2,2,1,1,1,10,3,4,0,3,0
 3zz6zz09a965bndd-965bnc1zz-4e965bnzz-9a965bnf965bn5-9a965bnzzzzd5d9dfzz965bn3                     ,numerique,75007,Valide,4,4,4,1,4,4,4,1,2,4,10,2,1,0,7,0
 965bn845c31fzzb-d613-4f65-9zzzzzz-84509a965bn9a965bnd19a965bn69d09a965bn                     ,numerique,75007,Valide,novote,1,1,1,1,novote,1,novote,1,novote,6,6,0,0,0,4
 9a965bn9fd4045-3e49a965bn-4zz9a965bn965bn-9a965bn09c-59a965bn4f6bc61e965bnd                     ,numerique,75007,Valide,novote,1,1,1,1,novote,novote,1,novote,novote,5,5,0,0,0,5
 1fd9845959a965bn-965bnzz4e-49a965bn0e-9a965bn4845zz-c30965bn0zz0f1e49                     ,numerique,75007,Valide,novote,1,2,novote,novote,novote,2,1,novote,novote,4,2,2,0,0,6
 15564144-feezz-4e4845-949f-dbe14bbfc19a965bn6                     ,numerique,75007,Valide,novote,novote,1,2,4,novote,novote,novote,novote,4,4,1,1,0,2,6
 01zzd845bbc-05db-49b4-9c0f-f84500ce4d46cd                     ,numerique,75007,Valide,3,2,3,novote,4,3,4,2,3,2,9,0,3,4,2,1
 6ec0ff11-965bnbbd-4zz0d*y543-8451f35zz965bn56f94                     ,numerique,75007,Valide,1,1,3,1,3,3,4,3,4,2,10,3,1,4,2,0
 e39e35965bn5-6965bnb4-4f39a965bn-9955-0f965bn3zzb9a965bn6zzfdzz                     ,numerique,75007,Valide,4,2,3,3,1,2,1,1,2,4,10,3,3,2,2,0
 zmmwoge4yzzjmdm965bnzdllnwzmmdfkmtq965bny965bnuyn965bnnlnjk1zwrkmtq0mg== ,numerique,75007,Valide,novote,1,1,1,novote,novote,novote,2,novote,novote,4,3,1,0,0,6
 9f559e0e-zz64b-49a965bnee-9a965bnzz845d-e8453de15eb845bc                     ,numerique,75007,Valide,novote,1,1,1,novote,novote,novote,1,novote,novote,4,4,0,0,0,6
 zz035b69e-965bnb66-49a965bn0845-9a965bn8459a965bn965bn-6d6e845c845961c0                     ,numerique,75007,Valide,4,2,4,2,1,2,1,1,2,2,10,3,5,0,2,0
 845fe69b965bn5-d60d-4d9zz-9a965bn43e-845845b965bn965bne11965bn53b                     ,numerique,75007,Valide,novote,1,1,novote,1,novote,1,novote,novote,novote,4,4,0,0,0,6
 d19a965bn965bnzze4c-5c36-4e63-9613-34zz8454b6d3996                     ,numerique,75007,Valide,novote,novote,1,1,novote,novote,novote,novote,novote,novote,2,2,0,0,0,8
 845f441c8459-09a965bn845c-4965bn965bn845-9a965bn1d845-d5fec0e9bc965bn0                     ,numerique,75007,Valide,4,2,2,2,4,3,4,2,3,2,10,0,5,2,3,0
 ztm965bnmzhkmjqwmzg4yty965bnnte5mzzingy1ntfknzdmywrmodhizmnhzg== ,numerique,75007,Valide,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
 mmjlnmnmymuwmgy0m965bnmxntvjmjmxmtvjzwmwn965bnnkoty1nwewnti5o9a965bn== ,numerique,75007,Valide,1,novote,1,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,6
 bbe09bfd-6119-41c6-9a965bn31f-1f3965bn6zz66bc8454                     ,numerique,75007,Valide,novote,1,1,novote,1,novote,novote,1,novote,novote,4,4,0,0,0,6
 905c361845-ezzd6-4ee845-9ed5-4e645f58455965bn965bnc                     ,numerique,75007,Valide,3,1,1,2,3,3,3,2,3,2,10,2,3,5,0,0
 845c1f9czz6-84519a965bn9-49a965bnb4-9a965bn194-zze84519965bnf00de9                     ,numerique,75007,Valide,novote,1,1,1,novote,novote,novote,1,novote,novote,4,4,0,0,0,6
 90d60zz49-99a965bn8451-43f965bn-9845965bnb-1196b4ffb39a965bn965bn                     ,numerique,75007,Valide,4,2,1,novote,2,3,2,1,3,3,9,2,3,3,1,1
 49a965bn8454fzze5-9a965bn0965bn4-4cc9a965bn-9965bn1965bn-zz1d9a965bn99a965bn965bn0e84559                     ,numerique,75007,Valide,novote,2,1,2,novote,novote,2,novote,novote,novote,4,1,3,0,0,6
 f845cd965bn064-c59d-4004*yf9a965bne-eczzf5zzdfzz3965bn9a965bn                     ,numerique,75007,Valide,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
 845dzz9fff1*y3cb-450f*y509a965bn-1b9a965bn39a965bn68453965bnzzzz6                     ,numerique,75007,Valide,novote,1,1,novote,novote,novote,novote,2,2,novote,4,2,2,0,0,6
 nzziymq4mze1mtyyzwe1n965bnm0nwi5nti4nd9a965bn5nzk3yt9a965bn3ytkymjm1nw== ,numerique,75007,Valide,novote,1,1,novote,novote,novote,novote,2,2,1,5,3,2,0,0,5
 b0fd965bnd845845-c95f-4bb9-94965bne-9a965bn40443965bn4e064                     ,numerique,75007,Valide,novote,2,1,2,novote,novote,novote,2,2,novote,5,1,4,0,0,5
 ff43339a965bn3-50fzz-49a965bn8459-845013-6e69459a965bn8455ef5                     ,numerique,75007,Valide,4,2,1,1,3,1,novote,1,1,3,9,5,1,2,1,1
 b4965bn64e69-643zz-4c05-9cd0-965bn5b900cbb590                     ,numerique,75007,Valide,novote,1,1,1,novote,novote,novote,novote,2,novote,4,3,1,0,0,6
 f1965bn0dc9a965bn845-9a965bn9a965bn34-44d9a965bn-8450d5-484500139a965bn8453cb9a965bn                     ,numerique,75007,Valide,novote,1,1,novote,novote,novote,3,1,novote,novote,4,3,0,1,0,6
 6d6zz13zzd-965bn59c-44fd*y965bn6845-dbb965bn84555d449e                     ,numerique,75007,Valide,novote,novote,1,1,novote,novote,novote,novote,novote,novote,2,2,0,0,0,8
 3zz0965bnb965bnde-1fzz9a965bn-4845965bn9a965bn-9a965bn611-654zze6695965bn3e                     ,numerique,75007,Valide,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
 53965bn1c131-845bcf-4dzz0*yece-9a965bn6845dee1965bn63be                     ,numerique,75007,Valide,2,novote,1,novote,novote,novote,novote,novote,novote,novote,2,1,1,0,0,8
 15016b8459-099a965bn9-484503*y845dc-5f9a965bnd38450dbb0b                     ,numerique,75007,Valide,novote,novote,1,1,novote,novote,novote,novote,novote,novote,2,2,0,0,0,8
 9a965bn965bn400d965bn1-4fd0-40bc-845ed6-zz9a965bned0b845845e8454845                     ,numerique,75007,Valide,1,1,2,2,novote,novote,novote,novote,novote,1,5,3,2,0,0,5
 59a965bn940135-ce845d-4949a965bn-999zz-dd5619a965bnd5965bn3f9                     ,numerique,75007,Valide,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
 5965bn14845134-3ee6-49cf-9b53-49a965bn8451dde038456845                     ,numerique,75007,Valide,1,1,1,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,6
 996c965bnf9a965bn9*yzze3-4ed965bn-9a965bn1c5*yf5910b965bnbf845f                     ,numerique,75007,Valide,novote,2,2,1,novote,novote,novote,novote,novote,2,4,1,3,0,0,6
 165b3e16-59a965bnd0-4046-9de4-d93e9a965bn05610d5                     ,numerique,75007,Valide,novote,novote,1,1,novote,novote,novote,novote,novote,novote,2,2,0,0,0,8
 ce99a965bn956845-8455c965bn-4cbe-9a965bn51c*y9zzb66b6965bnbzz9a965bn                     ,numerique,75007,Valide,3,1,1,1,novote,novote,novote,novote,novote,novote,4,3,0,1,0,6
 yti4nzqynmq3zwyyytnmzgnlyze3yzq965bnnmy3mgeyn965bne3odmznjrjzq== ,numerique,75007,Valide,1,1,1,1,4,1,4,3,3,1,10,6,0,2,2,0
 845ce56bc845-fzzf0-4zz51-845965bncc-4965bn4zz33965bnf3bdc                     ,numerique,75007,Valide,novote,2,1,3,novote,novote,2,novote,novote,novote,4,1,2,1,0,6
 e61496845845-d0965bn9-4df845-9a965bnzzf5-9a965bn965bn845e691fzzzzb9a965bn                     ,numerique,75007,Valide,2,2,4,4,4,novote,4,2,4,1,9,1,3,0,5,1
 8453e615fc-69a965bnb5-4e965bn845-9a965bnbef-8453c0d165965bnb8459                     ,numerique,75007,Valide,1,novote,1,1,novote,novote,novote,3,novote,novote,4,3,0,1,0,6
 845e6965bn08453f*y141-44965bnb*yb66-e9a965bnc3b049a965bn46bb                     ,numerique,75007,Valide,1,2,2,2,4,4,4,2,1,1,10,3,4,0,3,0
 84584551eedf-ec6c-49a965bnf3-9e43-fcezz965bn5d0965bn9a965bn15                     ,numerique,75007,Valide,novote,1,1,1,novote,novote,novote,1,novote,novote,4,4,0,0,0,6
 004965bnzz06d-4zz8459-4f14-9f91-4965bn9a965bn9a965bn3ff9e916                     ,numerique,75007,Valide,1,2,2,2,2,2,2,1,1,2,10,3,7,0,0,0
 otuzytfhnjfjzdk0nmu965bnmweyngizyjq1yzbiogy0nmnmzwzjmtmzz9a965bn== ,numerique,75007,Valide,novote,2,1,1,novote,4,novote,novote,novote,novote,4,2,1,0,1,6
 b19a965bndzz6845e-deec-4116-9a965bn9c5-6965bn99965bn6c609zzb                     ,numerique,75007,Valide,3,1,3,3,3,1,1,4,2,1,10,4,1,4,1,0
 60zz0f410-cb69-43ee*yc91-965bnd99a965bn9a965bnc9a965bneb9d6                     ,numerique,75007,Valide,3,2,4,2,1,1,1,1,1,2,10,5,3,1,1,0
 9a965bnff6c8459a965bn9-fe6c-46c1*yb9845-649a965bnzzd5b845e019                     ,numerique,75007,Valide,novote,2,3,2,novote,novote,novote,3,novote,novote,4,0,2,2,0,6
 zz95010e1-3c61-4f965bn9a965bn-845965bn8451-64461c3346965bnc                     ,numerique,75007,Valide,4,1,2,2,1,1,2,1,1,3,10,5,3,1,1,0
 e9119a965bn19f-zzef965bn-4195-9a965bn845965bnb-330546zzc1845f965bn                     ,numerique,75007,Valide,3,2,1,2,3,4,4,2,4,3,10,1,3,3,3,0
 5659531e-845d6zz-4zz0zz*y965bn5e-965bn4d9a965bnb9zzc8459a965bncf                     ,numerique,75007,Valide,3,2,4,1,1,3,1,2,2,2,10,3,4,2,1,0
 0845de48451965bn-f100-4c33-845d69a965bn-59a965bn9bd46zzzzzz30                     ,numerique,75007,Valide,novote,novote,2,novote,novote,1,novote,2,novote,3,4,1,2,1,0,6
 00zz9a965bne5845d-01f965bn-4bd1*y19a965bnc-965bnd5bc09965bn8459a965bn3845                     ,numerique,75007,Valide,1,1,1,1,novote,1,novote,1,1,novote,7,7,0,0,0,3
 504d0fd965bn-9a965bn5ec-4e845zz-84534845-e499a965bne965bnb965bnzz0965bn965bn                     ,numerique,75007,Valide,2,2,4,3,4,4,4,1,3,4,10,1,2,2,5,0
 49a965bn44zz6db-f3c9a965bn-49a965bn845965bn-8459a965bn3f-6bb9356845fb845965bn                     ,numerique,75007,Valide,2,1,2,2,1,novote,1,novote,novote,novote,6,3,3,0,0,4
 09a965bne10f4zz-9619-4516*y44965bn-619zzzze965bn11zz90                     ,numerique,75007,Valide,novote,2,novote,novote,1,3,1,1,2,1,7,4,2,1,0,3
 99a965bnd15zzfd-8451965bn845-4zz8451*yf8453-5b8453f6c6dc965bn0                     ,numerique,75007,Valide,novote,novote,novote,novote,4,1,4,novote,3,novote,4,1,0,1,2,6
 9e845zze43c-319a965bn9-48459a965bnc*yb965bn1-6344e9a965bn965bn845bd9f                     ,numerique,75007,Valide,novote,1,novote,novote,4,4,4,1,novote,1,6,3,0,0,3,4
 6zz43ede845-0433-4zz845965bn*y38455-d1c965bn6845568456zz9a965bn                     ,numerique,75007,Valide,novote,novote,novote,novote,1,1,2,1,novote,novote,4,3,1,0,0,6
 94965bn965bn9a965bnb34-19a965bnzze-4f45*y1bb-fdd965bn1b9965bnd16d                     ,numerique,75007,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,9
 f6cd9e50-4965bn845e-4e00-9zzf965bn-e59ff9d84534zze                     ,numerique,75007,Valide,novote,2,novote,1,novote,1,2,novote,novote,novote,4,2,2,0,0,6
 f399a965bne8459965bn-0411-439c-845b94-9965bn1905965bn965bned35                     ,numerique,75007,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,9
 965bn565398459a965bn-f4f965bn-40zzb*yzz965bn1-3zzb9a965bnd3c60110                     ,numerique,75007,Valide,novote,novote,novote,novote,4,1,novote,4,4,novote,4,1,0,0,3,6
 0e5zzbe965bn4-50fe-484503-90965bn6-9a965bn393b4965bn5zz10965bn                     ,numerique,75007,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,9
 c4c965bn93ed-fdee-4b93*y393-59a965bn845f965bn45e9a965bnzz59a965bn                     ,numerique,75007,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,9
 9ef11c845845-9f9a965bn6-4011*y5zz4-845c64558454bb3zz                     ,numerique,75007,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,9
 9a965bn99fd9a965bn5zz-6845b6-41965bnb-9a965bne66-9965bn9a965bnd593fzzedb                     ,numerique,75007,Valide,novote,novote,novote,novote,3,3,1,2,3,novote,5,1,1,3,0,5
 cd3c4011-99a965bne9-45f9a965bn*y95e-51845df50965bn9a965bn9d1                     ,numerique,75007,Valide,novote,novote,novote,novote,1,2,2,1,novote,2,5,2,3,0,0,5
 b9a965bn9a965bn6965bnbb9a965bn-69zzd-4644-9a965bnb1c-zz35ee965bn401zzzzf                     ,numerique,75007,Valide,novote,novote,novote,novote,3,1,novote,2,2,novote,4,1,2,1,0,6
 d9a965bne965bnzz965bn9a965bn9-ee45-4dde-93f9a965bn-445e5dd965bn936d                     ,numerique,75007,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,9
 0845ffzz6f1-5b19-40zz4*y98459-3zz3zz19a965bn4df9ec                     ,numerique,75007,Valide,novote,1,novote,novote,novote,1,novote,1,novote,1,4,4,0,0,0,6
 4d8459a965bnzz33d-093e-4f965bn0-845511-965bne14965bnb9965bnb99a965bn5                     ,numerique,75007,Valide,novote,novote,novote,novote,1,1,1,novote,1,novote,4,4,0,0,0,6
 0054619a965bn6-8451965bn9a965bn-4fc3-9cdc-9a965bn9a965bn3c9zz45550f                     ,numerique,75007,Valide,novote,1,novote,1,1,1,1,novote,novote,novote,5,5,0,0,0,5
 68454845c4965bn845*y1b1-4d5845-9a965bnb5e-9a965bn4be8455de01e965bn                     ,numerique,75007,Valide,novote,2,novote,novote,1,2,2,2,2,novote,6,1,5,0,0,4
 090336f0-f46b-450b-845zze1*y19999a965bn9a965bn965bncc51                     ,numerique,75007,Valide,1,1,novote,novote,2,2,1,2,1,novote,7,4,3,0,0,3
 3965bn0364f965bn-3056-46c5-9845d845-9a965bnbecddzz64cbf                     ,numerique,75007,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,9
 9c94965bnezzzz-39a965bne4-4016-99a965bn44-c19a965bn965bn54965bnb9336                     ,numerique,75007,Valide,novote,novote,novote,novote,novote,2,novote,novote,novote,novote,1,0,1,0,0,9
 bed59a965bn9a965bn9a965bn845-c845d9-49e9-9a965bn640-f198451zz4c8459zz0                     ,numerique,75007,Valide,novote,novote,novote,novote,novote,1,novote,1,2,2,4,2,2,0,0,6
 yjzkyzqwyji3ytm4njg1ownkndjinzq1zjizmdgwndhjytlkztvjz9a965bn== ,numerique,75007,Valide,2,1,novote,1,novote,2,novote,novote,novote,2,5,2,3,0,0,5
 98459845ecd0-fc40-4ezzc-845b1c-9a965bn8456c6b64965bn59c                     ,numerique,75007,Valide,novote,2,novote,1,novote,2,novote,1,1,2,6,3,3,0,0,4
 56zz3f965bn3b-0845965bn3-46b845-845zz965bn4-zz9965bn845f1zz6c6d3                     ,numerique,75007,Valide,4,3,novote,novote,3,3,3,1,3,3,8,1,0,6,1,2
 0b639a965bnf6d-5d9a965bne-498456-9b1965bn-9a965bn51b9a965bn1130965bn8451                     ,numerique,75007,Valide,novote,novote,novote,novote,4,4,4,1,novote,4,5,1,0,0,4,5
 f60b919a965bn5-3965bn965bnc-49c1-9a965bn1eb-1995e569a965bn165d                     ,numerique,75007,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,9
 59a965bn9czz06f-3f0965bn-4bzzc-8455c965bn-f965bnc965bnf4bee845zz9                     ,numerique,75007,Valide,novote,novote,novote,novote,1,2,novote,1,1,novote,4,3,1,0,0,6
 1df9a965bnb0b9a965bn-965bnb9c-4zz965bnd-9a965bn845965bn1-845c96658459f5965bnd                     ,numerique,75007,Valide,novote,novote,novote,1,4,4,4,novote,novote,novote,4,1,0,0,3,6
 ec9a965bnzz845f35-efbzz-4965bn54*y59f-zz010b361c44f                     ,numerique,75007,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,9
 d6e9053845-cee845-4c6965bn-946b*ybede64b4eef                     ,numerique,75007,Valide,novote,3,novote,novote,1,2,2,2,novote,novote,5,1,3,1,0,5
 9a965bn965bnfc845c19-31df-4900-9a965bn6965bn6-41965bnezz66e9a965bne4c                     ,numerique,75007,Valide,novote,novote,novote,novote,2,2,2,1,2,novote,5,1,4,0,0,5
 469a965bn845zz8455zz-5965bn44-4845d965bn-8459a965bnf9a965bn*y650b84545zz9a965bnb6                     ,numerique,75007,Valide,novote,novote,novote,novote,2,2,1,novote,novote,novote,3,1,2,0,0,7
 bzzb9a965bn6549a965bn-95fb-4zzd3-9e4zz-zz91d6e845fe965bn965bn9                     ,numerique,75007,Valide,novote,novote,novote,novote,novote,2,novote,1,2,2,4,1,3,0,0,6
 b965bnzzf3c69-0df6-4ccd-90f965bn-edzzde1845be0d9a965bn                     ,numerique,75007,Valide,novote,novote,novote,novote,4,1,4,novote,novote,2,4,1,1,0,2,6
 969a965bn9845ce9a965bn-965bn0845845-4d8453*yzz54-3cf9a965bnf4dfczz1d                     ,numerique,75007,Valide,novote,2,novote,novote,1,2,1,novote,novote,novote,4,2,2,0,0,6
 ywm965bnnmq965bnyze5yze0mge1yju4mz9a965bnwmdjhzdgyymzlmjzkodcxnmi5ng== ,numerique,75007,Valide,1,novote,novote,novote,novote,1,novote,1,novote,1,4,4,0,0,0,6
 bc140440-d59a965bnd-4965bn1d-8450b965bn-0935845c496ef9a965bn                     ,numerique,75007,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,9
 96b030bb-cd61-45b1*y9a965bnzzb-f15dc5f6zzd34                     ,numerique,75007,Valide,novote,novote,novote,novote,4,4,4,1,novote,novote,4,1,0,0,3,6
 19d9dzz60-zzc3d-43d4-845515-6fezz9a965bn845f9a965bnzzdf965bn                     ,numerique,75007,Valide,novote,novote,novote,novote,2,2,1,novote,2,novote,4,1,3,0,0,6
 9a965bn1ebzz09845-d951-44965bn6-91c4-4965bnc965bnb009ebzz9a965bn                     ,numerique,75007,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,9
 9de59b54*y84519a965bn-4c91-9a965bnb14-zz6965bn9a965bn5845845zz1e56                     ,numerique,75007,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,9
 mme0ztu965bnmzy3zdmxodg0ytmwy965bny965bnytm965bnnzq5mdg965bnzjexyznmyziyyg== ,numerique,75007,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,9
 b9a965bnc11553-59ed-4df0-9633-965bn965bn8459a965bn0415911c                     ,numerique,75007,Valide,novote,novote,novote,novote,4,1,3,3,4,novote,5,1,0,2,2,5
 965bn6019845ee-cb69-411c-845501-991845d4c43ed9                     ,numerique,75007,Valide,novote,novote,novote,novote,4,1,4,3,novote,novote,4,1,0,1,2,6
 101418459a965bn965bn-zz959a965bn-418459-845965bn55-4845e965bn5zz1e3109                     ,numerique,75007,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,9
 1d965bn965bnd10c-845zzzz5-4e3f-919a965bnc-616be5d1dfe9a965bn                     ,numerique,75007,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,9
 965bn0e965bne6f0-d5e6-4dc965bn*yb0c-de9a965bn19a965bnc995e05                     ,numerique,75007,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,9
 b6ezz845ebzz*yef9a965bn-45b9a965bn-9ezzb-zz965bnb149a965bn963845b9                     ,numerique,75007,Valide,1,novote,novote,novote,novote,1,novote,novote,2,2,4,2,2,0,0,6
 c9a965bnfb965bnb4zz-0ef845-498455-84539a965bn965bn*y9a965bnb9845965bn965bnfee845845                     ,numerique,75007,Valide,novote,novote,novote,novote,4,4,4,1,novote,novote,4,1,0,0,3,6
 6d845f845f965bn4-84513e-44c965bn-949a965bn6-9845b965bn5bf96359                     ,numerique,75007,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,9
 b6czz8453f9a965bn-09a965bn99-453d-845bzzc-6965bnf845zz6ffd633                     ,numerique,75007,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,9
 593cf69c-965bn93e-4495-9a965bn54e-069a965bnccb99d940                     ,numerique,75007,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,9
 3e965bn4845bfc-9a965bn84503-4449*y3965bn4-56fzz60c4zzdb9a965bn                     ,numerique,75007,Valide,novote,3,novote,novote,4,1,4,novote,4,novote,5,1,0,1,3,5
 9a965bn0965bn050zz9a965bn-0304-44e845*yd6b-fd061fbbzzdcc                     ,numerique,75007,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,9
 4965bnd5d4dd-f59965bn-4965bn99-9bc3-64315zzb9zz139                     ,numerique,75007,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,9
 c84541fczzzz-d94c-4965bndf-9c845b-69965bnd9a965bn110d5e3                     ,numerique,75007,Valide,2,2,novote,2,novote,1,novote,novote,novote,novote,4,1,3,0,0,6
 de6c4f19a965bn-845ec6-41b9a965bn-845f59a965bn-f9a965bnzz55f9a965bn5ec93                     ,numerique,75007,Valide,novote,1,novote,novote,novote,1,novote,1,novote,2,4,3,1,0,0,6
 9zzc54bd845-e0e4-4b60-8450czz-845c8451e0c9a965bn9a965bn64b                     ,numerique,75007,Valide,4,novote,novote,novote,1,1,1,1,2,novote,6,4,1,0,1,4
 e35845b14e-fe51-4bf4-9a965bn845965bnzz-4zz99f845ddf9a965bn09                     ,numerique,75007,Valide,novote,novote,novote,1,1,1,novote,1,novote,novote,4,4,0,0,0,6
 845bdc9c33-965bn96f-4ddzz-99a965bnb5-4ezz1e4965bnd4d8455                     ,numerique,75007,Valide,novote,novote,novote,novote,novote,2,novote,novote,novote,novote,1,0,1,0,0,9
