ID,Urne,QR-Code,Categorie,1 - Ameliorer l accueil des sportifs dans le 12e arrondissement,2 - Renover nos Terrains d’Education Physique (TEP),3 - Faire du 12e un arrondissement plus solidaire,4 - Realiser deux amenagements ponctuels et mesurer la pollution sonore,"5 - Sublimer nos squares, parcs et jardins",6 - Ameliorer le quotidien des eleves du 12e,7 - Faisons du 12e un arrondissement toujours plus culturel !,8 - Renovons notre Patrimoine,9 - Restaurer la facade de l eglise du Rendez vous,10 - Ameliorer le quotidien des habitant·e·s du quartier Bel-Air Nord,11 - Renforcer l accessibilite et l inclusivite dans le 12e arrondissement,12 - Valoriser les squares du quartier Erard-Rozanoff,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
 965bnzzb6b9a965bned-0545-4116-8459e9-d308450zz01c84595                     ,numerique,75012,Valide,novote,novote,2,4,2,novote,2,novote,novote,novote,2,novote,5,0,4,0,1,7
 9a965bn9zz9a965bn9fdd-d8455d-4c11*yezzb-9a965bn965bn6ddzz84541f9a965bnzz                     ,numerique,75012,Valide,novote,novote,novote,novote,2,1,2,novote,novote,novote,novote,1,4,2,2,0,0,8
 9a965bn1845b060c-9a965bn66b-4594-9zz11-965bne9a965bn965bn9a965bnd845845zzd1zz                     ,numerique,75012,Valide,2,novote,novote,novote,novote,1,2,novote,novote,novote,2,novote,4,1,3,0,0,8
 965bn6e6zz845965bn3-c965bn9d-431zz*y3bf-6169a965bnd965bn965bnzz965bn19e                     ,numerique,75012,Valide,novote,novote,3,novote,novote,2,2,novote,novote,novote,1,novote,4,1,2,1,0,8
 zz11965bnzzzzde-965bne69-4ffc-9a965bn6965bnc-d540d936314c                     ,numerique,75012,Valide,2,novote,novote,novote,1,novote,2,novote,novote,1,novote,novote,4,2,2,0,0,8
 fe965bn669a965bn91-4zz31-450d*y63f-965bn99c3f60154845                     ,numerique,75012,Valide,1,2,novote,novote,3,novote,1,novote,novote,novote,novote,novote,4,2,1,1,0,8
 ymmxzjjhytbkyje1nzc965bnymywowjmzdc0mjk4nzvjyzy1zgzimgnjnq== ,numerique,75012,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,11
 zzzz5d9fd0-9czz9a965bn-46d3-946f-6845845ddzz965bn035c9                     ,numerique,75012,Valide,2,novote,novote,1,1,2,2,3,novote,novote,2,1,8,3,4,1,0,4
 845ff1d3965bn6-dzzf9a965bn-4030*ybd9a965bn*ye845965bn6efb845b50                     ,numerique,75012,Valide,novote,novote,1,novote,1,novote,1,novote,novote,novote,1,novote,4,4,0,0,0,8
 651598453zz-ezz9a965bn4-4f0845-9a965bn1e965bn-fb90333845f051                     ,numerique,75012,Valide,novote,novote,novote,novote,novote,4,1,3,novote,novote,novote,2,4,1,1,1,1,8
 zthjywe5ywzkm965bnjhm965bnqwmdkzzdqymgm5nwqyogvkyjk4yzg965bnytg1n9a965bn== ,numerique,75012,Valide,novote,novote,novote,novote,novote,novote,2,2,novote,2,2,novote,4,0,4,0,0,8
 cdf63b1d-fe65-4e50-9a965bnce6-d9a965bn05ezzzzzz1b3c                     ,numerique,75012,Valide,1,novote,novote,novote,novote,1,1,novote,novote,novote,1,novote,4,4,0,0,0,8
 96e4b8459a965bn845-ce5845-4965bnf845-845d6f-e9a965bnzz965bn09a965bn9a965bn0459a965bn4                     ,numerique,75012,Valide,novote,novote,2,2,2,novote,2,novote,novote,novote,novote,novote,4,0,4,0,0,8
 9051zz9a965bn39-ef65-48456b-9a965bn4dzz-4965bn93zz484593d4zz                     ,numerique,75012,Valide,1,novote,novote,novote,novote,1,1,novote,novote,novote,novote,1,4,4,0,0,0,8
 9159a965bnzz965bneb-9a965bn9a965bnzzc-4965bn8459-95zz9-56fzz8450zzd69a965bndc                     ,numerique,75012,Valide,1,novote,novote,novote,novote,1,1,novote,novote,novote,novote,1,4,4,0,0,0,8
 zzzzf9a965bnee0e*y0czz-4845e9a965bn-9a965bn845zz4-ecb9a965bnf84565fd965bn965bn                     ,numerique,75012,Valide,novote,1,novote,novote,1,novote,1,novote,novote,1,novote,1,5,5,0,0,0,7
 965bnddzz4bdf-e3c6-413d*yc09-4dcc39a965bn9a965bnzz5965bn965bnc                     ,numerique,75012,Valide,1,1,novote,novote,1,1,1,novote,novote,novote,novote,novote,5,5,0,0,0,7
 ywmyztiwmj9a965bn965bnmzy3mwyzowexmzzknjm4mtu3nzi1m965bni3nzk3ntrlnw== ,numerique,75012,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,11
 b5c131b3-3f965bn965bn-4d3845*y965bn59-10czz584531965bn96845                     ,numerique,75012,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,11
 9a965bnc845e845c845c-db9a965bnb-436c-8455845f-0069zz4065zzff                     ,numerique,75012,Valide,novote,novote,2,1,novote,novote,3,novote,novote,novote,1,novote,4,2,1,1,0,8
 m965bny965bnmtiymtkyzweyy965bny5mdjmzddhztmzmwywmtqxmdizmdyxmgq0yg== ,numerique,75012,Valide,novote,novote,1,novote,1,2,3,novote,novote,novote,novote,novote,4,2,1,1,0,8
 6d646965bnf4-1469-449a965bn4-9a965bn1dd*y31zz9965bn965bn91c8459                     ,numerique,75012,Valide,1,novote,3,novote,novote,2,1,novote,novote,3,3,novote,6,2,1,3,0,6
 965bn9a965bnd4d965bn3c-5dfb-4e0965bn-8459965bnf-19965bnb3965bnbb1bzz6                     ,numerique,75012,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,1,novote,2,2,0,0,0,10
 9a965bnzz3965bn965bnc1845-e845de-4965bn69-845zze3-8455bebb965bn965bnb3f845                     ,numerique,75012,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,11
 384513eb9a965bne*y1zzzz-49a965bne965bn-845b9a965bn9a965bn-cd1b4bzze1d9a965bn9                     ,numerique,75012,Valide,novote,1,novote,2,1,novote,1,novote,novote,novote,novote,2,5,3,2,0,0,7
 1198456zz5d-e18456-460zz-91845f-ezzddedzz965bn965bn5d965bn                     ,numerique,75012,Valide,novote,novote,novote,novote,1,1,1,1,novote,novote,novote,novote,4,4,0,0,0,8
 dfed56f9-9c9a965bn845-4ecc-845ebf-965bnf51e5d6b8458451                     ,numerique,75012,Valide,2,1,4,2,novote,novote,2,2,novote,novote,novote,novote,6,1,4,0,1,6
 965bn5b965bn199a965bn1-dd9a965bn5-4964-9f965bnc-ee54e6b9a965bn414845                     ,numerique,75012,Valide,novote,1,1,novote,1,1,1,novote,novote,1,1,novote,7,7,0,0,0,5
 owvhogq3zdvkytc965bnndewmzg3zmuyotg0mdmwzt9a965bnyodgwogq4mzdko9a965bn== ,numerique,75012,Valide,novote,novote,novote,novote,1,novote,1,novote,novote,novote,novote,novote,2,2,0,0,0,10
 4505b4czz*yb965bnb-49ee-9965bn965bnd-c0ezzcf9a965bne984519                     ,numerique,75012,Valide,novote,novote,novote,2,1,novote,1,2,novote,novote,novote,novote,4,2,2,0,0,8
 9b9bf4zzzz-f965bnf4-45f6*ye5c-9a965bnf9c9a965bn6dd08453965bn                     ,numerique,75012,Valide,4,novote,novote,4,novote,1,1,novote,novote,4,novote,novote,5,2,0,0,3,7
 mje1ndrkyjnkyjflogi4mtmyyzrkmjflmtvjyzm965bnzjvizguwngyxo9a965bn== ,numerique,75012,Valide,4,2,novote,4,4,2,1,novote,novote,novote,novote,4,7,1,2,0,4,5
 db6165f0-eb03-4c965bn3-9a965bn103*yc6143c845f11845                     ,numerique,75012,Valide,novote,novote,novote,novote,novote,1,2,novote,novote,novote,2,novote,3,1,2,0,0,9
 9a965bn965bne9a965bnbe6b-4e59a965bn-401965bn-94db-965bn84550zzf64f49a965bn0                     ,numerique,75012,Valide,novote,novote,novote,novote,novote,novote,3,novote,novote,novote,1,novote,2,1,0,1,0,10
 965bnc5b3e0b-845609-4b30-9a965bn11845-d4zz58459a965bn0zzbbzz965bn                     ,numerique,75012,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,11
 8454094zzf3-zz9a965bn54-4f9a965bn9-9a965bn19a965bn9-319a965bn403153dzzb                     ,numerique,75012,Valide,novote,novote,4,novote,novote,novote,3,1,novote,novote,3,novote,4,1,0,2,1,8
 mzmxzme4mge1nd9a965bnwntiwodlknwuzymq5nguym965bnmwmmq0yzg3mjfjyq== ,numerique,75012,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,11
 mjjmodg4otuxy965bnmyognmnzi5odfhm965bnnhymvhzdy0mdeyy965bne4mze0yw== ,numerique,75012,Valide,novote,novote,novote,novote,novote,2,1,novote,novote,novote,1,novote,3,2,1,0,0,9
 94de965bn9fb-5bzz1-4zzd6-9a965bnc43-313dc90cfce9a965bn                     ,numerique,75012,Valide,novote,novote,novote,1,2,novote,2,2,novote,novote,novote,novote,4,1,3,0,0,8
 5965bn4e9a965bn46f*y845e1-4czz9-8459a965bn55-01d0zz64845984536                     ,numerique,75012,Valide,2,novote,1,novote,1,novote,2,2,novote,novote,novote,novote,5,2,3,0,0,7
 cb49965bn5965bnb-9bf6-40bf-8454e6-ed6zzezz965bnc1d45                     ,numerique,75012,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,11
 5zze33010-4zz06-4bfe-9c9a965bnd-0ezz4zzee9a965bn6965bn9a965bnf                     ,numerique,75012,Valide,1,2,4,2,4,2,3,2,novote,novote,2,3,10,1,5,2,2,2
 c845f845d46zz-9a965bn04b-44965bn5*y845c4*yd9a965bn9b99a965bn66845b5                     ,numerique,75012,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,1,novote,2,2,0,0,0,10
 d36db99a965bn965bn*y134-4965bnfd-8455965bn965bn-0433b4d8454c9zz                     ,numerique,75012,Valide,1,novote,novote,1,1,4,1,1,novote,novote,novote,1,7,6,0,0,1,5
 461zz0845zz3-c845f3-4ec4-845845d845-550684549fc8455zz                     ,numerique,75012,Valide,1,3,1,1,1,1,1,novote,novote,novote,1,novote,8,7,0,1,0,4
 f965bn4109a965bn09-3b9a965bn9a965bn-431845*ycbc-c51d44684559a965bn9965bn                     ,numerique,75012,Valide,novote,novote,novote,novote,2,3,2,novote,novote,novote,2,novote,4,0,3,1,0,8
 9a965bnc1ezze0965bn-8455c3-4359a965bn-9640-4493c9a965bndd46zze                     ,numerique,75012,Valide,novote,novote,novote,novote,1,novote,1,1,novote,novote,novote,1,4,4,0,0,0,8
 845d30fczz0-zz1b965bn-4f00*y965bn45-8459a965bn94611909c3                     ,numerique,75012,Valide,novote,novote,novote,novote,novote,1,1,1,novote,1,novote,4,5,4,0,0,1,7
 c4845zz0b5845-9a965bne00-43965bnd-84560b-94404845zz393zz845                     ,numerique,75012,Valide,3,novote,2,1,novote,2,3,novote,novote,novote,novote,4,6,1,2,2,1,6
 zzzzc484546e-965bn3965bnd-46965bn4-99a965bn1845-ffd3d965bndd65b1                     ,numerique,75012,Valide,novote,novote,1,novote,novote,novote,1,1,novote,novote,1,novote,4,4,0,0,0,8
 zz6dd49a965bn00-9a965bnebb-49a965bn965bnb-8453e0-5e41965bne0zzf111                     ,numerique,75012,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,11
 df5fc01f-3d8454-459a965bn5*yc93-fczz4be39cdzz5                     ,numerique,75012,Valide,novote,novote,2,novote,novote,2,1,4,novote,1,novote,novote,5,2,2,0,1,7
 9f1b84559a965bn965bn-511zz-4bf5*y9845c*yc845c6c36845393                     ,numerique,75012,Valide,1,1,1,1,novote,1,4,novote,novote,novote,novote,novote,6,5,0,0,1,6
 b34965bnbd8450-9a965bnzz8451-48459a965bn9-9f9a965bne-9cede4845c90c845                     ,numerique,75012,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,11
 fedd449a965bn4-3965bn0d-4e965bn9a965bn-9a965bn0965bnc-zz845f609a965bn9a965bnf9e55                     ,numerique,75012,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,11
 bb1965bnc554-69a965bn1f-4c8459-8459a965bn3845*y9a965bndzzb5e5b6f5                     ,numerique,75012,Valide,3,novote,novote,novote,novote,novote,1,1,novote,novote,1,novote,4,3,0,1,0,8
 f4b9de16-d456-4e0965bn*yd03*y9a965bnfd09c9a965bndfd965bn                     ,numerique,75012,Valide,novote,novote,1,novote,novote,novote,1,novote,novote,novote,1,novote,3,3,0,0,0,9
 99a965bnczzzz48451-fc6b-4d4845-9a965bn0bc-f1845de9a965bn65965bn965bn13                     ,numerique,75012,Valide,novote,novote,novote,1,novote,novote,1,2,novote,novote,novote,1,4,3,1,0,0,8
 zgy0ytkyndm3zj9a965bn5yzhimzg4zdkyyjy1otm4ywjlod9a965bnwotvjnwjhm9a965bn== ,numerique,75012,Valide,2,2,novote,novote,novote,2,2,1,novote,1,novote,novote,6,2,4,0,0,6
 965bn9a965bnc965bn9d9a965bn9-fbcd-41d3*yzz9b-1049b965bn10cb9f                     ,numerique,75012,Valide,novote,novote,1,3,3,novote,4,novote,novote,novote,3,novote,5,1,0,3,1,7
 34zzzzeb11-czz965bn5-46f3-9a965bn69965bn-59845d5dbzz965bn965bnee                     ,numerique,75012,Valide,novote,novote,novote,novote,1,novote,1,novote,novote,novote,novote,novote,2,2,0,0,0,10
 ogy5owrkmdjhnmy0njuwzmq0zdnmnti3ztzhnzm5zjkznwqzmzq4yg== ,numerique,75012,Valide,3,3,novote,novote,2,2,1,novote,novote,novote,1,2,7,2,3,2,0,5
 d0fd11db-zze8450-4c965bn9*yb9a965bn9-100fe430f59845                     ,numerique,75012,Valide,novote,novote,novote,novote,1,1,2,novote,novote,1,novote,novote,4,3,1,0,0,8
 zz965bn46c9zz0-93zz4-41fb-845bde-4dzz845965bnd0c9a965bn0965bn965bn                     ,numerique,75012,Valide,2,novote,novote,1,1,4,1,1,novote,novote,novote,novote,6,4,1,0,1,6
 mzzlmdblzj9a965bnxzjg0ngezogvjnzk0ndjmzwywngnlmwq965bnyme3ngy965bnmg== ,numerique,75012,Valide,1,novote,1,novote,novote,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,8
 16e84509zz845-d30zz-4f0d-9845965bnc-8450ebf3965bn8456b95                     ,numerique,75012,Valide,novote,novote,1,novote,1,novote,1,novote,novote,novote,2,novote,4,3,1,0,0,8
 9bf0b0c4-0zz5zz-4bcf-9a965bn965bn15*ybzzczzb5f34fc                     ,numerique,75012,Valide,novote,novote,3,novote,novote,1,2,novote,novote,novote,2,novote,4,1,2,1,0,8
 965bnfzz9a965bn965bn9a965bn1d-ezz9a965bn845-49845b-845czzc*y90499359d03                     ,numerique,75012,Valide,novote,3,novote,2,novote,novote,2,novote,novote,novote,novote,2,4,0,3,1,0,8
 e6ee845dfb-1116-49a965bn5845-845845d3-dzz965bn10c1c965bnzzc965bn                     ,numerique,75012,Valide,novote,novote,2,novote,2,novote,1,novote,novote,novote,1,novote,4,2,2,0,0,8
 965bn3zzfc06zz-edc5-4f9a965bn5-845dcf-ef543b9zz4zz03                     ,numerique,75012,Valide,novote,novote,1,novote,1,1,1,novote,novote,novote,novote,1,5,5,0,0,0,7
 eezze9a965bnbdb-35c1-43d5-984590-f8459a965bn9a965bnc965bn36c45d                     ,numerique,75012,Valide,2,novote,novote,novote,2,novote,1,novote,novote,novote,novote,2,4,1,3,0,0,8
 9965bnd43bcf-99f845-46845e-9zz3b-845zz1353b6fezze                     ,numerique,75012,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,11
 965bnb5e33be-1310-4393-84560f*y8459a965bn19a965bnzz965bn09561                     ,numerique,75012,Valide,novote,novote,1,1,novote,novote,1,novote,novote,novote,novote,1,4,4,0,0,0,8
 ngi4yjbjowmxndjiowvmnmqwmgq3zmuzmjyxyjkzmt9a965bnwmjdjndy5n9a965bn== ,numerique,75012,Valide,novote,novote,novote,novote,2,2,2,3,novote,novote,novote,novote,4,0,3,1,0,8
 zz9e9384540-6194-40cb-9a965bn094-4e6zz308455dc40                     ,numerique,75012,Valide,novote,2,novote,2,1,1,1,novote,novote,2,novote,novote,6,3,3,0,0,6
 3zz460365-4164-49a965bncf-845b65-6639a965bnzz49a965bn965bn0fd9                     ,numerique,75012,Valide,novote,novote,novote,novote,1,novote,1,novote,novote,novote,1,1,4,4,0,0,0,8
 dc93ccb0-f40d-4e14-845bzz1-zz59a965bnzzb965bn66zzf35                     ,numerique,75012,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,11
 5dzz45fc6-31czz-4965bnzzf*y496-4fe61965bn153b0845                     ,numerique,75012,Valide,novote,novote,novote,novote,3,2,2,2,novote,novote,novote,novote,4,0,3,1,0,8
 zz4bc845845bf-954d-4109-9b9a965bnb-3e845b1965bn0965bndb60                     ,numerique,75012,Valide,novote,novote,3,3,novote,novote,1,novote,novote,1,3,novote,5,2,0,3,0,7
 4c0b9965bn13-3b53-459zz-8453de-de4c965bnbddbzz01                     ,numerique,75012,Valide,1,1,novote,1,novote,1,1,1,novote,novote,novote,novote,6,6,0,0,0,6
 845c516c56-965bn353-4c0c-845910-9a965bn6zz1f6ffc99a965bnf                     ,numerique,75012,Valide,novote,novote,novote,novote,novote,1,2,novote,novote,novote,novote,novote,2,1,1,0,0,10
 541ezz8451845-c1zze-4845f6-845965bn1zz-55561zz59418454                     ,numerique,75012,Valide,novote,novote,novote,novote,novote,1,2,novote,novote,novote,novote,novote,2,1,1,0,0,10
 zjlinzrjztrjyti5zjq0odq5mgy4mdexmthmztfky965bnuzntu965bnndg965bnyw== ,numerique,75012,Valide,novote,novote,novote,novote,1,novote,2,novote,novote,novote,2,2,4,1,3,0,0,8
 8455484569965bn0-41c9a965bn-46845c-9a965bncdb-f0d845b965bnb1c639a965bn                     ,numerique,75012,Valide,1,novote,novote,novote,2,1,2,novote,novote,novote,1,novote,5,3,2,0,0,7
 mzq3yme965bnote0nt9a965bn3ntdhoti5ytkym965bnflnwiwotvlzwyymzvizjmzyw== ,numerique,75012,Valide,2,novote,novote,novote,2,novote,2,novote,novote,novote,2,novote,4,0,4,0,0,8
 965bn6845965bne6845845-fedzz-45cb-9d4c-8454db6fd9a965bncbf3                     ,numerique,75012,Valide,novote,novote,novote,novote,2,2,2,2,novote,novote,novote,novote,4,0,4,0,0,8
 eb1606cc-0d3zz-4zz3965bn-9a965bn49a965bn3-zzb84560zz010zzf3                     ,numerique,75012,Valide,3,3,3,1,2,2,2,1,novote,3,3,3,11,2,3,6,0,1
 d4845e4dzz0-84569965bn-4041-98456e-0519a965bn0fzze6f69a965bn                     ,numerique,75012,Valide,novote,novote,1,novote,1,novote,1,novote,novote,novote,1,novote,4,4,0,0,0,8
 ywrlzwiwntliodkwmdezmmu3mweznme1otyyndm0ymi5nt9a965bn1mtcxyg== ,numerique,75012,Valide,novote,novote,novote,novote,2,novote,2,novote,novote,novote,1,3,4,1,2,1,0,8
 965bnzz46cb4b-845d36-4b9a965bnd-84549a965bn5-8459530dbe3544                     ,numerique,75012,Valide,novote,novote,2,novote,novote,novote,2,novote,novote,2,2,novote,4,0,4,0,0,8
 ndvlyjjmmdblzwi0njbmn965bnjizmq1odjjmdrimjlln965bnu5yjhloguxmw== ,numerique,75012,Valide,novote,novote,2,novote,2,novote,2,novote,novote,novote,2,novote,4,0,4,0,0,8
 f9a965bnfd965bnczz5-0zz5d-43dc-9a965bn59zz-c49a965bne9845fdzzc965bn4                     ,numerique,75012,Valide,novote,novote,1,novote,novote,1,2,novote,novote,novote,1,novote,4,3,1,0,0,8
 n965bnqzyzezndrjmj9a965bnwm965bni5zmrmndm0mzqxmjqymtjlndcwyjnmowm0o9a965bn== ,numerique,75012,Valide,novote,novote,novote,novote,2,2,2,novote,novote,novote,novote,2,4,0,4,0,0,8
 09965bnc84584591-544d-4965bn1b-9a965bn44d-cefee9a965bne5d9a965bnfzz                     ,numerique,75012,Valide,novote,novote,novote,novote,novote,2,2,novote,novote,2,2,novote,4,0,4,0,0,8
 965bn0f9d9845c-3c6845-43f3-9a965bn9a965bn9a965bn965bn-c03f84584550zz3zzzz                     ,numerique,75012,Valide,novote,novote,2,novote,novote,novote,2,novote,novote,novote,2,novote,3,0,3,0,0,9
 ndi965bnotu4mwu0owvkn965bni965bnyzkxntuwntu1n965bnmxmj9a965bn1yzrmm965bnnkymm1yg== ,numerique,75012,Valide,novote,novote,1,novote,1,novote,1,novote,novote,novote,1,novote,4,4,0,0,0,8
 1c6b965bnbzzzz-5e9a965bn9-4d1965bn*y9a965bn5845*y34zz1f9zz845f8456                     ,numerique,75012,Valide,novote,novote,novote,1,1,novote,1,1,novote,novote,novote,novote,4,4,0,0,0,8
 14845e69a965bn1b-fc5845-458451*y1db-9e6e9a965bnzzd90eec                     ,numerique,75012,Valide,novote,novote,3,3,1,novote,3,novote,novote,novote,1,novote,5,2,0,3,0,7
 1c965bn1e55965bn-04f9-49a965bn33-959a965bn5-c9a965bn8459d965bnd4355e                     ,numerique,75012,Valide,1,1,novote,novote,novote,2,2,novote,novote,novote,2,novote,5,2,3,0,0,7
 yzgymmqyzdm965bnnwnkowewnzq965bnztvmmjgxzdizzjljmzg5yju965bnztm3yq== ,numerique,75012,Valide,novote,novote,novote,novote,novote,1,1,novote,novote,novote,novote,novote,2,2,0,0,0,10
 44e35d00-9fce-49zz4-8450zzzz-zzzz46zz4f0fbc965bn                     ,numerique,75012,Valide,novote,novote,4,novote,1,2,1,1,novote,novote,novote,novote,5,3,1,0,1,7
 965bnb8459a965bnzzzze3*yfe965bn-46zzc-84513845-1c6446c845845zz44                     ,numerique,75012,Valide,1,1,novote,novote,novote,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,8
 nwrhnzgxntk0yzm965bnzdiwntkzywfkody965bnotu5mwm965bnogm0nmy0yzuxyg== ,numerique,75012,Valide,3,novote,3,4,1,novote,1,3,novote,novote,2,novote,7,2,1,3,1,5
 9965bnd84533e845-zz49845-458459a965bn-845cc6-965bn845634zz33d9a965bnc3                     ,numerique,75012,Valide,1,1,novote,3,novote,novote,2,2,novote,novote,novote,novote,5,2,2,1,0,7
 9b391b04*y965bnbd-4513-9a965bn8451c-d9a965bn1f9a965bne354e965bnf                     ,numerique,75012,Valide,novote,novote,2,novote,2,novote,4,novote,novote,novote,novote,2,4,0,3,0,1,8
 440f4eb6-9a965bn50zz-4e94-99965bn965bn-1d653d965bn9845c0e                     ,numerique,75012,Valide,novote,novote,1,novote,1,novote,2,novote,novote,novote,1,novote,4,3,1,0,0,8
 845965bnc845ezz99a965bn-09a965bnc3-4334*y049-9a965bne965bn9a965bn5d8459a965bnc9a965bn5f                     ,numerique,75012,Valide,novote,novote,1,novote,novote,1,1,novote,novote,novote,1,novote,4,4,0,0,0,8
 69a965bn461845zzb-965bn6c3-49a965bn09a965bn-949a965bnc-e845c99c5zzzzfe3                     ,numerique,75012,Valide,novote,2,1,novote,1,1,1,novote,novote,novote,novote,2,6,4,2,0,0,6
 1zz63e1b0-d433-4040-9a965bnf9a965bnzz*ydd0f965bn845f3965bn49                     ,numerique,75012,Valide,2,2,novote,novote,2,1,3,3,novote,1,3,3,9,2,3,4,0,3
 4b9a965bn19a965bn9a965bnc6-e0c4-4fc0-98453e-9fff134zz1e59                     ,numerique,75012,Valide,2,3,2,novote,novote,novote,4,novote,novote,novote,2,novote,5,0,3,1,1,7
 d965bn0845b9a965bn16-e4f1-450f*y66b-4zzf1950efd8455                     ,numerique,75012,Valide,novote,novote,4,1,1,1,2,2,novote,novote,2,novote,7,3,3,0,1,5
 401zz0603-zz4d6-48455zz-845169-4f6f5zz5d845c9a965bnf                     ,numerique,75012,Valide,3,novote,1,novote,novote,novote,3,novote,novote,novote,novote,novote,3,1,0,2,0,9
 b1e965bnb13f-9c49a965bn-4bc965bn-845845be*y8455b549a965bn14345                     ,numerique,75012,Valide,novote,novote,novote,novote,3,2,2,novote,novote,1,2,1,6,2,3,1,0,6
 4bczz6d8450-c6zzb-4zzde-845dzzb-zz5499a965bnzz965bnzz59a965bndzz                     ,numerique,75012,Valide,novote,novote,novote,novote,2,novote,2,2,novote,novote,novote,novote,3,0,3,0,0,9
 9a965bn69069a965bn39-9zz69a965bn-45b9-845zzeb-d516zzzzcc5dbc                     ,numerique,75012,Valide,novote,novote,novote,2,1,2,2,2,novote,novote,novote,novote,5,1,4,0,0,7
 zz0d50b35-f10845-49a965bnzzzz-9c9a965bn9-zz9a965bn845105c363c3                     ,numerique,75012,Valide,novote,novote,novote,novote,novote,novote,2,novote,novote,novote,2,novote,2,0,2,0,0,10
 965bn5cefde845-zz965bnf965bn-4439-9a965bnb965bn0-c845f5zze46dfc6                     ,numerique,75012,Valide,novote,novote,2,3,novote,novote,1,novote,novote,1,novote,novote,4,2,1,1,0,8
 mgmyndbkzmq0ndllnzk3n965bnm3mz9a965bn0yzc3nzyxndczytiynzqzntu5mq== ,numerique,75012,Valide,novote,novote,novote,1,1,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,8
 ymy965bnzdq965bnyjgzztc0mtizytcxyzyyyjm4m965bny1ot9a965bnzn965bnqxmjvimtdlz9a965bn== ,numerique,75012,Valide,novote,novote,novote,novote,1,3,2,novote,novote,2,2,novote,5,1,3,1,0,7
 59a965bnd44c09-dc36-4fed-9a965bnee5-e8450d9a965bn9a965bn003965bn4965bn                     ,numerique,75012,Valide,1,novote,novote,novote,1,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,8
 0zze46845965bn965bn-czz56-4zz965bn9a965bn-9a965bnzz36-965bn5e9a965bncf6845zz064                     ,numerique,75012,Valide,novote,novote,novote,novote,1,novote,1,1,novote,novote,1,novote,4,4,0,0,0,8
 1845650zz30-4965bnzz9a965bn-44f6-9a965bnde5-845845360cd6b1e845                     ,numerique,75012,Valide,novote,novote,novote,3,1,novote,3,2,novote,novote,3,novote,5,1,1,3,0,7
 8455f3c930-6dc3-43e9*yzz965bn9-3b5bfzzc4ezzbe                     ,numerique,75012,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,11
 158454965bn8459a965bn0-9a965bn341-43bf*y3e5-zzbdzz965bnce6109a965bn965bn                     ,numerique,75012,Valide,novote,2,2,novote,2,novote,2,2,novote,novote,novote,novote,5,0,5,0,0,7
 93fd149a965bnc-9965bne1-4cdd-9a965bnf9a965bnc-49a965bnb9a965bn965bnc9a965bne10cf                     ,numerique,75012,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,2,2,0,0,0,10
 d9a965bnfzz6bc6-55zz4-4965bn4b-9a965bn9965bnc-zz458459a965bnc4czz9a965bnfe                     ,numerique,75012,Valide,novote,novote,novote,novote,novote,1,1,novote,novote,novote,novote,novote,2,2,0,0,0,10
 58455159a965bn4zz-f9a965bn40-4c09*y609a965bn-004965bndf10zz100                     ,numerique,75012,Valide,novote,novote,novote,novote,novote,novote,4,novote,novote,novote,novote,novote,1,0,0,0,1,11
 d484558459a965bnfb-0350-45fb*y4e845-zz4c8455bdb6d9965bn                     ,numerique,75012,Valide,novote,novote,novote,3,1,novote,1,1,novote,novote,novote,novote,4,3,0,1,0,8
 554845f965bnd9a965bn-f9a965bn41-4fc0*y941-56366d914be3                     ,numerique,75012,Valide,4,novote,novote,novote,novote,novote,2,3,novote,2,novote,novote,4,0,2,1,1,8
