ID,Urne,QR-Code,Categorie,1 - Ameliorer l accueil des sportifs dans le 12e arrondissement,2 - Renover nos Terrains d’Education Physique (TEP),3 - Faire du 12e un arrondissement plus solidaire,4 - Realiser deux amenagements ponctuels et mesurer la pollution sonore,"5 - Sublimer nos squares, parcs et jardins",6 - Ameliorer le quotidien des eleves du 12e,7 - Faisons du 12e un arrondissement toujours plus culturel !,8 - Renovons notre Patrimoine,9 - Restaurer la facade de l eglise du Rendez vous,10 - Ameliorer le quotidien des habitant·e·s du quartier Bel-Air Nord,11 - Renforcer l accessibilite et l inclusivite dans le 12e arrondissement,12 - Valoriser les squares du quartier Erard-Rozanoff,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
47889,U75-004,2022AR12A,Valide,2,1,3,3,1,1,3,1,1,1,3,4,12,6,1,4,1,0
48015,U75-004,2022AR12A,Valide,novote,novote,novote,novote,1,novote,novote,1,2,1,novote,novote,4,3,1,0,0,8
48276,U75-005,2022AR12A,Valide,novote,1,novote,novote,1,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,8
48691,U75-004,2022AR12A,Valide,3,3,3,4,1,4,4,1,1,1,2,3,12,4,1,4,3,0
49400,U75-004,2022AR12A,Valide,2,2,3,4,1,4,3,1,3,4,4,4,12,2,2,3,5,0
49788,U75-004,2022AR12A,Valide,1,novote,novote,novote,1,novote,novote,novote,1,novote,novote,1,4,4,0,0,0,8
51386,U75-004,2022AR12A,Valide,1,1,3,2,1,3,2,2,2,1,3,2,12,4,5,3,0,0
51509,U75-004,2022AR12A,Valide,1,1,1,1,novote,novote,1,novote,novote,novote,novote,novote,5,5,0,0,0,7
52442,U75-004,2022AR12A,Valide,novote,novote,novote,novote,1,novote,1,1,1,novote,novote,novote,4,4,0,0,0,8
52669,U75-002,2022AR12A,Nul,1,1,2,novote,novote,novote,novote,novote,novote,novote,novote,novote,3,2,1,0,0,9
53221,U75-004,2022AR12A,Valide,1,novote,novote,novote,1,novote,1,novote,novote,1,novote,novote,4,4,0,0,0,8
53366,U75-004,2022AR12A,Valide,1,3,2,4,1,2,3,2,3,3,2,3,12,2,4,5,1,0
53536,U75-002,2022AR12A,Valide,1,novote,1,novote,1,1,2,2,4,4,1,1,10,6,2,0,2,2
54186,U75-002,2022AR12A,Valide,4,3,2,2,1,2,1,2,3,3,1,3,12,3,4,4,1,0
54673,U75-002,2022AR12A,Valide,3,4,1,2,2,2,2,3,1,2,3,3,12,2,5,4,1,0
54908,U75-002,2022AR12A,Valide,1,1,3,1,1,1,1,1,3,3,3,3,12,7,0,5,0,0
55350,U75-002,2022AR12A,Valide,1,1,2,3,1,2,3,3,2,3,2,2,12,3,5,4,0,0
56008,U75-005,2022AR12A,Valide,4,4,2,1,1,1,2,2,2,2,2,novote,11,3,6,0,2,1
56088,U75-002,2022AR12A,Valide,3,2,2,1,2,1,1,1,3,2,2,2,12,4,6,2,0,0
56539,U75-004,2022AR12A,Valide,3,3,4,2,2,2,2,2,3,2,3,2,12,0,7,4,1,0
57105,U75-002,2022AR12A,Valide,3,2,1,2,2,1,2,1,3,3,1,2,12,4,5,3,0,0
57347,U75-002,2022AR12A,Valide,3,3,3,3,1,2,3,1,2,2,1,3,12,3,3,6,0,0
57877,U75-002,2022AR12B,Valide,1,1,2,4,2,4,4,4,1,1,1,4,12,5,2,0,5,0
57988,U75-003,2022AR12A,Valide,novote,novote,1,2,2,2,1,2,3,2,2,1,10,3,6,1,0,2
58051,U75-003,2022AR12A,Valide,1,1,1,2,1,1,1,2,2,3,2,3,12,6,4,2,0,0
58447,U75-003,2022AR12A,Valide,2,2,2,1,1,1,1,2,4,2,2,1,12,5,6,0,1,0
58469,U75-003,2022AR12A,Valide,2,1,3,3,2,1,3,3,3,3,1,3,12,3,2,7,0,0
58481,U75-002,2022AR12A,Nul,novote,novote,novote,novote,novote,novote,1 2 3,novote,novote,1,1,1,3,3,0,0,0,8
58515,U75-002,2022AR12A,Valide,novote,novote,novote,1,novote,novote,1,1,novote,novote,1,novote,4,4,0,0,0,8
58795,U75-003,2022AR12A,Valide,3,3,4,3,2,1,1,2,2,1,2,3,12,3,4,4,1,0
59089,U75-003,2022AR12A,Valide,3,1,1,novote,1,1,2,3,3,novote,1,2,10,5,2,3,0,2
59206,U75-003,2022AR12A,Valide,3,3,2,3,2,1,1,2,3,2,1,novote,11,3,4,4,0,1
59241,U75-004,2022AR12A,Valide,2,2,3,1,1,3,3,1,2,3,3,4,12,3,3,5,1,0
59393,U75-003,2022AR12B,Valide,1,1,3,1,1,2,1,2,3,novote,2,novote,10,5,3,2,0,2
59509,U75-002,2022AR12A,Valide,2,2,1,2,1,1,1,1,2,2,1,2,12,6,6,0,0,0
59933,U75-003,2022AR12A,Valide,4,4,2,4,2,3,1,1,1,novote,2,novote,10,3,3,1,3,2
60248,U75-003,2022AR12A,Valide,1,1,1,2,2,2,1,2,2,2,1,2,12,5,7,0,0,0
60363,U75-002,2022AR12A,Valide,novote,novote,novote,2,2,novote,novote,2,novote,novote,2,novote,4,0,4,0,0,8
60494,U75-003,2022AR12B,Valide,novote,1,novote,novote,2,novote,novote,2,novote,novote,1,novote,4,2,2,0,0,8
60739,U75-003,2022AR12A,Valide,2,1,1,1,1,1,1,1,1,2,1,2,12,9,3,0,0,0
60862,U75-003,2022AR12A,Valide,1,2,2,1,1,3,2,3,4,4,2,4,12,3,4,2,3,0
60915,U75-002,2022AR12A,Valide,2,novote,novote,2,1,1,novote,novote,novote,novote,novote,novote,4,2,2,0,0,8
60999,U75-003,2022AR12A,Valide,2,2,2,2,1,2,1,1,2,2,2,3,12,3,8,1,0,0
61314,U75-005,2022AR12B,Valide,1,1,novote,novote,1,novote,novote,novote,4,novote,novote,novote,4,3,0,0,1,8
61339,U75-002,2022AR12B,Valide,novote,novote,2,2,novote,2,novote,novote,novote,novote,1,novote,4,1,3,0,0,8
61399,U75-003,2022AR12A,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,1,0,0,0,11
61486,U75-003,2022AR12A,Nul,novote,novote,novote,novote,1,4,1,novote,novote,novote,novote,novote,3,2,0,0,1,9
61566,U75-003,2022AR12A,Valide,2,2,2,1,1,2,2,2,3,3,novote,3,11,2,6,3,0,1
61767,U75-003,2022AR12B,Valide,1,1,novote,novote,2,novote,2,2,novote,novote,novote,novote,5,2,3,0,0,7
61829,U75-003,2022AR12A,Nul,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,11
61889,U75-004,2022AR12A,Valide,1,novote,1,1,1,1,1,novote,2,2,1,2,10,7,3,0,0,2
62081,U75-003,2022AR12A,Valide,2,1,2,1,1,2,1,1,1,1,2,1,12,8,4,0,0,0
62456,U75-002,2022AR12B,Valide,novote,novote,1,1,1,novote,1,novote,novote,novote,novote,novote,4,4,0,0,0,8
62642,U75-003,2022AR12A,Valide,novote,novote,2,3,3,3,1,novote,3,1,1,3,9,3,1,5,0,3
62702,U75-002,2022AR12A,Valide,1,1,1,3,2,1,1,2,2,1,1,1,12,8,3,1,0,0
62794,U75-003,2022AR12A,Valide,3,3,3,1,1,1,1,1,3,2,3,3,12,5,1,6,0,0
62838,U75-002,2022AR12A,Nul,4,4,2,2 4,4,1,4,4,4,4,4,4,11,1,1,0,9,0
62896,U75-002,2022AR12A,Valide,novote,1,1,1,1,1,1,novote,novote,novote,novote,novote,6,6,0,0,0,6
63059,U75-004,2022AR12A,Valide,novote,novote,novote,novote,2,novote,2,2,2,novote,novote,novote,4,0,4,0,0,8
63103,U75-003,2022AR12A,Valide,1,novote,novote,novote,1,novote,1,novote,novote,1,novote,novote,4,4,0,0,0,8
63112,U75-003,2022AR12B,Valide,novote,novote,1,novote,1,novote,1,novote,novote,1,novote,novote,4,4,0,0,0,8
63176,U75-003,2022AR12B,Valide,1,1,3,1,2,3,1,1,2,3,2,3,12,5,3,4,0,0
63295,U75-002,2022AR12A,Nul,3,2,2,2,3,1,2,2,3,2 3,2,3,11,1,6,4,0,0
63504,U75-003,2022AR12A,Valide,novote,novote,novote,1,1,novote,1,2,novote,novote,novote,novote,4,3,1,0,0,8
63605,U75-005,2022AR12B,Valide,3,2,2,2,1,3,2,1,2,3,2,1,12,3,6,3,0,0
63682,U75-002,2022AR12B,Valide,3,2,1,1,1,2,1,2,2,novote,novote,3,10,4,4,2,0,2
63829,U75-003,2022AR12A,Valide,3,2,1,1,2,3,2,2,2,3,2,3,12,2,6,4,0,0
63882,U75-003,2022AR12B,Valide,novote,novote,novote,1,2,1,novote,1,2,1,novote,novote,6,4,2,0,0,6
63932,U75-003,2022AR12A,Valide,2,3,1,4,2,2,2,3,4,1,4,4,12,2,4,2,4,0
64240,U75-002,2022AR12A,Valide,2,1,2,2,3,2,3,2,3,2,2,1,12,2,7,3,0,0
64294,U75-002,2022AR12A,Valide,2,1,2,3,1,1,2,1,3,2,2,1,12,5,5,2,0,0
64684,U75-003,2022AR12B,Valide,3,3,3,2,3,2,3,3,3,3,3,4,12,0,2,9,1,0
64724,U75-003,2022AR12A,Valide,3,2,1,2,1,3,1,2,2,3,1,2,12,4,5,3,0,0
65100,U75-005,2022AR12A,Valide,1,1,novote,novote,1,novote,novote,novote,novote,1,novote,novote,4,4,0,0,0,8
65278,U75-003,2022AR12B,Valide,3,3,2,1,novote,2,1,1,1,2,1,3,11,5,3,3,0,1
65305,U75-004,2022AR12A,Valide,1,3,4,2,2,2,3,1,1,4,1,4,12,4,3,2,3,0
65409,U75-003,2022AR12A,Valide,4,3,3,2,1,2,2,3,3,4,2,1,12,2,4,4,2,0
65578,U75-002,2022AR12A,Valide,2,2,2,1,1,3,2,1,1,2,2,2,12,4,7,1,0,0
65614,U75-003,2022AR12B,Valide,3,3,1,1,1,3,2,2,2,3,3,3,12,3,3,6,0,0
65862,U75-003,2022AR12A,Valide,1,1,1,2,2,1,2,2,1,3,1,2,12,6,5,1,0,0
66064,U75-004,2022AR12A,Valide,3,3,2,2,1,1,2,2,2,3,2,3,12,2,6,4,0,0
66069,U75-003,2022AR12B,Valide,1,1,4,4,4,1,1,1,1,3,4,1,12,7,0,1,4,0
66084,U75-003,2022AR12A,Valide,1,1,1,1,1,1,1,1,1,1,1,1,12,12,0,0,0,0
66257,U75-003,2022AR12A,Valide,1,2,1,2,1,2,2,1,3,1,1,2,12,6,5,1,0,0
66334,U75-002,2022AR12A,Nul,2,2,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,3,1,2,0,0,9
66584,U75-002,2022AR12A,Valide,3,2,2,3,1,1,1,1,1,1,1,1,12,8,2,2,0,0
66633,U75-003,2022AR12A,Valide,novote,novote,novote,novote,1,2,1,novote,novote,novote,novote,2,4,2,2,0,0,8
66883,U75-003,2022AR12A,Valide,2,2,2,2,2,2,2,2,2,2,2,2,12,0,12,0,0,0
67069,U75-003,2022AR12A,Valide,novote,novote,1,novote,1,1,1,1,1,novote,1,novote,7,7,0,0,0,5
67134,U75-005,2022AR12A,Valide,1,1,2,novote,1,1,1,1,1,1,1,1,11,10,1,0,0,1
67234,U75-004,2022AR12A,Valide,1,3,2,1,1,1,2,1,2,2,1,1,12,7,4,1,0,0
67330,U75-003,2022AR12A,Valide,1,2,2,1,1,3,1,1,2,2,2,3,12,5,5,2,0,0
67360,U75-003,2022AR12B,Valide,4,novote,4,novote,novote,novote,novote,novote,novote,novote,4,1,4,1,0,0,3,8
67443,U75-003,2022AR12A,Valide,2,2,2,1,1,1,1,1,2,2,1,2,12,6,6,0,0,0
67763,U75-003,2022AR12A,Valide,1,2,1,1,1,2,1,2,2,2,1,3,12,6,5,1,0,0
67785,U75-004,2022AR12A,Valide,1,3,2,2,1,4,1,2,4,3,3,3,12,3,3,4,2,0
67938,U75-003,2022AR12A,Valide,1,2,2,1,2,2,2,1,4,1,1,3,12,5,5,1,1,0
68088,U75-003,2022AR12B,Valide,1,1,2,3,1,2,1,1,3,3,2,3,12,5,3,4,0,0
68136,U75-004,2022AR12A,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,2,2,novote,2,0,2,0,0,10
68506,U75-002,2022AR12A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
68669,U75-004,2022AR12A,Valide,2,3,2,2,1,1,1,1,1,1,1,1,12,8,3,1,0,0
69128,U75-002,2022AR12B,Valide,1,2,2,4,1,3,2,3,3,1,2,3,12,3,4,4,1,0
69213,U75-003,2022AR12A,Nul,novote,novote,novote,1,novote,novote,novote,1,novote,novote,novote,1,3,3,0,0,0,9
69318,U75-002,2022AR12A,Valide,3,2,2,2,1,1,1,1,2,2,2,3,12,4,6,2,0,0
69350,U75-003,2022AR12A,Valide,2,novote,novote,novote,1,1,novote,novote,novote,novote,2,novote,4,2,2,0,0,8
69578,U75-003,2022AR12A,Valide,novote,novote,novote,1,1,novote,1,novote,novote,2,novote,novote,4,3,1,0,0,8
69639,U75-004,2022AR12A,Valide,3,3,2,2,1,2,2,2,3,3,1,2,12,2,6,4,0,0
69810,U75-004,2022AR12A,Valide,2,3,1,2,1,2,1,2,2,3,1,2,12,4,6,2,0,0
70062,U75-002,2022AR12A,Valide,1,2,1,1,2,1,1,1,2,2,1,2,12,7,5,0,0,0
70258,U75-003,2022AR12A,Valide,1,1,3,3,2,3,2,1,2,4,4,3,12,3,3,4,2,0
70295,U75-002,2022AR12A,Valide,3,2,2,1,1,1,1,1,1,novote,1,2,11,7,3,1,0,1
70676,U75-003,2022AR12A,Valide,1,novote,novote,1,1,novote,novote,1,novote,novote,novote,4,5,4,0,0,1,7
70758,U75-003,2022AR12A,Valide,1,3,2,1,1,3,1,1,1,1,1,1,12,9,1,2,0,0
70797,U75-002,2022AR12B,Valide,2,novote,1,4,1,1,1,1,3,4,1,1,11,7,1,1,2,1
70836,U75-003,2022AR12A,Valide,novote,1,novote,novote,1,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,8
71108,U75-003,2022AR12A,Valide,2,2,1,1,1,2,1,2,1,2,1,3,12,6,5,1,0,0
71303,U75-003,2022AR12B,Valide,1,1,1,1,1,1,1,1,1,1,1,1,12,12,0,0,0,0
71561,U75-003,2022AR12A,Valide,2,1,2,3,1,2,1,2,3,3,2,3,12,3,5,4,0,0
71676,U75-003,2022AR12A,Valide,3,2,2,1,1,1,1,1,1,1,2,2,12,7,4,1,0,0
71716,U75-003,2022AR12A,Valide,3,3,4,1,2,3,2,2,3,4,3,4,12,1,3,5,3,0
71731,U75-003,2022AR12B,Valide,novote,novote,novote,1,1,1,novote,1,2,novote,1,novote,6,5,1,0,0,6
72023,U75-003,2022AR12B,Valide,1,1,1,1,1,1,novote,novote,novote,1,1,novote,8,8,0,0,0,4
72702,U75-002,2022AR12B,Valide,1,1,1,2,1,1,1,2,2,1,1,1,12,9,3,0,0,0
72797,U75-003,2022AR12A,Valide,1,1,1,1,1,1,1,1,1,1,1,1,12,12,0,0,0,0
72826,U75-002,2022AR12B,Nul,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,11
72863,U75-003,2022AR12B,Valide,2,1,3,3,2,1,1,novote,3,2,2,novote,10,3,4,3,0,2
73066,U75-003,2022AR12B,Valide,1,1,2,1,1,3,1,1,1,2,1,novote,11,8,2,1,0,1
73183,U75-002,2022AR12A,Nul,3,novote,novote,novote,2,novote,2,novote,novote,novote,novote,novote,3,0,2,1,0,9
73187,U75-003,2022AR12A,Valide,1,1,2,1,1,2,3,2,4,4,3,4,12,4,3,2,3,0
73204,U75-003,2022AR12A,Valide,2,2,1,1,1,2,1,2,2,1,1,2,12,6,6,0,0,0
73241,U75-002,2022AR12A,Valide,3,3,novote,2,2,1,1,1,1,novote,novote,novote,8,4,2,2,0,4
73275,U75-003,2022AR12B,Valide,novote,2,novote,novote,2,1,1,novote,novote,novote,2,novote,5,2,3,0,0,7
73289,U75-002,2022AR12A,Valide,2,3,2,2,2,2,2,3,2,2,1,3,12,1,8,3,0,0
73340,U75-003,2022AR12B,Valide,novote,2,novote,2,2,2,2,novote,2,novote,novote,novote,6,0,6,0,0,6
73388,U75-003,2022AR12A,Valide,4,3,3,3,1,1,3,2,4,4,3,4,12,2,1,5,4,0
73400,U75-003,2022AR12B,Valide,1,1,1,2,2,1,3,3,2,1,2,3,12,5,4,3,0,0
73435,U75-003,2022AR12A,Valide,1,4,4,4,1,4,1,1,3,4,2,4,12,4,1,1,6,0
73516,U75-003,2022AR12A,Valide,1,2,2,2,1,2,2,2,3,2,1,2,12,3,8,1,0,0
73535,U75-002,2022AR12B,Valide,3,3,1,1,1,3,1,3,4,3,1,3,12,5,0,6,1,0
73807,U75-002,2022AR12A,Valide,1,1,2,2,4,1,novote,novote,novote,novote,1,2,8,4,3,0,1,4
73928,U75-003,2022AR12B,Valide,4,3,3,1,1,1,1,3,4,2,2,1,12,5,2,3,2,0
73970,U75-002,2022AR12B,Valide,1,1,1,2,1,1,2,2,2,2,1,2,12,6,6,0,0,0
74028,U75-003,2022AR12B,Nul,novote,1 2,1 2,2,2,1 2,novote,novote,2,novote,novote,novote,3,0,3,0,0,6
74066,U75-003,2022AR12A,Valide,4,4,3,3,2,3,2,2,3,3,3,3,12,0,3,7,2,0
74084,U75-002,2022AR12A,Valide,1,1,1,3,1,1,1,1,3,2,2,2,12,7,3,2,0,0
74105,U75-002,2022AR12A,Valide,3,2,2,novote,2,2,3,novote,novote,novote,novote,novote,6,0,4,2,0,6
74125,U75-003,2022AR12A,Valide,1,2,4,4,1,3,4,3,4,4,2,4,12,2,2,2,6,0
74150,U75-003,2022AR12A,Valide,2,2,1,4,1,novote,novote,novote,novote,novote,novote,novote,5,2,2,0,1,7
74169,U75-003,2022AR12A,Valide,3,3,1,1,1,1,2,3,3,2,1,2,12,5,3,4,0,0
74177,U75-003,2022AR12B,Valide,1,3,novote,4,4,4,2,4,3,novote,2,2,10,1,3,2,4,2
74200,U75-003,2022AR12A,Valide,3,1,1,1,1,novote,novote,novote,novote,novote,novote,novote,5,4,0,1,0,7
74208,U75-003,2022AR12A,Valide,1,2,1,2,1,3,2,2,3,1,1,3,12,5,4,3,0,0
74245,U75-003,2022AR12A,Valide,2,2,1,2,1,1,1,2,2,2,1,2,12,5,7,0,0,0
74282,U75-002,2022AR12A,Nul,novote,novote,novote,novote,novote,2,novote,novote,novote,novote,novote,novote,1,0,1,0,0,11
74286,U75-002,2022AR12A,Valide,1,2,2,novote,2,novote,2,2,2,2,2,novote,9,1,8,0,0,3
74421,U75-003,2022AR12A,Valide,3,3,2,2,1,1,2,3,3,4,3,3,12,2,3,6,1,0
74491,U75-003,2022AR12A,Valide,novote,novote,2,1,1,novote,novote,2,2,2,novote,2,7,2,5,0,0,5
74509,U75-002,2022AR12A,Valide,1,1,novote,novote,1,novote,1,1,novote,novote,novote,novote,5,5,0,0,0,7
74536,U75-003,2022AR12B,Valide,1,2,1,2,2,2,1,1,2,3,3,3,12,4,5,3,0,0
74602,U75-003,2022AR12A,Valide,novote,1,novote,novote,1,1,1,novote,novote,novote,novote,1,5,5,0,0,0,7
74640,U75-003,2022AR12A,Valide,2,1,2,1,3,1,2,2,1,3,1,3,12,5,4,3,0,0
74651,U75-003,2022AR12A,Valide,2,2,1,4,1,1,1,novote,1,1,1,1,11,8,2,0,1,1
74683,U75-003,2022AR12A,Valide,1,1,2,1,1,1,1,1,1,3,2,3,12,8,2,2,0,0
74812,U75-002,2022AR12A,Valide,2,2,1,3,1,1,1,2,2,3,3,1,12,5,4,3,0,0
74833,U75-003,2022AR12B,Valide,3,2,2,3,2,2,3,2,2,2,1,2,12,1,8,3,0,0
74953,U75-003,2022AR12B,Valide,1,1,1,1,1,1,1,1,1,3,1,1,12,11,0,1,0,0
74989,U75-003,2022AR12A,Valide,1,1,4,1,1,3,2,2,4,4,3,3,12,4,2,3,3,0
75008,U75-002,2022AR12A,Valide,3,2,1,1,2,2,2,2,3,1,2,2,12,3,7,2,0,0
75037,U75-002,2022AR12A,Nul,2,1,1,1,2,1,2,2,3,2 3,1,2,11,5,5,1,0,0
75234,U75-003,2022AR12A,Valide,2,2,1,1,1,novote,2,2,novote,novote,1,novote,8,4,4,0,0,4
75239,U75-003,2022AR12B,Valide,1,2,2,1,1,2,1,1,2,2,1,novote,11,6,5,0,0,1
75363,U75-002,2022AR12A,Nul,1,1,2,novote,1 4,2 4,2,1,2,1,2,4,9,4,4,0,1,1
75430,U75-003,2022AR12B,Valide,1,1,2,2,1,1,1,2,2,2,1,2,12,6,6,0,0,0
75465,U75-003,2022AR12A,Valide,3,3,2,4,2,2,3,4,4,2,1,4,12,1,4,3,4,0
75564,U75-003,2022AR12A,Valide,2,2,3,3,1,2,3,3,4,3,2,3,12,1,4,6,1,0
75695,U75-003,2022AR12B,Valide,3,2,1,3,2,1,2,3,3,1,2,1,12,4,4,4,0,0
75783,U75-002,2022AR12B,Valide,1,novote,1,novote,1,1,1,novote,novote,novote,1,novote,6,6,0,0,0,6
75820,U75-003,2022AR12B,Valide,1,1,4,2,1,2,2,2,3,1,4,3,12,4,4,2,2,0
75838,U75-002,2022AR12A,Valide,novote,novote,novote,1,1,novote,novote,novote,1,1,novote,novote,4,4,0,0,0,8
76054,U75-002,2022AR12A,Valide,2,2,1,1,1,1,1,2,2,1,1,2,12,7,5,0,0,0
76484,U75-002,2022AR12A,Valide,3,2,1,2,2,1,2,1,1,2,1,2,12,5,6,1,0,0
76763,U75-002,2022AR12A,Nul,2,3,1,4,2,2 3,1,2,2,1,1,3,11,4,4,2,1,0
76843,U75-002,2022AR12A,Valide,2,3,2,2,2,2,2,2,3,2,2,3,12,0,9,3,0,0
76854,U75-002,2022AR12A,Valide,1,1,2,3,1,2,3,3,2,3,2,2,12,3,5,4,0,0
76917,U75-002,2022AR12A,Valide,1,2,2,3,1,1,2,3,3,2,2,3,12,3,5,4,0,0
78618,U75-002,2022AR12A,Valide,2,2,2,1,1,1,1,1,2,2,2,2,12,5,7,0,0,0
96137,U75-001,2022AR12B,Valide,2,2,4,2,1,1,1,2,3,4,2,4,12,3,5,1,3,0
96468,U75-001,2022AR12B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
96804,U75-001,2022AR12B,Valide,2,2,2,2,1,2,2,2,3,2,2,2,12,1,10,1,0,0
97110,U75-001,2022AR12B,Valide,2,1,1,1,2,1,1,2,3,2,1,2,12,6,5,1,0,0
98069,U75-001,2022AR12B,Valide,3,2,1,2,2,2,1,2,3,2,2,2,12,2,8,2,0,0
98970,U75-001,2022AR12A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
104036,U75-001,2022AR12B,Valide,2,4,1,1,2,3,2,3,3,2,1,2,12,3,5,3,1,0
105468,U75-001,2022AR12B,Valide,1,novote,novote,1,1,novote,novote,novote,novote,novote,1,novote,4,4,0,0,0,8
108883,U75-001,2022AR12B,Valide,novote,1,novote,novote,1,2,1,novote,novote,novote,novote,novote,4,3,1,0,0,8
115664,U75-001,2022AR12B,Valide,novote,2,novote,novote,1,1,novote,novote,novote,novote,1,novote,4,3,1,0,0,8
132128,U75-001,2022AR12B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
133921,U75-001,2022AR12A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
139290,U12-012,2022AR12B,Valide,novote,novote,1,novote,1,novote,novote,novote,1,novote,novote,2,4,3,1,0,0,8
139390,U12-012,2022AR12A,Valide,novote,novote,1,novote,1,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,8
139475,U12-012,2022AR12A,Valide,2,2,3,4,2,2,2,4,4,4,3,3,12,0,5,3,4,0
139659,U12-012,2022AR12B,Valide,2,1,1,3,1,1,2,2,3,2,1,1,12,6,4,2,0,0
139677,U12-012,2022AR12B,Valide,1,1,novote,novote,1,1,novote,novote,novote,novote,novote,1,5,5,0,0,0,7
139739,U12-012,2022AR12B,Valide,novote,novote,novote,2,novote,novote,2,novote,novote,novote,2,1,4,1,3,0,0,8
139762,U12-012,2022AR12A,Valide,novote,novote,novote,1,1,1,1,novote,novote,1,novote,novote,5,5,0,0,0,7
139812,U12-012,2022AR12A,Nul,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,1,1,0,0,0,11
139935,U12-012,2022AR12A,Valide,3,1,1,1,2,1,1,2,3,3,3,1,12,6,2,4,0,0
140138,U12-012,2022AR12B,Valide,1,1,1,1,1,1,2,2,3,2,2,2,12,6,5,1,0,0
140179,U12-012,2022AR12B,Valide,1,1,1,1,1,1,1,2,2,2,1,1,12,9,3,0,0,0
140364,U12-012,2022AR12A,Valide,1,1,1,novote,novote,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
140427,U12-012,2022AR12A,Nul,novote,novote,novote,1,novote,1,novote,novote,novote,novote,novote,novote,2,2,0,0,0,10
140813,U12-012,2022AR12A,Valide,novote,novote,novote,novote,1,2,2,novote,novote,novote,novote,1,4,2,2,0,0,8
140885,U12-012,2022AR12B,Valide,novote,1,novote,novote,1,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,8
140902,U12-012,2022AR12A,Valide,1,novote,3,1,1,1,1,1,1,4,1,1,11,9,0,1,1,1
140956,U12-012,2022AR12B,Valide,1,2,3,4,2,3,3,novote,2,3,2,1,11,2,4,4,1,1
140982,U12-012,2022AR12B,Valide,2,1,novote,novote,1,1,novote,2,novote,novote,novote,novote,5,3,2,0,0,7
141407,U12-012,2022AR12B,Valide,1,1,2,1,1,1,2,2,3,3,1,1,12,7,3,2,0,0
141495,U12-012,2022AR12B,Valide,novote,novote,novote,novote,novote,1,1,1,novote,novote,1,novote,4,4,0,0,0,8
141912,U12-012,2022AR12A,Valide,2,2,1,3,1,1,1,2,3,1,2,2,12,5,5,2,0,0
142195,U12-012,2022AR12B,Valide,3,2,novote,3,2,1,novote,novote,novote,novote,novote,2,6,1,3,2,0,6
142274,U12-012,2022AR12A,Valide,2,3,3,4,3,1,4,2,4,4,2,4,12,1,3,3,5,0
142293,U12-012,2022AR12A,Valide,1,1,1,2,1,1,2,2,2,1,1,1,12,8,4,0,0,0
142402,U12-012,2022AR12A,Valide,2,2,3,2,2,1,2,3,3,3,3,2,12,1,6,5,0,0
142687,U12-012,2022AR12B,Valide,novote,novote,1,1,novote,1,novote,novote,novote,novote,1,novote,4,4,0,0,0,8
142842,U12-015,2022AR12A,Nul,1,novote,novote,novote,1,1,novote,novote,novote,novote,novote,novote,3,3,0,0,0,9
142995,U12-012,2022AR12A,Valide,1,1,novote,novote,1,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
143004,U12-018,2022AR12A,Valide,1,novote,1,novote,1,novote,1,novote,novote,novote,novote,novote,4,4,0,0,0,8
143042,U12-012,2022AR12A,Nul,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,1,1,0,0,0,11
143191,U12-015,2022AR12A,Valide,2,1,2,novote,novote,1,4,novote,novote,novote,2,novote,6,2,3,0,1,6
143216,U12-012,2022AR12B,Valide,2,1,3,2,1,2,2,2,3,2,novote,2,11,2,7,2,0,1
143259,U12-012,2022AR12A,Valide,1,1,1,1,1,1,3,novote,novote,4,novote,1,9,7,0,1,1,3
143408,U12-015,2022AR12A,Valide,2,novote,novote,3,novote,novote,2,novote,novote,novote,2,novote,4,0,3,1,0,8
143680,U12-012,2022AR12B,Valide,novote,novote,novote,novote,2,1,2,novote,2,novote,novote,novote,4,1,3,0,0,8
143682,U12-018,2022AR12B,Valide,novote,3,2,novote,1,novote,novote,3,3,3,3,novote,7,1,1,5,0,5
