ID,Urne,QR-Code,Categorie,1 - Ce serait Elisa « bete » de jouer au tennis sous la pluie !,2 - La balle est dans votre camp pour plus de sport au Stade Didot !,3 - Creons une oasis associative et citoyenne a Porte de Vanves !,4 - Du matos pour les assoc !,5 - Adoucir et rafraichir les espaces verts du 14e,6 - Jouons toutes et tous ensemble !,7 - Ouvrons les ecoles aux enfants extraordinaires !,"8 - Mettre en valeur l Aqueduc Medicis, lieu de patrimoine et d histoire",9 - Un musee a ciel ouvert en quartier populaire !,10 - Un vent de fraicheur sur le patrimoine du 14e,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
20182,U14-020,2022AR14A,Valide,1,1,1,1,1,1,1,novote,novote,novote,7,7,0,0,0,3
20185,U14-007,2022AR14B,Valide,3,1,1,1,1,1,2,3,1,2,10,6,2,2,0,0
20188,U14-002,2022AR14A,Valide,novote,2,novote,novote,2,3,novote,novote,novote,1,4,1,2,1,0,6
20193,U14-020,2022AR14A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
20198,U14-020,2022AR14A,Valide,novote,1,2,novote,2,2,novote,novote,novote,1,5,2,3,0,0,5
20203,U14-024,2022AR14A,Valide,2,2,1,1,2,2,1,2,2,1,10,4,6,0,0,0
20208,U14-010,2022AR14B,Valide,3,3,2,1,1,2,1,2,2,2,10,3,5,2,0,0
20209,U14-014,2022AR14A,Valide,novote,1,1,novote,novote,novote,1,1,novote,novote,4,4,0,0,0,6
20213,U14-020,2022AR14A,Nul,novote,1,novote,novote,1,novote,novote,novote,novote,novote,2,2,0,0,0,8
20217,U14-028,2022AR14B,Nul,novote,novote,novote,1,novote,1,1,novote,novote,novote,3,3,0,0,0,7
20218,U14-020,2022AR14A,Valide,2,1,novote,novote,2,2,1,novote,novote,novote,5,2,3,0,0,5
20223,U14-020,2022AR14A,Valide,novote,1,1,novote,1,novote,2,novote,1,novote,5,4,1,0,0,5
20230,U14-001,2022AR14B,Valide,2,2,2,1,1,novote,3,3,1,1,9,4,3,2,0,1
20232,U14-018,2022AR14A,Valide,3,3,2,1,1,novote,1,novote,novote,novote,6,3,1,2,0,4
20238,U14-020,2022AR14A,Valide,3,1,2,2,2,1,1,2,1,2,10,4,5,1,0,0
20243,U14-002,2022AR14A,Valide,3,3,3,3,2,novote,novote,3,3,3,8,0,1,7,0,2
20247,U14-011,2022AR14B,Valide,3,2,1,1,1,1,1,2,1,2,10,6,3,1,0,0
20248,U14-020,2022AR14A,Valide,novote,1,novote,novote,novote,novote,novote,3,3,2,4,1,1,2,0,6
20255,U14-018,2022AR14A,Nul,novote,novote,novote,novote,novote,1,1,novote,novote,novote,2,2,0,0,0,8
20260,U14-015,2022AR14A,Valide,1,1,1,novote,1,1,novote,1,1,1,8,8,0,0,0,2
20268,U14-018,2022AR14A,Valide,novote,novote,novote,1,1,1,1,1,novote,1,6,6,0,0,0,4
20270,U14-008,2022AR14B,Valide,novote,1,novote,1,novote,novote,1,novote,1,novote,4,4,0,0,0,6
20286,U14-021,2022AR14A,Nul,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
20289,U14-018,2022AR14A,Valide,novote,novote,novote,novote,1,novote,novote,1,1,1,4,4,0,0,0,6
20295,U14-010,2022AR14B,Valide,2,1,1,1,1,1,1,3,4,2,10,6,2,1,1,0
20303,U14-001,2022AR14A,Valide,4,2,2,2,4,2,2,4,4,2,10,0,6,0,4,0
20304,U14-018,2022AR14B,Valide,novote,2,novote,1,novote,novote,1,novote,novote,1,4,3,1,0,0,6
20309,U14-018,2022AR14A,Valide,novote,1,1,1,novote,novote,1,novote,1,novote,5,5,0,0,0,5
20319,U14-018,2022AR14A,Valide,2,3,2,3,2,3,3,2,2,2,10,0,6,4,0,0
20324,U14-018,2022AR14A,Nul,4,1,2,1,2,1,1,3,1,3 4,9,5,2,1,1,0
20328,U14-020,2022AR14A,Valide,novote,1,novote,novote,3,novote,3,3,novote,novote,4,1,0,3,0,6
20333,U14-018,2022AR14A,Valide,3,3,2,3,1,2,1,1,2,1,10,4,3,3,0,0
20334,U14-002,2022AR14A,Valide,4,novote,novote,novote,1,1,1,3,novote,1,6,4,0,1,1,4
20343,U14-029,2022AR14B,Valide,novote,1,novote,novote,1,1,novote,novote,novote,1,4,4,0,0,0,6
20344,U14-018,2022AR14A,Valide,2,2,1,3,2,2,1,2,1,3,10,3,5,2,0,0
20347,U14-029,2022AR14B,Valide,2,2,2,1,1,1,1,2,2,3,10,4,5,1,0,0
20348,U14-028,2022AR14B,Valide,novote,novote,novote,2,2,novote,novote,4,4,2,5,0,3,0,2,5
20350,U14-018,2022AR14B,Valide,1,1,1,1,1,2,1,3,3,1,10,7,1,2,0,0
20356,U14-020,2022AR14A,Valide,novote,1,novote,1,1,novote,1,novote,novote,novote,4,4,0,0,0,6
20366,U14-029,2022AR14B,Nul,novote,novote,novote,novote,2,novote,novote,novote,novote,novote,1,0,1,0,0,9
20369,U14-001,2022AR14B,Valide,1,2,1,2,2,2,1,2,1,novote,9,4,5,0,0,1
20370,U14-018,2022AR14A,Valide,novote,1,novote,2,novote,novote,novote,1,1,2,5,3,2,0,0,5
20375,U14-018,2022AR14A,Valide,4,3,2,2,3,3,2,3,3,3,10,0,3,6,1,0
20376,U14-020,2022AR14A,Valide,novote,1,1,2,2,novote,novote,novote,novote,novote,4,2,2,0,0,6
20379,U14-028,2022AR14A,Valide,novote,novote,1,1,2,novote,1,novote,2,novote,5,3,2,0,0,5
20382,U14-018,2022AR14B,Valide,novote,novote,2,novote,3,novote,novote,1,novote,3,4,1,1,2,0,6
20384,U14-019,2022AR14B,Valide,3,1,2,2,2,2,2,3,1,2,10,2,6,2,0,0
20386,U14-002,2022AR14A,Valide,3,2,2,2,1,3,3,1,2,2,10,2,5,3,0,0
20394,U14-018,2022AR14A,Valide,novote,2,2,novote,2,2,2,2,novote,2,7,0,7,0,0,3
20396,U14-020,2022AR14A,Valide,3,1,3,1,1,3,3,4,3,2,10,3,1,5,1,0
20400,U14-018,2022AR14B,Nul,novote,novote,4,novote,1,novote,2,novote,novote,novote,3,1,1,0,1,7
20401,U14-024,2022AR14A,Valide,3,3,novote,4,1,novote,1,1,1,novote,7,4,0,2,1,3
20405,U14-018,2022AR14A,Valide,novote,novote,3,1,novote,2,2,novote,2,3,6,1,3,2,0,4
20411,U14-018,2022AR14B,Valide,novote,novote,novote,1,1,novote,1,2,novote,2,5,3,2,0,0,5
20418,U14-002,2022AR14A,Valide,1,1,novote,novote,1,novote,novote,novote,novote,1,4,4,0,0,0,6
20426,U14-018,2022AR14A,Valide,novote,4,novote,novote,1,novote,2,4,novote,3,5,1,1,1,2,5
20427,U14-002,2022AR14A,Nul,novote,novote,novote,novote,1,novote,novote,novote,novote,1,2,2,0,0,0,8
20432,U14-020,2022AR14A,Valide,1,1,novote,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,6
20436,U14-018,2022AR14B,Valide,2,novote,novote,2,1,novote,novote,1,novote,novote,4,2,2,0,0,6
20437,U14-011,2022AR14B,Valide,1,1,novote,1,1,1,2,1,1,1,9,8,1,0,0,1
20440,U14-001,2022AR14B,Valide,1,2,2,2,2,1,1,3,1,2,10,4,5,1,0,0
20441,U14-018,2022AR14A,Valide,2,novote,1,1,novote,novote,1,2,2,novote,6,3,3,0,0,4
20443,U14-002,2022AR14A,Valide,3,3,2,2,1,2,1,3,3,2,10,2,4,4,0,0
20446,U14-018,2022AR14B,Valide,1,1,4,2,1,4,4,3,3,2,10,3,2,2,3,0
20451,U14-021,2022AR14A,Valide,1,4,4,4,4,3,3,2,3,2,10,1,2,3,4,0
20453,U14-020,2022AR14A,Nul,4,1,novote,novote,1,novote,novote,novote,novote,novote,3,2,0,0,1,7
20459,U14-001,2022AR14B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
20460,U14-018,2022AR14B,Valide,1,1,1,1,2,1,1,2,2,2,10,6,4,0,0,0
20464,U14-001,2022AR14B,Valide,1,1,novote,novote,1,novote,1,novote,novote,novote,4,4,0,0,0,6
20476,U14-002,2022AR14B,Valide,3,3,3,2,2,3,3,3,3,3,10,0,2,8,0,0
20485,U14-018,2022AR14A,Valide,novote,novote,1,1,novote,1,1,novote,1,novote,5,5,0,0,0,5
20488,U14-010,2022AR14B,Valide,novote,2,1,1,novote,novote,1,novote,novote,novote,4,3,1,0,0,6
20493,U14-010,2022AR14B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
20503,U14-018,2022AR14A,Valide,2,novote,1,1,1,novote,3,2,3,2,8,3,3,2,0,2
20512,U14-021,2022AR14A,Valide,1,4,4,4,2,4,4,4,4,4,10,1,1,0,8,0
20514,U14-018,2022AR14A,Nul,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,9
20524,U14-018,2022AR14B,Nul,novote,novote,novote,novote,1,novote,novote,novote,3,novote,2,1,0,1,0,8
20525,U14-020,2022AR14A,Nul,1,1,1,2,2,1,1,4,2 3,3,9,5,2,1,1,0
20535,U14-020,2022AR14A,Valide,1,1,4,novote,novote,2,novote,novote,novote,novote,4,2,1,0,1,6
20545,U14-020,2022AR14A,Valide,novote,1,novote,novote,1,1,1,novote,novote,novote,4,4,0,0,0,6
20547,U14-011,2022AR14B,Valide,3,novote,1,1,novote,1,novote,novote,3,novote,5,3,0,2,0,5
20550,U14-024,2022AR14A,Valide,1,novote,novote,novote,2,2,2,1,2,2,7,2,5,0,0,3
20552,U14-018,2022AR14A,Valide,1,1,novote,1,novote,1,novote,novote,novote,novote,4,4,0,0,0,6
20555,U14-002,2022AR14A,Nul,novote,novote,novote,novote,novote,novote,novote,1,novote,1,2,2,0,0,0,8
20556,U14-018,2022AR14A,Nul,1,4,4,4,4,4,1,1 4,4,1 4,8,2,0,0,6,0
20561,U14-018,2022AR14B,Valide,3,2,3,3,2,3,3,2,3,2,10,0,4,6,0,0
20563,U14-028,2022AR14A,Valide,novote,novote,1,1,1,novote,novote,1,novote,1,5,5,0,0,0,5
20564,U14-020,2022AR14A,Valide,1,1,1,1,1,novote,novote,novote,novote,novote,5,5,0,0,0,5
20567,U14-015,2022AR14A,Valide,1,1,1,novote,1,1,novote,novote,novote,novote,5,5,0,0,0,5
20571,U14-018,2022AR14A,Valide,novote,1,novote,novote,2,2,novote,novote,1,novote,4,2,2,0,0,6
20572,U14-029,2022AR14B,Valide,1,2,1,1,2,2,1,1,1,novote,9,6,3,0,0,1
20574,U14-011,2022AR14B,Valide,3,2,1,2,1,1,1,4,3,2,10,4,3,2,1,0
20577,U14-002,2022AR14A,Valide,2,2,2,2,1,2,2,1,1,1,10,4,6,0,0,0
20584,U14-020,2022AR14A,Valide,novote,1,novote,1,1,1,novote,novote,novote,novote,4,4,0,0,0,6
20590,U14-018,2022AR14B,Nul,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
20591,U14-024,2022AR14A,Valide,novote,1,novote,2,1,1,1,2,2,2,8,4,4,0,0,2
20597,U14-021,2022AR14A,Valide,novote,1,2,2,1,1,1,3,3,3,9,4,2,3,0,1
20608,U14-018,2022AR14B,Valide,1,2,1,novote,1,novote,1,1,novote,2,7,5,2,0,0,3
20614,U14-018,2022AR14B,Nul,novote,novote,novote,novote,novote,1,1,novote,2,novote,3,2,1,0,0,7
20620,U14-028,2022AR14B,Valide,1,1,1,1,1,1,1,novote,1,1,9,9,0,0,0,1
20623,U14-018,2022AR14A,Valide,novote,novote,novote,1,1,1,novote,novote,1,novote,4,4,0,0,0,6
20625,U14-020,2022AR14A,Valide,novote,1,1,novote,1,1,novote,novote,novote,novote,4,4,0,0,0,6
20635,U14-014,2022AR14A,Valide,novote,1,novote,1,novote,2,2,novote,novote,novote,4,2,2,0,0,6
20638,U14-012,2022AR14A,Valide,4,3,novote,novote,novote,novote,2,novote,2,novote,4,0,2,1,1,6
20641,U14-024,2022AR14A,Valide,4,2,2,2,1,2,1,novote,3,1,9,3,4,1,1,1
20647,U14-018,2022AR14A,Valide,novote,novote,2,2,1,novote,novote,novote,novote,2,4,1,3,0,0,6
20648,U14-011,2022AR14B,Valide,3,3,2,2,1,2,2,3,3,1,10,2,4,4,0,0
20652,U14-028,2022AR14B,Valide,novote,novote,novote,1,1,1,1,novote,novote,novote,4,4,0,0,0,6
20653,U14-018,2022AR14A,Valide,novote,2,1,novote,1,novote,novote,novote,1,novote,4,3,1,0,0,6
20669,U14-002,2022AR14A,Valide,3,3,2,3,2,2,novote,1,2,2,9,1,5,3,0,1
20672,U14-018,2022AR14A,Valide,novote,novote,novote,novote,1,novote,1,2,2,novote,4,2,2,0,0,6
20674,U14-024,2022AR14A,Valide,4,2,2,2,1,1,1,2,3,3,10,3,4,2,1,0
20684,U14-010,2022AR14B,Valide,novote,1,novote,1,1,1,novote,novote,novote,novote,4,4,0,0,0,6
20687,U14-018,2022AR14B,Valide,2,novote,novote,novote,2,novote,1,novote,novote,1,4,2,2,0,0,6
20688,U14-010,2022AR14B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
20702,U14-018,2022AR14B,Valide,novote,novote,1,novote,1,novote,novote,1,1,novote,4,4,0,0,0,6
20703,U14-002,2022AR14A,Valide,3,1,1,1,2,1,2,novote,novote,novote,7,4,2,1,0,3
20704,U14-022,2022AR14A,Valide,novote,1,novote,1,2,1,novote,novote,novote,novote,4,3,1,0,0,6
20710,U14-014,2022AR14A,Valide,2,2,2,2,2,2,2,2,2,2,10,0,10,0,0,0
20721,U14-001,2022AR14B,Valide,novote,novote,novote,2,1,2,novote,2,novote,novote,4,1,3,0,0,6
20725,U14-020,2022AR14A,Valide,1,1,1,1,1,2,2,3,3,2,10,5,3,2,0,0
20730,U14-002,2022AR14A,Valide,3,2,2,3,2,1,2,1,2,2,10,2,6,2,0,0
20733,U14-021,2022AR14A,Valide,1,2,1,novote,2,1,1,2,2,2,9,4,5,0,0,1
20734,U14-020,2022AR14A,Valide,1,1,1,1,2,2,2,2,2,2,10,4,6,0,0,0
20741,U14-018,2022AR14B,Valide,novote,2,2,1,novote,novote,1,novote,novote,novote,4,2,2,0,0,6
20744,U14-020,2022AR14A,Valide,2,1,1,3,2,2,1,2,1,1,10,5,4,1,0,0
20745,U14-019,2022AR14B,Valide,3,2,1,1,1,1,1,3,2,2,10,5,3,2,0,0
20753,U14-018,2022AR14A,Valide,3,3,2,2,3,novote,1,2,2,2,9,1,5,3,0,1
20757,U14-018,2022AR14A,Valide,3,2,3,2,2,2,3,3,3,3,10,0,4,6,0,0
20768,U14-018,2022AR14B,Valide,novote,2,novote,2,1,2,novote,1,2,1,7,3,4,0,0,3
20769,U14-028,2022AR14A,Valide,novote,novote,novote,1,1,novote,novote,1,novote,1,4,4,0,0,0,6
20770,U14-018,2022AR14A,Valide,novote,novote,1,novote,1,novote,1,1,1,1,6,6,0,0,0,4
20774,U14-011,2022AR14B,Valide,novote,novote,novote,1,1,1,novote,novote,1,novote,4,4,0,0,0,6
20788,U14-012,2022AR14A,Valide,3,2,2,2,1,1,1,2,1,1,10,5,4,1,0,0
20792,U14-020,2022AR14A,Valide,novote,1,3,novote,3,novote,novote,novote,3,novote,4,1,0,3,0,6
20795,U14-018,2022AR14B,Valide,2,2,3,2,2,1,2,3,1,1,10,3,5,2,0,0
20797,U14-008,2022AR14B,Valide,3,novote,3,1,1,novote,1,3,1,1,8,5,0,3,0,2
20800,U14-012,2022AR14A,Valide,novote,1,novote,1,novote,1,1,novote,novote,novote,4,4,0,0,0,6
20801,U14-018,2022AR14A,Valide,novote,novote,novote,2,1,novote,1,novote,novote,1,4,3,1,0,0,6
20806,U14-018,2022AR14B,Valide,novote,2,novote,2,novote,novote,novote,2,novote,2,4,0,4,0,0,6
20815,U14-018,2022AR14A,Valide,3,1,3,3,1,3,3,2,1,1,10,4,1,5,0,0
20824,U14-020,2022AR14A,Valide,novote,1,3,novote,novote,2,novote,novote,1,1,5,3,1,1,0,5
20827,U14-020,2022AR14A,Valide,novote,1,1,1,novote,novote,1,novote,novote,novote,4,4,0,0,0,6
20831,U14-018,2022AR14A,Nul,novote,novote,novote,novote,1,novote,1,novote,novote,novote,2,2,0,0,0,8
20848,U14-007,2022AR14B,Valide,3,2,1,2,1,3,3,3,3,2,10,2,3,5,0,0
20852,U14-018,2022AR14A,Valide,novote,1,novote,1,1,1,novote,novote,novote,novote,4,4,0,0,0,6
20855,U14-002,2022AR14A,Valide,3,1,1,2,1,1,2,2,2,2,10,4,5,1,0,0
20861,U14-020,2022AR14A,Valide,novote,1,1,1,novote,1,novote,novote,novote,novote,4,4,0,0,0,6
20866,U14-018,2022AR14B,Valide,1,novote,4,novote,novote,novote,1,novote,1,novote,4,3,0,0,1,6
20870,U14-017,2022AR14A,Valide,3,1,2,2,1,2,3,3,2,1,10,3,4,3,0,0
20871,U14-020,2022AR14A,Valide,novote,1,novote,3,novote,novote,novote,3,3,novote,4,1,0,3,0,6
20875,U14-018,2022AR14A,Valide,3,2,novote,1,1,2,2,2,1,1,9,4,4,1,0,1
20885,U14-018,2022AR14B,Valide,novote,3,novote,3,3,novote,novote,novote,novote,3,4,0,0,4,0,6
20890,U14-018,2022AR14A,Valide,2,novote,1,novote,1,novote,novote,1,1,novote,5,4,1,0,0,5
20895,U14-018,2022AR14B,Valide,1,1,2,2,2,2,novote,3,2,2,9,2,6,1,0,1
20897,U14-002,2022AR14A,Valide,3,2,2,novote,2,3,3,2,3,3,9,0,4,5,0,1
20900,U14-018,2022AR14A,Valide,novote,novote,1,novote,1,1,1,novote,novote,novote,4,4,0,0,0,6
20903,U14-002,2022AR14A,Valide,1,1,novote,novote,novote,novote,1,novote,1,novote,4,4,0,0,0,6
20905,U14-018,2022AR14B,Valide,1,4,4,4,1,3,2,2,4,2,10,2,3,1,4,0
20912,U14-021,2022AR14A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
20915,U14-018,2022AR14B,Valide,2,2,4,4,novote,novote,2,3,4,1,8,1,3,1,3,2
20919,U14-015,2022AR14A,Valide,novote,novote,1,novote,1,novote,1,1,novote,novote,4,4,0,0,0,6
20923,U14-020,2022AR14A,Valide,3,1,3,2,4,novote,novote,novote,novote,novote,5,1,1,2,1,5
20925,U14-011,2022AR14B,Valide,novote,novote,1,1,1,novote,1,novote,novote,1,5,5,0,0,0,5
20927,U14-003,2022AR14A,Valide,4,2,1,1,2,1,1,novote,novote,novote,7,4,2,0,1,3
20929,U14-001,2022AR14B,Valide,1,novote,novote,novote,1,4,1,novote,novote,novote,4,3,0,0,1,6
20933,U14-020,2022AR14A,Valide,3,1,1,2,1,1,1,3,3,3,10,5,1,4,0,0
20938,U14-029,2022AR14B,Valide,1,1,novote,2,novote,2,1,novote,novote,novote,5,3,2,0,0,5
20941,U14-018,2022AR14A,Valide,novote,novote,novote,2,2,novote,1,2,novote,1,5,2,3,0,0,5
20944,U14-001,2022AR14B,Valide,novote,novote,novote,novote,1,novote,1,2,1,4,5,3,1,0,1,5
20950,U14-018,2022AR14A,Valide,3,3,2,1,1,2,1,2,1,1,10,5,3,2,0,0
20953,U14-014,2022AR14A,Valide,novote,novote,1,2,2,novote,2,novote,novote,novote,4,1,3,0,0,6
20955,U14-018,2022AR14A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
20961,U14-018,2022AR14A,Valide,2,2,1,1,2,2,2,1,1,2,10,4,6,0,0,0
20966,U14-018,2022AR14A,Valide,novote,novote,2,1,2,2,1,novote,novote,novote,5,2,3,0,0,5
20972,U14-002,2022AR14A,Valide,4,4,2,2,1,1,novote,novote,novote,novote,6,2,2,0,2,4
20977,U14-020,2022AR14A,Valide,4,1,1,1,1,novote,novote,novote,novote,novote,5,4,0,0,1,5
20978,U14-018,2022AR14A,Valide,novote,2,novote,2,1,novote,novote,2,novote,novote,4,1,3,0,0,6
20982,U14-011,2022AR14B,Valide,novote,novote,novote,1,3,3,novote,novote,3,novote,4,1,0,3,0,6
20997,U14-018,2022AR14A,Valide,2,2,novote,novote,novote,novote,novote,2,2,novote,4,0,4,0,0,6
21005,U14-020,2022AR14A,Valide,novote,1,novote,novote,1,1,1,novote,novote,1,5,5,0,0,0,5
21016,U14-015,2022AR14A,Valide,1,1,1,1,novote,1,1,novote,novote,novote,6,6,0,0,0,4
21017,U14-018,2022AR14A,Valide,3,2,1,1,2,2,1,3,1,3,10,4,3,3,0,0
21020,U14-002,2022AR14A,Valide,1,novote,1,novote,1,novote,novote,novote,novote,1,4,4,0,0,0,6
21022,U14-018,2022AR14A,Valide,1,novote,1,1,novote,novote,1,novote,novote,novote,4,4,0,0,0,6
21034,U14-018,2022AR14A,Valide,novote,1,novote,1,1,novote,novote,1,novote,1,5,5,0,0,0,5
21044,U14-018,2022AR14A,Valide,novote,novote,novote,1,1,novote,novote,1,1,novote,4,4,0,0,0,6
21047,U14-018,2022AR14A,Valide,2,novote,3,novote,novote,novote,1,4,novote,4,5,1,1,1,2,5
21053,U14-002,2022AR14A,Valide,novote,novote,novote,1,novote,2,novote,3,4,novote,4,1,1,1,1,6
21057,U14-020,2022AR14A,Valide,novote,1,novote,2,2,novote,novote,novote,novote,2,4,1,3,0,0,6
21063,U14-011,2022AR14B,Valide,4,novote,1,1,1,1,2,3,4,4,9,4,1,1,3,1
21100,U14-020,2022AR14A,Valide,4,1,1,novote,2,novote,novote,novote,novote,novote,4,2,1,0,1,6
21103,U14-018,2022AR14A,Valide,novote,novote,novote,1,1,1,1,novote,novote,novote,4,4,0,0,0,6
21104,U14-002,2022AR14A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
21110,U14-002,2022AR14A,Valide,3,3,2,2,1,1,1,3,1,3,10,4,2,4,0,0
21111,U14-018,2022AR14B,Valide,novote,novote,1,1,novote,1,1,novote,1,novote,5,5,0,0,0,5
21116,U14-011,2022AR14B,Valide,novote,novote,1,1,novote,2,novote,2,2,novote,5,2,3,0,0,5
21117,U14-018,2022AR14A,Valide,2,2,1,1,1,1,1,1,1,1,10,8,2,0,0,0
21119,U14-018,2022AR14B,Valide,4,3,1,3,1,2,1,3,1,3,10,4,1,4,1,0
21122,U14-015,2022AR14A,Valide,3,4,1,1,3,1,1,4,4,3,10,4,0,3,3,0
21125,U14-018,2022AR14B,Valide,novote,novote,novote,1,novote,novote,1,1,1,novote,4,4,0,0,0,6
21128,U14-018,2022AR14B,Valide,novote,novote,1,novote,novote,1,1,novote,1,novote,4,4,0,0,0,6
21131,U14-018,2022AR14A,Valide,novote,1,novote,novote,1,novote,novote,1,1,novote,4,4,0,0,0,6
21132,U14-011,2022AR14B,Valide,novote,novote,novote,2,2,novote,novote,2,novote,1,4,1,3,0,0,6
21142,U14-015,2022AR14A,Valide,novote,2,1,novote,novote,novote,1,novote,novote,2,4,2,2,0,0,6
21146,U14-029,2022AR14B,Valide,4,4,novote,1,1,novote,novote,novote,novote,novote,4,2,0,0,2,6
21148,U14-028,2022AR14B,Valide,4,1,3,novote,novote,novote,1,novote,1,novote,5,3,0,1,1,5
21151,U14-020,2022AR14A,Valide,novote,1,1,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,6
21155,U14-018,2022AR14A,Valide,1,1,1,1,3,1,1,2,1,2,10,7,2,1,0,0
21158,U14-018,2022AR14B,Valide,novote,2,novote,1,novote,2,novote,novote,2,novote,4,1,3,0,0,6
21162,U14-018,2022AR14A,Valide,novote,novote,1,novote,novote,novote,novote,1,1,1,4,4,0,0,0,6
21165,U14-012,2022AR14A,Valide,3,1,1,2,2,1,1,3,2,3,10,4,3,3,0,0
21176,U14-018,2022AR14A,Valide,1,1,1,2,3,2,1,2,1,3,10,5,3,2,0,0
21184,U14-018,2022AR14A,Valide,novote,novote,novote,1,2,novote,2,novote,2,novote,4,1,3,0,0,6
21188,U14-018,2022AR14B,Valide,3,novote,1,2,1,3,1,3,3,1,9,4,1,4,0,1
21191,U14-020,2022AR14A,Valide,1,1,1,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,6
21199,U14-020,2022AR14A,Valide,4,1,1,4,4,4,4,4,4,4,10,2,0,0,8,0
21201,U14-018,2022AR14A,Valide,novote,2,1,novote,novote,1,1,novote,2,2,6,3,3,0,0,4
21206,U14-011,2022AR14B,Valide,4,4,3,novote,1,1,4,1,novote,novote,7,3,0,1,3,3
21207,U14-020,2022AR14A,Valide,novote,1,1,1,novote,novote,1,novote,novote,novote,4,4,0,0,0,6
21210,U14-018,2022AR14B,Valide,3,1,3,2,1,2,1,2,2,3,10,3,4,3,0,0
21215,U14-029,2022AR14B,Valide,novote,2,2,novote,novote,novote,2,novote,2,novote,4,0,4,0,0,6
21219,U14-020,2022AR14A,Valide,novote,1,1,novote,1,novote,novote,1,novote,novote,4,4,0,0,0,6
21220,U14-028,2022AR14B,Valide,2,3,2,2,2,1,1,3,3,1,10,3,4,3,0,0
21224,U14-011,2022AR14B,Valide,novote,novote,novote,1,novote,1,1,novote,novote,1,4,4,0,0,0,6
21227,U14-010,2022AR14B,Valide,2,2,1,1,novote,1,1,3,1,3,9,5,2,2,0,1
21230,U14-018,2022AR14A,Valide,1,1,1,novote,novote,1,1,novote,novote,2,6,5,1,0,0,4
21240,U14-018,2022AR14A,Valide,4,2,1,2,1,4,1,1,2,2,10,4,4,0,2,0
21255,U14-002,2022AR14A,Valide,2,2,2,2,2,1,2,2,1,2,10,2,8,0,0,0
21256,U14-018,2022AR14B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,1,0,0,0,9
21260,U14-020,2022AR14A,Valide,1,1,2,1,novote,1,1,novote,novote,novote,6,5,1,0,0,4
21267,U14-002,2022AR14A,Valide,novote,novote,novote,novote,2,1,novote,2,novote,1,4,2,2,0,0,6
21268,U14-028,2022AR14B,Valide,2,1,2,1,2,2,1,2,2,3,10,3,6,1,0,0
21279,U14-010,2022AR14B,Valide,novote,novote,1,1,2,novote,1,novote,novote,novote,4,3,1,0,0,6
21282,U14-018,2022AR14B,Valide,novote,novote,novote,3,2,novote,3,novote,novote,1,4,1,1,2,0,6
21292,U14-018,2022AR14B,Valide,2,2,2,2,1,1,2,2,1,2,10,3,7,0,0,0
21294,U14-020,2022AR14A,Valide,novote,1,1,novote,1,novote,1,novote,novote,novote,4,4,0,0,0,6
21298,U14-020,2022AR14A,Valide,novote,1,1,novote,2,novote,1,novote,novote,novote,4,3,1,0,0,6
21300,U14-018,2022AR14A,Valide,novote,novote,1,novote,1,novote,1,novote,novote,1,4,4,0,0,0,6
21301,U14-002,2022AR14A,Valide,3,1,2,2,2,1,2,3,1,4,10,3,4,2,1,0
21305,U14-015,2022AR14A,Valide,novote,novote,1,1,1,1,novote,novote,1,1,6,6,0,0,0,4
21308,U14-018,2022AR14A,Valide,3,2,novote,novote,2,2,novote,novote,novote,2,5,0,4,1,0,5
21315,U14-018,2022AR14A,Valide,2,novote,novote,novote,2,novote,novote,novote,2,2,4,0,4,0,0,6
21323,U14-020,2022AR14A,Valide,4,1,2,1,2,1,1,novote,novote,novote,7,4,2,0,1,3
21328,U14-018,2022AR14B,Valide,3,3,3,3,1,3,1,2,2,1,10,3,2,5,0,0
21330,U14-002,2022AR14A,Valide,3,4,2,4,4,2,2,4,4,3,10,0,3,2,5,0
21340,U14-015,2022AR14A,Valide,1,novote,1,novote,1,1,novote,novote,novote,novote,4,4,0,0,0,6
21341,U14-028,2022AR14A,Valide,1,1,2,3,3,2,2,2,1,2,10,3,5,2,0,0
21352,U14-018,2022AR14A,Valide,novote,2,novote,novote,1,1,1,2,2,novote,6,3,3,0,0,4
