ID,Urne,QR-Code,Categorie,1 - Ce serait Elisa « bete » de jouer au tennis sous la pluie !,2 - La balle est dans votre camp pour plus de sport au Stade Didot !,3 - Creons une oasis associative et citoyenne a Porte de Vanves !,4 - Du matos pour les assoc !,5 - Adoucir et rafraichir les espaces verts du 14e,6 - Jouons toutes et tous ensemble !,7 - Ouvrons les ecoles aux enfants extraordinaires !,"8 - Mettre en valeur l Aqueduc Medicis, lieu de patrimoine et d histoire",9 - Un musee a ciel ouvert en quartier populaire !,10 - Un vent de fraicheur sur le patrimoine du 14e,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
31074,U14-026,2022AR14B,Valide,1,novote,novote,novote,novote,2,2,2,novote,novote,4,1,3,0,0,6
31082,U14-027,2022AR14B,Nul,novote,novote,2,novote,1,novote,novote,novote,novote,novote,2,1,1,0,0,8
31090,U14-027,2022AR14A,Valide,novote,1,1,1,1,1,2,1,2,1,9,7,2,0,0,1
31103,U14-027,2022AR14B,Valide,novote,2,novote,1,1,novote,1,novote,novote,novote,4,3,1,0,0,6
31111,U14-006,2022AR14A,Valide,1,1,2,3,1,3,3,2,2,1,10,4,3,3,0,0
31115,U14-027,2022AR14B,Valide,2,2,2,2,1,2,3,4,2,3,10,1,6,2,1,0
31117,U14-009,2022AR14B,Valide,novote,novote,novote,1,1,novote,1,1,novote,1,5,5,0,0,0,5
31120,U14-006,2022AR14A,Valide,3,3,2,2,1,2,1,2,1,1,10,4,4,2,0,0
31121,U14-027,2022AR14A,Valide,4,4,4,4,4,4,4,4,4,1,10,1,0,0,9,0
31124,U14-026,2022AR14B,Valide,1,2,novote,novote,1,2,1,1,2,novote,7,4,3,0,0,3
31129,U14-006,2022AR14A,Valide,2,3,2,4,2,2,3,1,4,1,10,2,4,2,2,0
31131,U14-027,2022AR14A,Valide,1,1,1,1,2,2,2,2,1,1,10,6,4,0,0,0
31134,U14-009,2022AR14A,Valide,novote,1,novote,novote,1,1,1,1,novote,novote,5,5,0,0,0,5
31149,U14-027,2022AR14A,Valide,2,novote,novote,novote,1,novote,novote,2,novote,1,4,2,2,0,0,6
31150,U14-006,2022AR14A,Valide,3,3,2,2,1,3,3,2,1,3,10,2,3,5,0,0
31159,U14-026,2022AR14B,Valide,novote,1,novote,1,novote,novote,novote,1,novote,1,4,4,0,0,0,6
31163,U14-027,2022AR14B,Valide,novote,novote,2,1,1,novote,2,1,novote,novote,5,3,2,0,0,5
31167,U14-016,2022AR14A,Valide,novote,novote,3,2,1,novote,2,novote,3,2,6,1,3,2,0,4
31168,U14-026,2022AR14B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
31183,U14-027,2022AR14A,Valide,1,1,1,2,2,novote,1,2,1,2,9,5,4,0,0,1
31201,U14-026,2022AR14B,Valide,2,1,3,2,1,novote,2,3,3,3,9,2,3,4,0,1
31202,U14-006,2022AR14A,Valide,2,2,2,1,1,2,1,2,2,2,10,3,7,0,0,0
31205,U14-027,2022AR14A,Valide,4,novote,novote,novote,novote,2,1,novote,1,novote,4,2,1,0,1,6
31209,U14-001,2022AR14B,Valide,1,1,2,2,2,1,1,3,2,2,10,4,5,1,0,0
31210,U14-027,2022AR14A,Valide,4,4,2,2,2,2,2,2,3,4,10,0,6,1,3,0
31216,U14-026,2022AR14B,Valide,2,1,2,1,2,3,1,2,1,3,10,4,4,2,0,0
31220,U14-027,2022AR14B,Valide,1,2,2,1,1,1,1,1,1,1,10,8,2,0,0,0
31234,U14-006,2022AR14A,Valide,2,2,1,2,1,2,1,1,2,2,10,4,6,0,0,0
31238,U14-026,2022AR14B,Valide,novote,novote,1,1,novote,1,1,novote,novote,novote,4,4,0,0,0,6
31253,U14-026,2022AR14B,Valide,1,novote,1,novote,1,novote,novote,novote,1,novote,4,4,0,0,0,6
31255,U14-027,2022AR14B,Valide,1,novote,novote,1,1,novote,1,novote,novote,novote,4,4,0,0,0,6
31262,U14-006,2022AR14A,Valide,2,2,novote,1,novote,2,2,3,2,1,8,2,5,1,0,2
31265,U14-009,2022AR14B,Valide,2,4,3,3,1,2,2,3,1,1,10,3,3,3,1,0
31269,U14-027,2022AR14B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
31272,U14-006,2022AR14A,Valide,3,2,2,1,1,2,2,3,1,2,10,3,5,2,0,0
31273,U14-026,2022AR14B,Valide,3,3,1,1,1,3,1,3,3,3,10,4,0,6,0,0
31280,U14-006,2022AR14A,Valide,2,1,4,3,1,1,1,2,1,2,10,5,3,1,1,0
31285,U14-026,2022AR14B,Valide,2,1,2,2,1,2,2,2,1,1,10,4,6,0,0,0
31291,U14-027,2022AR14B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
31298,U14-006,2022AR14A,Valide,3,1,3,3,1,2,1,1,1,1,10,6,1,3,0,0
31309,U14-027,2022AR14B,Valide,novote,novote,3,novote,1,4,2,2,4,1,7,2,2,1,2,3
31313,U14-026,2022AR14B,Valide,novote,3,2,2,2,1,1,2,2,3,9,2,5,2,0,1
31324,U14-009,2022AR14B,Valide,novote,novote,novote,1,1,novote,1,novote,1,novote,4,4,0,0,0,6
31334,U14-026,2022AR14B,Valide,3,2,1,1,1,novote,novote,2,1,1,8,5,2,1,0,2
31336,U14-016,2022AR14A,Valide,3,2,2,2,1,1,1,2,2,3,10,3,5,2,0,0
31339,U14-027,2022AR14B,Valide,novote,novote,2,1,2,2,1,2,1,1,8,4,4,0,0,2
31346,U14-026,2022AR14B,Valide,1,3,3,1,4,3,3,4,3,3,10,2,0,6,2,0
31348,U14-027,2022AR14B,Valide,novote,novote,novote,1,1,1,1,novote,novote,novote,4,4,0,0,0,6
31356,U14-026,2022AR14B,Valide,novote,2,2,2,2,2,3,2,2,2,9,0,8,1,0,1
31362,U14-006,2022AR14A,Valide,4,2,1,1,2,2,2,4,2,4,10,2,5,0,3,0
31367,U14-026,2022AR14B,Valide,novote,novote,novote,novote,1,novote,novote,1,1,1,4,4,0,0,0,6
31368,U14-027,2022AR14B,Valide,3,2,1,1,2,2,2,2,2,2,10,2,7,1,0,0
31390,U14-006,2022AR14A,Valide,2,1,3,3,1,3,3,2,3,3,10,2,2,6,0,0
31397,U14-026,2022AR14B,Valide,novote,novote,novote,novote,1,novote,1,novote,1,1,4,4,0,0,0,6
31402,U14-006,2022AR14A,Valide,2,2,2,1,1,2,2,3,2,3,10,2,6,2,0,0
31404,U14-027,2022AR14B,Valide,novote,novote,1,1,novote,novote,1,1,1,2,6,5,1,0,0,4
31407,U14-026,2022AR14B,Valide,novote,novote,novote,novote,1,novote,novote,1,2,1,4,3,1,0,0,6
31417,U14-027,2022AR14B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
31425,U14-026,2022AR14B,Valide,4,4,4,4,4,4,4,4,4,4,10,0,0,0,10,0
31426,U14-027,2022AR14A,Valide,3,2,2,1,2,3,1,2,novote,4,9,2,4,2,1,1
31429,U14-016,2022AR14A,Valide,2,1,2,1,1,1,1,1,2,1,10,7,3,0,0,0
31437,U14-027,2022AR14B,Valide,3,3,1,1,2,1,1,3,2,2,10,4,3,3,0,0
31442,U14-006,2022AR14A,Nul,3,2,novote,3,novote,novote,novote,novote,novote,novote,3,0,1,2,0,7
31454,U14-026,2022AR14B,Valide,2,2,2,1,2,novote,2,1,2,2,9,2,7,0,0,1
31479,U14-006,2022AR14A,Valide,1,novote,novote,1,novote,1,1,novote,novote,novote,4,4,0,0,0,6
31480,U14-027,2022AR14A,Valide,1,novote,novote,novote,1,novote,1,novote,novote,1,4,4,0,0,0,6
31485,U14-026,2022AR14B,Valide,3,1,2,3,1,1,3,1,2,2,10,4,3,3,0,0
31488,U14-006,2022AR14A,Valide,1,3,novote,novote,1,3,1,novote,novote,novote,5,3,0,2,0,5
31493,U14-027,2022AR14A,Valide,3,novote,novote,novote,3,novote,novote,2,novote,1,4,1,1,2,0,6
31496,U14-026,2022AR14B,Valide,3,3,3,3,1,3,2,3,2,2,10,1,3,6,0,0
31500,U14-027,2022AR14B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
31522,U14-006,2022AR14A,Valide,4,4,3,3,2,2,2,3,2,3,10,0,4,4,2,0
31524,U14-026,2022AR14B,Nul,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,9
31525,U14-027,2022AR14A,Valide,1,2,2,2,2,1,1,2,2,2,10,3,7,0,0,0
31532,U14-006,2022AR14A,Valide,1,3,3,3,1,3,3,3,3,2,10,2,1,7,0,0
31537,U14-016,2022AR14A,Valide,2,2,1,1,2,1,1,3,3,3,10,4,3,3,0,0
31546,U14-026,2022AR14B,Valide,novote,1,1,3,1,3,1,3,3,3,9,4,0,5,0,1
31553,U14-026,2022AR14B,Valide,1,2,1,2,1,2,3,2,3,1,10,4,4,2,0,0
31554,U14-009,2022AR14B,Valide,2,1,1,novote,novote,1,1,novote,novote,novote,5,4,1,0,0,5
31555,U14-006,2022AR14A,Valide,3,2,1,1,1,1,1,novote,1,1,9,7,1,1,0,1
31566,U14-026,2022AR14B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
31571,U14-027,2022AR14A,Valide,novote,novote,novote,4,1,novote,1,1,novote,1,5,4,0,0,1,5
31578,U14-026,2022AR14B,Valide,novote,novote,novote,1,1,novote,4,novote,1,novote,4,3,0,0,1,6
31579,U14-027,2022AR14B,Valide,2,1,1,1,1,2,2,2,3,3,10,4,4,2,0,0
31585,U14-006,2022AR14A,Valide,3,2,2,3,1,2,2,1,2,3,10,2,5,3,0,0
31587,U14-026,2022AR14B,Valide,novote,2,novote,2,novote,novote,1,novote,novote,1,4,2,2,0,0,6
31588,U14-027,2022AR14A,Valide,1,novote,novote,1,1,novote,novote,novote,1,novote,4,4,0,0,0,6
31595,U14-006,2022AR14A,Valide,novote,novote,novote,novote,2,1,1,novote,1,novote,4,3,1,0,0,6
31597,U14-026,2022AR14B,Nul,novote,novote,novote,2,1,novote,novote,3,novote,novote,3,1,1,1,0,7
31605,U14-027,2022AR14A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
31606,U14-006,2022AR14A,Valide,3,2,novote,1,1,1,2,4,1,2,9,4,3,1,1,1
31609,U14-016,2022AR14A,Valide,novote,novote,novote,1,1,1,novote,novote,novote,1,4,4,0,0,0,6
31614,U14-027,2022AR14B,Valide,2,2,1,2,1,2,1,1,1,2,10,5,5,0,0,0
31616,U14-006,2022AR14A,Valide,1,2,1,novote,1,1,2,2,3,2,9,4,4,1,0,1
31617,U14-026,2022AR14B,Valide,novote,1,novote,1,2,2,1,1,3,3,8,4,2,2,0,2
31623,U14-027,2022AR14B,Valide,novote,novote,1,novote,1,novote,novote,1,novote,1,4,4,0,0,0,6
31635,U14-027,2022AR14A,Valide,3,4,2,2,1,3,1,2,2,2,10,2,5,2,1,0
31636,U14-006,2022AR14A,Valide,novote,novote,1,1,novote,1,1,novote,novote,novote,4,4,0,0,0,6
31644,U14-009,2022AR14A,Valide,novote,novote,novote,1,1,novote,1,1,novote,novote,4,4,0,0,0,6
31647,U14-027,2022AR14B,Nul,novote,novote,novote,novote,novote,novote,2,novote,novote,1,2,1,1,0,0,8
31650,U14-026,2022AR14B,Valide,2,3,3,3,1,1,2,2,1,2,10,3,4,3,0,0
31662,U14-006,2022AR14A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
31663,U14-027,2022AR14A,Valide,1,1,1,novote,novote,novote,1,novote,novote,novote,4,4,0,0,0,6
31665,U14-026,2022AR14B,Valide,4,4,novote,1,1,3,2,2,1,2,9,3,3,1,2,1
31672,U14-006,2022AR14A,Valide,3,3,3,3,1,2,2,1,1,2,10,3,3,4,0,0
31675,U14-027,2022AR14B,Valide,2,1,3,3,1,3,1,3,1,3,10,4,1,5,0,0
31685,U14-027,2022AR14B,Valide,2,3,4,2,3,1,3,1,3,1,10,3,2,4,1,0
31690,U14-009,2022AR14A,Valide,3,3,2,2,1,2,2,1,2,1,10,3,5,2,0,0
31699,U14-006,2022AR14A,Valide,2,3,2,1,1,2,1,3,1,2,10,4,4,2,0,0
31703,U14-027,2022AR14A,Valide,3,3,2,3,1,3,2,3,2,2,10,1,4,5,0,0
31706,U14-026,2022AR14B,Valide,1,1,3,1,1,3,3,4,2,2,10,4,2,3,1,0
31712,U14-027,2022AR14B,Valide,novote,novote,1,novote,1,1,1,novote,novote,novote,4,4,0,0,0,6
31713,U14-016,2022AR14A,Valide,novote,1,2,novote,2,novote,1,novote,novote,novote,4,2,2,0,0,6
31722,U14-027,2022AR14A,Valide,1,1,2,1,1,1,1,1,1,1,10,9,1,0,0,0
31726,U14-026,2022AR14B,Valide,2,3,4,1,1,3,2,1,1,2,10,4,3,2,1,0
31731,U14-027,2022AR14B,Valide,1,1,novote,novote,3,1,1,4,3,3,8,4,0,3,1,2
31736,U14-026,2022AR14B,Valide,3,1,2,2,1,3,2,3,2,3,10,2,4,4,0,0
31741,U14-027,2022AR14B,Nul,novote,novote,novote,4,novote,novote,novote,novote,novote,2,2,0,1,0,1,8
31746,U14-006,2022AR14A,Valide,novote,novote,novote,novote,2,2,2,novote,2,novote,4,0,4,0,0,6
31752,U14-027,2022AR14B,Valide,novote,2,novote,novote,novote,novote,2,novote,2,1,4,1,3,0,0,6
31754,U14-006,2022AR14A,Nul,novote,novote,1,novote,novote,novote,novote,novote,1,2,3,2,1,0,0,7
31757,U14-001,2022AR14A,Valide,2,2,4,2,2,2,2,4,2,2,10,0,8,0,2,0
31758,U14-026,2022AR14B,Valide,1,novote,novote,novote,1,novote,1,novote,novote,1,4,4,0,0,0,6
31760,U14-009,2022AR14B,Valide,2,3,2,2,2,2,4,3,2,2,10,0,7,2,1,0
31761,U14-027,2022AR14A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
31766,U14-026,2022AR14B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
31767,U14-006,2022AR14A,Valide,4,3,1,1,1,1,1,2,1,2,10,6,2,1,1,0
31783,U14-006,2022AR14A,Valide,4,3,3,2,1,2,2,3,2,2,10,1,5,3,1,0
31785,U14-027,2022AR14A,Valide,novote,novote,novote,1,1,1,novote,novote,1,novote,4,4,0,0,0,6
31787,U14-026,2022AR14B,Valide,3,3,3,2,2,4,3,3,3,3,10,0,2,7,1,0
31798,U14-009,2022AR14B,Valide,novote,1,novote,novote,2,novote,2,novote,novote,1,4,2,2,0,0,6
31799,U14-026,2022AR14B,Valide,3,2,1,2,1,2,1,3,1,1,10,5,3,2,0,0
31808,U14-026,2022AR14B,Valide,4,4,4,4,2,4,1,4,4,3,10,1,1,1,7,0
31810,U14-001,2022AR14A,Valide,2,novote,1,novote,1,novote,1,novote,novote,novote,4,3,1,0,0,6
31813,U14-006,2022AR14A,Valide,2,2,2,2,2,2,1,2,2,1,10,2,8,0,0,0
31816,U14-027,2022AR14B,Valide,novote,3,2,3,2,novote,3,3,4,3,8,0,2,5,1,2
31826,U14-027,2022AR14B,Nul,novote,novote,novote,novote,1,novote,2,novote,novote,1,3,2,1,0,0,7
31841,U14-026,2022AR14B,Valide,3,2,1,2,2,2,3,2,2,3,10,1,6,3,0,0
31846,U14-006,2022AR14A,Valide,1,1,1,1,2,3,1,4,3,4,10,5,1,2,2,0
31852,U14-026,2022AR14B,Valide,4,4,2,1,1,novote,1,3,novote,1,8,4,1,1,2,2
31859,U14-001,2022AR14B,Nul,novote,novote,1,novote,novote,novote,novote,novote,1,3,3,2,0,1,0,7
31861,U14-026,2022AR14B,Valide,2,2,1,novote,2,novote,2,2,3,2,8,1,6,1,0,2
31864,U14-006,2022AR14A,Nul,2 3,1,novote,1 3,3,2,3,2,1,3,7,2,2,3,0,1
31872,U14-027,2022AR14A,Valide,3,3,4,novote,1,2,2,1,3,1,9,3,2,3,1,1
31875,U14-006,2022AR14A,Valide,4,2,2,novote,1,1,2,1,3,3,9,3,3,2,1,1
31880,U14-006,2022AR14A,Valide,novote,1,novote,novote,1,1,novote,1,novote,novote,4,4,0,0,0,6
31884,U14-027,2022AR14B,Valide,novote,2,1,novote,3,novote,2,novote,novote,novote,4,1,2,1,0,6
31900,U14-026,2022AR14B,Valide,1,2,1,2,1,1,1,1,2,4,10,6,3,0,1,0
31907,U14-006,2022AR14A,Valide,4,4,1,1,1,1,1,1,1,1,10,8,0,0,2,0
31909,U14-026,2022AR14B,Valide,novote,novote,2,novote,2,2,novote,novote,1,novote,4,1,3,0,0,6
31910,U14-027,2022AR14A,Valide,novote,novote,novote,novote,1,novote,1,1,3,1,5,4,0,1,0,5
31921,U14-026,2022AR14B,Valide,novote,novote,1,novote,1,novote,1,novote,novote,1,4,4,0,0,0,6
31924,U14-006,2022AR14A,Valide,2,2,2,1,2,1,1,1,2,1,10,5,5,0,0,0
31930,U14-026,2022AR14B,Valide,novote,3,2,1,novote,2,2,3,3,3,8,1,3,4,0,2
31931,U14-027,2022AR14A,Valide,4,3,4,4,3,4,3,2,4,1,10,1,1,3,5,0
31951,U14-006,2022AR14A,Valide,novote,novote,novote,2,1,2,1,novote,2,3,6,2,3,1,0,4
31956,U14-006,2022AR14A,Valide,novote,1,novote,1,1,1,1,novote,novote,novote,5,5,0,0,0,5
31965,U14-006,2022AR14A,Valide,3,2,1,2,1,1,1,2,2,2,10,4,5,1,0,0
31969,U14-027,2022AR14B,Valide,3,2,3,2,1,2,2,3,1,2,10,2,5,3,0,0
31973,U14-006,2022AR14A,Valide,3,2,2,3,2,1,2,1,1,2,10,3,5,2,0,0
31981,U14-016,2022AR14A,Valide,1,novote,novote,1,1,novote,1,novote,novote,novote,4,4,0,0,0,6
31982,U14-006,2022AR14A,Valide,2,1,1,1,3,1,1,2,1,3,10,6,2,2,0,0
31989,U14-026,2022AR14B,Valide,1,1,1,3,2,1,2,1,2,2,10,5,4,1,0,0
31990,U14-006,2022AR14A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
32014,U14-026,2022AR14B,Valide,3,3,3,2,1,1,2,3,3,2,10,2,3,5,0,0
32023,U14-026,2022AR14B,Valide,novote,novote,novote,novote,2,novote,novote,1,4,1,4,2,1,0,1,6
32024,U14-006,2022AR14A,Valide,3,2,2,2,1,2,1,1,3,3,10,3,4,3,0,0
32029,U14-027,2022AR14B,Valide,3,2,1,1,1,2,1,1,1,1,10,7,2,1,0,0
32040,U14-027,2022AR14B,Nul,1 4,4,4,4,4,4,4,1,4,4,9,1,0,0,8,0
32049,U14-006,2022AR14A,Valide,1,1,novote,novote,1,novote,novote,novote,1,novote,4,4,0,0,0,6
32055,U14-026,2022AR14B,Valide,4,2,3,2,1,2,novote,3,2,1,9,2,4,2,1,1
32056,U14-027,2022AR14A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
32058,U14-006,2022AR14A,Valide,3,3,2,2,2,3,2,4,2,2,10,0,6,3,1,0
32068,U14-009,2022AR14B,Valide,novote,1,1,novote,novote,novote,1,novote,novote,1,4,4,0,0,0,6
32069,U14-027,2022AR14A,Valide,novote,novote,novote,1,2,novote,2,3,2,3,6,1,3,2,0,4
32070,U14-006,2022AR14A,Valide,1,1,novote,1,1,1,1,2,4,2,9,6,2,0,1,1
32073,U14-026,2022AR14B,Valide,4,3,1,2,2,2,3,3,2,3,10,1,4,4,1,0
32086,U14-006,2022AR14A,Valide,3,2,1,1,2,1,1,3,1,3,10,5,2,3,0,0
32096,U14-026,2022AR14B,Valide,4,1,1,1,1,3,3,3,1,4,10,5,0,3,2,0
32097,U14-027,2022AR14B,Valide,1,1,novote,novote,1,novote,novote,novote,novote,1,4,4,0,0,0,6
32105,U14-027,2022AR14B,Valide,1,novote,novote,1,1,novote,1,novote,novote,novote,4,4,0,0,0,6
32116,U14-012,2022AR14A,Valide,4,1,3,1,1,4,4,4,1,2,10,4,1,1,4,0
32121,U14-006,2022AR14A,Valide,3,1,1,1,2,1,1,3,2,2,10,5,3,2,0,0
32122,U14-027,2022AR14A,Valide,novote,novote,novote,novote,2,2,2,novote,novote,1,4,1,3,0,0,6
32125,U14-001,2022AR14B,Valide,4,1,1,3,novote,1,1,novote,novote,novote,6,4,0,1,1,4
32131,U14-006,2022AR14A,Valide,3,3,3,3,2,2,2,2,3,2,10,0,5,5,0,0
32137,U14-026,2022AR14B,Valide,1,2,novote,novote,2,novote,novote,2,novote,novote,4,1,3,0,0,6
32139,U14-006,2022AR14A,Valide,3,3,2,3,2,2,2,novote,1,1,9,2,4,3,0,1
32140,U14-001,2022AR14B,Valide,1,1,novote,1,novote,novote,1,novote,novote,novote,4,4,0,0,0,6
32147,U14-026,2022AR14B,Valide,novote,novote,2,novote,2,3,2,novote,novote,novote,4,0,3,1,0,6
32149,U14-006,2022AR14A,Valide,3,1,3,1,1,3,1,4,1,1,10,6,0,3,1,0
32167,U14-027,2022AR14A,Valide,4,4,2,4,1,4,4,2,4,4,10,1,2,0,7,0
32175,U14-006,2022AR14A,Valide,3,3,novote,novote,1,2,3,3,1,2,8,2,2,4,0,2
32178,U14-026,2022AR14B,Valide,4,3,3,3,1,3,3,2,3,1,10,2,1,6,1,0
32183,U14-027,2022AR14B,Valide,novote,novote,novote,1,1,1,novote,novote,1,novote,4,4,0,0,0,6
32187,U14-026,2022AR14B,Nul,novote,2,novote,novote,2,novote,novote,novote,novote,1,3,1,2,0,0,7
32192,U14-006,2022AR14A,Valide,2,2,1,novote,2,3,1,2,1,2,9,3,5,1,0,1
32193,U14-027,2022AR14A,Valide,novote,1,1,novote,1,novote,novote,novote,1,novote,4,4,0,0,0,6
32197,U14-026,2022AR14B,Valide,3,3,1,1,1,2,1,4,2,1,10,5,2,2,1,0
32201,U14-027,2022AR14B,Valide,2,novote,novote,1,1,novote,3,1,2,1,7,4,2,1,0,3
32202,U14-006,2022AR14A,Valide,2,2,3,1,1,1,2,2,3,3,10,3,4,3,0,0
32206,U14-026,2022AR14B,Valide,2,2,1,1,1,2,1,3,2,2,10,4,5,1,0,0
32210,U14-027,2022AR14A,Valide,1,novote,1,novote,novote,1,1,novote,novote,novote,4,4,0,0,0,6
32211,U14-006,2022AR14A,Valide,1,1,2,2,1,2,4,1,1,1,10,6,3,0,1,0
32216,U14-026,2022AR14B,Valide,novote,novote,novote,novote,novote,novote,2,2,4,4,4,0,2,0,2,6
32220,U14-006,2022AR14A,Valide,3,3,3,2,2,1,1,3,4,3,10,2,2,5,1,0
32226,U14-026,2022AR14B,Valide,novote,1,novote,novote,1,novote,1,novote,novote,1,4,4,0,0,0,6
32237,U14-026,2022AR14B,Valide,4,4,1,3,1,2,1,2,2,2,10,3,4,1,2,0
32245,U14-006,2022AR14A,Valide,3,novote,novote,novote,1,1,1,1,1,1,7,6,0,1,0,3
32257,U14-026,2022AR14B,Valide,2,2,2,1,2,2,2,2,2,2,10,1,9,0,0,0
32261,U14-006,2022AR14A,Valide,3,3,3,1,1,1,2,2,1,1,10,5,2,3,0,0
32266,U14-026,2022AR14B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
32276,U14-012,2022AR14A,Valide,1,3,3,1,1,1,1,3,1,4,10,6,0,3,1,0
32277,U14-027,2022AR14A,Valide,1,1,2,2,1,1,3,1,3,3,10,5,2,3,0,0
32282,U14-001,2022AR14B,Valide,3,4,4,3,2,2,3,1,3,3,10,1,2,5,2,0
32286,U14-006,2022AR14A,Valide,4,3,3,2,3,2,2,3,3,3,10,0,3,6,1,0
32293,U14-027,2022AR14B,Valide,3,2,1,2,2,2,2,2,2,1,10,2,7,1,0,0
32297,U14-026,2022AR14B,Valide,4,3,4,4,1,3,2,3,4,4,10,1,1,3,5,0
32298,U14-006,2022AR14A,Valide,3,3,2,2,1,1,2,2,3,2,10,2,5,3,0,0
32303,U14-027,2022AR14A,Valide,novote,novote,4,2,2,novote,novote,novote,novote,1,4,1,2,0,1,6
32308,U14-026,2022AR14B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
32311,U14-009,2022AR14B,Valide,4,3,3,1,3,3,2,3,2,3,10,1,2,6,1,0
32324,U14-027,2022AR14A,Valide,novote,novote,1,novote,2,novote,novote,novote,1,1,4,3,1,0,0,6
32332,U14-027,2022AR14B,Valide,3,3,2,2,2,1,1,2,2,2,10,2,6,2,0,0
32343,U14-009,2022AR14A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
32357,U14-006,2022AR14A,Valide,novote,1,novote,1,1,novote,1,novote,novote,novote,4,4,0,0,0,6
32359,U14-027,2022AR14B,Valide,novote,novote,novote,novote,1,novote,1,novote,1,1,4,4,0,0,0,6
32376,U14-001,2022AR14A,Valide,3,3,1,1,2,2,1,2,1,3,10,4,3,3,0,0
32381,U14-006,2022AR14A,Valide,2,novote,1,novote,1,1,1,2,1,2,8,5,3,0,0,2
32382,U14-027,2022AR14B,Valide,1,novote,1,novote,2,novote,novote,novote,novote,2,4,2,2,0,0,6
32385,U14-016,2022AR14A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
32391,U14-027,2022AR14A,Valide,1,novote,1,1,novote,1,novote,novote,novote,novote,4,4,0,0,0,6
32392,U14-026,2022AR14B,Valide,3,2,2,2,1,3,2,4,4,3,10,1,4,3,2,0
32394,U14-006,2022AR14A,Valide,4,3,1,3,2,2,1,1,1,3,10,4,2,3,1,0
32399,U14-027,2022AR14B,Valide,1,novote,novote,novote,1,novote,novote,1,novote,1,4,4,0,0,0,6
32403,U14-016,2022AR14A,Valide,1,2,3,1,1,1,1,2,1,2,10,6,3,1,0,0
32405,U14-006,2022AR14A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
32407,U14-001,2022AR14B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
32419,U14-027,2022AR14A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
32423,U14-006,2022AR14A,Valide,3,1,novote,novote,1,novote,novote,novote,1,novote,4,3,0,1,0,6
32426,U14-027,2022AR14A,Valide,1,2,1,1,1,1,1,2,2,1,10,7,3,0,0,0
32430,U14-026,2022AR14B,Valide,4,4,4,4,1,4,4,1,4,4,10,2,0,0,8,0
32431,U14-006,2022AR14A,Valide,4,3,2,2,1,2,1,2,1,3,10,3,4,2,1,0
32440,U14-027,2022AR14B,Valide,novote,novote,novote,2,2,novote,novote,novote,2,2,4,0,4,0,0,6
32445,U14-006,2022AR14A,Valide,2,2,1,2,1,2,1,1,2,1,10,5,5,0,0,0
32447,U14-026,2022AR14B,Valide,4,3,3,3,1,1,2,4,3,3,10,2,1,5,2,0
32450,U14-027,2022AR14B,Valide,1,4,4,4,3,4,4,1,3,1,10,3,0,2,5,0
32456,U14-026,2022AR14B,Nul,novote,novote,novote,2,novote,novote,novote,novote,novote,2,2,0,2,0,0,8
32467,U14-026,2022AR14B,Valide,novote,1,novote,novote,1,novote,1,novote,novote,1,4,4,0,0,0,6
32470,U14-027,2022AR14A,Valide,novote,2,novote,novote,1,2,novote,novote,novote,1,4,2,2,0,0,6
32488,U14-026,2022AR14B,Valide,novote,1,1,novote,novote,novote,1,novote,1,novote,4,4,0,0,0,6
32489,U14-027,2022AR14A,Valide,novote,novote,1,1,novote,1,1,3,3,3,7,4,0,3,0,3
32498,U14-026,2022AR14B,Valide,3,1,1,1,1,novote,1,2,2,2,9,5,3,1,0,1
