ID,Urne,QR-Code,Categorie,1 - Moderniser les salles d escrime du gymnase Buffault,2 - Reinventer la maison pour tous YMCA de la rue de Trevise,3 - Installer des radars pedagogiques,4 - Diversifier les commerces dans le quartier Pigalle,5 - Ameliorer le confort des usagers du Conservatoire Boulanger,6 - Creer un parcours patrimonial grace a des QR codes,7 - Restaurer les publicites peintes de la rue des Martyrs,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
 0e10ezz06-49a965bn3d-4965bne4-958456-0965bnc5f0zz965bn534d                     ,numerique,75009,Valide,4,3,3,2,4,3,2,7,0,2,3,2,0
 e1czzee4c-f8459a965bnd-4zz43-9e965bnf-41fe9c8456ezz8450                     ,numerique,75009,Valide,novote,3,3,novote,novote,1,2,4,1,1,2,0,3
 ezzcc9a965bn4cb-334845-49zz1*yddc-3c9d965bn6f1845zz66                     ,numerique,75009,Valide,novote,1,4,4,novote,1,1,5,3,0,0,2,2
 984505e901-196965bn-4zz9zz-84584516-609a965bn9a965bn605zz9193                     ,numerique,75009,Valide,1,2,novote,novote,1,1,novote,4,3,1,0,0,3
 mzq1njuzmti1otqzntnjowzkyjnkowjlzdnhmt9a965bn0zjkwzgy0ywzhmw== ,numerique,75009,Valide,1,1,4,4,4,3,3,7,2,0,2,3,0
 ztvinwm0mjbiztdmntyymgflnmnjzmm0zdblzwvingjimjmyn965bnvkyq== ,numerique,75009,Valide,4,4,2,1,4,4,4,7,1,1,0,5,0
 cccdzz6zzzz-061d-451845-845965bn3e-965bn1845d51e015f9a965bn                     ,numerique,75009,Valide,novote,1,4,4,novote,4,4,5,1,0,0,4,2
 njrkyjhlody3m965bnfjmzq1nmi4ntm5mjrmotfizge3ntk1zdq3ytu4yw== ,numerique,75009,Valide,novote,3,2,2,novote,4,1,5,1,2,1,1,2
 9e9484545965bn-35b9-4f6zz-96cf-845419a965bne69601e9                     ,numerique,75009,Valide,novote,1,novote,3,3,2,4,5,1,1,2,1,2
 8459459a965bn8451d-e0f845-4c6e*yf06-d9a965bnd59a965bn40bc965bn59                     ,numerique,75009,Valide,3,1,3,4,3,3,1,7,2,0,4,1,0
 4965bn4009e6-0965bn6d-484590-84584541-5965bn18451b8451b3b965bn                     ,numerique,75009,Valide,1,1,4,3,2,1,2,7,3,2,1,1,0
 yjfmmtu3ztrhzju0mdvmnzq0zjvkmgnmztjiyjzmodg965bnywyyndvkmw== ,numerique,75009,Valide,3,2,3,4,1,3,1,7,2,1,3,1,0
 9a965bnd965bneee845e-69a965bn0e-49a965bn99a965bn-84568450-0d9a965bnf6zz965bn36c5zz                     ,numerique,75009,Valide,4,1,2,4,1,3,1,7,3,1,1,2,0
 yzgymwzhmjy4zjuzzmi1ownkzgqxzgq0nwi5zddhzjk5otgxnzg4zq== ,numerique,75009,Valide,3,2,3,4,1,2,3,7,1,2,3,1,0
 03439a965bnzzdd-4ed5-44fb-84545b-4zz965bnee4fdcdd0                     ,numerique,75009,Valide,4,2,1,novote,2,novote,1,5,2,2,0,1,2
 ztuwztnmyzmxmtmxnjlmytq1mwe3ngu5yt9a965bnzzwe0zgexzte965bnodewyq== ,numerique,75009,Valide,3,2,1,1,1,3,1,7,4,1,2,0,0
 f845b3cd99a965bn-e84540-4965bn6c-9c4c-1c9edd419zzzzd                     ,numerique,75009,Valide,1,1,3,1,2,novote,novote,5,3,1,1,0,2
 cb50ef9a965bn965bn-d514-484555-9a965bnfe9a965bn-845e9a965bn4zz5ddcd5d                     ,numerique,75009,Valide,1,4,4,3,4,4,4,7,1,0,1,5,0
 9d965bnd9a965bn069a965bn-965bn49965bn-49a965bn9a965bnd-8455c3-6ezzef63606zzb                     ,numerique,75009,Valide,novote,1,2,2,novote,novote,1,4,2,2,0,0,3
 ntgxztizmju4otyxmdu0zgq0mgm1zwu4owi4mdnlnjkwnzblmge3zq== ,numerique,75009,Valide,novote,2,novote,2,2,novote,1,4,1,3,0,0,3
 001d845845c9-69a965bn0zz-4c9c-9a965bnd90-590bf6965bnc845zz9a965bnzz                     ,numerique,75009,Valide,novote,2,novote,1,novote,2,1,4,2,2,0,0,3
 b6zz41cd9-f8459a965bnb-4610*yd9a965bn1-03e965bn9a965bnzz59a965bn9a965bn3c5                     ,numerique,75009,Valide,4,4,3,4,4,1,2,7,1,1,1,4,0
 965bn84501zz4bd-9f6b-4b59a965bn-9a965bn166*y5135b441345                     ,numerique,75009,Valide,novote,1,1,1,1,novote,novote,4,4,0,0,0,3
 4zze659ezz-965bn115-4d8454-84558450-64965bnd5e4zz3fc965bn                     ,numerique,75009,Valide,2,3,3,3,3,3,3,7,0,1,6,0,0
 d965bn965bn0845965bn9a965bn9a965bn-965bnfb4-40ce-9a965bn9a965bn5f-1f66b9c54845ef                     ,numerique,75009,Valide,novote,1,1,2,2,novote,novote,4,2,2,0,0,3
 b8453zz61c5-9zz6c-4446-93f6*y45c1efc5845zz0                     ,numerique,75009,Valide,3,3,3,3,3,3,2,7,0,1,6,0,0
 zjzhymm1njvhzge1ymmxzmzhmdhmyzkzytuwnmnjn965bni0mti3ywy965bnz9a965bn== ,numerique,75009,Valide,novote,2,3,novote,novote,3,2,4,0,2,2,0,3
 df1965bn33965bn5-c1845b-400d*y9a965bnf0-zzzz8453404d43ezz                     ,numerique,75009,Valide,novote,2,novote,2,novote,1,1,4,2,2,0,0,3
 8450b130cb-c845e6-4f6f*y9a965bnd0-35d006965bn0e339                     ,numerique,75009,Valide,novote,1,4,1,novote,novote,1,4,3,0,0,1,3
 1ce9845zz965bn965bn-dbd1-4163-8451df-144965bnzzc3f1zzzz9a965bn                     ,numerique,75009,Valide,3,1,2,2,novote,novote,2,5,1,3,1,0,2
 ndgyzj9a965bn4zjnimtuzndhmndzjn965bnvhzmq4ndy3mz9a965bn4mzy0m965bni5mgixzg== ,numerique,75009,Valide,1,1,1,1,novote,novote,novote,4,4,0,0,0,3
 dbdzz456f-f5dd-4119-9dc1-e09a965bn43zz90965bn5ee                     ,numerique,75009,Valide,3,1,novote,novote,novote,3,3,4,1,0,3,0,3
 965bnbc50zzfzz-zzbc5-484569a965bn*yec9-ce05965bnb314b965bn1                     ,numerique,75009,Valide,novote,1,2,3,novote,3,novote,4,1,1,2,0,3
 9a965bn053d35c-0b965bne-4666-9b965bn5*ydzz3c9zzb9965bn4b                     ,numerique,75009,Valide,4,4,4,3,3,3,2,7,0,1,3,3,0
 e5f04zzc1-c600-4965bn9a965bne*y40c-965bn845965bnb1zzzzd9a965bn9a965bnf9a965bn                     ,numerique,75009,Valide,novote,1,4,novote,novote,4,4,4,1,0,0,3,3
 93cc54zze-8450d965bn-4e94-84544c-e05c3d3d9d5d                     ,numerique,75009,Valide,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,6
 e5cezz5e9-9a965bnff9-49a965bndzz-9bdzz-965bnb15d1f845444c                     ,numerique,75009,Valide,2,1,novote,1,novote,novote,2,4,2,2,0,0,3
 549094cb-c84513-49a965bnd845*y4zzd-9a965bn6114zzbb6c6965bn                     ,numerique,75009,Valide,3,1,2,4,2,1,3,7,2,2,2,1,0
 bdb33cbb-fccc-4zz0d-9a965bnzzc0-965bn965bnf1000f33965bnf                     ,numerique,75009,Valide,3,3,4,4,1,4,4,7,1,0,2,4,0
 845zz845b0965bn9a965bn9a965bn-6959-4db965bn-845b3f-965bn845e66f845e49f9a965bn                     ,numerique,75009,Valide,3,2,4,4,3,4,1,7,1,1,2,3,0
 ezzzz31d60-5d9845-49c3*y845bzz-4f6515d153f1                     ,numerique,75009,Valide,1,1,novote,novote,novote,1,1,4,4,0,0,0,3
 541965bn4f965bn4-zz9a965bndf-4845fb-935f-9a965bn049zz65zz965bndzz9                     ,numerique,75009,Valide,4,1,4,4,4,4,4,7,1,0,0,6,0
 cefc9a965bn965bn09a965bn-84564e-419a965bn9a965bn*yc60-c649a965bnb9965bn4bc95                     ,numerique,75009,Valide,3,2,novote,2,3,3,2,6,0,3,3,0,1
 1659903c-49a965bn35-41c6-845335-54e06469a965bn4965bn0d                     ,numerique,75009,Valide,4,4,4,4,4,4,3,7,0,0,1,6,0
 09a965bnb965bn9a965bn3845e-9a965bn459a965bn-4zz4f-845e99a965bn-9a965bn965bn5845845fezz9b1965bn                     ,numerique,75009,Valide,novote,1,novote,4,4,4,novote,4,1,0,0,3,3
 zzebf9dd1-cd41-448459-9a965bnbc965bn-5965bn9306965bn5bezz9a965bn                     ,numerique,75009,Valide,1,4,4,novote,novote,novote,4,4,1,0,0,3,3
 5czzf5c34-c965bn965bnc-44bd*y965bnczz*yfff5b5b06zz845                     ,numerique,75009,Valide,3,2,2,2,1,2,3,7,1,4,2,0,0
 10fd46b5*y5zz6-4b4zz-9a965bne965bn9-e1b68451430ffe                     ,numerique,75009,Valide,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,6
 1e0ec965bn3f-1594-453845-98459a965bn3-14bded965bn9a965bn845d8454                     ,numerique,75009,Valide,2,1,novote,2,novote,2,2,5,1,4,0,0,2
 c0845b1965bn9d-eb5d-45zze-9a965bn9e965bn-43845969a965bneb594d                     ,numerique,75009,Valide,2,2,1,4,4,3,2,7,1,3,1,2,0
 b965bn3cc0965bnd-59e3-4b56-9a965bn1d5-6zz1845403845zz845de                     ,numerique,75009,Valide,1,1,novote,novote,2,novote,2,4,2,2,0,0,3
 dbedfb965bnzz-ef5f-4ed9-9zz9845*y0911514zz8456845                     ,numerique,75009,Valide,3,1,2,1,3,2,3,7,2,2,3,0,0
 4d605f5f-c845f0-41965bn4*y5e4-zz965bn61368456845b3d                     ,numerique,75009,Valide,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,6
 0b965bn340965bn9-cf5965bn-4969a965bn-8450d9a965bn-684561e984599a965bn145                     ,numerique,75009,Valide,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,6
 45czz59a965bn1b-845845czz-4ef1-9a965bnc61-9a965bnb8455845e03556b                     ,numerique,75009,Valide,4,4,3,1,4,4,2,7,1,1,1,4,0
 5zz64965bn0b1-d84541-4b03*y33c-5e965bn3d05zzd9b4                     ,numerique,75009,Valide,novote,2,novote,novote,3,3,1,4,1,1,2,0,3
 yjcwodu1mz9a965bnxmzqyzdi4mjkxywm5owe965bnotjkngzimzniodk5ytm0nq== ,numerique,75009,Valide,1,novote,novote,4,2,2,2,5,1,3,0,1,2
 8459d9a965bnbf9a965bn6-1cbzz-4666-9a965bn19a965bn0-6dzzc6b46b34f                     ,numerique,75009,Valide,novote,novote,novote,1,4,novote,1,3,2,0,0,1,4
 3b965bnf36965bnc-9a965bnzzzzd-4965bn9a965bnb-845zz4845-34cd6845f99965bn3845                     ,numerique,75009,Valide,novote,novote,1,1,1,novote,2,4,3,1,0,0,3
 fde6db9965bn-ce0zz-4f65-9zzfb-0zzd9a965bnb59a965bn845b5845965bn                     ,numerique,75009,Valide,novote,novote,4,novote,3,1,novote,3,1,0,1,1,4
 zz33fzz3czz-9a965bn9d0-4845be-845d10-f1d6c149a965bn9a965bnbc1                     ,numerique,75009,Valide,novote,novote,1,1,1,novote,1,4,4,0,0,0,3
 845559a965bnzz84516-9a965bn9d0-4931-9a965bnezzc-5c64e5dzz5f41                     ,numerique,75009,Valide,novote,novote,1,1,1,novote,2,4,3,1,0,0,3
 049965bn84553e-zz1zzzz-4113*y9a965bnczz-3e1965bn8455e18455zze                     ,numerique,75009,Valide,novote,novote,novote,2,1,novote,novote,2,1,1,0,0,5
 1e965bn59a965bne9a965bnc-0560-410e-9a965bn3cb*y5965bn9a965bncd965bn845df9a965bn3                     ,numerique,75009,Valide,novote,novote,novote,3,3,3,2,4,0,1,3,0,3
 500c4zz10-55bzz-4469-9zz0f-1zz1de59a965bn965bnb84543                     ,numerique,75009,Valide,2,novote,1,novote,2,2,novote,4,1,3,0,0,3
 otliotcwzjdlyju5zguxndnknmy4mzq4nduxywe5yzk965bnownkntyznq== ,numerique,75009,Valide,novote,novote,novote,2,2,novote,novote,2,0,2,0,0,5
 0965bn69a965bn3ddf-69a965bnee-4105-845f9b-4845363965bn965bn8459a965bn969a965bn                     ,numerique,75009,Valide,novote,novote,1,1,1,novote,1,4,4,0,0,0,3
 ywe3nd9a965bn0mjnhzjk4zdiwymeymzewmd9a965bnznzgxot9a965bn1ndmwntq5y965bnvlo9a965bn== ,numerique,75009,Valide,novote,novote,novote,3,1,novote,2,3,1,1,1,0,4
 55845d010f-f0965bn965bn-406d-845e94-965bn3ef9a965bn0c1845965bncc                     ,numerique,75009,Valide,novote,novote,2,1,2,novote,1,4,2,2,0,0,3
 1965bn9a965bnefbd9a965bn-fb8454-4cec-9a965bn845c1-ec4d94965bn05df0                     ,numerique,75009,Valide,novote,novote,1,1,1,novote,1,4,4,0,0,0,3
 8451845zzzzcfe-e396-4965bn0d-9a965bn965bn66-c59a965bn0965bn349659a965bn0                     ,numerique,75009,Valide,novote,novote,4,1,2,4,2,5,1,2,0,2,2
 93349a965bn1c965bn-1c965bn4-4d9a965bnc-845zz845845-f39a965bn54408450965bnzzd                     ,numerique,75009,Valide,2,novote,4,4,3,3,1,6,1,1,2,2,1
 mde0njy0odlhnwqxnwm3m965bnyyztexmmewmmu5od9a965bnzztjiymflodg3m9a965bn== ,numerique,75009,Valide,4,novote,2,2,4,4,2,6,0,3,0,3,1
 9a965bn6zzzz84590965bn-e6e9-408459a965bn-845zzc9a965bn-5zzzz6zz1965bnce009a965bn                     ,numerique,75009,Valide,novote,novote,4,1,1,novote,novote,3,2,0,0,1,4
 zz55845db99-33zzd-4904-9539a965bn-4965bn845bd3ef459a965bnd                     ,numerique,75009,Valide,novote,novote,novote,1,3,4,1,4,2,0,1,1,3
 bfdzzzz965bn8456-599a965bn845-4d4b-8459a965bn00-e1491965bn135feb                     ,numerique,75009,Valide,novote,novote,1,4,3,4,4,5,1,0,1,3,2
 yzgxmwrkogu4owy4ntjkyzzlzmewowu0ztmyngrkndiyyzjjmzvjmg== ,numerique,75009,Valide,3,novote,4,3,3,novote,1,5,1,0,3,1,2
 1fb9a965bn845d9b-9bfd-465c-9699a965bn-c1b3ee36d94f                     ,numerique,75009,Valide,4,novote,4,4,4,2,novote,5,0,1,0,4,2
 0d9f613c-e631-40d0-845dd4-ef965bne05cbce90                     ,numerique,75009,Valide,novote,novote,4,novote,1,1,2,4,2,1,0,1,3
 b0fe66c4-58455845-4zzb1-98450b-965bnc51zz4999540                     ,numerique,75009,Valide,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,6
 965bn40159e1-6169a965bn-44b965bn-9b69a965bn-99a965bnzze45845684561e                     ,numerique,75009,Valide,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,6
 93845d0c6965bn-3b8459-4346-9f49-4359a965bncd4ezzedzz                     ,numerique,75009,Valide,novote,novote,novote,4,1,3,1,4,2,0,1,1,3
 e965bn8459a965bn845965bnzz0-f3dc-4czz9a965bn-845946-8459a965bn395009b98456                     ,numerique,75009,Valide,2,novote,novote,novote,2,2,1,4,1,3,0,0,3
 845b965bnce6zzf-4965bn9d-44965bn965bn*y9a965bn66-9a965bn965bn160845d19500                     ,numerique,75009,Valide,novote,novote,1,1,4,3,novote,4,2,0,1,1,3
 63b6845c6f-0c965bn9a965bn-46e9a965bn*yb8450-1d49a965bn9b504bce                     ,numerique,75009,Valide,3,novote,novote,3,3,3,novote,4,0,0,4,0,3
 639a965bnbecbzz-db0845-449c*yfd5*y6e4965bnce00904                     ,numerique,75009,Valide,novote,novote,1,1,2,1,1,5,4,1,0,0,2
 e0b9bb965bn0-e99a965bn5-491d-9a965bn533-69d4c06c3cc0                     ,numerique,75009,Valide,1,novote,novote,novote,2,3,2,4,1,2,1,0,3
 965bnb346efb-dc99a965bn-431c*y93f-6845d8453c450c6zz                     ,numerique,75009,Valide,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,6
 49a965bnf6bzz1845-4db845-484503-9316-965bn9ce49a965bn46db965bnc                     ,numerique,75009,Valide,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,6
 dzzb30f9a965bn4-8451zz9a965bn-4139a965bn-9a965bnzz40-41e4e30d1fdc                     ,numerique,75009,Valide,3,novote,1,1,2,4,1,6,3,1,1,1,1
 965bn9a965bn4b965bn549-e05zz-4d9a965bnf*ydzz5-f39a965bn965bn845b8451965bnzzf845                     ,numerique,75009,Valide,3,novote,3,novote,1,3,4,5,1,0,3,1,2
 dzzc9965bn9db-5845f9-4zz1845-93db-f9a965bn9845b6zz9a965bn9b5f                     ,numerique,75009,Valide,2,novote,1,novote,3,novote,1,4,2,1,1,0,3
 b569cd845b-e9a965bn35-4ec5-950zz-6845965bn09965bn9a965bn5bff3                     ,numerique,75009,Valide,2,novote,novote,novote,1,3,2,4,1,2,1,0,3
 845fff538455-53fb-4f9845-845ed9a965bn-6e108456b13d35                     ,numerique,75009,Valide,novote,novote,novote,novote,4,2,novote,2,0,1,0,1,5
 5d9a965bn0d845e965bn-eeb965bn-46zz965bn-9e4e-08459zz1b09a965bnzzee0                     ,numerique,75009,Valide,1,novote,novote,novote,1,2,2,4,2,2,0,0,3
 965bn13zzcff5-409a965bn5-411b-845965bnec-61495965bnczz0eff                     ,numerique,75009,Valide,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,6
 bb55b069a965bn-0f9a965bnc-46965bn3-9a965bn9a965bn8451*y15e44534965bn01                     ,numerique,75009,Valide,novote,novote,novote,1,1,2,1,4,3,1,0,0,3
 zzc55384596-zz965bnff-46d0-90fd-33539zz30czzc3                     ,numerique,75009,Valide,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,6
 e9a965bn1ce965bnzzzz-449d-46b965bn-845c99-05cb6b84559ezz6                     ,numerique,75009,Valide,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,6
 d9a965bnbzzf4zz6-d653-49a965bnd5-9a965bn1f9-5f1f9984560149a965bn                     ,numerique,75009,Valide,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,6
 9845845de8453zz-c64e-4ce5-9506-996650e009a965bne4                     ,numerique,75009,Valide,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,6
 0965bnd3c1965bn4-9366-4cdb-845zz69-c4491bdbf9a965bn965bn4                     ,numerique,75009,Valide,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,6
 zz649a965bn398453-50845c-4bzzf-9319a965bn-0c84584560ffzz39e                     ,numerique,75009,Valide,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,6
 845ec4f965bnb9-cc51-460zz-99a965bn59a965bn-d3965bn9a965bn5zz4ezz393                     ,numerique,75009,Valide,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,6
 9a965bn0d1055845-eebzz-4zzzzzz-9a965bn3c5-418456949b1zz965bn9a965bn                     ,numerique,75009,Valide,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,6
 8459c8454430-4b34-4163-9965bn8451-50zz9f9a965bn18451bf845                     ,numerique,75009,Valide,novote,novote,1,1,1,1,novote,4,4,0,0,0,3
 mznhmdq5yzrlzjlmnmq3odm3njqxntkyndc3mgi4otjlyzmxnwq5ng== ,numerique,75009,Valide,1,novote,2,4,1,4,novote,5,2,1,0,2,2
 96965bnec44965bn-965bn96zz-4ece-9a965bn845czz-d9a965bn8455845b10054d                     ,numerique,75009,Valide,novote,novote,2,2,1,novote,novote,3,1,2,0,0,4
 b9a965bn1d6030-69a965bn3965bn-4ezz9a965bn-84509a965bnf-10zz965bn4zz5f965bn1cf                     ,numerique,75009,Valide,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,6
 fzz965bne6d9a965bnc-zzzzbd-4495-8451b9-19a965bn965bnd3c9cccfzz                     ,numerique,75009,Valide,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,6
 0d8453fc44-zz39a965bnd-4zz16-8456965bnb-558459a965bnfd9a965bnc8450be                     ,numerique,75009,Valide,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,6
 3845eec8450e-df13-4050*y5fe-d4zz965bn3zz4c845965bn9a965bn9                     ,numerique,75009,Valide,novote,novote,1,2,2,4,novote,4,1,2,0,1,3
 3f6365845e-9c1965bn-441d-9a965bnb05-99a965bn069b84595zze6                     ,numerique,75009,Valide,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,6
 596cb9a965bn9a965bnb-9a965bn9c1-4845d9-9e845845-19a965bn9a965bn60965bnzz965bnd965bn0d                     ,numerique,75009,Valide,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,6
 bd6384539a965bn6-46d0-4935-9fcf-965bnzz05530965bn3965bn61                     ,numerique,75009,Valide,4,novote,4,4,4,4,4,6,0,0,0,6,1
 ytnmzmriowm965bnntbkztdiyjg965bnymjmndkxyjc4ngjiy965bnmwyzfjy965bnvmzg== ,numerique,75009,Valide,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,6
 ef9zz3409-9a965bnd19a965bn-4e39a965bn-9a965bn543-965bn4cf469a965bne965bn9a965bn50                     ,numerique,75009,Valide,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,6
 58454bee5c-3eb4-4fdzz*yc9a965bn965bn-845beb00159czzd                     ,numerique,75009,Valide,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,6
 38459a965bn3460965bn-e51b-469a965bn9-8455zzzz-ef845845965bndf45zz60                     ,numerique,75009,Valide,novote,novote,novote,2,1,3,3,4,1,1,2,0,3
 06309a965bn5b1-34cb-4343-845cd1*y460965bn6c9c9a965bn8450                     ,numerique,75009,Valide,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,6
 04845c1ezz845*y965bn1e-448453*y09845*yd66e1c4b319a965bn                     ,numerique,75009,Valide,1,novote,2,novote,1,novote,1,4,3,1,0,0,3
 mjq1ytmzmjc0ytgymd9a965bnwzjvim965bnq3yjhizwixytfizmyzyzmyn965bne965bnoq== ,numerique,75009,Valide,3,novote,1,novote,2,3,novote,4,1,1,2,0,3
 9b449e11-46845845-4bb965bn-845319-3f953ff493e3                     ,numerique,75009,Valide,1,novote,4,novote,3,4,2,5,1,1,1,2,2
 409015zz6-3965bn965bnf-40f6*y84553-zzc616b59a965bn845f51                     ,numerique,75009,Valide,1,novote,2,1,4,4,4,6,2,1,0,3,1
 ed56d9845d-f965bn965bn1-4e845b-845fc4-4zzzz4ef58451140                     ,numerique,75009,Valide,1,novote,2,novote,4,novote,4,4,1,1,0,2,3
 0c5fd59a965bn3-zzfd5-46e9a965bn-9bcf*y511zz4zz95zz9zz                     ,numerique,75009,Valide,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,6
 bzz49a965bnf845zzc-11bf-498450-8453ce-5664dzzbcefb5                     ,numerique,75009,Valide,novote,novote,novote,1,1,novote,1,3,3,0,0,0,4
 b39a965bn19a965bn19965bn-4d6d-4fef-845649a965bn-f5b99a965bnf30df50                     ,numerique,75009,Valide,novote,novote,novote,4,1,novote,novote,2,1,0,0,1,5
 c965bn6490965bnd-84545zz-46e3-8451ef-645b1d9bb98456                     ,numerique,75009,Valide,1,novote,novote,novote,1,2,2,4,2,2,0,0,3
 ef9a965bn94564-0395-403965bn-9a965bn9d0*yfb5dzz965bnd69a965bn6b                     ,numerique,75009,Valide,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,6
 ntgxndjkm965bnm965bnmwzhmmzmotvlmjy3n965bnm0zwm3mmqwyjexzwu4ngyyn9a965bn== ,numerique,75009,Valide,1,novote,novote,novote,1,4,1,4,3,0,0,1,3
 949a965bn965bn9a965bnf3d-4f965bnb-45e9-9a965bn6b4*yb8450445965bn0845zz845                     ,numerique,75009,Valide,3,novote,4,3,4,4,3,6,0,0,3,3,1
 84599a965bne54965bn4-3bfzz-419a965bnc-9d41-e39845319a965bn9a965bnd6zz1                     ,numerique,75009,Valide,4,novote,3,novote,1,4,novote,4,1,0,1,2,3
 c19a965bn94fb0-965bne11-49a965bn13-9c5c-d84544zz49d0965bn1f                     ,numerique,75009,Valide,novote,novote,1,4,1,4,novote,4,2,0,0,2,3
 cbfddezz6-c36f-4845b1-9845zzb-65965bn8455fd1965bn965bn01                     ,numerique,75009,Valide,1,novote,novote,1,1,novote,1,4,4,0,0,0,3
 4efb58454c-4300-40ef-99e9-5dzz300b84519a965bnzz0                     ,numerique,75009,Valide,novote,novote,novote,1,2,3,1,4,2,1,1,0,3
 dzzdfd1f9-6bfd-46965bn965bn*yc63-39a965bnef69a965bn5edzzf9a965bn                     ,numerique,75009,Valide,1,novote,novote,1,1,novote,1,4,4,0,0,0,3
 zz65zzb3e6-c5845c-435845*y3845e-845eb0d1d46141                     ,numerique,75009,Valide,1,novote,1,1,1,novote,novote,4,4,0,0,0,3
 mtc965bnnze5mtvmothhzdzimd9a965bn1zjy0mwq5m965bnmyzdg4zthimgm4zjq1m9a965bn== ,numerique,75009,Valide,novote,novote,novote,2,2,novote,novote,2,0,2,0,0,5
 6bc6c965bnzzc-68454b-4015-9fce-9dee9f9eec04                     ,numerique,75009,Valide,novote,novote,3,2,4,1,3,5,1,1,2,1,2
 965bn36dc8453b-zzf5b-4f16-8459a965bn965bn0-465f845d5b3e6845                     ,numerique,75009,Valide,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,6
 9a965bn965bnezzedeb-441zz-4411-8459845d-1b9a965bn9a965bn6409e8450e                     ,numerique,75009,Valide,1,novote,3,novote,1,2,2,5,2,2,1,0,2
 36zzcdb6c-dd43-4150-9f09a965bn-zz1c5965bn63czz1845845                     ,numerique,75009,Valide,1,novote,3,3,2,2,novote,5,1,2,2,0,2
 c9a965bnf1ec13-965bn309a965bn-454f-90b9a965bn-1e699a965bnzz845d5649                     ,numerique,75009,Valide,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,6
 zdbiodu965bnn965bnrmmtllmdm965bnodbinjg1ythlyji965bnzmmzngiwzjixy965bnq965bnoq== ,numerique,75009,Valide,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,6
 ngmzztjjmdq965bnztvkmmzhmmjjoduzmtfknjlkzdhmymq5odjknjcznw== ,numerique,75009,Valide,novote,novote,2,2,2,novote,3,4,0,3,1,0,3
 5965bn9ec9a965bned-965bnzz0d-4965bn965bnf*yc45-6498455965bn9a965bn59a965bn5965bnf                     ,numerique,75009,Valide,1,novote,novote,1,1,3,novote,4,3,0,1,0,3
 3bb9c103-d14c-4649a965bn*yd10-4zz8458459a965bn9a965bn965bnd845b9a965bnc                     ,numerique,75009,Valide,2,novote,novote,2,1,4,novote,4,1,2,0,1,3
 e9a965bn5zz3f965bn1*y965bn4c-484596*ycef*y9a965bn45965bn5965bn91d46                     ,numerique,75009,Valide,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,6
 3109a965bnb3zz4-8455965bnzz-45bf-8459a965bn1c-zzeb5965bn4c49zz0f                     ,numerique,75009,Valide,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,6
 d4db3f19a965bn-6e8454-4d845845*ybbc-03e6b59584541d                     ,numerique,75009,Valide,3,novote,4,2,1,novote,2,5,1,2,1,1,2
 f056zze09-845e33-43zz9a965bn-845bb4-zz9e0335b1zzzzc                     ,numerique,75009,Valide,1,novote,novote,novote,2,novote,3,3,1,1,1,0,4
 10e8458450zz845-530965bn-449a965bn9-8455de-fzzb0b3561f8454                     ,numerique,75009,Valide,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,6
 3zzb6845845cb-4dc845-4e54-9a965bn9a965bnzzzz-34c094f5fbf9                     ,numerique,75009,Valide,3,novote,3,3,1,4,2,6,1,1,3,1,1
 5b49a965bnzzczzzz*y6dd-49a965bn66-93e9a965bn-965bn544965bn4519a965bnc45                     ,numerique,75009,Valide,4,novote,1,4,4,novote,1,5,2,0,0,3,2
