ID,Urne,QR-Code,Categorie,1 - Moderniser les salles d escrime du gymnase Buffault,2 - Reinventer la maison pour tous YMCA de la rue de Trevise,3 - Installer des radars pedagogiques,4 - Diversifier les commerces dans le quartier Pigalle,5 - Ameliorer le confort des usagers du Conservatoire Boulanger,6 - Creer un parcours patrimonial grace a des QR codes,7 - Restaurer les publicites peintes de la rue des Martyrs,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
7240,U09-001,2022AR09A,Valide,3,3,1,4,1,2,4,7,2,1,2,2,0
7241,U09-001,2022AR09A,Valide,novote,1,2,1,2,novote,1,5,3,2,0,0,2
7242,U09-001,2022AR09A,Valide,2,2,1,4,3,1,2,7,2,3,1,1,0
7244,U09-001,2022AR09A,Valide,2,2,1,1,3,2,1,7,3,3,1,0,0
7245,U09-001,2022AR09A,Valide,3,3,3,1,1,1,2,7,3,1,3,0,0
7248,U09-001,2022AR09A,Valide,2,novote,2,1,novote,1,1,5,3,2,0,0,2
7249,U09-001,2022AR09A,Valide,1,1,3,1,2,4,4,7,3,1,1,2,0
7250,U09-001,2022AR09B,Valide,1,1,2,1,2,2,2,7,3,4,0,0,0
7251,U09-001,2022AR09A,Valide,2,1,1,3,2,1,1,7,4,2,1,0,0
7252,U09-001,2022AR09A,Valide,2,2,2,2,2,3,3,7,0,5,2,0,0
7255,U09-001,2022AR09A,Valide,2,1,3,1,novote,novote,2,5,2,2,1,0,2
7257,U09-001,2022AR09A,Valide,4,3,2,3,3,1,3,7,1,1,4,1,0
7258,U09-001,2022AR09A,Valide,1,3,4,3,3,1,2,7,2,1,3,1,0
7259,U09-001,2022AR09A,Valide,1,1,3,4,1,4,4,7,3,0,1,3,0
7261,U09-001,2022AR09A,Valide,1,1,1,2,2,2,1,7,4,3,0,0,0
7263,U09-001,2022AR09A,Valide,4,1,3,4,novote,novote,novote,4,1,0,1,2,3
7264,U09-001,2022AR09B,Valide,1,1,novote,novote,novote,1,1,4,4,0,0,0,3
7266,U09-001,2022AR09A,Valide,3,3,1,1,4,4,3,7,2,0,3,2,0
7269,U09-001,2022AR09A,Nul,novote,1,novote,novote,novote,novote,1,2,2,0,0,0,5
7270,U09-001,2022AR09B,Blanc,novote,2,novote,novote,novote,novote,1 2,1,0,1,0,0,5
7273,U09-001,2022AR09A,Valide,2,1,3,1,2,1,1,7,4,2,1,0,0
7279,U09-001,2022AR09B,Valide,3,2,3,1,3,2,1,7,2,2,3,0,0
7280,U09-001,2022AR09B,Valide,novote,2,1,1,novote,novote,3,4,2,1,1,0,3
7283,U09-001,2022AR09A,Valide,1,novote,1,1,1,2,2,6,4,2,0,0,1
7284,U09-001,2022AR09B,Valide,1,3,2,1,2,2,3,7,2,3,2,0,0
7285,U09-001,2022AR09A,Valide,novote,3,novote,2,novote,1,3,4,1,1,2,0,3
7287,U09-001,2022AR09A,Nul,novote,2,2,novote,2,novote,novote,3,0,3,0,0,4
7288,U09-001,2022AR09A,Valide,novote,novote,2,novote,2,2,2,4,0,4,0,0,3
7289,U09-001,2022AR09A,Valide,2,1,2,3,2,3,3,7,1,3,3,0,0
7290,U09-001,2022AR09A,Valide,1,1,1,1,1,1,1,7,7,0,0,0,0
7294,U09-001,2022AR09A,Valide,3,1,3,1,3,1,1,7,4,0,3,0,0
7296,U09-001,2022AR09B,Valide,3,1,novote,1,2,3,2,6,2,2,2,0,1
7297,U09-001,2022AR09A,Valide,2,1,2,1,1,novote,1,6,4,2,0,0,1
7298,U09-001,2022AR09A,Valide,novote,novote,1,novote,1,1,1,4,4,0,0,0,3
7300,U09-001,2022AR09A,Valide,novote,2,2,3,1,4,novote,5,1,2,1,1,2
7302,U09-001,2022AR09A,Valide,2,2,3,2,2,2,1,7,1,5,1,0,0
7303,U09-001,2022AR09A,Valide,1,1,1,1,1,1,1,7,7,0,0,0,0
7305,U09-001,2022AR09B,Valide,1,3,3,2,4,4,4,7,1,1,2,3,0
7307,U09-001,2022AR09B,Nul,1,novote,1,novote,1,novote,1 2,3,3,0,0,0,3
7309,U09-001,2022AR09A,Valide,3,1,1,3,2,4,2,7,2,2,2,1,0
7311,U09-001,2022AR09A,Valide,1,1,1,1,1,1,1,7,7,0,0,0,0
7314,U09-001,2022AR09A,Valide,2,novote,novote,1,2,2,2,5,1,4,0,0,2
7318,U09-001,2022AR09B,Valide,3,2,2,2,2,3,2,7,0,5,2,0,0
7320,U09-001,2022AR09A,Valide,3,2,1,3,3,2,3,7,1,2,4,0,0
7321,U09-001,2022AR09A,Valide,novote,novote,novote,4,2,1,3,4,1,1,1,1,3
7322,U09-001,2022AR09A,Valide,novote,3,1,1,novote,novote,2,4,2,1,1,0,3
7326,U09-001,2022AR09A,Valide,1,3,3,2,3,2,1,7,2,2,3,0,0
7327,U09-001,2022AR09A,Valide,1,novote,novote,1,novote,2,1,4,3,1,0,0,3
7328,U09-001,2022AR09A,Valide,4,1,2,4,novote,novote,novote,4,1,1,0,2,3
7334,U09-001,2022AR09B,Valide,2,2,3,1,3,1,1,7,3,2,2,0,0
7335,U09-001,2022AR09B,Valide,1,novote,1,1,novote,novote,1,4,4,0,0,0,3
7341,U09-001,2022AR09B,Valide,novote,1,3,novote,novote,3,1,4,2,0,2,0,3
7342,U09-001,2022AR09A,Valide,2,1,2,1,1,3,3,7,3,2,2,0,0
7347,U09-001,2022AR09A,Nul,novote,2,novote,1,novote,novote,1,3,2,1,0,0,4
7348,U09-001,2022AR09B,Valide,2,novote,2,2,novote,novote,2,4,0,4,0,0,3
7349,U09-001,2022AR09A,Valide,novote,novote,3,2,2,1,1,5,2,2,1,0,2
7352,U09-001,2022AR09A,Valide,4,4,1,1,4,novote,3,6,2,0,1,3,1
7353,U09-001,2022AR09A,Valide,3,2,3,1,2,3,2,7,1,3,3,0,0
7357,U09-001,2022AR09B,Valide,3,3,4,1,3,2,1,7,2,1,3,1,0
7359,U09-001,2022AR09B,Valide,1,1,novote,1,novote,1,novote,4,4,0,0,0,3
7360,U09-001,2022AR09B,Valide,3,novote,3,novote,2,3,2,5,0,2,3,0,2
7361,U09-001,2022AR09A,Valide,2,1,1,1,1,1,1,7,6,1,0,0,0
7362,U09-001,2022AR09A,Valide,novote,1,1,1,novote,2,novote,4,3,1,0,0,3
7363,U09-001,2022AR09A,Valide,2,4,4,4,1,4,3,7,1,1,1,4,0
7364,U09-001,2022AR09A,Valide,2,novote,2,2,novote,novote,3,4,0,3,1,0,3
7365,U09-001,2022AR09A,Valide,1,2,novote,novote,1,novote,2,4,2,2,0,0,3
7367,U09-001,2022AR09A,Valide,4,1,2,3,4,4,4,7,1,1,1,4,0
7371,U09-001,2022AR09A,Valide,novote,3,novote,novote,3,2,2,4,0,2,2,0,3
7372,U09-001,2022AR09A,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
7373,U09-001,2022AR09A,Valide,4,3,3,1,4,4,4,7,1,0,2,4,0
7374,U09-001,2022AR09A,Valide,novote,1,2,1,3,novote,novote,4,2,1,1,0,3
7378,U09-001,2022AR09A,Valide,2,2,2,1,3,2,1,7,2,4,1,0,0
7379,U09-001,2022AR09A,Valide,2,2,3,1,2,1,1,7,3,3,1,0,0
7380,U09-001,2022AR09A,Valide,novote,1,1,novote,novote,1,1,4,4,0,0,0,3
7381,U09-001,2022AR09A,Valide,3,4,2,2,3,2,4,7,0,3,2,2,0
7384,U09-001,2022AR09A,Valide,3,2,2,2,2,2,3,7,0,5,2,0,0
7386,U09-001,2022AR09A,Valide,3,1,1,1,3,1,1,7,5,0,2,0,0
7388,U09-001,2022AR09A,Valide,novote,1,1,1,novote,novote,1,4,4,0,0,0,3
7390,U09-001,2022AR09A,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
7391,U09-001,2022AR09A,Valide,1,novote,novote,novote,1,1,1,4,4,0,0,0,3
7392,U09-001,2022AR09A,Valide,2,1,2,4,3,2,1,7,2,3,1,1,0
7394,U09-001,2022AR09A,Valide,novote,2,2,1,novote,novote,2,4,1,3,0,0,3
7396,U09-001,2022AR09A,Valide,1,1,4,4,3,3,4,7,2,0,2,3,0
7400,U09-001,2022AR09A,Valide,3,3,3,2,3,3,2,7,0,2,5,0,0
7402,U09-001,2022AR09A,Valide,1,1,1,1,1,1,1,7,7,0,0,0,0
7403,U09-001,2022AR09A,Valide,novote,novote,2,1,1,2,1,5,3,2,0,0,2
7407,U09-001,2022AR09A,Valide,4,1,2,2,1,1,2,7,3,3,0,1,0
7408,U09-001,2022AR09A,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
7410,U09-001,2022AR09B,Valide,3,2,3,1,2,2,2,7,1,4,2,0,0
7411,U09-001,2022AR09A,Valide,1,1,novote,1,novote,novote,1,4,4,0,0,0,3
7412,U09-001,2022AR09B,Valide,3,2,3,2,3,4,1,7,1,2,3,1,0
7413,U09-001,2022AR09A,Nul,2,2,novote,2,novote,novote,novote,3,0,3,0,0,4
7415,U09-001,2022AR09A,Valide,novote,1,1,2,2,1,2,6,3,3,0,0,1
7420,U09-001,2022AR09A,Nul,novote,novote,novote,novote,novote,1,1,2,2,0,0,0,5
7421,U09-001,2022AR09A,Valide,1,3,3,1,2,3,1,7,3,1,3,0,0
7423,U09-001,2022AR09A,Valide,novote,1,1,2,1,1,1,6,5,1,0,0,1
7425,U09-001,2022AR09A,Valide,2,2,2,3,3,1,3,7,1,3,3,0,0
7426,U09-001,2022AR09A,Valide,2,1,4,1,2,1,1,7,4,2,0,1,0
7427,U09-001,2022AR09A,Valide,1,1,1,1,1,1,1,7,7,0,0,0,0
7428,U09-001,2022AR09A,Valide,2,4,4,4,1,4,3,7,1,1,1,4,0
7430,U09-001,2022AR09A,Valide,3,1,3,2,3,3,2,7,1,2,4,0,0
7431,U09-001,2022AR09B,Valide,4,2,2,1,1,2,1,7,3,3,0,1,0
7435,U09-001,2022AR09A,Valide,3,1,2,1,3,1,2,7,3,2,2,0,0
7439,U09-001,2022AR09B,Valide,2,1,3,1,3,novote,1,6,3,1,2,0,1
7441,U09-001,2022AR09A,Valide,2,3,2,2,3,3,1,7,1,3,3,0,0
7445,U09-001,2022AR09A,Valide,1,2,3,2,4,3,1,7,2,2,2,1,0
7448,U09-001,2022AR09A,Valide,1,1,1,novote,novote,novote,1,4,4,0,0,0,3
7449,U09-001,2022AR09B,Valide,3,3,3,4,3,2,3,7,0,1,5,1,0
7450,U09-001,2022AR09A,Nul,novote,1,novote,novote,novote,novote,1,2,2,0,0,0,5
7451,U09-001,2022AR09A,Valide,2,novote,2,3,1,novote,1,5,2,2,1,0,2
7452,U09-001,2022AR09A,Valide,3,2,4,3,novote,novote,1,5,1,1,2,1,2
7456,U09-001,2022AR09A,Valide,3,2,1,1,2,1,2,7,3,3,1,0,0
7457,U09-001,2022AR09A,Valide,3,4,1,2,3,1,1,7,3,1,2,1,0
7458,U09-001,2022AR09B,Valide,2,novote,3,2,2,novote,1,5,1,3,1,0,2
7460,U09-001,2022AR09A,Valide,2,1,1,2,novote,novote,novote,4,2,2,0,0,3
7461,U09-001,2022AR09A,Valide,novote,1,2,2,2,novote,1,5,2,3,0,0,2
7463,U09-001,2022AR09A,Valide,novote,1,1,1,1,4,1,6,5,0,0,1,1
7467,U09-001,2022AR09B,Valide,2,2,2,1,3,1,2,7,2,4,1,0,0
7469,U09-001,2022AR09B,Valide,novote,novote,2,1,1,novote,1,4,3,1,0,0,3
7470,U09-001,2022AR09B,Nul,novote,novote,novote,1,novote,novote,1 2,1,1,0,0,0,5
7471,U09-001,2022AR09B,Valide,1,1,1,3,novote,novote,novote,4,3,0,1,0,3
7472,U09-001,2022AR09A,Blanc,1 2,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
7474,U09-001,2022AR09A,Valide,1,1,1,1,novote,novote,novote,4,4,0,0,0,3
7475,U09-001,2022AR09B,Valide,2,2,3,3,3,2,2,7,0,4,3,0,0
7478,U09-001,2022AR09A,Valide,2,novote,novote,4,1,novote,2,4,1,2,0,1,3
7479,U09-001,2022AR09A,Valide,3,2,1,3,novote,1,1,6,3,1,2,0,1
7480,U09-001,2022AR09B,Valide,1,3,1,1,4,novote,3,6,3,0,2,1,1
7484,U09-001,2022AR09A,Valide,3,1,2,1,1,2,2,7,3,3,1,0,0
7485,U09-001,2022AR09A,Valide,2,2,1,1,novote,1,2,6,3,3,0,0,1
7487,U09-001,2022AR09A,Valide,novote,1,novote,2,1,novote,2,4,2,2,0,0,3
7488,U09-001,2022AR09A,Valide,3,3,2,3,3,3,3,7,0,1,6,0,0
7489,U09-001,2022AR09A,Valide,3,3,2,1,3,2,1,7,2,2,3,0,0
7491,U09-001,2022AR09A,Valide,3,1,3,1,2,2,2,7,2,3,2,0,0
7492,U09-001,2022AR09A,Valide,4,4,4,1,3,4,1,7,2,0,1,4,0
7493,U09-001,2022AR09A,Valide,2,novote,4,4,2,novote,novote,4,0,2,0,2,3
7494,U09-001,2022AR09A,Valide,2,3,2,1,3,4,2,7,1,3,2,1,0
7495,U09-001,2022AR09A,Valide,3,1,4,1,2,3,3,7,2,1,3,1,0
7500,U09-001,2022AR09A,Valide,2,1,novote,1,2,1,1,6,4,2,0,0,1
7502,U09-001,2022AR09A,Valide,3,2,1,3,3,3,3,7,1,1,5,0,0
7505,U09-001,2022AR09A,Valide,3,1,3,1,2,2,2,7,2,3,2,0,0
7507,U09-001,2022AR09A,Valide,novote,1,1,1,novote,novote,1,4,4,0,0,0,3
7515,U09-001,2022AR09A,Valide,1,1,1,1,1,novote,1,6,6,0,0,0,1
7516,U09-001,2022AR09A,Valide,3,2,3,1,3,4,2,7,1,2,3,1,0
7519,U09-001,2022AR09A,Valide,2,1,1,1,1,2,1,7,5,2,0,0,0
7522,U09-001,2022AR09A,Valide,1,1,novote,novote,2,2,novote,4,2,2,0,0,3
7525,U09-001,2022AR09B,Valide,2,1,1,2,2,2,1,7,3,4,0,0,0
7526,U09-001,2022AR09B,Valide,2,1,3,3,1,1,1,7,4,1,2,0,0
7527,U09-001,2022AR09A,Valide,novote,1,4,novote,4,novote,4,4,1,0,0,3,3
7528,U09-001,2022AR09A,Valide,4,2,2,3,4,4,2,7,0,3,1,3,0
7529,U09-001,2022AR09A,Valide,3,2,2,2,2,2,3,7,0,5,2,0,0
7530,U09-001,2022AR09A,Valide,3,3,3,2,1,2,1,7,2,2,3,0,0
7531,U09-001,2022AR09B,Valide,3,1,1,3,1,1,2,7,4,1,2,0,0
7532,U09-001,2022AR09A,Valide,2,2,4,1,3,4,2,7,1,3,1,2,0
7533,U09-001,2022AR09A,Valide,2,1,4,3,2,1,3,7,2,2,2,1,0
7537,U09-001,2022AR09A,Nul,novote,1,novote,novote,novote,1,novote,2,2,0,0,0,5
7539,U09-001,2022AR09B,Valide,1,1,2,1,3,2,1,7,4,2,1,0,0
7540,U09-001,2022AR09A,Valide,2,1,1,novote,novote,novote,1,4,3,1,0,0,3
7541,U09-001,2022AR09A,Nul,1 2,novote,novote,1,novote,novote,novote,1,1,0,0,0,5
7545,U09-001,2022AR09A,Valide,1,1,novote,novote,1,novote,1,4,4,0,0,0,3
7547,U09-001,2022AR09A,Valide,3,2,3,1,3,2,1,7,2,2,3,0,0
7548,U09-001,2022AR09B,Valide,3,3,3,3,1,2,3,7,1,1,5,0,0
7549,U09-001,2022AR09A,Valide,3,2,1,1,3,2,1,7,3,2,2,0,0
7550,U09-001,2022AR09B,Valide,1,novote,1,novote,novote,1,1,4,4,0,0,0,3
7551,U09-001,2022AR09A,Valide,3,2,1,2,3,1,2,7,2,3,2,0,0
7552,U09-001,2022AR09A,Valide,novote,1,2,1,novote,novote,1,4,3,1,0,0,3
7554,U09-001,2022AR09B,Valide,novote,1,1,1,novote,1,1,5,5,0,0,0,2
7555,U09-001,2022AR09A,Valide,4,3,3,2,2,3,3,7,0,2,4,1,0
7557,U09-001,2022AR09B,Valide,1,1,4,2,2,4,1,7,3,2,0,2,0
7559,U09-001,2022AR09A,Valide,3,1,2,1,1,3,3,7,3,1,3,0,0
7560,U09-001,2022AR09A,Valide,3,2,2,2,2,2,2,7,0,6,1,0,0
7561,U09-001,2022AR09A,Valide,1,novote,1,1,novote,novote,1,4,4,0,0,0,3
7562,U09-001,2022AR09A,Valide,3,1,2,2,4,1,2,7,2,3,1,1,0
7563,U09-001,2022AR09B,Nul,1,2,novote,novote,1,1 2,1 2,3,2,1,0,0,2
7565,U09-001,2022AR09A,Valide,novote,2,1,2,2,4,1,6,2,3,0,1,1
7568,U09-001,2022AR09B,Valide,3,3,4,2,3,4,3,7,0,1,4,2,0
7569,U09-001,2022AR09B,Valide,1,1,novote,novote,novote,2,2,4,2,2,0,0,3
7570,U09-001,2022AR09B,Valide,2,1,2,1,1,3,1,7,4,2,1,0,0
7571,U09-001,2022AR09A,Valide,novote,2,novote,1,novote,1,1,4,3,1,0,0,3
7573,U09-001,2022AR09B,Valide,3,2,novote,1,3,1,1,6,3,1,2,0,1
7574,U09-001,2022AR09B,Valide,3,2,2,novote,novote,1,2,5,1,3,1,0,2
7579,U09-001,2022AR09A,Valide,novote,1,novote,1,novote,1,1,4,4,0,0,0,3
7582,U09-001,2022AR09B,Valide,1,1,novote,novote,novote,2,2,4,2,2,0,0,3
7584,U09-001,2022AR09A,Valide,3,1,3,3,3,2,2,7,1,2,4,0,0
7586,U09-001,2022AR09A,Valide,novote,2,3,2,novote,novote,1,4,1,2,1,0,3
7596,U09-001,2022AR09B,Valide,novote,1,novote,1,novote,4,2,4,2,1,0,1,3
7601,U09-001,2022AR09B,Valide,1,3,2,2,1,3,1,7,3,2,2,0,0
7604,U09-001,2022AR09A,Valide,novote,1,novote,3,1,3,novote,4,2,0,2,0,3
7608,U09-001,2022AR09A,Valide,1,1,1,1,1,1,3,7,6,0,1,0,0
7617,U09-001,2022AR09B,Valide,2,novote,1,4,2,1,2,6,2,3,0,1,1
7618,U09-001,2022AR09A,Nul,3 4,1,3,3,3,3,3,6,1,0,5,0,0
7621,U09-001,2022AR09A,Valide,2,2,3,1,3,2,3,7,1,3,3,0,0
7624,U09-001,2022AR09A,Valide,novote,1,novote,3,3,novote,3,4,1,0,3,0,3
7625,U09-001,2022AR09A,Valide,2,1,2,2,2,2,1,7,2,5,0,0,0
7627,U09-001,2022AR09A,Valide,2,1,novote,2,novote,2,novote,4,1,3,0,0,3
7628,U09-001,2022AR09A,Valide,1,1,novote,novote,1,novote,1,4,4,0,0,0,3
7629,U09-001,2022AR09B,Valide,1,1,4,4,3,4,2,7,2,1,1,3,0
7631,U09-001,2022AR09A,Valide,3,3,2,2,2,2,1,7,1,4,2,0,0
7634,U09-001,2022AR09A,Valide,novote,1,novote,1,novote,2,1,4,3,1,0,0,3
7635,U09-001,2022AR09A,Nul,4,1 4,4,4,4,4,4,6,0,0,0,6,0
7637,U09-001,2022AR09A,Valide,2,3,1,4,4,1,2,7,2,2,1,2,0
7638,U09-001,2022AR09A,Valide,1,2,1,1,1,3,1,7,5,1,1,0,0
7639,U09-001,2022AR09A,Valide,1,1,4,4,4,4,4,7,2,0,0,5,0
7640,U09-001,2022AR09A,Valide,3,1,4,1,4,2,1,7,3,1,1,2,0
7643,U09-001,2022AR09A,Valide,novote,1,novote,1,1,novote,1,4,4,0,0,0,3
7644,U09-001,2022AR09B,Nul,2,novote,novote,novote,novote,novote,1 2,1,0,1,0,0,5
7645,U09-001,2022AR09A,Valide,novote,2,2,1,1,1,1,6,4,2,0,0,1
7646,U09-001,2022AR09A,Valide,2,1,1,2,3,2,3,7,2,3,2,0,0
7649,U09-001,2022AR09A,Valide,novote,3,4,novote,2,novote,1,4,1,1,1,1,3
7650,U09-001,2022AR09B,Nul,3,1,2 3,1,2,2,2,6,2,3,1,0,0
7651,U09-001,2022AR09A,Valide,2,3,3,2,1,1,2,7,2,3,2,0,0
7654,U09-001,2022AR09A,Valide,4,1,4,4,4,4,4,7,1,0,0,6,0
7655,U09-001,2022AR09A,Valide,2,2,3,3,2,1,2,7,1,4,2,0,0
7656,U09-001,2022AR09A,Valide,1,novote,1,novote,1,1,novote,4,4,0,0,0,3
7658,U09-001,2022AR09A,Valide,1,1,1,1,1,1,1,7,7,0,0,0,0
7659,U09-001,2022AR09A,Valide,2,2,3,2,3,3,1,7,1,3,3,0,0
7660,U09-001,2022AR09A,Valide,2,1,3,4,1,4,2,7,2,2,1,2,0
7661,U09-001,2022AR09A,Valide,2,1,4,4,2,1,2,7,2,3,0,2,0
7665,U09-001,2022AR09A,Valide,3,1,2,3,1,4,2,7,2,2,2,1,0
7666,U09-001,2022AR09A,Valide,3,1,1,1,1,3,4,7,4,0,2,1,0
7667,U09-001,2022AR09B,Valide,4,2,1,2,2,2,1,7,2,4,0,1,0
7668,U09-001,2022AR09A,Valide,2,1,novote,novote,2,novote,3,4,1,2,1,0,3
7669,U09-001,2022AR09A,Valide,novote,1,4,1,2,novote,novote,4,2,1,0,1,3
7670,U09-001,2022AR09B,Valide,1,1,1,1,1,1,1,7,7,0,0,0,0
7671,U09-001,2022AR09A,Valide,3,3,3,1,2,3,2,7,1,2,4,0,0
7672,U09-001,2022AR09A,Valide,4,2,1,4,4,4,3,7,1,1,1,4,0
7674,U09-001,2022AR09A,Nul,1 2,novote,3,4,novote,novote,novote,2,0,0,1,1,4
7675,U09-001,2022AR09A,Valide,4,4,4,4,4,4,novote,6,0,0,0,6,1
7677,U09-001,2022AR09B,Valide,2,novote,1,2,novote,2,novote,4,1,3,0,0,3
7678,U09-001,2022AR09A,Valide,2,2,2,1,2,1,2,7,2,5,0,0,0
7679,U09-001,2022AR09B,Nul,novote,2,4,4,2,1 2,1 2,4,0,2,0,2,1
7680,U09-001,2022AR09A,Valide,novote,3,3,3,3,novote,novote,4,0,0,4,0,3
7681,U09-001,2022AR09A,Valide,1,1,1,novote,1,novote,novote,4,4,0,0,0,3
7683,U09-001,2022AR09B,Valide,3,3,4,1,novote,4,1,6,2,0,2,2,1
7685,U09-001,2022AR09B,Valide,1,3,1,2,1,3,1,7,4,1,2,0,0
7686,U09-001,2022AR09B,Valide,2,1,2,1,2,2,2,7,2,5,0,0,0
7687,U09-001,2022AR09B,Valide,4,1,3,3,4,1,1,7,3,0,2,2,0
7690,U09-001,2022AR09B,Valide,novote,2,3,1,3,2,1,6,2,2,2,0,1
7691,U09-001,2022AR09B,Valide,3,3,3,1,3,2,1,7,2,1,4,0,0
7693,U09-001,2022AR09A,Valide,novote,3,novote,3,3,novote,1,4,1,0,3,0,3
7695,U09-001,2022AR09A,Valide,2,1,2,2,2,2,1,7,2,5,0,0,0
7699,U09-001,2022AR09A,Valide,novote,novote,novote,3,3,2,1,4,1,1,2,0,3
7701,U09-001,2022AR09A,Valide,4,1,4,4,novote,novote,novote,4,1,0,0,3,3
7703,U09-001,2022AR09A,Nul,novote,novote,novote,2,novote,1,1,3,2,1,0,0,4
7704,U09-001,2022AR09A,Valide,1,1,2,novote,2,novote,novote,4,2,2,0,0,3
7705,U09-001,2022AR09A,Valide,2,3,3,1,3,2,1,7,2,2,3,0,0
7706,U09-001,2022AR09A,Valide,1,1,novote,3,novote,1,novote,4,3,0,1,0,3
7710,U09-001,2022AR09A,Valide,2,2,novote,2,1,novote,novote,4,1,3,0,0,3
7714,U09-001,2022AR09A,Valide,2,1,3,1,novote,novote,novote,4,2,1,1,0,3
7718,U09-001,2022AR09A,Nul,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,6
7720,U09-001,2022AR09A,Valide,1,1,1,novote,novote,novote,1,4,4,0,0,0,3
7722,U09-001,2022AR09A,Valide,4,1,4,4,4,4,4,7,1,0,0,6,0
7723,U09-001,2022AR09A,Valide,1,2,1,2,1,3,3,7,3,2,2,0,0
7724,U09-001,2022AR09A,Valide,novote,2,novote,novote,2,2,1,4,1,3,0,0,3
7725,U09-001,2022AR09A,Valide,novote,novote,1,1,novote,3,1,4,3,0,1,0,3
7726,U09-001,2022AR09A,Valide,4,3,4,1,2,1,1,7,3,1,1,2,0
7728,U09-001,2022AR09A,Nul,novote,novote,1,2,novote,novote,novote,2,1,1,0,0,5
7731,U09-001,2022AR09A,Valide,4,2,4,3,4,4,1,7,1,1,1,4,0
7733,U09-001,2022AR09A,Valide,novote,1,novote,2,novote,2,1,4,2,2,0,0,3
7736,U09-001,2022AR09A,Valide,novote,novote,2,1,novote,2,2,4,1,3,0,0,3
7738,U09-001,2022AR09B,Valide,1,3,2,novote,3,1,4,6,2,1,2,1,1
7739,U09-001,2022AR09B,Valide,3,3,4,2,4,4,1,7,1,1,2,3,0
7741,U09-001,2022AR09A,Valide,3,novote,4,1,3,3,2,6,1,1,3,1,1
7743,U09-001,2022AR09B,Valide,novote,novote,2,1,1,1,1,5,4,1,0,0,2
7745,U09-001,2022AR09A,Valide,1,1,1,1,1,1,1,7,7,0,0,0,0
7750,U09-001,2022AR09A,Valide,1,2,1,2,3,3,3,7,2,2,3,0,0
7751,U09-001,2022AR09B,Valide,2,3,3,2,novote,4,1,6,1,2,2,1,1
7754,U09-001,2022AR09B,Valide,3,1,2,4,3,4,2,7,1,2,2,2,0
7756,U09-001,2022AR09A,Valide,1,1,1,2,2,2,1,7,4,3,0,0,0
7758,U09-001,2022AR09A,Valide,2,1,3,1,2,2,2,7,2,4,1,0,0
7762,U09-001,2022AR09B,Valide,2,2,1,2,3,1,3,7,2,3,2,0,0
7763,U09-001,2022AR09B,Valide,1,2,1,2,2,2,2,7,2,5,0,0,0
7766,U09-001,2022AR09A,Nul,2,1,novote,novote,novote,novote,1,3,2,1,0,0,4
7767,U09-001,2022AR09A,Valide,novote,1,2,2,2,2,4,6,1,4,0,1,1
7768,U09-001,2022AR09A,Valide,3,2,1,1,2,2,1,7,3,3,1,0,0
7769,U09-001,2022AR09A,Valide,novote,1,novote,1,novote,1,1,4,4,0,0,0,3
7770,U09-001,2022AR09B,Valide,novote,1,novote,1,1,1,novote,4,4,0,0,0,3
7772,U09-001,2022AR09A,Valide,2,2,1,1,2,1,1,7,4,3,0,0,0
7775,U09-001,2022AR09A,Valide,novote,novote,1,1,1,1,novote,4,4,0,0,0,3
7776,U09-001,2022AR09A,Valide,2,2,2,novote,2,2,2,6,0,6,0,0,1
7779,U09-001,2022AR09A,Valide,2,2,1,novote,1,2,1,6,3,3,0,0,1
7783,U09-001,2022AR09A,Valide,novote,1,3,novote,novote,2,2,4,1,2,1,0,3
7785,U09-001,2022AR09B,Valide,novote,1,novote,1,novote,2,1,4,3,1,0,0,3
7788,U09-001,2022AR09B,Valide,2,2,2,2,3,2,2,7,0,6,1,0,0
7792,U09-001,2022AR09B,Valide,3,1,novote,novote,novote,3,3,4,1,0,3,0,3
7797,U09-001,2022AR09A,Valide,2,2,1,3,1,1,3,7,3,2,2,0,0
7799,U09-001,2022AR09A,Valide,novote,1,novote,1,2,3,3,5,2,1,2,0,2
7804,U09-001,2022AR09A,Valide,1,1,novote,1,1,novote,novote,4,4,0,0,0,3
7809,U09-001,2022AR09A,Valide,novote,1,4,1,1,novote,novote,4,3,0,0,1,3
7810,U09-001,2022AR09A,Valide,3,2,novote,2,novote,2,novote,4,0,3,1,0,3
7811,U09-001,2022AR09B,Valide,4,1,1,1,4,1,1,7,5,0,0,2,0
7812,U09-001,2022AR09A,Valide,2,2,4,3,2,1,2,7,1,4,1,1,0
7813,U09-001,2022AR09A,Valide,2,2,3,2,2,2,1,7,1,5,1,0,0
7814,U09-001,2022AR09A,Valide,4,4,2,4,4,4,3,7,0,1,1,5,0
7815,U09-001,2022AR09B,Valide,3,4,1,4,4,4,1,7,2,0,1,4,0
7816,U09-001,2022AR09B,Valide,novote,novote,2,novote,1,2,2,4,1,3,0,0,3
7818,U09-001,2022AR09B,Valide,1,1,2,3,3,2,3,7,2,2,3,0,0
