ID,Urne,QR-Code,Categorie,"1 - Velo, velo, velo !",2 - Ameliorer les terrains sportifs du 17eme !,3 - Creation d un espace de glisse urbaine,4 - Des equipements sportifs moins energivores et mieux securises !,5 - Des equipements sportifs plus inclusifs,6 - Du tennis et du padel !,7 - Renover les gymnases du 17eme !,8 - Des locaux equipes pour un quartier plus solidaire,9 - Securiser les carrefours dangereux et les abords des ecoles,10 - Vers plus de vert dans le 17eme !,11 - Renover l ecole Bessieres aux Epinettes,12 - Renovons les ecoles du 17eme !,13 - Renover les marches couverts du 17eme,14 - Super ! La ressourcerie des familles,15 - De l art hors les murs !,16 - Patrimoine et memoire : restaurer et valoriser le 17eme !,17 - Reamenager la place des Ternes !,18 - Refection des chaussees boulevard des Batignolles,19 - Refection des trottoirs avenues de Clichy et St-Ouen,20 - Renovation de la rue de Rome et du boulevard Pereire,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
83323,U17-007,2022AR17B,Valide,1,novote,novote,novote,novote,novote,novote,novote,1,1,novote,1,novote,2,novote,novote,novote,novote,novote,1,6,5,1,0,0,14
83340,U17-007,2022AR17B,Valide,1,novote,novote,novote,novote,1,novote,novote,novote,1,novote,novote,1,novote,novote,novote,novote,novote,1,novote,5,5,0,0,0,15
83347,U17-007,2022AR17B,Valide,1,3,3,3,4,3,2,3,1,1,3,1,1,2,2,3,4,4,4,4,20,5,3,7,5,0
83364,U17-007,2022AR17B,Valide,3,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,20,13,6,1,0,0
83386,U17-007,2022AR17B,Valide,novote,2,2,novote,novote,2,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,4,1,3,0,0,16
83407,U17-007,2022AR17B,Valide,4,2,2,1,3,3,3,3,2,1,4,2,3,novote,novote,1,1,novote,4,3,17,4,4,6,3,3
83413,U17-007,2022AR17B,Valide,2,novote,3,2,novote,novote,2,2,2,1,3,3,2,1,2,2,3,1,2,1,17,4,9,4,0,3
83438,U17-007,2022AR17B,Valide,1,3,4,4,4,1,4,4,3,1,3,3,2,4,2,1,3,3,4,3,20,4,2,7,7,0
83458,U17-007,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,novote,novote,1,novote,novote,novote,novote,1,4,4,0,0,0,16
83494,U17-007,2022AR17B,Valide,1,novote,2,1,1,3,1,novote,1,1,1,1,2,2,3,3,novote,novote,novote,novote,14,8,3,3,0,6
83509,U17-007,2022AR17B,Valide,2,2,4,2,2,1,1,3,1,1,3,2,1,1,4,1,1,2,2,2,20,8,8,2,2,0
83597,U17-007,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,2,1,1,novote,novote,novote,novote,novote,novote,2,1,novote,novote,5,3,2,0,0,15
83601,U17-007,2022AR17B,Valide,1,1,2,1,1,novote,1,1,1,1,1,1,1,novote,novote,1,1,2,novote,2,16,13,3,0,0,4
83620,U17-007,2022AR17B,Valide,2,1,2,2,4,4,3,2,3,3,3,2,4,4,4,2,3,3,3,4,20,1,6,7,6,0
83653,U17-007,2022AR17B,Valide,1,3,1,2,2,1,2,2,1,1,3,3,2,1,2,2,4,3,1,3,20,7,7,5,1,0
83657,U17-007,2022AR17B,Valide,1,2,3,1,1,3,2,2,1,1,2,2,2,1,2,novote,novote,novote,1,novote,16,7,7,2,0,4
83677,U17-007,2022AR17B,Valide,1,3,3,3,3,3,3,1,2,1,3,3,1,1,1,2,4,4,4,4,20,6,2,8,4,0
83761,U17-007,2022AR17B,Valide,4,2,1,4,4,4,1,4,4,2,4,4,4,1,4,1,4,4,2,4,20,4,3,0,13,0
83773,U17-007,2022AR17B,Valide,1,novote,novote,2,3,3,3,1,4,1,4,4,3,1,1,3,4,4,3,3,18,5,1,7,5,2
83785,U17-007,2022AR17B,Valide,novote,2,novote,novote,1,novote,novote,novote,novote,novote,novote,1,2,novote,novote,novote,novote,novote,1,novote,5,3,2,0,0,15
83791,U17-007,2022AR17B,Valide,4,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,2,1,novote,novote,novote,2,novote,5,2,2,0,1,15
83797,U17-007,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,2,novote,novote,novote,4,3,2,3,6,1,2,2,1,14
83802,U17-007,2022AR17B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,novote,novote,novote,novote,novote,2,2,0,0,0,18
83814,U17-007,2022AR17B,Valide,4,4,4,1,1,4,4,4,1,1,4,3,1,1,1,3,1,3,3,1,20,9,0,4,7,0
83853,U17-007,2022AR17B,Valide,1,3,3,1,3,3,1,3,1,1,4,2,2,1,2,2,4,4,2,4,20,6,5,5,4,0
83905,U17-007,2022AR17B,Nul,1,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,2,novote,novote,novote,novote,novote,novote,3,2,1,0,0,17
83911,U17-007,2022AR17B,Valide,1,2,3,1,2,1,2,2,1,1,3,1,1,1,3,3,3,3,1,3,20,9,4,7,0,0
83963,U17-007,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,1,novote,1,novote,novote,novote,1,4,4,0,0,0,16
84021,U17-007,2022AR17B,Valide,2,novote,novote,novote,novote,novote,novote,2,2,1,novote,novote,2,novote,3,4,novote,novote,novote,3,8,1,4,2,1,12
84128,U17-007,2022AR17B,Valide,1,1,3,1,1,1,1,2,1,1,1,1,2,1,1,1,3,2,1,3,20,14,3,3,0,0
84156,U17-007,2022AR17B,Valide,1,3,3,1,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,20,14,1,5,0,0
84163,U17-007,2022AR17B,Valide,3,1,1,1,1,1,1,1,3,3,1,1,3,1,1,2,4,3,3,4,20,11,1,6,2,0
84185,U17-007,2022AR17B,Valide,3,2,3,2,2,1,novote,2,1,1,2,1,2,2,2,novote,3,3,2,2,18,4,10,4,0,2
84198,U17-007,2022AR17B,Valide,4,3,4,4,novote,novote,novote,2,1,3,3,2,4,novote,4,4,4,4,1,4,16,2,2,3,9,4
84232,U17-007,2022AR17B,Valide,1,2,3,1,3,3,1,2,1,novote,1,1,2,2,4,3,3,3,3,1,19,7,4,7,1,1
84247,U17-007,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,1,novote,1,novote,novote,novote,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,16
84278,U17-007,2022AR17B,Valide,1,novote,novote,1,novote,novote,novote,2,1,1,novote,2,2,1,1,novote,1,1,novote,1,12,9,3,0,0,8
84296,U17-007,2022AR17B,Valide,2,2,4,2,2,2,1,2,1,1,3,2,1,1,1,1,1,2,novote,1,19,9,8,1,1,1
84345,U17-007,2022AR17B,Valide,1,2,3,4,1,3,3,1,3,1,3,3,3,1,2,2,3,3,3,3,20,5,3,11,1,0
84365,U17-007,2022AR17B,Valide,1,2,3,2,2,1,2,3,2,1,2,2,3,1,2,4,4,2,4,4,20,4,9,3,4,0
84385,U17-007,2022AR17B,Nul,1,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,3,3,0,0,0,17
84462,U17-007,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,1,1,1,novote,novote,novote,novote,4,4,0,0,0,16
84481,U17-007,2022AR17B,Valide,2,novote,novote,novote,novote,novote,novote,1,novote,1,novote,1,novote,novote,1,novote,novote,novote,2,2,7,4,3,0,0,13
84488,U17-007,2022AR17B,Valide,4,2,3,2,3,2,2,4,1,4,2,3,2,3,4,3,4,2,3,1,20,2,7,6,5,0
84572,U17-007,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,2,novote,2,2,novote,1,novote,novote,novote,novote,novote,novote,4,1,3,0,0,16
84578,U17-007,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,1,novote,novote,1,novote,novote,novote,novote,novote,4,4,0,0,0,16
84640,U17-007,2022AR17B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,novote,novote,novote,novote,2,2,0,0,0,18
84653,U17-007,2022AR17B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,novote,novote,novote,novote,novote,novote,2,2,0,0,0,18
84664,U17-007,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,novote,novote,1,novote,1,novote,novote,novote,4,4,0,0,0,16
84690,U17-007,2022AR17B,Valide,novote,1,novote,novote,1,novote,1,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,16
84718,U17-007,2022AR17B,Valide,3,3,3,3,3,3,4,3,1,3,3,2,3,4,3,1,3,1,3,1,20,4,1,13,2,0
84723,U17-007,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,1,novote,3,1,4,4,4,4,novote,novote,novote,novote,novote,novote,7,2,0,1,4,13
84764,U17-007,2022AR17B,Valide,1,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,1,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,16
84787,U17-007,2022AR17B,Valide,1,3,4,3,4,3,2,3,1,1,1,1,1,2,1,1,1,1,1,1,20,12,2,4,2,0
84827,U17-007,2022AR17B,Valide,1,2,3,1,2,4,novote,2,3,1,2,3,2,1,3,2,1,3,2,1,19,6,7,5,1,1
84832,U17-007,2022AR17B,Valide,1,novote,novote,novote,novote,novote,1,novote,1,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,16
84839,U17-007,2022AR17B,Valide,1,2,3,1,1,3,1,1,1,1,1,1,2,1,1,3,3,3,1,3,20,12,2,6,0,0
84874,U17-007,2022AR17B,Valide,1,2,3,1,3,4,2,3,1,1,3,2,1,2,3,2,3,3,2,3,20,5,6,8,1,0
84898,U17-007,2022AR17B,Valide,4,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,3,4,1,novote,3,novote,1,8,4,0,2,2,12
84938,U17-007,2022AR17B,Valide,1,novote,novote,novote,novote,novote,novote,novote,1,1,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,16
84952,U17-007,2022AR17B,Nul,novote,novote,novote,novote,novote,1,1,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,3,3,0,0,0,17
84974,U17-007,2022AR17B,Valide,4,novote,4,novote,novote,novote,novote,novote,4,novote,novote,novote,novote,2,novote,1,novote,novote,novote,novote,5,1,1,0,3,15
84995,U17-007,2022AR17B,Valide,4,3,3,3,3,4,3,3,1,1,4,3,3,2,4,4,4,4,1,3,20,3,1,9,7,0
85003,U17-007,2022AR17B,Nul,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,19
85011,U17-007,2022AR17B,Valide,2,1,3,1,1,1,1,1,1,1,1,1,2,1,1,2,3,1,1,1,20,15,3,2,0,0
85045,U17-007,2022AR17B,Valide,2,2,3,1,2,1,2,2,2,1,2,1,1,1,3,2,3,2,2,2,20,6,11,3,0,0
85068,U17-007,2022AR17B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,20
85132,U17-007,2022AR17B,Valide,novote,novote,novote,1,novote,novote,1,novote,1,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,16
85143,U17-007,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,novote,novote,1,novote,novote,novote,novote,1,4,4,0,0,0,16
85168,U17-007,2022AR17B,Valide,1,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,2,1,novote,novote,novote,novote,novote,novote,4,3,1,0,0,16
85175,U17-007,2022AR17B,Valide,1,3,3,3,4,3,3,1,1,1,3,3,1,1,1,2,4,3,3,4,20,7,1,9,3,0
85227,U17-007,2022AR17B,Valide,1,4,4,3,4,2,4,2,1,1,4,1,1,3,3,3,4,4,4,4,20,5,2,4,9,0
85252,U17-007,2022AR17B,Valide,2,1,1,2,3,1,1,2,1,1,3,2,1,1,3,1,2,1,4,3,20,10,5,4,1,0
85280,U17-007,2022AR17B,Valide,2,1,1,2,2,2,2,2,1,1,2,2,1,3,3,2,3,2,1,2,20,6,11,3,0,0
85309,U17-007,2022AR17B,Valide,3,2,4,3,4,4,2,3,3,1,3,2,1,2,4,1,3,3,3,3,20,3,4,9,4,0
85311,U17-007,2022AR17B,Valide,novote,novote,novote,1,novote,novote,1,novote,2,2,1,novote,novote,1,1,3,2,3,2,novote,11,5,4,2,0,9
85321,U17-007,2022AR17B,Valide,1,1,4,1,1,4,1,3,1,2,1,1,2,1,3,3,4,2,1,3,20,10,3,4,3,0
85350,U17-007,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,novote,2,novote,novote,novote,novote,1,2,1,novote,novote,novote,4,2,2,0,0,16
85419,U17-007,2022AR17B,Valide,3,1,1,1,1,1,1,1,1,3,1,3,3,1,1,2,4,4,4,4,20,11,1,4,4,0
85431,U17-007,2022AR17B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,2,1,novote,novote,novote,novote,1,3,2,1,0,0,17
85544,U17-007,2022AR17B,Valide,novote,novote,4,novote,novote,novote,novote,novote,4,novote,novote,3,novote,novote,novote,1,novote,novote,3,novote,5,1,0,2,2,15
85625,U17-007,2022AR17B,Valide,1,novote,novote,novote,novote,novote,novote,novote,1,1,novote,novote,novote,novote,1,novote,novote,novote,novote,1,5,5,0,0,0,15
85639,U17-007,2022AR17B,Valide,2,novote,novote,novote,novote,novote,novote,1,novote,1,3,novote,novote,1,4,4,novote,novote,novote,3,8,3,1,2,2,12
85695,U17-007,2022AR17B,Valide,1,3,2,1,2,1,1,1,1,1,2,2,1,3,1,1,2,1,1,2,20,12,6,2,0,0
85707,U17-007,2022AR17B,Valide,3,2,3,2,novote,novote,2,2,1,1,3,3,novote,2,1,2,4,2,2,3,17,3,8,5,1,3
85714,U17-007,2022AR17B,Valide,4,1,novote,novote,novote,novote,novote,novote,novote,novote,1,1,novote,novote,novote,novote,novote,novote,novote,novote,4,3,0,0,1,16
85737,U17-007,2022AR17B,Valide,3,3,3,2,2,3,2,2,3,2,3,3,3,2,3,3,3,3,3,3,20,0,6,14,0,0
85780,U17-007,2022AR17B,Valide,1,1,3,3,2,1,2,2,2,1,novote,2,3,2,2,4,4,4,4,4,19,4,7,3,5,1
85831,U17-007,2022AR17B,Valide,1,novote,novote,novote,1,1,1,novote,1,1,novote,1,novote,novote,novote,novote,4,novote,novote,novote,8,7,0,0,1,12
85963,U17-007,2022AR17B,Valide,1,novote,novote,novote,novote,novote,1,novote,1,1,novote,novote,novote,novote,3,2,4,1,1,1,10,7,1,1,1,10
86015,U17-007,2022AR17B,Valide,1,3,3,3,3,3,3,3,1,1,3,3,1,2,3,3,1,1,1,1,20,8,1,11,0,0
86044,U17-007,2022AR17B,Valide,1,3,3,2,3,4,3,3,2,1,2,3,3,3,1,1,4,4,1,2,20,5,4,8,3,0
86068,U17-007,2022AR17B,Valide,1,2,3,1,2,1,3,2,1,1,2,2,2,1,3,3,2,2,2,2,20,6,10,4,0,0
86121,U17-007,2022AR17B,Valide,1,3,2,3,2,3,3,4,3,1,4,4,3,3,4,2,4,3,4,4,20,2,3,8,7,0
86160,U17-007,2022AR17B,Valide,4,4,4,3,4,4,3,4,2,3,4,2,4,4,1,1,4,3,4,3,20,2,2,5,11,0
86167,U17-007,2022AR17B,Valide,1,2,4,4,4,1,3,4,1,2,4,2,2,3,4,2,4,3,4,4,20,3,5,3,9,0
86203,U17-007,2022AR17B,Valide,2,novote,novote,novote,novote,novote,novote,novote,novote,3,novote,novote,novote,novote,3,novote,novote,novote,novote,1,4,1,1,2,0,16
86210,U17-007,2022AR17B,Valide,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,20,1,0,0,19,0
86225,U17-007,2022AR17B,Nul,2,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,2,1,1,0,0,18
86341,U17-007,2022AR17B,Valide,1,3,3,1,3,1,3,3,2,2,2,2,3,3,3,2,3,3,3,3,20,3,5,12,0,0
86348,U17-007,2022AR17B,Valide,novote,2,2,novote,2,2,2,1,novote,2,3,3,3,1,1,2,1,2,2,3,17,4,9,4,0,3
86376,U17-007,2022AR17B,Valide,2,2,2,1,2,2,2,1,1,2,2,1,1,1,2,1,2,1,2,2,20,8,12,0,0,0
86418,U17-007,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,2,novote,1,novote,novote,novote,novote,1,novote,novote,novote,1,novote,4,3,1,0,0,16
86424,U17-007,2022AR17B,Valide,1,novote,novote,2,1,1,2,1,novote,1,novote,2,2,1,1,2,novote,novote,novote,3,13,7,5,1,0,7
86464,U17-007,2022AR17B,Valide,novote,novote,novote,1,novote,2,novote,novote,novote,novote,novote,1,novote,novote,novote,2,novote,novote,novote,novote,4,2,2,0,0,16
86473,U17-007,2022AR17B,Valide,1,novote,novote,novote,novote,novote,novote,novote,1,novote,1,1,novote,novote,novote,novote,novote,novote,1,novote,5,5,0,0,0,15
86558,U17-007,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,novote,1,novote,novote,novote,novote,4,4,0,0,0,16
86568,U17-007,2022AR17B,Valide,1,3,1,2,3,3,3,2,1,1,novote,2,2,2,1,3,4,4,4,4,19,5,5,5,4,1
86594,U17-007,2022AR17B,Valide,1,2,3,2,2,4,2,3,2,1,novote,2,3,4,2,2,4,2,2,3,19,2,10,4,3,1
86599,U17-007,2022AR17B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,20
86731,U17-007,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,1,novote,1,novote,1,4,4,0,0,0,16
86753,U17-007,2022AR17B,Valide,1,4,2,3,3,3,2,3,2,1,1,1,3,1,2,2,2,4,3,3,20,5,6,7,2,0
86760,U17-007,2022AR17B,Nul,1 2 3 4,novote,novote,novote,novote,1 2 3 4,novote,novote,novote,1 2 3 4,novote,novote,novote,novote,novote,novote,1 2 3 4,novote,novote,novote,0,0,0,0,0,16
86772,U17-007,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,1,novote,novote,novote,novote,4,4,0,0,0,16
86789,U17-007,2022AR17B,Valide,3,3,3,3,2,2,3,3,3,3,3,3,2,3,3,1,3,2,2,3,20,1,5,14,0,0
86883,U17-007,2022AR17B,Valide,2,1,3,2,1,2,3,novote,1,1,3,3,3,novote,2,novote,3,2,1,1,17,6,5,6,0,3
86930,U17-007,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,2,2,2,3,3,3,2,2,3,2,2,2,12,0,8,4,0,8
86945,U17-007,2022AR17B,Valide,4,2,1,3,3,3,4,2,3,1,novote,2,1,3,4,4,2,2,4,3,19,3,5,6,5,1
86954,U17-007,2022AR17B,Valide,1,1,4,1,2,3,1,2,1,1,3,1,2,1,3,3,2,3,4,4,20,8,4,5,3,0
86989,U17-007,2022AR17B,Valide,1,2,3,1,1,2,3,2,1,1,1,1,novote,3,2,2,4,3,3,3,19,7,5,6,1,1
87027,U17-007,2022AR17B,Nul,novote,novote,novote,novote,novote,novote,novote,1,novote,1,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,3,3,0,0,0,17
87204,U17-007,2022AR17B,Valide,novote,1,1,novote,novote,1,novote,novote,novote,1,novote,novote,1,novote,novote,novote,1,novote,novote,novote,6,6,0,0,0,14
87285,U17-007,2022AR17B,Valide,1,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,16
87299,U17-007,2022AR17B,Valide,1,novote,novote,novote,novote,novote,1,novote,novote,1,novote,1,novote,1,novote,1,novote,novote,novote,novote,6,6,0,0,0,14
87331,U17-007,2022AR17B,Valide,novote,novote,novote,novote,1,novote,novote,1,novote,1,novote,novote,novote,1,2,novote,4,3,3,3,9,4,1,3,1,11
87360,U17-007,2022AR17B,Valide,1,novote,2,1,2,3,novote,novote,1,1,novote,2,3,1,2,novote,novote,novote,novote,novote,11,5,4,2,0,9
87435,U17-007,2022AR17B,Valide,2,2,3,2,2,2,2,2,2,2,3,2,1,2,2,3,3,3,3,3,20,1,12,7,0,0
87456,U17-007,2022AR17B,Valide,2,2,3,4,novote,1,novote,novote,2,1,novote,novote,novote,novote,1,novote,novote,novote,3,novote,9,3,3,2,1,11
87536,U17-007,2022AR17B,Valide,1,3,3,1,2,1,1,novote,1,1,3,novote,2,1,1,4,4,3,3,3,18,8,2,6,2,2
87587,U17-007,2022AR17B,Valide,1,1,3,3,3,3,1,3,1,1,3,1,3,1,3,3,3,3,3,3,20,7,0,13,0,0
87601,U17-007,2022AR17B,Valide,3,2,2,1,1,2,2,1,1,1,2,1,2,1,1,2,2,2,2,2,20,8,11,1,0,0
87637,U17-007,2022AR17B,Valide,1,novote,novote,1,1,novote,novote,1,1,1,novote,novote,novote,novote,novote,1,1,novote,novote,novote,8,8,0,0,0,12
87642,U17-007,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,1,1,1,novote,1,novote,1,novote,novote,novote,novote,novote,novote,5,5,0,0,0,15
87749,U17-007,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,2,2,3,2,3,3,2,2,1,2,3,2,3,3,14,1,7,6,0,6
87791,U17-007,2022AR17B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,2,2,0,0,0,18
87805,U17-007,2022AR17B,Valide,1,1,novote,novote,2,2,2,2,1,1,novote,novote,2,2,1,novote,2,novote,1,novote,13,6,7,0,0,7
87812,U17-007,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,1,1,novote,novote,novote,2,novote,novote,novote,2,novote,novote,novote,4,2,2,0,0,16
87857,U17-007,2022AR17B,Valide,1,4,4,4,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,4,20,3,0,0,17,0
87921,U17-007,2022AR17B,Valide,novote,1,1,1,1,1,1,1,1,novote,novote,1,novote,novote,novote,novote,novote,novote,4,novote,10,9,0,0,1,10
87940,U17-007,2022AR17B,Valide,1,3,3,1,2,3,3,1,2,1,1,2,1,2,2,1,3,3,2,3,20,7,6,7,0,0
87984,U17-007,2022AR17B,Valide,4,4,4,4,4,1,4,4,1,1,4,4,1,4,4,4,4,2,2,2,20,4,3,0,13,0
88033,U17-007,2022AR17B,Valide,1,3,3,3,3,3,3,3,1,1,1,1,3,2,4,3,1,1,2,1,20,8,2,9,1,0
88053,U17-007,2022AR17B,Valide,1,1,1,novote,1,1,novote,novote,1,1,novote,1,1,1,1,1,novote,1,1,novote,14,14,0,0,0,6
88066,U17-007,2022AR17B,Valide,1,novote,novote,novote,novote,novote,1,novote,novote,1,novote,novote,novote,novote,novote,novote,4,4,1,novote,6,4,0,0,2,14
88089,U17-007,2022AR17B,Nul,2,1,novote,novote,1,1,1,novote,1,novote,1,1 2,1 2,novote,1 2,1 2,novote,novote,novote,novote,7,6,1,0,0,9
88144,U17-007,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,1,novote,1,1,novote,novote,novote,1,novote,novote,novote,novote,novote,4,4,0,0,0,16
88163,U17-007,2022AR17B,Valide,1,1,3,2,1,2,1,1,1,1,1,1,2,2,1,2,4,2,3,3,20,10,6,3,1,0
88184,U17-007,2022AR17B,Valide,1,novote,novote,novote,novote,novote,novote,novote,2,1,novote,2,novote,2,novote,2,2,novote,novote,1,8,3,5,0,0,12
88192,U17-007,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,1,novote,novote,novote,4,4,0,0,0,16
88200,U17-007,2022AR17B,Valide,4,2,4,1,4,3,3,2,3,2,4,2,2,1,2,4,2,1,3,4,20,3,7,4,6,0
88274,U17-007,2022AR17B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,2,2,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,3,1,2,0,0,17
88323,U17-007,2022AR17B,Valide,4,1,4,3,3,3,3,4,4,4,3,1,3,4,4,1,4,4,4,4,20,3,0,6,11,0
88382,U17-010,2022AR17A,Valide,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,novote,novote,novote,1,1,novote,novote,novote,novote,4,4,0,0,0,16
88387,U17-007,2022AR17B,Valide,2,1,1,1,1,1,1,1,1,1,1,1,2,novote,1,1,novote,novote,novote,novote,15,13,2,0,0,5
88395,U17-007,2022AR17B,Valide,novote,novote,novote,1,1,novote,novote,novote,1,1,novote,novote,novote,novote,novote,1,1,1,1,novote,8,8,0,0,0,12
88417,U17-007,2022AR17B,Valide,1,2,3,2,1,3,2,1,3,1,2,2,2,1,1,1,3,novote,3,3,19,7,6,6,0,1
88423,U17-007,2022AR17B,Valide,1,2,2,2,2,2,2,2,2,1,2,3,3,2,1,3,2,3,2,2,20,3,13,4,0,0
88439,U17-007,2022AR17B,Valide,1,1,2,3,1,3,novote,1,2,1,1,1,2,2,1,3,2,3,2,2,19,8,7,4,0,1
88470,U17-007,2022AR17B,Valide,1,1,1,1,1,2,1,1,1,1,novote,1,2,2,2,1,2,1,2,1,19,13,6,0,0,1
88524,U17-007,2022AR17B,Valide,1,3,3,1,2,3,1,1,1,3,3,1,3,1,2,3,3,3,2,2,20,7,4,9,0,0
88589,U17-007,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,1,novote,1,novote,novote,1,novote,4,4,0,0,0,16
88592,U17-010,2022AR17B,Valide,novote,novote,novote,novote,novote,3,2,novote,1,1,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,5,3,1,1,0,15
88600,U17-010,2022AR17B,Valide,1,1,1,1,1,1,3,1,2,1,4,4,2,1,1,1,3,2,1,3,20,12,3,3,2,0
88612,U17-007,2022AR17B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,2,2,1,1,0,0,18
88621,U17-007,2022AR17B,Valide,novote,1,novote,1,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,4,4,0,0,0,16
88718,U17-010,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,2,4,2,4,1,2,2,2,3,1,3,2,4,1,14,3,6,2,3,6
88725,U17-007,2022AR17B,Valide,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,1,2,20,12,8,0,0,0
88736,U17-007,2022AR17B,Valide,3,novote,novote,novote,novote,novote,novote,2,novote,3,novote,novote,novote,2,1,novote,novote,novote,novote,novote,5,1,2,2,0,15
88754,U17-007,2022AR17B,Valide,4,novote,4,4,4,4,4,1,1,4,4,1,4,1,1,1,4,novote,1,novote,17,7,0,0,10,3
88779,U17-007,2022AR17B,Valide,2,2,2,2,1,1,2,1,3,1,3,3,2,2,1,1,4,3,1,3,20,7,7,5,1,0
88826,U17-007,2022AR17B,Valide,novote,1,1,novote,1,1,novote,novote,novote,novote,novote,1,novote,novote,3,1,novote,3,1,1,10,8,0,2,0,10
