ID,Urne,QR-Code,Categorie,1 - Des stationnements pour les velos,2 - Renovation espace de glisse JEMMAPES,3 - Un terrain couvert pour les sportifs du 10eme,4 - Aider les sans-abris et lutter contre la precarite menstruelle,5 - Agrandir le jardin du Chalet et favoriser la biodiversite,6 - Des cours d ecoles et de colleges vegetalisees et Oasis,7 - Les ecoliers du 10e pionniers de l egalite numerique,8 - Un eco-lieu pour le 10e,9 - Rendre son lustre a la maison des habitant.e.s du 10e !,10 - Restauration de la Chapelle de la Vierge,11 - Restauration des decors de l eglise Saint-Martin-des-Champs,12 - Restaurer les grilles de l eglise Saint-Vincent-de-Paul,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
179664,U10-002,2022AR10B,Valide,3,3,2,2,1,1,3,3,3,3,3,4,12,2,2,7,1,0
179684,U10-005,2022AR10B,Valide,1,1,novote,novote,1,novote,novote,1,novote,novote,novote,novote,4,4,0,0,0,8
179703,U10-005,2022AR10B,Valide,1,2,1,1,2,2,2,2,2,2,2,2,12,3,9,0,0,0
179747,U10-010,2022AR10A,Valide,novote,2,1,1,3,3,novote,2,novote,1,1,1,9,5,2,2,0,3
179753,U10-005,2022AR10B,Nul,novote,2,2,novote,novote,novote,novote,novote,novote,novote,novote,novote,2,0,2,0,0,10
179761,U10-005,2022AR10B,Valide,1,novote,novote,1,novote,1,novote,1,novote,novote,novote,novote,4,4,0,0,0,8
179831,U10-005,2022AR10B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,4,4,4,4,4,0,0,0,4,8
179887,U10-002,2022AR10B,Nul,novote,novote,novote,1,novote,novote,novote,novote,novote,1,novote,1,3,3,0,0,0,9
179919,U10-002,2022AR10B,Valide,1,novote,novote,1,1,1,novote,1,novote,novote,novote,novote,5,5,0,0,0,7
179930,U10-002,2022AR10B,Valide,novote,novote,novote,4,novote,novote,novote,novote,novote,1,3,3,4,1,0,2,1,8
179997,U10-002,2022AR10B,Valide,1,2,1,2,3,1,1,1,3,4,4,4,12,5,2,2,3,0
180011,U10-010,2022AR10A,Valide,1,novote,1,2,novote,novote,novote,novote,novote,novote,novote,2,4,2,2,0,0,8
180035,U10-002,2022AR10B,Valide,3,1,1,2,3,1,1,2,3,3,3,3,12,4,2,6,0,0
180037,U10-011,2022AR10A,Valide,1,1,1,1,novote,1,novote,2,2,novote,novote,2,8,5,3,0,0,4
180043,U10-002,2022AR10B,Nul,novote,novote,novote,1,novote,1,novote,1,novote,novote,novote,novote,3,3,0,0,0,9
180052,U10-005,2022AR10B,Valide,novote,novote,1,1,1,1,novote,1,novote,novote,novote,novote,5,5,0,0,0,7
180066,U10-005,2022AR10B,Valide,3,2,1,1,3,4,4,1,3,4,2,3,12,3,2,4,3,0
180084,U10-002,2022AR10B,Valide,novote,novote,1,novote,novote,1,1,1,novote,novote,novote,novote,4,4,0,0,0,8
180092,U10-005,2022AR10B,Valide,1,3,1,1,1,1,1,1,1,3,2,3,12,8,1,3,0,0
180141,U10-005,2022AR10B,Valide,1,novote,novote,1,1,novote,novote,1,novote,novote,novote,novote,4,4,0,0,0,8
180145,U10-002,2022AR10B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
180152,U10-005,2022AR10B,Valide,2,4,1,1,2,novote,novote,2,novote,novote,novote,novote,6,2,3,0,1,6
180153,U10-011,2022AR10A,Valide,2,2,2,2,2,1,3,3,4,4,4,4,12,1,5,2,4,0
180178,U10-004,2022AR10A,Valide,3,2,novote,1,1,4,4,4,4,4,4,4,11,2,1,1,7,1
180215,U10-002,2022AR10B,Valide,1,3,4,1,2,2,4,2,3,3,3,3,12,2,3,5,2,0
180225,U10-005,2022AR10B,Valide,1,2,2,1,1,1,1,1,2,2,2,3,12,6,5,1,0,0
180237,U10-011,2022AR10A,Valide,3,2,1,1,1,2,1,2,2,2,3,3,12,4,5,3,0,0
180239,U10-010,2022AR10A,Valide,1,3,2,1,2,1,3,novote,2,4,4,4,11,3,3,2,3,1
180271,U10-005,2022AR10B,Valide,novote,novote,novote,2,novote,1,1,2,novote,novote,novote,novote,4,2,2,0,0,8
180296,U10-005,2022AR10B,Valide,novote,novote,novote,novote,novote,2,novote,novote,novote,1,2,3,4,1,2,1,0,8
180340,U10-005,2022AR10B,Valide,1,novote,1,novote,1,novote,1,1,novote,novote,novote,novote,5,5,0,0,0,7
180349,U10-011,2022AR10A,Valide,1,1,1,2,3,4,3,2,3,3,2,2,12,3,4,4,1,0
180357,U10-005,2022AR10B,Valide,3,2,2,1,1,1,2,1,3,3,3,2,12,4,4,4,0,0
180364,U10-012,2022AR10A,Valide,1,3,4,1,3,3,3,2,2,3,4,4,12,2,2,5,3,0
180365,U10-005,2022AR10B,Valide,3,3,3,2,3,3,4,2,4,4,4,4,12,0,2,5,5,0
180407,U10-010,2022AR10A,Valide,novote,novote,novote,1,1,3,novote,novote,3,1,3,3,7,3,0,4,0,5
180423,U10-005,2022AR10B,Valide,1,4,2,1,1,1,4,4,1,1,1,1,12,8,1,0,3,0
180444,U10-012,2022AR10A,Valide,novote,novote,1,1,novote,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,8
180478,U10-005,2022AR10B,Valide,1,1,1,2,2,1,2,1,2,2,2,2,12,5,7,0,0,0
180492,U10-002,2022AR10B,Valide,3,3,2,2,2,1,1,1,4,4,4,4,12,3,3,2,4,0
180500,U10-002,2022AR10B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,1,1,1,1,4,4,0,0,0,8
180531,U10-012,2022AR10A,Valide,novote,2,2,2,2,2,2,2,2,2,2,2,11,0,11,0,0,1
180533,U10-002,2022AR10B,Valide,3,4,1,1,3,1,3,3,3,1,3,1,12,5,0,6,1,0
180539,U10-005,2022AR10B,Valide,1,2,2,1,1,1,2,2,2,2,1,2,12,5,7,0,0,0
180553,U10-002,2022AR10B,Valide,1,2,1,1,2,1,1,1,1,3,1,2,12,8,3,1,0,0
180576,U10-002,2022AR10B,Valide,novote,novote,novote,2,novote,2,novote,novote,3,3,4,2,6,0,3,2,1,6
180580,U10-009,2022AR10A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
180590,U10-005,2022AR10B,Valide,1,2,novote,1,1,2,2,1,2,novote,novote,2,9,4,5,0,0,3
180596,U10-002,2022AR10B,Valide,2,2,3,2,2,2,2,3,3,3,3,3,12,0,6,6,0,0
180629,U10-005,2022AR10B,Valide,2,novote,novote,2,novote,2,2,novote,novote,novote,novote,1,5,1,4,0,0,7
180637,U10-005,2022AR10B,Valide,3,novote,1,1,1,3,1,2,1,3,3,3,11,5,1,5,0,1
180654,U10-005,2022AR10B,Valide,1,1,2,1,1,1,1,1,1,1,1,2,12,10,2,0,0,0
180678,U10-010,2022AR10A,Valide,1,4,2,1,3,2,2,2,2,4,3,3,12,2,5,3,2,0
180701,U10-005,2022AR10B,Valide,1,novote,4,novote,novote,3,novote,1,novote,novote,novote,novote,4,2,0,1,1,8
180723,U10-011,2022AR10A,Valide,2,1,2,1,2,1,2,1,3,2,2,2,12,4,7,1,0,0
180725,U10-005,2022AR10B,Valide,1,2,3,1,2,1,2,2,3,3,3,3,12,3,4,5,0,0
180751,U10-012,2022AR10A,Valide,2,2,2,3,1,1,1,2,1,1,3,2,12,5,5,2,0,0
180756,U10-005,2022AR10B,Valide,novote,novote,novote,novote,1,1,1,1,novote,novote,novote,novote,4,4,0,0,0,8
180804,U10-010,2022AR10A,Valide,2,1,1,1,1,1,1,1,1,1,1,1,12,11,1,0,0,0
180821,U10-005,2022AR10B,Valide,1,1,1,1,2,1,2,novote,2,novote,1,novote,9,6,3,0,0,3
180829,U10-002,2022AR10B,Valide,1,novote,2,novote,2,1,novote,novote,novote,novote,novote,novote,4,2,2,0,0,8
180836,U10-005,2022AR10B,Valide,1,2,2,1,1,2,2,2,1,1,1,1,12,7,5,0,0,0
180843,U10-002,2022AR10B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
180875,U10-010,2022AR10A,Nul,novote,novote,novote,1,1,novote,novote,novote,novote,novote,1,novote,3,3,0,0,0,9
180882,U10-005,2022AR10B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
180890,U10-005,2022AR10B,Valide,1,2,1,2,1,2,2,2,3,3,3,3,12,3,5,4,0,0
180896,U10-005,2022AR10B,Valide,4,2,3,1,1,1,1,3,3,1,1,2,12,6,2,3,1,0
180897,U10-011,2022AR10A,Valide,4,3,2,1,4,2,3,4,3,novote,3,4,11,1,2,4,4,1
180924,U10-002,2022AR10B,Valide,2,2,2,1,2,1,2,3,3,4,4,4,12,2,5,2,3,0
180939,U10-002,2022AR10B,Valide,novote,novote,novote,1,1,1,novote,1,novote,novote,novote,novote,4,4,0,0,0,8
180947,U10-002,2022AR10B,Valide,novote,novote,novote,1,1,novote,1,1,novote,novote,novote,novote,4,4,0,0,0,8
180962,U10-002,2022AR10B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
180979,U10-005,2022AR10B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
180985,U10-012,2022AR10A,Valide,1,novote,novote,1,1,novote,novote,1,1,novote,novote,novote,5,5,0,0,0,7
180989,U10-002,2022AR10B,Valide,novote,novote,novote,novote,novote,novote,novote,4,3,novote,2,1,4,1,1,1,1,8
180995,U10-002,2022AR10B,Valide,1,3,4,1,1,1,2,2,3,3,3,3,12,4,2,5,1,0
181002,U10-005,2022AR10B,Valide,4,2,3,1,2,2,1,3,4,4,4,3,12,2,3,3,4,0
181042,U10-005,2022AR10B,Valide,1,3,2,1,2,1,2,2,2,2,1,2,12,4,7,1,0,0
181062,U10-002,2022AR10B,Valide,4,novote,4,1,1,1,4,4,4,4,4,4,11,3,0,0,8,1
181069,U10-002,2022AR10B,Valide,1,3,3,3,3,3,4,2,4,2,2,2,12,1,4,5,2,0
181082,U10-003,2022AR10B,Valide,1,novote,3,4,novote,novote,3,2,3,4,4,4,9,1,1,3,4,3
181095,U10-002,2022AR10B,Valide,2,2,2,1,1,1,1,1,3,3,3,3,12,5,3,4,0,0
181102,U10-002,2022AR10B,Valide,2,4,4,1,1,1,2,3,4,4,4,4,12,3,2,1,6,0
181147,U10-010,2022AR10A,Valide,1,novote,novote,novote,1,1,novote,novote,novote,novote,1,novote,4,4,0,0,0,8
181162,U10-002,2022AR10B,Valide,2,2,2,1,1,1,2,1,4,3,3,3,12,4,4,3,1,0
181170,U10-005,2022AR10B,Nul,novote,2,novote,2,novote,1,novote,novote,novote,novote,novote,novote,3,1,2,0,0,9
181185,U10-005,2022AR10B,Valide,1,novote,1,1,novote,1,2,4,2,1,novote,2,9,5,3,0,1,3
181194,U10-002,2022AR10B,Valide,1,2,1,2,2,2,3,1,1,4,4,4,12,4,4,1,3,0
181203,U10-012,2022AR10A,Valide,1,3,3,2,1,1,3,3,3,3,3,3,12,3,1,8,0,0
181209,U10-010,2022AR10A,Valide,2,4,1,3,1,1,1,1,2,3,2,2,12,5,4,2,1,0
181240,U10-005,2022AR10B,Valide,1,novote,novote,1,2,novote,novote,2,3,novote,novote,novote,5,2,2,1,0,7
181249,U10-010,2022AR10A,Valide,2,3,2,3,3,1,1,2,4,3,3,3,12,2,3,6,1,0
181256,U10-002,2022AR10B,Valide,2,2,2,1,1,1,4,1,2,2,3,3,12,4,5,2,1,0
181267,U10-012,2022AR10A,Valide,4,3,1,2,4,4,3,3,3,3,3,3,12,1,1,7,3,0
181273,U10-005,2022AR10B,Valide,1,3,1,1,1,1,1,1,2,3,3,3,12,7,1,4,0,0
181289,U10-002,2022AR10B,Valide,novote,novote,1,novote,novote,novote,1,1,novote,novote,novote,1,4,4,0,0,0,8
181296,U10-005,2022AR10B,Valide,1,1,1,1,1,1,1,1,novote,novote,novote,novote,8,8,0,0,0,4
181327,U10-012,2022AR10A,Valide,2,novote,1,1,1,1,1,novote,novote,novote,3,3,8,5,1,2,0,4
181329,U10-005,2022AR10B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
181346,U10-005,2022AR10B,Valide,novote,novote,novote,1,1,2,novote,2,3,novote,novote,2,6,2,3,1,0,6
181383,U10-005,2022AR10B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
181419,U10-012,2022AR10A,Valide,2,2,1,1,1,2,novote,novote,2,novote,novote,2,8,3,5,0,0,4
181420,U10-011,2022AR10A,Valide,3,2,1,2,1,1,2,1,4,1,1,1,12,7,3,1,1,0
181423,U10-005,2022AR10B,Valide,4,3,3,4,2,1,1,1,2,2,2,3,12,3,4,3,2,0
181438,U10-011,2022AR10A,Valide,2,2,1,2,1,1,3,1,3,4,4,2,12,4,4,2,2,0
181439,U10-005,2022AR10B,Valide,1,2,4,1,3,1,1,2,3,1,4,2,12,5,3,2,2,0
181446,U10-005,2022AR10B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
181456,U10-005,2022AR10B,Valide,novote,1,1,1,novote,1,1,1,novote,novote,novote,novote,6,6,0,0,0,6
181474,U10-005,2022AR10B,Valide,2,novote,novote,2,2,1,2,novote,novote,novote,2,2,7,1,6,0,0,5
181484,U10-002,2022AR10B,Valide,1,novote,novote,1,1,novote,novote,1,novote,novote,novote,novote,4,4,0,0,0,8
181499,U10-005,2022AR10B,Valide,novote,2,2,1,novote,novote,1,novote,novote,novote,novote,novote,4,2,2,0,0,8
181506,U10-002,2022AR10B,Valide,2,3,3,4,1,1,4,1,4,2,3,2,12,3,3,3,3,0
181516,U75-001,2022AR10A,Valide,1,novote,novote,1,1,1,novote,1,novote,novote,novote,novote,5,5,0,0,0,7
181532,U10-012,2022AR10A,Valide,novote,novote,novote,2,2,2,novote,3,novote,novote,novote,novote,4,0,3,1,0,8
181538,U10-005,2022AR10B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
181578,U10-010,2022AR10A,Valide,novote,novote,novote,1,1,novote,novote,novote,2,2,novote,novote,4,2,2,0,0,8
181586,U10-002,2022AR10B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
181600,U10-005,2022AR10B,Nul,novote,novote,novote,1,novote,novote,1,novote,novote,novote,novote,novote,2,2,0,0,0,10
181640,U10-005,2022AR10B,Valide,novote,novote,novote,1,1,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,8
181649,U10-005,2022AR10B,Valide,1,novote,novote,1,novote,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,8
181674,U10-005,2022AR10B,Valide,2,1,2,1,2,2,novote,1,2,2,2,2,11,3,8,0,0,1
181676,U10-011,2022AR10A,Valide,3,1,2,1,2,2,1,2,2,2,novote,2,11,3,7,1,0,1
181690,U10-005,2022AR10B,Valide,1,1,3,2,1,1,2,2,3,4,4,3,12,4,3,3,2,0
181698,U10-005,2022AR10B,Valide,1,1,1,1,novote,novote,1,1,novote,1,3,1,9,8,0,1,0,3
181744,U10-005,2022AR10B,Valide,1,1,1,2,novote,novote,1,novote,novote,novote,novote,novote,5,4,1,0,0,7
181762,U10-005,2022AR10B,Valide,1,novote,1,1,novote,1,1,novote,novote,novote,novote,novote,5,5,0,0,0,7
181767,U10-009,2022AR10A,Valide,2,3,3,1,2,1,2,1,3,2,2,2,12,3,6,3,0,0
181814,U10-012,2022AR10A,Valide,3,2,2,2,2,2,2,3,2,2,2,2,12,0,10,2,0,0
181845,U10-005,2022AR10B,Valide,novote,novote,novote,2,novote,2,2,novote,2,novote,novote,novote,4,0,4,0,0,8
181861,U10-002,2022AR10B,Valide,1,novote,novote,1,2,novote,novote,novote,novote,1,1,1,6,5,1,0,0,6
181942,U10-005,2022AR10B,Valide,1,4,2,2,3,1,1,novote,2,3,2,3,11,3,4,3,1,1
181968,U10-005,2022AR10B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
181991,U10-005,2022AR10B,Valide,novote,1,2,novote,2,novote,novote,novote,2,2,novote,2,6,1,5,0,0,6
181999,U10-002,2022AR10B,Valide,4,1,1,1,1,1,1,2,2,2,2,2,12,6,5,0,1,0
182023,U10-010,2022AR10A,Valide,1,1,2,2,1,1,2,1,3,3,3,3,12,5,3,4,0,0
182038,U10-003,2022AR10B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
182048,U10-011,2022AR10A,Valide,2,novote,3,novote,novote,novote,novote,novote,2,novote,2,novote,4,0,3,1,0,8
182051,U10-005,2022AR10B,Nul,3,2,3,1,1,2,2 3,1,3,3,4,4,11,3,2,4,2,0
182083,U10-005,2022AR10B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
182085,U10-012,2022AR10A,Valide,2,novote,novote,1,2,1,novote,novote,novote,novote,novote,novote,4,2,2,0,0,8
182100,U10-005,2022AR10B,Valide,1,novote,1,1,novote,novote,novote,2,4,3,3,3,8,3,1,3,1,4
182103,U10-005,2022AR10B,Valide,1,3,1,1,2,1,1,1,1,3,3,4,12,7,1,3,1,0
182111,U10-002,2022AR10B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
182119,U10-005,2022AR10B,Valide,3,1,1,2,2,2,3,3,3,4,4,4,12,2,3,4,3,0
182127,U10-009,2022AR10A,Valide,3,1,1,1,3,1,1,3,3,3,3,3,12,5,0,7,0,0
182132,U10-012,2022AR10A,Valide,2,1,1,2,1,1,1,2,1,2,1,1,12,8,4,0,0,0
182150,U10-002,2022AR10B,Valide,novote,novote,1,novote,1,1,1,novote,1,novote,novote,novote,5,5,0,0,0,7
182167,U10-002,2022AR10B,Valide,1,3,3,1,2,2,2,novote,3,2,2,3,11,2,5,4,0,1
182182,U10-002,2022AR10B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
182201,U10-010,2022AR10A,Valide,1,novote,1,1,1,1,novote,1,novote,4,novote,novote,7,6,0,0,1,5
182216,U10-002,2022AR10B,Valide,4,1,2,1,4,3,4,1,4,4,4,3,12,3,1,2,6,0
182225,U10-002,2022AR10B,Valide,2,2,1,1,3,3,2,1,3,1,3,2,12,4,4,4,0,0
182232,U10-005,2022AR10B,Valide,2,3,2,3,2,2,4,3,3,4,3,3,12,0,4,6,2,0
182240,U10-002,2022AR10B,Valide,4,4,4,4,4,4,4,4,1,1,1,1,12,4,0,0,8,0
182253,U10-005,2022AR10B,Valide,4,3,4,1,1,1,3,1,4,1,1,1,12,7,0,2,3,0
182276,U10-005,2022AR10B,Valide,novote,novote,novote,1,2,2,novote,1,1,novote,novote,3,6,3,2,1,0,6
182327,U10-009,2022AR10A,Valide,novote,novote,1,2,novote,1,novote,2,novote,novote,novote,novote,4,2,2,0,0,8
182329,U10-002,2022AR10B,Valide,2,2,1,1,2,1,1,2,3,3,1,1,12,6,4,2,0,0
182345,U10-005,2022AR10B,Valide,1,novote,2,novote,novote,novote,novote,novote,novote,3,novote,2,4,1,2,1,0,8
182353,U10-005,2022AR10B,Valide,1,1,1,1,4,4,1,3,4,4,4,4,12,5,0,1,6,0
182358,U10-002,2022AR10B,Valide,2,1,4,1,1,1,2,1,4,3,3,3,12,5,2,3,2,0
182371,U10-011,2022AR10A,Valide,2,novote,novote,1,1,2,novote,novote,novote,novote,novote,novote,4,2,2,0,0,8
182374,U10-005,2022AR10B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
182390,U10-005,2022AR10B,Valide,1,1,1,1,1,1,2,2,2,3,3,3,12,6,3,3,0,0
182399,U10-002,2022AR10B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
182416,U10-002,2022AR10B,Valide,1,2,novote,1,1,2,2,1,novote,novote,novote,novote,7,4,3,0,0,5
182445,U10-005,2022AR10B,Valide,1,3,3,1,2,2,2,1,1,1,1,1,12,7,3,2,0,0
182452,U10-005,2022AR10B,Valide,2,2,2,2,2,2,2,2,2,2,2,2,12,0,12,0,0,0
182485,U10-005,2022AR10B,Valide,1,1,novote,1,1,1,novote,novote,novote,novote,novote,1,6,6,0,0,0,6
182505,U10-002,2022AR10B,Valide,novote,novote,novote,1,novote,1,novote,1,novote,novote,novote,1,4,4,0,0,0,8
182538,U10-011,2022AR10A,Valide,1,3,3,2,1,1,4,3,4,4,4,4,12,3,1,3,5,0
182542,U10-005,2022AR10B,Valide,1,4,1,1,1,4,novote,1,1,4,4,4,11,6,0,0,5,1
182557,U10-005,2022AR10B,Valide,3,2,1,3,3,2,4,4,4,4,4,2,12,1,3,3,5,0
182592,U10-003,2022AR10B,Valide,2,3,3,novote,3,2,2,2,3,4,3,3,11,0,4,6,1,1
182596,U10-005,2022AR10B,Valide,1,novote,novote,1,novote,1,novote,1,novote,novote,novote,novote,4,4,0,0,0,8
182630,U10-009,2022AR10A,Valide,1,novote,1,1,novote,novote,novote,1,novote,novote,novote,novote,4,4,0,0,0,8
182645,U10-005,2022AR10B,Valide,3,2,2,1,2,2,2,2,2,2,2,2,12,1,10,1,0,0
182653,U10-005,2022AR10B,Valide,3,3,3,1,3,2,4,4,4,4,4,4,12,1,1,4,6,0
182662,U10-002,2022AR10B,Valide,1,1,2,2,2,1,2,1,3,3,3,3,12,4,4,4,0,0
182671,U10-005,2022AR10B,Valide,novote,novote,novote,novote,novote,1,1,novote,novote,novote,1,3,4,3,0,1,0,8
182679,U10-005,2022AR10B,Valide,novote,novote,3,3,novote,novote,novote,novote,3,novote,novote,3,4,0,0,4,0,8
182687,U10-005,2022AR10B,Valide,2,3,3,1,1,1,2,1,2,3,3,3,12,4,3,5,0,0
182693,U10-011,2022AR10A,Valide,2,1,1,2,2,2,1,2,2,3,4,4,12,3,6,1,2,0
182720,U10-002,2022AR10B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
182736,U10-005,2022AR10B,Valide,1,3,3,1,1,1,4,1,3,3,3,3,12,5,0,6,1,0
182774,U10-010,2022AR10A,Valide,2,2,2,1,2,1,4,2,3,3,3,3,12,2,5,4,1,0
182782,U10-005,2022AR10B,Valide,2,3,1,2,2,1,1,2,1,2,1,2,12,5,6,1,0,0
182821,U10-005,2022AR10B,Nul,1,novote,novote,1,novote,2,novote,novote,novote,novote,novote,novote,3,2,1,0,0,9
182845,U10-005,2022AR10B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,1,0,0,0,11
182851,U10-002,2022AR10B,Valide,2,1,1,1,1,1,1,1,1,3,3,3,12,8,1,3,0,0
182870,U10-002,2022AR10B,Valide,3,3,3,3,3,3,novote,novote,3,novote,novote,3,8,0,0,8,0,4
182886,U10-002,2022AR10B,Valide,2,3,2,1,1,1,3,2,3,3,3,3,12,3,3,6,0,0
182916,U10-005,2022AR10B,Valide,2,2,2,novote,novote,2,2,2,2,2,2,2,10,0,10,0,0,2
182926,U10-005,2022AR10B,Valide,2,2,2,1,1,3,4,4,4,1,novote,1,11,4,3,1,3,1
182979,U10-002,2022AR10B,Valide,2,2,novote,2,1,1,novote,1,3,1,3,3,10,4,3,3,0,2
182987,U10-005,2022AR10B,Valide,novote,novote,novote,2,novote,3,4,4,3,2,1,2,8,1,3,2,2,4
183020,U10-005,2022AR10B,Valide,1,3,3,1,1,1,4,1,3,4,3,4,12,5,0,4,3,0
183027,U10-009,2022AR10A,Valide,1,novote,1,1,1,1,novote,novote,novote,novote,novote,novote,5,5,0,0,0,7
183035,U10-002,2022AR10B,Valide,4,1,1,1,1,1,novote,novote,1,novote,novote,novote,7,6,0,0,1,5
183051,U10-005,2022AR10B,Valide,1,2,2,1,1,1,1,1,3,3,3,3,12,6,2,4,0,0
183061,U10-005,2022AR10B,Valide,1,1,1,1,1,1,1,1,4,4,4,4,12,8,0,0,4,0
183108,U10-002,2022AR10B,Valide,novote,novote,novote,4,novote,novote,novote,novote,novote,1,3,3,4,1,0,2,1,8
183113,U10-009,2022AR10A,Valide,1,novote,novote,1,novote,1,1,1,novote,novote,novote,novote,5,5,0,0,0,7
183116,U10-005,2022AR10B,Valide,novote,novote,1,1,novote,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,8
183133,U10-012,2022AR10A,Valide,2,2,1,1,2,2,1,2,2,4,4,4,12,3,6,0,3,0
183183,U10-005,2022AR10B,Valide,4,3,4,1,2,2,3,1,4,4,4,4,12,2,2,2,6,0
183215,U10-010,2022AR10A,Valide,1,3,1,1,1,3,2,3,3,1,2,1,12,6,2,4,0,0
183254,U10-002,2022AR10B,Valide,novote,novote,novote,1,1,1,novote,1,novote,novote,novote,novote,4,4,0,0,0,8
183266,U10-005,2022AR10B,Valide,2,2,1,1,2,3,2,2,1,1,2,1,12,5,6,1,0,0
183290,U10-005,2022AR10B,Valide,3,1,1,1,3,1,1,1,4,3,3,3,12,6,0,5,1,0
183293,U10-012,2022AR10A,Valide,2,2,2,1,2,2,3,3,2,2,2,3,12,1,8,3,0,0
183294,U10-011,2022AR10A,Valide,1,2,1,1,1,2,1,2,2,2,2,2,12,5,7,0,0,0
183318,U10-010,2022AR10A,Valide,1,2,1,3,3,1,1,3,1,1,1,1,12,8,1,3,0,0
183323,U10-003,2022AR10B,Valide,1,1,1,1,1,1,1,1,1,4,4,4,12,9,0,0,3,0
183334,U10-005,2022AR10B,Valide,3,novote,novote,2,novote,novote,novote,2,novote,1,2,2,6,1,4,1,0,6
183372,U10-010,2022AR10A,Valide,3,3,3,2,1,1,3,2,1,2,2,1,12,4,4,4,0,0
183380,U10-005,2022AR10B,Valide,2,3,1,1,3,2,1,2,3,3,2,2,12,3,5,4,0,0
183388,U10-005,2022AR10B,Valide,2,1,1,1,3,1,2,4,3,3,3,3,12,4,2,5,1,0
183390,U10-012,2022AR10A,Valide,4,4,2,3,2,2,3,4,1,novote,4,2,11,1,4,2,4,1
183423,U10-002,2022AR10B,Valide,2,2,2,2,1,1,2,3,1,3,3,2,12,3,6,3,0,0
183452,U10-005,2022AR10B,Valide,2,1,2,2,2,2,2,1,2,1,2,2,12,3,9,0,0,0
183458,U10-005,2022AR10B,Valide,3,3,2,2,3,3,4,3,4,2,1,2,12,1,4,5,2,0
183465,U10-012,2022AR10A,Nul,novote,novote,novote,1,novote,novote,novote,2,novote,novote,novote,novote,2,1,1,0,0,10
183475,U10-005,2022AR10B,Valide,3,3,2,1,3,1,1,2,3,3,2,3,12,3,3,6,0,0
183481,U10-005,2022AR10B,Valide,1,2,2,1,2,1,1,3,2,2,1,2,12,5,6,1,0,0
183508,U10-012,2022AR10A,Valide,1,2,2,2,2,1,2,2,2,2,3,2,12,2,9,1,0,0
183518,U10-005,2022AR10B,Nul,3,4,3,4,4,4,4,4,3 4,3,3,3,11,0,0,5,6,0
183526,U10-002,2022AR10B,Valide,1,novote,novote,novote,1,novote,1,1,novote,novote,novote,novote,4,4,0,0,0,8
183585,U10-005,2022AR10B,Valide,1,1,1,1,2,1,1,2,1,3,2,3,12,7,3,2,0,0
183621,U10-005,2022AR10B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
183641,U10-002,2022AR10B,Valide,2,3,3,1,3,3,3,3,2,4,4,4,12,1,2,6,3,0
