ID,Urne,QR-Code,Categorie,1 - Des stationnements pour les velos,2 - Renovation espace de glisse JEMMAPES,3 - Un terrain couvert pour les sportifs du 10eme,4 - Aider les sans-abris et lutter contre la precarite menstruelle,5 - Agrandir le jardin du Chalet et favoriser la biodiversite,6 - Des cours d ecoles et de colleges vegetalisees et Oasis,7 - Les ecoliers du 10e pionniers de l egalite numerique,8 - Un eco-lieu pour le 10e,9 - Rendre son lustre a la maison des habitant.e.s du 10e !,10 - Restauration de la Chapelle de la Vierge,11 - Restauration des decors de l eglise Saint-Martin-des-Champs,12 - Restaurer les grilles de l eglise Saint-Vincent-de-Paul,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
128212,U10-001,2022AR10A,Valide,1,3,2,1,1,1,3,3,2,4,4,4,12,4,2,3,3,0
128246,U10-007,2022AR10A,Valide,3,3,3,1,1,3,4,3,2,3,3,3,12,2,1,8,1,0
128247,U10-001,2022AR10B,Nul,novote,novote,novote,1,novote,novote,novote,1,novote,novote,novote,novote,2,2,0,0,0,10
128254,U10-013,2022AR10B,Valide,4,2,1,1,2,1,1,1,2,4,4,4,12,5,3,0,4,0
128259,U10-005,2022AR10B,Valide,3,3,4,1,1,1,1,1,1,3,2,3,12,6,1,4,1,0
128277,U10-005,2022AR10B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
128280,U10-001,2022AR10B,Valide,1,2,2,1,1,1,1,1,1,3,3,3,12,7,2,3,0,0
128289,U10-013,2022AR10B,Valide,1,3,3,1,3,1,2,1,2,3,3,3,12,4,2,6,0,0
128298,U10-001,2022AR10B,Nul,novote,novote,novote,1,1,novote,novote,novote,novote,novote,novote,novote,2,2,0,0,0,10
128303,U10-008,2022AR10A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
128308,U10-002,2022AR10B,Nul,1,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,2,2,0,0,0,10
128323,U10-013,2022AR10B,Valide,1,2,2,1,1,1,2,2,2,3,3,2,12,4,6,2,0,0
128335,U10-002,2022AR10B,Valide,3,2,3,2,2,1,3,1,4,4,4,2,12,2,4,3,3,0
128339,U10-013,2022AR10B,Valide,1,2,2,2,novote,2,2,3,3,2,2,2,11,1,8,2,0,1
128377,U10-012,2022AR10A,Valide,1,2,2,1,1,2,1,2,3,3,3,3,12,4,4,4,0,0
128395,U10-010,2022AR10A,Valide,4,1,1,1,3,4,1,4,3,2,2,novote,11,4,2,2,3,1
128416,U10-013,2022AR10B,Valide,2,3,3,3,1,1,3,1,3,4,3,4,12,3,1,6,2,0
128457,U10-013,2022AR10B,Valide,1,1,1,1,1,1,1,2,2,4,4,4,12,7,2,0,3,0
128462,U10-009,2022AR10A,Valide,2,3,1,2,3,3,1,1,3,2,2,3,12,3,4,5,0,0
128470,U10-005,2022AR10B,Valide,1,2,2,2,1,1,2,1,2,3,3,3,12,4,5,3,0,0
128479,U10-001,2022AR10B,Valide,2,2,2,1,1,1,1,3,3,4,4,4,12,4,3,2,3,0
128506,U10-002,2022AR10B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
128525,U10-002,2022AR10B,Valide,1,novote,novote,1,novote,1,novote,1,novote,novote,novote,novote,4,4,0,0,0,8
128527,U10-001,2022AR10B,Nul,novote,novote,novote,1,novote,novote,novote,novote,novote,1,novote,novote,2,2,0,0,0,10
128544,U10-001,2022AR10B,Nul,novote,novote,novote,1 2 3,1 2 3,1 2 3,novote,novote,novote,novote,novote,novote,0,0,0,0,0,9
128557,U10-002,2022AR10B,Valide,2,novote,novote,novote,novote,novote,3,2,4,3,3,4,7,0,2,3,2,5
128559,U10-001,2022AR10A,Nul,3,3,3,1 2,novote,1 2,1 2,1 2,4,3,3,3,7,0,0,6,1,1
128577,U10-001,2022AR10A,Valide,1,novote,novote,1,novote,novote,novote,1,novote,novote,1,novote,4,4,0,0,0,8
128593,U10-001,2022AR10A,Valide,1,novote,1,novote,1,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
128622,U10-005,2022AR10B,Valide,1,novote,1,1,1,1,1,1,novote,novote,novote,novote,7,7,0,0,0,5
128628,U10-008,2022AR10A,Valide,novote,novote,1,1,1,1,1,novote,novote,novote,novote,novote,5,5,0,0,0,7
128629,U10-013,2022AR10B,Valide,2,novote,novote,1,novote,2,1,novote,novote,novote,novote,novote,4,2,2,0,0,8
128640,U10-008,2022AR10A,Valide,1,1,1,1,1,1,1,1,1,1,1,1,12,12,0,0,0,0
128641,U10-001,2022AR10A,Valide,3,3,1,1,3,1,1,1,1,3,3,3,12,6,0,6,0,0
128648,U10-002,2022AR10B,Valide,novote,novote,1,novote,novote,1,novote,1,novote,novote,novote,1,4,4,0,0,0,8
128659,U10-001,2022AR10B,Valide,novote,novote,novote,1,novote,3,novote,1,novote,novote,2,1,5,3,1,1,0,7
128663,U10-013,2022AR10B,Valide,novote,novote,novote,1,novote,1,novote,novote,novote,1,novote,1,4,4,0,0,0,8
128690,U10-001,2022AR10A,Valide,4,1,1,1,4,4,4,4,1,4,4,4,12,4,0,0,8,0
128701,U10-001,2022AR10A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
128705,U10-008,2022AR10A,Valide,1,3,1,2,1,3,2,2,3,2,2,3,12,3,5,4,0,0
128710,U10-010,2022AR10A,Valide,2,3,3,1,1,1,2,1,3,1,2,2,12,5,4,3,0,0
128713,U10-013,2022AR10A,Valide,4,4,1,1,1,1,4,4,4,4,4,4,12,4,0,0,8,0
128722,U10-002,2022AR10B,Valide,novote,novote,novote,1,novote,1,novote,1,novote,novote,novote,1,4,4,0,0,0,8
128727,U10-013,2022AR10B,Valide,1,2,3,1,1,1,1,1,1,3,3,3,12,7,1,4,0,0
128736,U10-001,2022AR10B,Valide,1,3,2,1,2,3,1,1,1,novote,2,2,11,5,4,2,0,1
128743,U10-008,2022AR10A,Valide,2,2,1,1,3,3,3,1,3,3,3,3,12,3,2,7,0,0
128747,U10-001,2022AR10B,Valide,novote,novote,1,novote,novote,1,novote,1,novote,1,novote,novote,4,4,0,0,0,8
128760,U10-008,2022AR10A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
128776,U10-008,2022AR10A,Nul,1,1,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,3,3,0,0,0,9
128779,U10-013,2022AR10B,Valide,1,1,1,2,1,1,1,2,3,3,3,3,12,6,2,4,0,0
128788,U10-005,2022AR10B,Valide,novote,novote,novote,1,1,1,novote,1,novote,1,novote,1,6,6,0,0,0,6
128806,U10-001,2022AR10B,Valide,novote,novote,3,novote,novote,novote,novote,novote,novote,1,2,2,4,1,2,1,0,8
128817,U10-002,2022AR10B,Valide,2,2,2,1,1,1,2,2,2,2,2,2,12,3,9,0,0,0
128845,U10-013,2022AR10B,Valide,1,1,1,1,1,1,1,1,1,1,1,1,12,12,0,0,0,0
128847,U10-012,2022AR10A,Valide,novote,novote,novote,1,novote,1,2,2,novote,1,novote,2,6,3,3,0,0,6
128861,U10-001,2022AR10B,Valide,novote,novote,novote,novote,1,3,2,2,2,novote,novote,novote,5,1,3,1,0,7
128891,U10-005,2022AR10B,Valide,2,1,1,2,4,4,1,4,1,3,3,4,12,4,2,2,4,0
128895,U10-001,2022AR10A,Valide,4,4,1,1,4,1,1,3,1,1,1,1,12,8,0,1,3,0
128897,U10-008,2022AR10A,Valide,4,2,3,1,1,1,3,1,3,3,3,3,12,4,1,6,1,0
128927,U10-001,2022AR10B,Nul,3,novote,novote,novote,novote,novote,novote,4,novote,novote,1,novote,3,1,0,1,1,9
128941,U10-001,2022AR10B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
128989,U10-001,2022AR10B,Valide,2,3,3,1,3,1,3,2,novote,novote,novote,4,9,2,2,4,1,3
128995,U10-013,2022AR10B,Valide,2,2,3,1,2,1,2,2,1,4,4,4,12,3,5,1,3,0
128996,U10-002,2022AR10B,Valide,2,novote,novote,2,novote,novote,2,1,novote,novote,novote,novote,4,1,3,0,0,8
129012,U10-013,2022AR10B,Valide,4,3,2,2,2,2,2,3,2,3,3,4,12,0,6,4,2,0
129041,U10-001,2022AR10B,Valide,2,2,2,2,2,1,2,1,2,2,3,2,12,2,9,1,0,0
129055,U10-008,2022AR10A,Valide,1,1,2,1,novote,2,2,1,2,3,3,3,11,4,4,3,0,1
129056,U10-001,2022AR10B,Valide,3,3,2,2,3,3,1,1,3,2,2,3,12,2,4,6,0,0
129072,U10-001,2022AR10B,Valide,1,novote,novote,novote,novote,novote,novote,novote,novote,1,1,1,4,4,0,0,0,8
129074,U10-008,2022AR10A,Nul,novote,novote,novote,1,2,2,novote,novote,novote,novote,novote,novote,3,1,2,0,0,9
129085,U10-005,2022AR10B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
129088,U10-001,2022AR10B,Valide,novote,novote,novote,4,4,novote,novote,novote,novote,3,1,2,5,1,1,1,2,7
129104,U10-001,2022AR10A,Valide,novote,novote,1,1,novote,1,novote,novote,1,novote,novote,novote,4,4,0,0,0,8
129120,U10-001,2022AR10B,Valide,3,3,3,1,2,2,2,1,2,1,2,2,12,3,6,3,0,0
129135,U10-001,2022AR10B,Valide,novote,1,novote,1,novote,2,1,novote,novote,novote,1,2,6,4,2,0,0,6
129140,U10-008,2022AR10A,Valide,1,3,1,2,1,2,2,1,3,3,2,2,12,4,5,3,0,0
129145,U10-001,2022AR10B,Valide,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,1,4,4,0,0,0,8
129157,U10-005,2022AR10B,Nul,1,novote,novote,1,novote,novote,novote,1,novote,novote,novote,novote,3,3,0,0,0,9
129159,U10-013,2022AR10B,Valide,4,4,3,2,3,4,4,4,3,2,novote,2,11,0,3,3,5,1
129173,U10-005,2022AR10B,Valide,1,3,3,3,3,1,1,2,1,novote,novote,3,10,4,1,5,0,2
129175,U10-013,2022AR10B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
129204,U10-005,2022AR10B,Valide,novote,novote,1,1,novote,novote,novote,novote,1,1,1,2,6,5,1,0,0,6
129208,U10-001,2022AR10B,Valide,1,1,1,1,1,1,2,1,3,2,2,3,12,7,3,2,0,0
129220,U10-013,2022AR10B,Nul,1,novote,1,novote,novote,novote,1,novote,novote,novote,novote,novote,3,3,0,0,0,9
129256,U10-002,2022AR10B,Valide,novote,novote,novote,2,1,1,1,1,novote,3,novote,novote,6,4,1,1,0,6
129262,U10-008,2022AR10A,Valide,1,3,3,1,1,2,4,2,3,3,4,4,12,3,2,4,3,0
129276,U10-001,2022AR10B,Valide,novote,1,1,1,1,1,1,3,3,3,3,3,11,6,0,5,0,1
129282,U10-008,2022AR10A,Valide,4,1,1,1,3,3,1,2,3,4,4,4,12,4,1,3,4,0
129314,U10-013,2022AR10B,Valide,novote,1,novote,1,1,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
129332,U10-013,2022AR10B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
129337,U10-005,2022AR10B,Nul,novote,novote,novote,1,novote,novote,novote,1,novote,novote,novote,novote,2,2,0,0,0,10
129340,U10-001,2022AR10A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
129353,U10-001,2022AR10A,Valide,1,novote,novote,novote,1,1,novote,2,novote,novote,novote,novote,4,3,1,0,0,8
129367,U10-005,2022AR10B,Nul,novote,novote,novote,2,2,novote,novote,novote,novote,novote,novote,novote,2,0,2,0,0,10
129371,U10-001,2022AR10B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,1,0,0,0,11
129372,U75-001,2022AR10A,Valide,2,novote,novote,1,novote,1,1,1,novote,novote,novote,novote,5,4,1,0,0,7
129376,U10-008,2022AR10A,Valide,2,4,4,1,4,4,3,3,3,4,4,4,12,1,1,3,7,0
129383,U10-010,2022AR10A,Valide,4,4,3,1,1,3,4,1,1,2,3,2,12,4,2,3,3,0
129385,U10-001,2022AR10B,Nul,3,3,2 3,3,2,2,1 3,3,2,1 2,2,1,9,1,4,4,0,0
129407,U10-005,2022AR10B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
129422,U10-005,2022AR10B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
129429,U10-013,2022AR10B,Valide,2,2,2,1,2,2,3,2,4,4,4,4,12,1,6,1,4,0
129439,U10-001,2022AR10B,Valide,novote,novote,2,2,1,1,novote,1,novote,novote,novote,4,6,3,2,0,1,6
129475,U10-001,2022AR10B,Valide,novote,1,1,1,1,1,novote,novote,1,novote,novote,novote,6,6,0,0,0,6
129491,U10-001,2022AR10B,Valide,novote,novote,novote,novote,novote,novote,novote,3,novote,2,1,2,4,1,2,1,0,8
129509,U10-001,2022AR10B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,1,0,0,0,11
129522,U10-013,2022AR10B,Valide,novote,2,novote,2,1,novote,1,novote,novote,novote,novote,novote,4,2,2,0,0,8
129526,U10-008,2022AR10A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
129540,U10-001,2022AR10B,Valide,2,novote,novote,2,novote,novote,novote,2,novote,novote,1,novote,4,1,3,0,0,8
129558,U10-001,2022AR10A,Valide,2,3,3,1,2,1,2,1,2,2,1,2,12,4,6,2,0,0
129559,U10-002,2022AR10B,Valide,1,novote,novote,1,1,1,novote,1,novote,novote,novote,novote,5,5,0,0,0,7
129576,U10-013,2022AR10A,Valide,2,2,1,1,1,2,2,2,3,4,4,4,12,3,5,1,3,0
129578,U10-001,2022AR10B,Valide,2,2,1,1,novote,1,2,novote,novote,novote,2,2,8,3,5,0,0,4
129590,U10-005,2022AR10B,Valide,1,1,2,1,1,1,2,1,3,3,2,novote,11,6,3,2,0,1
129595,U10-001,2022AR10B,Valide,2,novote,3,1,novote,1,novote,3,novote,novote,1,1,7,4,1,2,0,5
129611,U10-001,2022AR10B,Valide,novote,novote,1,1,novote,novote,1,novote,1,novote,novote,novote,4,4,0,0,0,8
129625,U10-001,2022AR10B,Valide,novote,novote,novote,3,novote,novote,novote,novote,3,novote,2,2,4,0,2,2,0,8
129656,U10-005,2022AR10B,Valide,2,1,2,1,2,2,novote,novote,2,2,2,2,10,2,8,0,0,2
129659,U10-001,2022AR10B,Valide,2,novote,2,3,2,1,2,novote,4,3,1,3,10,2,4,3,1,2
129663,U10-013,2022AR10B,Valide,2,3,3,1,1,1,1,2,2,3,3,2,12,4,4,4,0,0
129693,U10-001,2022AR10B,Valide,4,novote,novote,1,novote,novote,novote,novote,novote,novote,1,1,4,3,0,0,1,8
129696,U10-002,2022AR10B,Valide,3,3,3,1,3,3,3,1,3,3,3,3,12,2,0,10,0,0
129732,U10-008,2022AR10A,Valide,2,2,1,1,1,1,1,1,1,2,2,2,12,7,5,0,0,0
129737,U10-013,2022AR10B,Valide,3,2,1,1,2,1,2,2,3,3,3,3,12,3,4,5,0,0
129746,U10-008,2022AR10A,Valide,1,3,3,1,1,1,2,3,3,3,3,3,12,4,1,7,0,0
129748,U10-001,2022AR10B,Valide,novote,1,1,1,novote,novote,1,novote,novote,novote,novote,novote,4,4,0,0,0,8
129749,U10-002,2022AR10B,Nul,2,novote,1,2,novote,novote,novote,novote,novote,novote,novote,novote,3,1,2,0,0,9
129761,U10-001,2022AR10B,Valide,1,1,1,1,1,1,1,1,1,1,1,1,12,12,0,0,0,0
129766,U10-008,2022AR10A,Valide,novote,novote,1,2,novote,novote,2,2,novote,novote,novote,novote,4,1,3,0,0,8
129779,U10-001,2022AR10B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,1 2,novote,novote,0,0,0,0,0,11
129780,U10-002,2022AR10B,Valide,1,1,1,1,1,1,1,1,1,1,1,1,12,12,0,0,0,0
129787,U10-012,2022AR10A,Valide,3,4,3,1,3,1,1,2,1,novote,novote,novote,9,4,1,3,1,3
129797,U10-001,2022AR10A,Valide,novote,novote,novote,1,novote,novote,2,2,novote,2,novote,novote,4,1,3,0,0,8
129815,U10-001,2022AR10B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,3,2,1,0,1,0,10
129830,U10-002,2022AR10B,Valide,1,2,3,4,1,2,4,2,3,3,3,4,12,2,3,4,3,0
129832,U10-008,2022AR10A,Valide,2,1,2,1,1,2,1,2,4,2,1,2,12,5,6,0,1,0
129836,U10-013,2022AR10B,Valide,1,1,1,1,1,1,1,1,1,4,4,4,12,9,0,0,3,0
129848,U10-002,2022AR10B,Valide,4,2,novote,3,2,1,1,3,2,1,1,2,11,4,4,2,1,1
129849,U10-001,2022AR10B,Valide,novote,novote,1,1,novote,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,8
129860,U10-012,2022AR10A,Valide,novote,novote,novote,1,2,2,1,1,3,novote,1,novote,7,4,2,1,0,5
129862,U10-002,2022AR10B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
129866,U10-001,2022AR10B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
129882,U10-002,2022AR10B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
129883,U10-001,2022AR10B,Valide,novote,novote,novote,1,1,1,novote,1,novote,novote,novote,novote,4,4,0,0,0,8
129896,U10-005,2022AR10B,Valide,1,novote,novote,1,novote,novote,1,1,novote,novote,novote,novote,4,4,0,0,0,8
129898,U10-001,2022AR10B,Valide,2,novote,4,novote,novote,novote,novote,3,novote,novote,1,novote,4,1,1,1,1,8
129902,U10-013,2022AR10B,Valide,3,3,1,2,2,1,2,3,3,3,3,4,12,2,3,6,1,0
129913,U10-001,2022AR10B,Valide,2,2,2,1,1,novote,3,2,2,4,3,4,11,2,5,2,2,1
129915,U10-005,2022AR10B,Valide,2,2,1,2,1,1,2,1,2,1,2,1,12,6,6,0,0,0
129923,U10-009,2022AR10A,Valide,2,1,2,1,2,2,1,2,2,1,1,1,12,6,6,0,0,0
129944,U10-001,2022AR10B,Valide,1,1,1,1,1,1,1,1,1,1,1,1,12,12,0,0,0,0
129945,U10-005,2022AR10B,Valide,1,novote,novote,2,novote,1,1,novote,novote,novote,novote,novote,4,3,1,0,0,8
129961,U10-010,2022AR10A,Valide,1,4,3,1,3,1,2,1,2,3,3,3,12,4,2,5,1,0
129963,U10-008,2022AR10A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
129970,U10-001,2022AR10B,Valide,1,1,1,1,novote,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
129972,U10-009,2022AR10A,Valide,novote,novote,1,novote,1,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,8
129986,U10-001,2022AR10A,Valide,novote,novote,2,novote,2,novote,novote,novote,novote,2,2,novote,4,0,4,0,0,8
130001,U10-001,2022AR10B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,1,0,0,0,11
130018,U10-001,2022AR10B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
130019,U10-013,2022AR10B,Valide,1,1,1,1,1,1,1,1,1,1,1,1,12,12,0,0,0,0
130028,U10-002,2022AR10B,Valide,1,2,2,1,1,1,2,3,3,2,2,2,12,4,6,2,0,0
130032,U10-001,2022AR10B,Valide,2,2,1,1,2,1,1,novote,2,2,2,1,11,5,6,0,0,1
130041,U10-001,2022AR10B,Valide,2,3,3,1,3,3,2,2,2,2,2,2,12,1,7,4,0,0
130055,U10-013,2022AR10B,Valide,novote,novote,1,1,novote,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,8
130088,U10-001,2022AR10A,Valide,3,3,2,2,3,2,2,3,3,3,3,3,12,0,4,8,0,0
130101,U10-012,2022AR10A,Valide,1,1,2,1,1,1,1,1,3,4,4,4,12,7,1,1,3,0
130108,U10-008,2022AR10A,Valide,2,3,3,1,1,1,1,1,1,2,3,2,12,6,3,3,0,0
130136,U10-001,2022AR10B,Valide,novote,novote,novote,novote,1,1,novote,novote,novote,1,1,1,5,5,0,0,0,7
130149,U10-012,2022AR10A,Valide,novote,novote,2,1,novote,1,novote,1,novote,novote,novote,novote,4,3,1,0,0,8
130175,U10-002,2022AR10B,Nul,1,novote,novote,1,novote,1,novote,novote,novote,novote,novote,novote,3,3,0,0,0,9
130178,U10-012,2022AR10A,Valide,2,2,2,3,1,2,3,3,3,3,3,2,12,1,5,6,0,0
130182,U10-001,2022AR10B,Valide,1,1,1,novote,novote,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
130203,U10-001,2022AR10B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,1,0,0,0,11
130210,U10-013,2022AR10B,Valide,2,2,novote,2,1,1,1,1,2,2,novote,2,10,4,6,0,0,2
130227,U10-005,2022AR10B,Valide,novote,novote,novote,novote,novote,1,1,1,2,novote,novote,novote,4,3,1,0,0,8
130231,U10-001,2022AR10B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,1,0,0,0,11
130288,U10-002,2022AR10B,Valide,2,3,2,2,1,3,2,1,4,4,2,3,12,2,5,3,2,0
130292,U10-013,2022AR10B,Valide,3,3,3,2,2,novote,novote,novote,2,3,2,novote,8,0,4,4,0,4
130304,U10-002,2022AR10B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
130334,U75-001,2022AR10A,Valide,2,2,1,1,2,novote,novote,novote,novote,novote,novote,novote,5,2,3,0,0,7
130336,U10-013,2022AR10B,Valide,3,3,3,1,2,2,2,2,2,2,2,2,12,1,8,3,0,0
130344,U10-001,2022AR10B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
130350,U10-013,2022AR10A,Valide,2,3,3,1,2,1,1,1,4,3,3,3,12,4,2,5,1,0
130369,U10-010,2022AR10A,Valide,1,3,1,2,1,2,2,1,4,1,2,1,12,6,4,1,1,0
130415,U10-005,2022AR10B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
130443,U10-001,2022AR10B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
130459,U10-001,2022AR10B,Blanc,novote,novote,novote,novote,novote,4,novote,novote,novote,novote,novote,novote,1,0,0,0,1,11
130463,U10-005,2022AR10B,Nul,novote,1,novote,1,novote,novote,novote,novote,novote,novote,1,novote,3,3,0,0,0,9
130473,U10-001,2022AR10B,Valide,1,novote,novote,1,novote,novote,1,novote,novote,novote,1,novote,4,4,0,0,0,8
130478,U10-013,2022AR10B,Valide,novote,novote,novote,2,2,novote,2,2,novote,novote,novote,novote,4,0,4,0,0,8
130486,U10-001,2022AR10B,Valide,1,1,1,1,1,1,1,1,novote,novote,novote,novote,8,8,0,0,0,4
130499,U10-008,2022AR10A,Valide,1,novote,novote,1,novote,novote,novote,1,1,novote,novote,novote,4,4,0,0,0,8
130501,U10-001,2022AR10B,Valide,3,4,1,1,2,2,1,1,4,4,2,1,12,5,3,1,3,0
130515,U10-001,2022AR10A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
130546,U10-013,2022AR10B,Nul,novote,novote,novote,1,novote,1,novote,novote,2,novote,novote,novote,3,2,1,0,0,9
130557,U10-001,2022AR10B,Valide,1,3,2,1,2,1,2,1,2,2,2,2,12,4,7,1,0,0
130558,U10-002,2022AR10B,Valide,1,novote,1,1,novote,novote,novote,1,novote,novote,novote,novote,4,4,0,0,0,8
130572,U10-001,2022AR10A,Valide,1,novote,novote,1,novote,1,novote,1,novote,novote,novote,novote,4,4,0,0,0,8
130585,U10-001,2022AR10A,Nul,1 4,1,1,1,1,1,1,1,4,4,4,4,11,7,0,0,4,0
130594,U10-005,2022AR10B,Valide,1,2,2,1,1,1,1,1,2,2,2,2,12,6,6,0,0,0
130600,U10-001,2022AR10A,Valide,1,novote,1,1,novote,2,novote,novote,2,2,2,3,8,3,4,1,0,4
130607,U10-012,2022AR10A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
130640,U10-001,2022AR10B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,2,2,3,1,2,0,0,9
130651,U10-008,2022AR10A,Valide,2,4,4,1,1,1,2,2,3,1,1,1,12,6,3,1,2,0
130653,U10-005,2022AR10B,Valide,1,1,1,novote,1,1,novote,novote,novote,novote,novote,novote,5,5,0,0,0,7
130670,U10-001,2022AR10B,Valide,novote,novote,1,novote,novote,1,1,1,novote,novote,1,novote,5,5,0,0,0,7
130676,U10-001,2022AR10A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
130692,U10-001,2022AR10B,Nul,3,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,2,1,0,1,0,10
130708,U10-013,2022AR10B,Valide,novote,novote,1,1,novote,novote,1,novote,1,novote,novote,novote,4,4,0,0,0,8
130709,U10-005,2022AR10B,Valide,4,4,novote,2,novote,1,novote,1,novote,novote,1,novote,6,3,1,0,2,6
130722,U10-013,2022AR10B,Valide,novote,novote,novote,1,1,1,novote,1,novote,novote,novote,novote,4,4,0,0,0,8
130726,U10-001,2022AR10B,Valide,1,2,1,1,1,1,1,1,2,2,2,2,12,7,5,0,0,0
130755,U10-001,2022AR10A,Valide,2,3,2,1,novote,novote,novote,2,novote,novote,novote,novote,5,1,3,1,0,7
130759,U10-002,2022AR10B,Valide,novote,novote,novote,1,novote,1,novote,1,1,novote,novote,novote,4,4,0,0,0,8
130763,U10-008,2022AR10A,Valide,2,novote,novote,2,2,2,novote,1,3,4,4,4,9,1,4,1,3,3
130784,U10-001,2022AR10B,Valide,1,novote,novote,1,novote,1,novote,1,novote,novote,novote,novote,4,4,0,0,0,8
130810,U10-008,2022AR10A,Valide,1,1,1,1,2,1,1,1,2,1,1,1,12,10,2,0,0,0
130813,U10-001,2022AR10A,Valide,1,novote,1,1,novote,novote,1,novote,novote,novote,novote,novote,4,4,0,0,0,8
130821,U10-005,2022AR10B,Valide,1,1,1,1,1,2,1,1,1,2,2,2,12,8,4,0,0,0
130831,U10-001,2022AR10B,Valide,novote,novote,1,1,1,1,1,novote,1,novote,novote,novote,6,6,0,0,0,6
130869,U10-010,2022AR10A,Valide,2,2,novote,1,2,novote,1,novote,1,2,1,novote,8,4,4,0,0,4
130877,U10-001,2022AR10B,Valide,1,novote,novote,1,novote,novote,novote,1,novote,1,novote,novote,4,4,0,0,0,8
130896,U10-008,2022AR10A,Valide,1,1,novote,2,1,novote,1,novote,novote,novote,novote,novote,5,4,1,0,0,7
130912,U10-001,2022AR10B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
130935,U10-005,2022AR10B,Valide,1,1,1,3,1,2,3,1,1,3,2,1,12,7,2,3,0,0
130952,U10-002,2022AR10B,Valide,1,1,1,2,1,1,1,1,2,2,2,2,12,7,5,0,0,0
