ID,Urne,QR-Code,Categorie,1 - Ameliorer les equipements sportifs du 11e pour en developper l usage,2 - Innover au service de toutes et tous dans le 11e,3 - Rendre le 11e encore plus vert,4 - Amenager et equiper les ecoles du 11e,5 - Creer une cour Oasis pour les ecoles Belleville et Presentation,6 - Equiper les colleges du 11e pour developper les apprentissages,"7 - Embellir l eglise Saint-Ambroise, patrimoine du 11e",8 - Embellir le 11e grace a des œuvres sur les murs,9 - Favoriser la vie culturelle du quartier Belleville Saint-Maur,10 - Apaiser la circulation et partager l espace public du 11e,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
136137,U11-010,2022AR11B,Nul,1,1,2,2,1,1,3,2,2 3,1,9,5,3,1,0,0
136261,U11-010,2022AR11A,Valide,novote,novote,1,1,novote,1,1,novote,1,1,6,6,0,0,0,4
136363,U11-010,2022AR11A,Valide,3,3,2,1,4,2,1,3,3,3,10,2,2,5,1,0
136417,U11-010,2022AR11B,Valide,3,3,1,1,1,1,3,4,3,1,10,5,0,4,1,0
136420,U11-002,2022AR11B,Valide,2,1,1,1,1,2,1,1,1,1,10,8,2,0,0,0
136490,U11-010,2022AR11A,Valide,2,novote,1,1,novote,novote,novote,novote,novote,1,4,3,1,0,0,6
136588,U11-010,2022AR11B,Valide,1,4,1,novote,4,novote,3,4,4,1,8,3,0,1,4,2
136692,U11-010,2022AR11B,Valide,2,1,1,1,2,2,1,2,1,2,10,5,5,0,0,0
136694,U11-010,2022AR11A,Valide,novote,novote,2,2,novote,novote,novote,1,novote,3,4,1,2,1,0,6
136763,U11-002,2022AR11B,Nul,1,3 4,4,4,4,1,4,4,4,4,9,2,0,0,7,0
136872,U11-010,2022AR11B,Valide,1,1,1,1,3,1,4,4,2,3,10,5,1,2,2,0
137027,U11-002,2022AR11B,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
137088,U11-002,2022AR11B,Valide,2,1,1,2,1,2,3,2,1,2,10,4,5,1,0,0
137203,U11-010,2022AR11B,Valide,1,2,3,1,2,2,1,1,2,2,10,4,5,1,0,0
137337,U11-010,2022AR11A,Valide,novote,novote,1,novote,novote,1,4,1,novote,novote,4,3,0,0,1,6
137449,U11-002,2022AR11B,Valide,novote,novote,1,novote,novote,novote,1,2,novote,1,4,3,1,0,0,6
137767,U11-010,2022AR11A,Valide,3,1,1,1,1,1,3,2,2,2,10,5,3,2,0,0
137802,U11-010,2022AR11B,Valide,1,novote,novote,2,novote,1,novote,3,novote,1,5,3,1,1,0,5
138575,U11-004,2022AR11A,Valide,1,3,1,1,3,3,3,1,1,novote,9,5,0,4,0,1
138601,U11-002,2022AR11B,Valide,2,2,2,2,2,2,2,2,2,2,10,0,10,0,0,0
138767,U11-010,2022AR11B,Valide,2,1,2,1,1,1,1,3,2,4,10,5,3,1,1,0
138811,U11-010,2022AR11B,Valide,1,1,3,1,3,1,3,4,2,3,10,4,1,4,1,0
138894,U11-010,2022AR11A,Valide,1,2,2,1,2,1,3,3,2,1,10,4,4,2,0,0
138911,U11-010,2022AR11A,Valide,novote,1,1,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,6
138929,U11-010,2022AR11B,Nul,2,novote,1,novote,novote,novote,novote,novote,novote,novote,2,1,1,0,0,8
138931,U11-002,2022AR11B,Valide,novote,1,novote,novote,novote,novote,1,novote,1,1,4,4,0,0,0,6
139014,U11-002,2022AR11B,Nul,1,novote,novote,1,novote,novote,novote,novote,novote,1,3,3,0,0,0,7
139118,U11-002,2022AR11B,Valide,1,2,1,2,1,1,1,1,2,2,10,6,4,0,0,0
139145,U11-002,2022AR11B,Valide,novote,novote,1,novote,1,novote,1,novote,1,novote,4,4,0,0,0,6
139184,U11-004,2022AR11B,Valide,1,1,1,1,1,1,1,3,1,1,10,9,0,1,0,0
139360,U11-004,2022AR11A,Nul,novote,3,1,1 3,novote,2,3,3,3,3,7,1,1,5,0,2
139421,U11-010,2022AR11B,Valide,1,1,1,1,1,1,4,4,4,3,10,6,0,1,3,0
139470,U11-002,2022AR11B,Valide,1,1,1,1,1,1,3,4,2,3,10,6,1,2,1,0
139591,U11-002,2022AR11B,Valide,1,1,2,2,2,3,3,3,1,1,10,4,3,3,0,0
139761,U11-010,2022AR11B,Valide,4,4,1,3,3,3,1,4,4,2,10,2,1,3,4,0
139769,U11-002,2022AR11B,Valide,1,novote,1,1,1,1,3,3,2,1,9,6,1,2,0,1
139805,U11-010,2022AR11B,Valide,3,3,1,1,1,2,novote,novote,4,2,8,3,2,2,1,2
140000,U11-010,2022AR11B,Valide,1,2,2,2,4,2,2,2,1,4,10,2,6,0,2,0
140050,U11-010,2022AR11B,Valide,3,2,1,2,3,2,3,2,3,1,10,2,4,4,0,0
140201,U11-010,2022AR11B,Valide,2,1,1,2,3,1,1,2,1,1,10,6,3,1,0,0
140356,U11-004,2022AR11A,Nul,1,novote,novote,novote,novote,1,novote,novote,novote,1,3,3,0,0,0,7
140380,U11-010,2022AR11B,Valide,2,3,1,2,2,2,1,1,1,1,10,5,4,1,0,0
140499,U11-010,2022AR11B,Valide,2,4,2,4,4,2,1,4,4,2,10,1,4,0,5,0
140562,U11-002,2022AR11B,Valide,3,2,1,2,2,2,3,3,2,1,10,2,5,3,0,0
140763,U11-002,2022AR11B,Valide,1,1,1,2,3,1,1,3,2,1,10,6,2,2,0,0
140945,U11-002,2022AR11B,Valide,novote,1,novote,novote,novote,novote,1,2,2,novote,4,2,2,0,0,6
140952,U11-004,2022AR11A,Valide,1,2,1,1,2,1,3,4,3,2,10,4,3,2,1,0
141239,U11-002,2022AR11B,Valide,2,1,1,2,2,2,2,2,2,1,10,3,7,0,0,0
141348,U11-002,2022AR11B,Valide,2,4,1,1,1,1,2,3,2,2,10,4,4,1,1,0
141457,U11-002,2022AR11B,Valide,3,3,1,1,3,novote,4,2,1,2,9,3,2,3,1,1
141488,U11-010,2022AR11B,Valide,3,2,1,2,2,2,4,3,3,3,10,1,4,4,1,0
141666,U11-002,2022AR11B,Valide,2,1,1,2,2,2,2,2,2,2,10,2,8,0,0,0
141726,U11-002,2022AR11B,Valide,3,3,4,2,3,1,3,1,2,3,10,2,2,5,1,0
141787,U11-010,2022AR11B,Valide,novote,1,2,3,novote,novote,4,4,4,4,7,1,1,1,4,3
141830,U11-010,2022AR11A,Valide,3,1,1,3,3,2,4,3,3,1,10,3,1,5,1,0
141949,U75-001,2022AR11A,Valide,3,2,1,3,3,3,3,3,2,1,10,2,2,6,0,0
141980,U11-002,2022AR11B,Valide,2,2,3,4,3,3,1,4,2,2,10,1,4,3,2,0
141997,U11-004,2022AR11A,Valide,1,novote,2,2,2,novote,2,2,2,2,8,1,7,0,0,2
142003,U11-002,2022AR11B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
142016,U11-010,2022AR11A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
142156,U11-002,2022AR11B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
142252,U11-002,2022AR11B,Valide,novote,1,1,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,6
142398,U11-010,2022AR11B,Valide,2,2,2,1,2,1,3,2,1,2,10,3,6,1,0,0
142423,U11-002,2022AR11B,Valide,1,2,2,2,2,2,4,2,1,1,10,3,6,0,1,0
142536,U11-010,2022AR11B,Valide,2,1,1,1,2,1,3,2,3,3,10,4,3,3,0,0
142647,U11-002,2022AR11B,Nul,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
142719,U11-002,2022AR11B,Nul,1 2,2,2,3,3,3,2,2,3,2,9,0,5,4,0,0
142785,U11-004,2022AR11A,Valide,1,1,1,3,4,4,2,3,4,3,10,3,1,3,3,0
142832,U11-010,2022AR11A,Valide,3,4,2,3,3,3,4,3,3,2,10,0,2,6,2,0
142851,U11-002,2022AR11B,Valide,2,1,1,2,2,2,1,3,1,1,10,5,4,1,0,0
142930,U75-001,2022AR11A,Valide,1,3,4,4,4,4,2,4,4,4,10,1,1,1,7,0
142963,U11-010,2022AR11A,Valide,3,1,1,2,2,2,3,2,1,1,10,4,4,2,0,0
142984,U11-010,2022AR11B,Valide,2,1,1,1,2,1,1,4,3,1,10,6,2,1,1,0
143182,U11-010,2022AR11A,Valide,novote,1,1,1,novote,1,novote,novote,1,novote,5,5,0,0,0,5
143220,U11-010,2022AR11B,Valide,1,2,1,1,1,1,2,1,1,1,10,8,2,0,0,0
143268,U11-002,2022AR11B,Valide,novote,novote,1,novote,novote,novote,3,4,novote,1,4,2,0,1,1,6
143305,U11-010,2022AR11A,Valide,2,2,1,3,2,1,3,3,2,1,10,3,4,3,0,0
143415,U11-010,2022AR11A,Valide,1,novote,1,1,novote,1,novote,novote,novote,novote,4,4,0,0,0,6
143441,U11-002,2022AR11B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,2,1,0,1,0,0,9
143461,U11-010,2022AR11A,Valide,3,3,2,3,3,2,4,novote,novote,novote,7,0,2,4,1,3
143509,U11-002,2022AR11B,Valide,novote,novote,1,1,novote,1,novote,novote,novote,1,4,4,0,0,0,6
143686,U11-002,2022AR11B,Valide,2,2,2,1,novote,novote,novote,novote,novote,novote,4,1,3,0,0,6
143733,U11-002,2022AR11B,Valide,novote,1,1,novote,novote,novote,novote,1,novote,1,4,4,0,0,0,6
143744,U11-004,2022AR11A,Nul,novote,novote,novote,1,novote,novote,1,novote,1,novote,3,3,0,0,0,7
143787,U11-010,2022AR11B,Valide,3,1,1,3,3,3,2,2,2,1,10,3,3,4,0,0
143893,U11-010,2022AR11B,Valide,novote,1,1,4,4,1,4,4,4,4,9,3,0,0,6,1
143945,U11-002,2022AR11B,Valide,3,3,1,2,3,2,3,3,1,1,10,3,2,5,0,0
143970,U11-002,2022AR11B,Valide,2,2,1,2,2,2,1,2,2,1,10,3,7,0,0,0
144288,U11-010,2022AR11A,Valide,1,4,2,2,4,1,3,4,4,4,10,2,2,1,5,0
144305,U11-010,2022AR11B,Valide,4,4,1,4,4,1,4,4,4,1,10,3,0,0,7,0
144368,U11-002,2022AR11B,Valide,2,1,1,2,1,1,2,2,2,2,10,4,6,0,0,0
144373,U11-010,2022AR11A,Valide,1,4,1,4,4,4,4,4,4,1,10,3,0,0,7,0
144461,U11-010,2022AR11B,Valide,1,1,1,1,1,1,3,4,novote,3,9,6,0,2,1,1
144741,U75-001,2022AR11A,Valide,1,2,1,2,1,2,1,3,2,1,10,5,4,1,0,0
144805,U11-001,2022AR11A,Valide,3,novote,1,2,novote,novote,2,4,2,2,7,1,4,1,1,3
144820,U11-010,2022AR11B,Valide,3,1,1,3,3,3,3,4,2,3,10,2,1,6,1,0
144871,U11-001,2022AR11B,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
144893,U11-001,2022AR11B,Valide,1,1,1,1,1,1,2,2,2,2,10,6,4,0,0,0
144898,U11-004,2022AR11B,Valide,1,2,2,1,4,1,4,4,4,2,10,3,3,0,4,0
144909,U11-010,2022AR11B,Valide,1,2,2,1,1,1,2,4,4,3,10,4,3,1,2,0
144916,U11-001,2022AR11B,Valide,1,novote,1,4,4,4,2,2,3,1,9,3,2,1,3,1
144962,U11-001,2022AR11B,Valide,novote,1,1,novote,novote,1,novote,novote,novote,1,4,4,0,0,0,6
145067,U11-001,2022AR11B,Valide,1,novote,1,novote,novote,2,novote,novote,novote,1,4,3,1,0,0,6
145091,U11-001,2022AR11B,Valide,1,4,2,1,1,2,3,1,3,3,10,4,2,3,1,0
145114,U11-001,2022AR11B,Valide,3,2,2,3,2,1,3,1,1,2,10,3,4,3,0,0
145153,U11-010,2022AR11B,Valide,3,2,1,4,4,4,1,3,3,1,10,3,1,3,3,0
145160,U11-001,2022AR11B,Valide,1,1,1,1,1,1,2,1,1,2,10,8,2,0,0,0
145194,U11-001,2022AR11B,Valide,2,2,2,1,3,1,1,1,1,3,10,5,3,2,0,0
145239,U11-010,2022AR11A,Valide,2,2,2,2,2,1,2,2,2,2,10,1,9,0,0,0
145263,U11-001,2022AR11B,Valide,1,novote,1,novote,novote,1,novote,novote,novote,1,4,4,0,0,0,6
145283,U11-010,2022AR11A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
145312,U11-001,2022AR11B,Valide,1,1,1,1,2,1,2,2,1,3,10,6,3,1,0,0
145399,U11-001,2022AR11A,Valide,2,2,1,1,2,1,2,4,2,3,10,3,5,1,1,0
145409,U11-010,2022AR11A,Nul,novote,novote,2,1,novote,novote,novote,novote,novote,2,3,1,2,0,0,7
145419,U11-001,2022AR11B,Valide,2,1,1,1,3,1,3,3,1,1,10,6,1,3,0,0
145463,U11-001,2022AR11A,Valide,2,3,1,3,2,2,3,1,3,2,10,2,4,4,0,0
145487,U11-002,2022AR11B,Valide,4,3,1,2,2,1,4,3,1,2,10,3,3,2,2,0
145521,U11-001,2022AR11B,Valide,2,2,2,3,3,3,4,1,1,3,10,2,3,4,1,0
145535,U11-002,2022AR11B,Nul,2,novote,2,2,2 3,2,2,4,2,novote,7,0,6,0,1,2
145571,U11-001,2022AR11B,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
145592,U11-001,2022AR11B,Valide,1,1,2,2,2,1,2,1,2,2,10,4,6,0,0,0
145615,U11-001,2022AR11B,Valide,1,1,1,1,novote,1,novote,novote,novote,novote,5,5,0,0,0,5
145629,U11-001,2022AR11B,Valide,1,novote,1,novote,novote,1,novote,novote,novote,1,4,4,0,0,0,6
145672,U11-001,2022AR11B,Valide,1,novote,novote,1,1,1,novote,novote,novote,novote,4,4,0,0,0,6
145740,U11-001,2022AR11B,Valide,3,2,2,3,2,2,3,2,1,1,10,2,5,3,0,0
145818,U11-001,2022AR11B,Valide,1,3,1,2,3,2,3,4,3,1,10,3,2,4,1,0
145888,U11-001,2022AR11B,Valide,2,1,1,2,2,2,1,1,2,2,10,4,6,0,0,0
145906,U11-001,2022AR11A,Valide,1,1,1,2,1,1,3,2,1,2,10,6,3,1,0,0
145935,U11-002,2022AR11B,Valide,3,3,3,3,3,3,3,4,4,2,10,0,1,7,2,0
145975,U11-010,2022AR11A,Valide,2,1,1,1,2,1,2,3,2,2,10,4,5,1,0,0
145988,U11-001,2022AR11B,Nul,novote,1 2 3 4,novote,2 3 4,novote,novote,novote,1 2 3 4,novote,novote,0,0,0,0,0,7
146000,U11-002,2022AR11B,Valide,novote,novote,novote,2,novote,2,novote,2,2,novote,4,0,4,0,0,6
146011,U11-001,2022AR11B,Valide,2,2,2,2,novote,2,2,2,2,3,9,0,8,1,0,1
146056,U11-001,2022AR11B,Nul,3,3,1 2,3 4,3 4,novote,1 2,novote,3 4,1 2,2,0,0,2,0,2
146145,U11-010,2022AR11B,Valide,2,novote,1,1,novote,1,novote,novote,1,1,6,5,1,0,0,4
146174,U11-004,2022AR11A,Valide,2,2,3,1,4,1,3,4,2,1,10,3,3,2,2,0
146185,U11-001,2022AR11B,Valide,2,1,2,1,2,2,3,4,1,2,10,3,5,1,1,0
146217,U11-001,2022AR11A,Valide,3,2,novote,2,novote,novote,novote,1,novote,novote,4,1,2,1,0,6
146237,U11-001,2022AR11A,Valide,3,2,2,2,2,2,1,1,1,1,10,4,5,1,0,0
146327,U11-001,2022AR11A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
146330,U11-004,2022AR11B,Valide,2,3,1,2,2,1,4,3,1,1,10,4,3,2,1,0
146347,U11-001,2022AR11B,Valide,1,1,1,3,1,2,1,2,3,1,10,6,2,2,0,0
146367,U11-001,2022AR11B,Valide,novote,novote,1,1,novote,1,novote,1,novote,novote,4,4,0,0,0,6
146388,U11-001,2022AR11B,Valide,2,3,2,1,2,1,1,1,2,3,10,4,4,2,0,0
146430,U11-001,2022AR11B,Valide,1,2,1,1,2,3,2,1,3,1,10,5,3,2,0,0
146456,U11-001,2022AR11B,Valide,novote,novote,novote,novote,novote,novote,1,4,3,2,4,1,1,1,1,6
146473,U11-001,2022AR11A,Valide,novote,1,1,novote,novote,novote,novote,1,novote,1,4,4,0,0,0,6
146481,U11-002,2022AR11B,Valide,2,2,1,3,2,2,3,3,1,2,10,2,5,3,0,0
146495,U11-001,2022AR11A,Valide,3,1,1,2,2,3,3,3,2,2,10,2,4,4,0,0
146543,U11-010,2022AR11B,Valide,2,2,1,3,4,4,2,1,2,1,10,3,4,1,2,0
146552,U11-001,2022AR11B,Nul,novote,1 2 3 4,novote,2 3 4,novote,novote,novote,1 2 3 4,novote,novote,0,0,0,0,0,7
146639,U11-001,2022AR11B,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
146658,U11-001,2022AR11B,Blanc,novote,1 2 3 4,novote,2 3 4,novote,novote,novote,1 2 3 4,novote,novote,0,0,0,0,0,7
146694,U11-002,2022AR11B,Valide,1,1,2,novote,novote,2,novote,3,2,2,7,2,4,1,0,3
146702,U11-001,2022AR11B,Nul,novote,1 2 3 4,novote,2 3 4,novote,novote,novote,1 2 3 4,novote,novote,0,0,0,0,0,7
146721,U11-001,2022AR11B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
146767,U11-001,2022AR11B,Valide,3,novote,novote,novote,novote,novote,1,novote,3,1,4,2,0,2,0,6
146786,U11-001,2022AR11B,Valide,2,1,1,1,1,1,3,novote,1,1,9,7,1,1,0,1
146806,U11-001,2022AR11B,Valide,1,3,1,1,3,1,4,3,3,1,10,5,0,4,1,0
146846,U11-001,2022AR11B,Valide,1,1,1,1,2,2,2,1,3,1,10,6,3,1,0,0
146868,U11-001,2022AR11B,Valide,1,novote,1,novote,novote,novote,2,4,novote,novote,4,2,1,0,1,6
146907,U11-010,2022AR11B,Valide,1,4,3,novote,3,1,2,4,4,4,9,2,1,2,4,1
146910,U11-001,2022AR11B,Valide,2,2,1,1,1,2,2,1,3,1,10,5,4,1,0,0
146972,U11-001,2022AR11B,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
146988,U11-001,2022AR11A,Valide,1,novote,1,1,4,2,4,1,2,1,9,5,2,0,2,1
147037,U11-001,2022AR11B,Valide,2,novote,novote,novote,novote,1,1,novote,2,novote,4,2,2,0,0,6
147052,U11-001,2022AR11A,Valide,1,novote,1,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,6
147124,U11-001,2022AR11B,Valide,2,2,1,2,2,2,3,2,3,2,10,1,7,2,0,0
147180,U11-002,2022AR11B,Valide,2,3,2,2,3,2,3,4,4,2,10,0,5,3,2,0
147224,U11-010,2022AR11B,Valide,1,1,1,1,1,1,3,3,3,1,10,7,0,3,0,0
147251,U11-001,2022AR11B,Valide,1,1,1,novote,novote,novote,novote,novote,1,novote,4,4,0,0,0,6
147291,U11-001,2022AR11B,Valide,1,1,1,1,1,1,1,1,novote,1,9,9,0,0,0,1
147326,U11-001,2022AR11B,Valide,2,novote,novote,2,novote,2,novote,4,novote,3,5,0,3,1,1,5
147336,U11-002,2022AR11B,Valide,1,1,1,1,1,1,2,3,1,2,10,7,2,1,0,0
147382,U11-001,2022AR11B,Valide,2,1,1,3,1,2,2,3,2,2,10,3,5,2,0,0
147406,U11-001,2022AR11B,Valide,2,3,1,3,3,2,1,3,3,2,10,2,3,5,0,0
147415,U11-001,2022AR11B,Nul,novote,novote,novote,1,novote,1,novote,novote,novote,novote,2,2,0,0,0,8
147421,U11-002,2022AR11B,Valide,1,1,1,2,3,4,2,4,3,3,10,3,2,3,2,0
147430,U11-010,2022AR11B,Valide,2,2,1,2,2,2,2,2,2,2,10,1,9,0,0,0
147452,U11-001,2022AR11B,Valide,novote,1,1,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,6
147472,U11-001,2022AR11B,Valide,novote,novote,1,novote,1,1,2,2,1,1,7,5,2,0,0,3
147503,U75-001,2022AR11A,Valide,1,novote,1,novote,novote,2,2,1,novote,1,6,4,2,0,0,4
147545,U11-002,2022AR11B,Valide,1,1,1,1,novote,1,1,novote,2,2,8,6,2,0,0,2
147552,U11-001,2022AR11A,Valide,3,2,1,2,3,2,3,1,1,2,10,3,4,3,0,0
147628,U11-001,2022AR11A,Valide,novote,novote,1,novote,novote,novote,1,2,novote,1,4,3,1,0,0,6
147649,U11-001,2022AR11A,Valide,1,novote,novote,1,1,1,novote,novote,novote,1,5,5,0,0,0,5
147672,U11-001,2022AR11A,Valide,2,3,1,1,1,1,2,1,2,1,10,6,3,1,0,0
147720,U11-001,2022AR11B,Valide,2,1,2,novote,novote,novote,novote,novote,novote,2,4,1,3,0,0,6
147758,U11-001,2022AR11B,Valide,2,1,novote,1,1,1,novote,1,1,novote,7,6,1,0,0,3
147769,U11-004,2022AR11A,Nul,2,3,1 3,2,2,1,3,2,3,1,9,2,4,3,0,0
147779,U11-001,2022AR11A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
147801,U11-001,2022AR11B,Nul,1,novote,novote,2,novote,novote,novote,novote,novote,2,3,1,2,0,0,7
147821,U11-010,2022AR11A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
147840,U11-010,2022AR11B,Valide,2,2,2,2,3,2,2,2,3,2,10,0,8,2,0,0
147869,U11-001,2022AR11B,Valide,4,3,3,4,4,3,4,1,4,3,10,1,0,4,5,0
147884,U11-001,2022AR11B,Valide,2,2,1,1,3,novote,3,3,2,2,9,2,4,3,0,1
147895,U11-010,2022AR11B,Valide,1,1,novote,1,novote,novote,1,2,2,1,7,5,2,0,0,3
147916,U11-004,2022AR11B,Valide,2,novote,1,novote,novote,novote,novote,2,novote,1,4,2,2,0,0,6
147933,U11-002,2022AR11B,Valide,1,3,2,2,3,1,1,4,2,4,10,3,3,2,2,0
148038,U11-001,2022AR11B,Valide,3,2,3,1,3,2,1,1,2,novote,9,3,3,3,0,1
148080,U11-001,2022AR11B,Valide,1,2,1,1,1,1,2,2,2,1,10,6,4,0,0,0
148099,U11-001,2022AR11B,Valide,1,1,1,2,2,1,novote,2,novote,1,8,5,3,0,0,2
148100,U11-010,2022AR11B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
148103,U11-002,2022AR11B,Valide,1,1,1,2,2,2,1,2,1,3,10,5,4,1,0,0
148126,U11-001,2022AR11B,Valide,novote,novote,novote,1,novote,1,1,4,novote,novote,4,3,0,0,1,6
148149,U11-001,2022AR11B,Valide,3,2,1,3,1,novote,4,3,novote,4,8,2,1,3,2,2
148229,U11-001,2022AR11A,Valide,novote,1,1,novote,novote,novote,novote,1,novote,1,4,4,0,0,0,6
148250,U11-001,2022AR11B,Valide,3,1,2,2,2,2,2,1,3,4,10,2,5,2,1,0
148272,U11-002,2022AR11B,Valide,1,2,1,1,2,1,2,3,1,1,10,6,3,1,0,0
148336,U11-010,2022AR11B,Valide,2,1,2,1,2,2,3,2,4,3,10,2,5,2,1,0
148356,U11-001,2022AR11B,Valide,1,1,1,1,1,1,1,1,1,2,10,9,1,0,0,0
148373,U11-002,2022AR11B,Valide,1,novote,novote,1,novote,novote,novote,1,1,1,5,5,0,0,0,5
148375,U11-001,2022AR11B,Valide,1,1,1,1,1,2,1,1,1,1,10,9,1,0,0,0
148409,U11-001,2022AR11B,Valide,1,1,novote,novote,1,novote,novote,novote,novote,1,4,4,0,0,0,6
148418,U11-010,2022AR11B,Valide,1,1,1,1,3,2,3,3,3,2,10,4,2,4,0,0
148484,U11-001,2022AR11B,Valide,1,1,2,1,2,1,1,2,1,2,10,6,4,0,0,0
148485,U11-002,2022AR11B,Nul,2,2,1,1,3,2,1,1 2,2,2,9,3,5,1,0,0
148509,U11-010,2022AR11B,Valide,2,1,1,2,3,2,3,2,2,1,10,3,5,2,0,0
148524,U11-001,2022AR11B,Valide,3,1,2,1,2,1,2,2,1,2,10,4,5,1,0,0
148531,U11-002,2022AR11B,Valide,novote,2,1,1,novote,novote,novote,novote,novote,1,4,3,1,0,0,6
148548,U11-001,2022AR11B,Valide,novote,1,novote,novote,novote,1,novote,novote,1,1,4,4,0,0,0,6
148593,U11-001,2022AR11A,Valide,2,1,1,3,1,1,3,3,2,3,10,4,2,4,0,0
148612,U75-001,2022AR11A,Valide,1,1,1,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,6
148615,U11-001,2022AR11B,Valide,1,4,1,3,3,1,3,3,4,1,10,4,0,4,2,0
148664,U11-001,2022AR11B,Nul,novote,novote,1,1,novote,novote,novote,novote,novote,novote,2,2,0,0,0,8
148685,U11-001,2022AR11B,Valide,1,2,novote,novote,novote,novote,3,novote,novote,4,4,1,1,1,1,6
148699,U11-002,2022AR11B,Valide,novote,2,2,novote,novote,novote,novote,novote,2,1,4,1,3,0,0,6
148712,U11-010,2022AR11B,Valide,1,1,3,1,2,1,1,4,4,2,10,5,2,1,2,0
148728,U11-001,2022AR11B,Valide,1,1,1,1,2,1,1,1,1,2,10,8,2,0,0,0
148765,U11-001,2022AR11B,Valide,2,1,1,4,2,4,4,2,2,1,10,3,4,0,3,0
148778,U11-002,2022AR11B,Valide,3,2,2,1,2,1,2,4,2,1,10,3,5,1,1,0
148805,U11-001,2022AR11B,Valide,1,3,1,1,1,1,1,3,1,4,10,7,0,2,1,0
148816,U11-010,2022AR11B,Valide,1,1,1,2,2,1,1,1,2,1,10,7,3,0,0,0
148844,U11-002,2022AR11B,Valide,novote,novote,1,novote,novote,novote,novote,1,1,1,4,4,0,0,0,6
148845,U11-001,2022AR11B,Valide,2,1,1,1,1,1,1,2,2,1,10,7,3,0,0,0
148922,U11-001,2022AR11B,Valide,novote,1,novote,1,1,1,novote,novote,novote,novote,4,4,0,0,0,6
148945,U11-001,2022AR11B,Valide,3,1,2,2,2,2,4,3,2,1,10,2,5,2,1,0
148985,U11-001,2022AR11B,Nul,novote,novote,1,novote,novote,novote,1,novote,novote,1,3,3,0,0,0,7
149008,U11-001,2022AR11B,Valide,1,1,1,1,1,1,1,1,1,3,10,9,0,1,0,0
149010,U11-002,2022AR11B,Valide,3,2,1,1,1,1,2,1,1,2,10,6,3,1,0,0
149023,U11-001,2022AR11B,Valide,3,1,1,1,2,1,2,3,1,1,10,6,2,2,0,0
149025,U11-002,2022AR11B,Valide,4,3,2,2,3,2,2,1,2,1,10,2,5,2,1,0
149041,U11-010,2022AR11B,Valide,1,2,2,2,1,1,3,1,2,1,10,5,4,1,0,0
149059,U11-001,2022AR11B,Valide,novote,1,novote,novote,novote,1,1,novote,novote,1,4,4,0,0,0,6
149080,U11-001,2022AR11B,Valide,2,2,1,1,1,novote,3,2,2,1,9,4,4,1,0,1
149101,U11-001,2022AR11B,Valide,novote,novote,2,novote,2,novote,1,novote,novote,4,4,1,2,0,1,6
149153,U11-002,2022AR11B,Valide,2,2,3,2,2,2,2,3,2,3,10,0,7,3,0,0
149204,U11-001,2022AR11B,Valide,1,1,1,novote,novote,novote,novote,novote,1,1,5,5,0,0,0,5
149225,U11-001,2022AR11B,Valide,1,novote,novote,1,1,novote,1,novote,novote,novote,4,4,0,0,0,6
149241,U11-001,2022AR11B,Valide,2,2,2,2,2,2,2,2,1,2,10,1,9,0,0,0
149251,U11-010,2022AR11B,Valide,novote,novote,novote,novote,1,2,1,1,1,2,6,4,2,0,0,4
149264,U11-010,2022AR11A,Valide,novote,1,1,novote,1,novote,3,novote,novote,2,5,3,1,1,0,5
149267,U11-010,2022AR11A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
149300,U11-001,2022AR11B,Nul,1,3,1,2,2,2,1,4,1,1 2,9,4,3,1,1,0
149346,U11-001,2022AR11B,Valide,1,1,1,1,1,1,1,2,2,1,10,8,2,0,0,0
