ID,Urne,QR-Code,Categorie,1 - Developper les stationnements velos dans le 19e,2 - Faciliter les deplacements des pietons et des cyclistes,3 - Marcher et pedaler en toute securite,4 - Destination 2024 : le 19e a l heure du sport,5 - Modernisons nos equipements pour faire du sport ensemble,6 - Faire vivre l inclusion dans le 19e,7 - Soutenons le dynamisme associatif et solidaire de nos quartiers,8 - Rafraichir la ville et promouvoir la biodiversite,"9 - Cours vegetalisees, musique et lecture pour mieux vivre a l ecole",10 - Plus belles nos ecoles : de la nature et du ciel bleu,"11 - Art, patrimoine et couleur : le 19e plus culturel",12 - Embellir et illuminer les rues et jardins de nos quartiers,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
89791,U19-044,2022AR19B,Valide,1,1,1,1,1,1,2,2,3,1,2,2,12,7,4,1,0,0
89793,U19-022,2022AR19A,Valide,novote,novote,novote,novote,novote,novote,2,1,novote,novote,2,2,4,1,3,0,0,8
89796,U19-037,2022AR19A,Valide,novote,novote,novote,1,1,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,8
89797,U19-035,2022AR19B,Valide,1,1,1,1,1,1,1,2,1,1,1,1,12,11,1,0,0,0
89798,U19-024,2022AR19B,Valide,2,novote,novote,1,novote,novote,novote,2,novote,1,novote,1,5,3,2,0,0,7
89803,U19-044,2022AR19A,Valide,novote,1,novote,1,1,novote,novote,novote,novote,1,novote,1,5,5,0,0,0,7
89806,U19-024,2022AR19B,Valide,novote,novote,1,novote,novote,novote,1,1,novote,1,novote,2,5,4,1,0,0,7
89807,U19-022,2022AR19A,Valide,3,1,2,3,3,1,2,3,2,3,1,1,12,4,3,5,0,0
89808,U19-018,2022AR19A,Valide,4,novote,novote,1,1,novote,novote,2,novote,novote,3,4,6,2,1,1,2,6
89810,U19-016,2022AR19A,Valide,novote,novote,novote,1,1,novote,novote,novote,novote,1,1,1,5,5,0,0,0,7
89815,U19-024,2022AR19A,Valide,novote,2,2,novote,novote,2,novote,2,1,novote,novote,novote,5,1,4,0,0,7
89818,U19-024,2022AR19B,Valide,1,novote,novote,1,novote,novote,novote,1,novote,1,novote,1,5,5,0,0,0,7
89821,U19-041,2022AR19B,Valide,4,1,2,1,2,2,2,3,2,3,2,1,12,3,6,2,1,0
89822,U19-001,2022AR19B,Valide,novote,novote,1,novote,novote,novote,novote,novote,1,novote,1,1,4,4,0,0,0,8
89823,U19-018,2022AR19A,Nul,novote,novote,novote,1,1,novote,novote,novote,novote,novote,novote,novote,2,2,0,0,0,10
89826,U19-012,2022AR19A,Valide,2,2,1,3,3,1,2,1,1,2,1,2,12,5,5,2,0,0
89835,U19-010,2022AR19A,Valide,novote,1,novote,1,novote,2,1,1,novote,novote,novote,1,6,5,1,0,0,6
89838,U19-037,2022AR19B,Valide,novote,1,2,4,2,1,1,1,1,2,2,2,11,5,5,0,1,1
89846,U19-008,2022AR19B,Valide,novote,novote,novote,1,novote,1,novote,novote,1,novote,1,novote,4,4,0,0,0,8
89850,U19-012,2022AR19B,Valide,novote,1,novote,novote,1,1,novote,1,1,1,novote,4,7,6,0,0,1,5
89852,U19-035,2022AR19B,Nul,novote,novote,1,1,1,novote,novote,novote,novote,novote,novote,novote,3,3,0,0,0,9
89853,U19-043,2022AR19B,Valide,2,3,3,3,3,2,2,2,1,1,1,1,12,4,4,4,0,0
89854,U19-001,2022AR19B,Valide,novote,novote,novote,novote,novote,novote,novote,1,1,1,1,novote,4,4,0,0,0,8
89857,U19-024,2022AR19B,Valide,novote,novote,1,novote,1,novote,1,novote,1,novote,1,novote,5,5,0,0,0,7
89858,U19-024,2022AR19A,Valide,novote,novote,novote,novote,1,1,1,novote,novote,1,1,1,6,6,0,0,0,6
89865,U19-035,2022AR19A,Valide,novote,novote,novote,1,1,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,8
89868,U19-037,2022AR19A,Valide,1,novote,novote,1,1,novote,novote,novote,1,novote,novote,novote,4,4,0,0,0,8
89871,U19-008,2022AR19B,Valide,4,4,4,novote,novote,1,1,2,novote,novote,4,novote,7,2,1,0,4,5
89872,U19-010,2022AR19A,Valide,3,1,1,1,2,3,2,1,1,3,1,2,12,6,3,3,0,0
89877,U19-035,2022AR19A,Valide,novote,novote,novote,1,1,novote,novote,1,novote,novote,1,novote,4,4,0,0,0,8
89878,U19-010,2022AR19A,Valide,2,2,2,1,1,1,1,1,1,1,1,2,12,8,4,0,0,0
89879,U19-024,2022AR19A,Valide,2,3,4,novote,novote,novote,novote,novote,1,1,novote,novote,5,2,1,1,1,7
89881,U19-016,2022AR19B,Valide,1,novote,novote,1,1,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
89885,U19-035,2022AR19A,Valide,novote,novote,novote,1,1,novote,novote,novote,1,1,novote,novote,4,4,0,0,0,8
89886,U19-010,2022AR19A,Valide,1,1,1,3,3,2,3,1,1,2,2,2,12,5,4,3,0,0
89887,U19-012,2022AR19B,Valide,novote,novote,novote,novote,novote,novote,1,1,novote,novote,1,1,4,4,0,0,0,8
89891,U19-009,2022AR19B,Valide,novote,2,1,novote,2,novote,2,novote,2,novote,novote,3,6,1,4,1,0,6
89892,U19-043,2022AR19B,Valide,2,1,2,3,2,2,2,2,1,1,2,2,12,3,8,1,0,0
89894,U19-010,2022AR19A,Valide,2,4,1,1,1,1,1,1,1,1,1,1,12,10,1,0,1,0
89897,U19-016,2022AR19A,Valide,3,3,2,2,2,3,2,novote,2,3,2,novote,10,0,6,4,0,2
89902,U19-037,2022AR19A,Valide,1,1,novote,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
89903,U19-034,2022AR19B,Valide,novote,1,novote,novote,1,1,1,novote,novote,novote,novote,1,5,5,0,0,0,7
89904,U19-024,2022AR19B,Valide,novote,novote,novote,1,1,novote,novote,2,2,2,2,novote,6,2,4,0,0,6
89911,U19-024,2022AR19B,Valide,1,1,1,1,1,novote,novote,novote,novote,2,2,novote,7,5,2,0,0,5
89914,U19-041,2022AR19A,Valide,novote,4,4,novote,novote,3,novote,novote,novote,novote,1,novote,4,1,0,1,2,8
89915,U19-012,2022AR19A,Valide,3,3,3,4,4,2,1,3,1,1,3,3,12,3,1,6,2,0
89920,U19-035,2022AR19A,Valide,novote,1,novote,1,1,1,novote,novote,1,novote,novote,novote,5,5,0,0,0,7
89927,U19-018,2022AR19B,Valide,4,4,novote,1,1,novote,novote,2,4,4,4,novote,8,2,1,0,5,4
89928,U19-041,2022AR19B,Valide,novote,novote,novote,1,1,novote,novote,novote,novote,novote,3,1,4,3,0,1,0,8
89929,U19-012,2022AR19B,Nul,2,1,1,4,2,1,2,1 3,4,4,2,1,11,4,4,0,3,0
89935,U19-041,2022AR19B,Valide,novote,novote,novote,novote,novote,novote,novote,1,1,1,1,1,5,5,0,0,0,7
89940,U19-001,2022AR19A,Valide,3,1,4,4,4,1,1,1,1,2,1,4,12,6,1,1,4,0
89941,U19-037,2022AR19B,Valide,novote,novote,novote,2,2,1,1,novote,novote,1,2,novote,6,3,3,0,0,6
89944,U19-044,2022AR19B,Valide,1,2,2,1,1,2,3,1,3,2,2,1,12,5,5,2,0,0
89946,U19-043,2022AR19B,Valide,2,2,2,2,2,novote,novote,novote,1,1,2,2,9,2,7,0,0,3
89949,U19-041,2022AR19B,Valide,novote,novote,novote,novote,novote,novote,novote,1,1,1,1,1,5,5,0,0,0,7
89951,U19-010,2022AR19A,Valide,2,1,2,3,3,3,2,2,1,2,2,2,12,2,7,3,0,0
89955,U19-016,2022AR19A,Valide,novote,2,1,4,3,1,1,2,2,2,2,novote,10,3,5,1,1,2
89957,U19-037,2022AR19A,Valide,novote,novote,novote,1,1,novote,novote,1,4,novote,4,novote,5,3,0,0,2,7
89961,U19-012,2022AR19A,Valide,2,2,1,2,2,1,2,1,1,2,2,2,12,4,8,0,0,0
89965,U19-035,2022AR19A,Valide,novote,novote,novote,1,1,novote,novote,novote,1,1,novote,novote,4,4,0,0,0,8
89966,U19-037,2022AR19A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
89968,U19-016,2022AR19A,Valide,novote,novote,novote,1,1,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,8
89969,U19-041,2022AR19B,Valide,novote,novote,novote,novote,novote,novote,1,1,1,1,1,1,6,6,0,0,0,6
89972,U19-044,2022AR19A,Valide,novote,novote,novote,1,1,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,8
89975,U19-035,2022AR19A,Valide,4,4,2,1,1,1,1,1,1,1,novote,1,11,8,1,0,2,1
89976,U19-016,2022AR19B,Valide,novote,1,1,2,1,2,1,1,1,1,novote,novote,9,7,2,0,0,3
89979,U19-010,2022AR19A,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,11
89983,U19-021,2022AR19A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
89986,U19-018,2022AR19B,Valide,4,4,novote,1,1,novote,novote,2,4,4,4,novote,8,2,1,0,5,4
89991,U19-001,2022AR19A,Valide,novote,novote,novote,1,1,1,novote,novote,1,novote,novote,1,5,5,0,0,0,7
90000,U19-016,2022AR19A,Valide,1,1,novote,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
90001,U19-043,2022AR19A,Valide,1,1,novote,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
90003,U19-012,2022AR19B,Valide,novote,1,novote,novote,novote,novote,1,1,novote,novote,novote,2,4,3,1,0,0,8
90004,U19-009,2022AR19B,Valide,1,1,1,1,1,1,1,1,1,1,1,1,12,12,0,0,0,0
90005,U19-001,2022AR19A,Nul,novote,novote,1,novote,novote,novote,1,novote,1,novote,novote,novote,3,3,0,0,0,9
90010,U19-024,2022AR19B,Valide,novote,novote,2,novote,1,novote,1,2,novote,1,novote,novote,5,3,2,0,0,7
90012,U19-010,2022AR19A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
90031,U19-012,2022AR19B,Valide,4,2,2,2,1,4,2,3,1,2,3,4,12,2,5,2,3,0
90035,U19-022,2022AR19A,Valide,4,4,4,novote,1,novote,novote,1,novote,1,novote,1,7,4,0,0,3,5
90038,U19-024,2022AR19B,Valide,novote,novote,1,1,1,novote,novote,novote,1,1,1,1,7,7,0,0,0,5
90045,U19-021,2022AR19A,Valide,4,4,4,1,1,novote,novote,2,4,4,4,novote,9,2,1,0,6,3
90046,U19-010,2022AR19A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
90049,U19-043,2022AR19B,Valide,1,1,1,2,2,2,2,2,1,2,1,2,12,5,7,0,0,0
90058,U19-001,2022AR19A,Valide,1,1,1,2,2,1,1,1,1,1,1,1,12,10,2,0,0,0
90062,U19-044,2022AR19A,Valide,novote,novote,novote,1,1,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,8
90066,U19-012,2022AR19A,Valide,2,2,1,2,2,1,1,1,1,1,2,2,12,6,6,0,0,0
90068,U19-018,2022AR19A,Valide,4,4,novote,1,1,novote,novote,2,novote,4,4,novote,7,2,1,0,4,5
90072,U19-035,2022AR19A,Valide,1,novote,novote,1,1,novote,novote,novote,novote,novote,1,novote,4,4,0,0,0,8
90073,U19-024,2022AR19A,Valide,4,4,4,4,novote,novote,novote,1,1,1,novote,novote,7,3,0,0,4,5
90075,U19-018,2022AR19A,Nul,novote,novote,novote,1,1,novote,novote,novote,novote,novote,novote,novote,2,2,0,0,0,10
90078,U19-037,2022AR19B,Valide,4,1,4,novote,1,novote,novote,4,4,4,4,4,9,2,0,0,7,3
90080,U19-024,2022AR19B,Valide,novote,novote,2,1,1,novote,novote,1,novote,novote,1,1,6,5,1,0,0,6
90082,U19-037,2022AR19A,Valide,novote,novote,novote,2,2,1,novote,novote,1,1,novote,novote,5,3,2,0,0,7
90084,U19-041,2022AR19A,Valide,1,1,1,3,2,2,2,1,1,1,1,1,12,8,3,1,0,0
90086,U19-010,2022AR19A,Valide,1,novote,novote,novote,1,novote,novote,novote,1,1,novote,novote,4,4,0,0,0,8
90087,U19-016,2022AR19B,Valide,1,novote,novote,1,1,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
90089,U19-018,2022AR19B,Valide,4,4,novote,1,1,novote,4,2,4,4,4,novote,9,2,1,0,6,3
90091,U19-041,2022AR19B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,1,1,1,1,4,4,0,0,0,8
90094,U19-012,2022AR19A,Valide,2,1,2,2,2,1,2,2,3,3,2,2,12,2,8,2,0,0
90096,U19-018,2022AR19B,Valide,novote,novote,2,1,1,novote,3,1,novote,3,1,3,8,4,1,3,0,4
90099,U19-044,2022AR19B,Valide,1,1,1,3,2,2,1,2,1,1,1,2,12,7,4,1,0,0
90102,U19-012,2022AR19B,Valide,4,2,4,2,1,4,2,3,1,2,4,4,12,2,4,1,5,0
90107,U19-044,2022AR19A,Valide,novote,novote,novote,1,1,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,8
90109,U19-012,2022AR19B,Valide,1,1,1,2,2,2,2,1,1,1,1,2,12,7,5,0,0,0
90110,U19-035,2022AR19A,Valide,novote,novote,novote,1,1,novote,novote,novote,1,1,novote,novote,4,4,0,0,0,8
90116,U19-012,2022AR19A,Valide,novote,1,novote,novote,1,novote,novote,1,novote,novote,1,novote,4,4,0,0,0,8
90117,U19-018,2022AR19B,Valide,4,4,novote,1,1,novote,novote,2,4,4,4,novote,8,2,1,0,5,4
90119,U19-001,2022AR19A,Valide,3,1,3,2,1,1,1,1,2,1,1,1,12,8,2,2,0,0
90120,U19-034,2022AR19B,Nul,1 2,1,1,2,1,1,1,1,1,1,2,2,11,8,3,0,0,0
90121,U19-041,2022AR19B,Valide,novote,novote,novote,1,1,novote,novote,novote,1,1,2,1,6,5,1,0,0,6
90124,U19-035,2022AR19B,Valide,novote,1,novote,2,novote,novote,novote,2,novote,1,2,1,6,3,3,0,0,6
90127,U19-041,2022AR19B,Nul,novote,novote,novote,1,1,novote,novote,novote,novote,novote,novote,novote,2,2,0,0,0,10
90131,U19-018,2022AR19A,Nul,novote,novote,novote,1,1,novote,novote,novote,novote,novote,novote,novote,2,2,0,0,0,10
90136,U19-018,2022AR19A,Valide,4,4,novote,1,1,novote,novote,novote,4,4,4,novote,7,2,0,0,5,5
90144,U19-016,2022AR19B,Valide,novote,1,1,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
90147,U19-035,2022AR19B,Valide,novote,novote,1,novote,1,novote,novote,1,novote,2,1,novote,5,4,1,0,0,7
90156,U19-001,2022AR19A,Valide,1,novote,1,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
90157,U19-035,2022AR19B,Valide,novote,1,1,1,1,novote,novote,1,novote,1,novote,novote,6,6,0,0,0,6
90158,U19-024,2022AR19B,Valide,novote,novote,novote,2,2,novote,novote,novote,2,2,2,2,6,0,6,0,0,6
90161,U19-037,2022AR19A,Valide,novote,novote,novote,1,1,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,8
90162,U19-041,2022AR19B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,1,1,1,1,4,4,0,0,0,8
90168,U19-043,2022AR19B,Valide,2,2,2,2,2,2,2,2,2,2,2,2,12,0,12,0,0,0
90169,U19-041,2022AR19A,Valide,novote,novote,novote,novote,novote,2,2,1,novote,novote,2,novote,4,1,3,0,0,8
90172,U19-043,2022AR19B,Nul,3,1,4,1,1,novote,3,1,1 2,4,novote,1,9,5,0,2,2,2
90173,U19-021,2022AR19A,Valide,4,4,novote,1,1,novote,novote,2,novote,novote,4,novote,6,2,1,0,3,6
90175,U19-041,2022AR19A,Valide,3,3,2,1,1,1,1,1,3,3,4,4,12,5,1,4,2,0
90177,U19-025,2022AR19A,Valide,2,2,2,2,2,2,2,1,1,2,2,3,12,2,9,1,0,0
90180,U19-037,2022AR19B,Valide,novote,novote,novote,1,1,novote,novote,novote,1,1,novote,1,5,5,0,0,0,7
90183,U19-022,2022AR19A,Valide,1,novote,novote,1,1,novote,novote,novote,1,1,novote,2,6,5,1,0,0,6
90185,U19-035,2022AR19A,Valide,novote,novote,novote,1,1,novote,novote,1,1,1,novote,1,6,6,0,0,0,6
90186,U19-043,2022AR19B,Valide,1,1,1,novote,4,1,4,1,novote,1,4,1,10,7,0,0,3,2
90187,U19-016,2022AR19B,Valide,novote,2,2,novote,2,novote,2,2,novote,2,novote,2,7,0,7,0,0,5
90190,U19-001,2022AR19A,Valide,1,novote,1,1,novote,novote,1,novote,novote,novote,novote,novote,4,4,0,0,0,8
90192,U19-035,2022AR19B,Valide,novote,novote,1,1,1,novote,1,novote,1,novote,1,novote,6,6,0,0,0,6
90193,U19-041,2022AR19A,Valide,4,2,2,3,2,1,1,3,2,1,1,1,12,5,4,2,1,0
90197,U19-001,2022AR19A,Valide,2,2,1,3,3,2,2,2,1,1,1,2,12,4,6,2,0,0
90199,U19-035,2022AR19A,Valide,novote,novote,novote,1,1,novote,novote,1,novote,novote,1,1,5,5,0,0,0,7
90201,U19-021,2022AR19A,Valide,4,4,novote,1,1,novote,novote,novote,novote,novote,4,novote,5,2,0,0,3,7
90209,U19-037,2022AR19B,Valide,1,1,1,novote,novote,novote,novote,novote,1,1,3,2,7,5,1,1,0,5
90211,U19-010,2022AR19A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
90216,U19-012,2022AR19A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
90217,U19-037,2022AR19A,Nul,novote,1,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,2,2,0,0,0,10
90218,U19-043,2022AR19B,Valide,novote,novote,2,2,1,novote,novote,2,novote,novote,novote,3,5,1,3,1,0,7
90222,U19-018,2022AR19B,Valide,4,4,4,1,1,novote,novote,novote,4,4,4,novote,8,2,0,0,6,4
90224,U19-044,2022AR19B,Valide,1,1,1,3,3,3,4,1,4,1,1,2,12,6,1,3,2,0
90228,U19-041,2022AR19A,Valide,2,2,novote,novote,novote,novote,novote,1,2,novote,novote,novote,4,1,3,0,0,8
90232,U19-043,2022AR19B,Valide,novote,2,3,3,4,2,3,2,4,2,2,2,11,0,6,3,2,1
90235,U19-035,2022AR19B,Valide,1,1,1,1,1,1,1,2,1,1,2,1,12,10,2,0,0,0
90236,U19-018,2022AR19A,Valide,4,4,novote,1,1,novote,novote,3,novote,novote,4,novote,6,2,0,1,3,6
90237,U19-012,2022AR19A,Valide,novote,novote,novote,novote,novote,novote,novote,1,1,1,1,novote,4,4,0,0,0,8
90240,U19-043,2022AR19A,Valide,1,1,novote,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
90241,U19-009,2022AR19A,Valide,novote,novote,novote,1,novote,2,1,1,1,novote,novote,novote,5,4,1,0,0,7
90244,U19-024,2022AR19B,Valide,novote,1,novote,1,3,novote,novote,2,novote,2,novote,novote,5,2,2,1,0,7
90246,U19-043,2022AR19B,Valide,2,2,1,1,1,1,1,1,2,1,1,2,12,8,4,0,0,0
90247,U19-035,2022AR19B,Valide,novote,novote,novote,1,1,novote,novote,1,novote,1,2,1,6,5,1,0,0,6
90251,U19-012,2022AR19B,Nul,novote,1,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,2,2,0,0,0,10
90252,U19-037,2022AR19A,Valide,1,3,2,1,1,2,2,1,2,1,2,1,12,6,5,1,0,0
90254,U19-001,2022AR19A,Valide,1,1,1,2,novote,2,2,2,2,novote,2,novote,9,3,6,0,0,3
90264,U19-035,2022AR19A,Valide,novote,novote,novote,1,1,novote,novote,novote,novote,1,1,novote,4,4,0,0,0,8
90265,U19-001,2022AR19B,Valide,2,1,2,novote,novote,novote,novote,novote,novote,novote,novote,2,4,1,3,0,0,8
90267,U19-043,2022AR19B,Valide,1,1,1,novote,novote,novote,novote,1,novote,1,novote,novote,5,5,0,0,0,7
90269,U19-016,2022AR19B,Valide,3,1,1,1,1,2,1,1,1,1,3,1,12,9,1,2,0,0
90277,U19-018,2022AR19A,Valide,4,4,novote,1,1,novote,novote,2,4,4,4,novote,8,2,1,0,5,4
90278,U19-001,2022AR19A,Valide,1,1,1,1,1,1,1,novote,2,novote,1,1,10,9,1,0,0,2
90280,U19-037,2022AR19A,Valide,novote,novote,novote,1,1,novote,novote,1,novote,novote,1,1,5,5,0,0,0,7
90281,U19-010,2022AR19B,Valide,novote,novote,novote,novote,2,1,3,novote,novote,2,novote,novote,4,1,2,1,0,8
90283,U19-018,2022AR19B,Valide,novote,novote,novote,1,1,novote,novote,1,1,1,1,1,7,7,0,0,0,5
90284,U19-035,2022AR19A,Valide,4,4,4,4,4,1,1,1,2,2,2,1,12,4,3,0,5,0
90287,U19-044,2022AR19B,Valide,1,2,4,2,2,1,1,1,2,1,1,1,12,7,4,0,1,0
90290,U19-012,2022AR19B,Valide,1,1,novote,novote,2,novote,novote,novote,novote,novote,1,novote,4,3,1,0,0,8
90291,U19-006,2022AR19A,Valide,novote,novote,novote,1,1,1,1,1,novote,novote,novote,novote,5,5,0,0,0,7
90293,U19-035,2022AR19B,Valide,1,1,2,1,1,novote,novote,3,novote,novote,1,2,8,5,2,1,0,4
90295,U19-037,2022AR19B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
90301,U19-037,2022AR19B,Valide,1,1,1,1,1,1,1,1,1,1,1,1,12,12,0,0,0,0
90302,U19-044,2022AR19A,Valide,novote,novote,novote,1,1,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,8
90303,U19-035,2022AR19A,Valide,novote,novote,1,1,1,1,novote,novote,novote,1,novote,novote,5,5,0,0,0,7
90304,U19-012,2022AR19A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
90305,U19-037,2022AR19B,Valide,novote,novote,novote,novote,novote,1,novote,2,1,novote,novote,2,4,2,2,0,0,8
90311,U19-016,2022AR19B,Valide,novote,novote,novote,4,novote,2,3,novote,novote,1,novote,novote,4,1,1,1,1,8
90312,U19-037,2022AR19B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
90314,U19-035,2022AR19A,Valide,novote,novote,novote,1,1,novote,1,novote,novote,novote,novote,1,4,4,0,0,0,8
90320,U19-037,2022AR19B,Valide,novote,novote,novote,1,1,novote,novote,novote,novote,1,novote,1,4,4,0,0,0,8
90323,U19-022,2022AR19A,Valide,novote,novote,novote,1,1,1,novote,novote,novote,1,novote,novote,4,4,0,0,0,8
90327,U19-035,2022AR19B,Valide,3,1,2,3,1,2,3,1,2,2,3,1,12,4,4,4,0,0
90329,U19-041,2022AR19B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,1,1,1,1,4,4,0,0,0,8
90331,U19-018,2022AR19B,Valide,4,4,novote,1,1,novote,4,novote,4,4,4,novote,8,2,0,0,6,4
90333,U19-016,2022AR19B,Valide,1,1,1,novote,novote,1,1,1,1,2,2,novote,9,7,2,0,0,3
90338,U19-035,2022AR19A,Valide,1,1,1,1,1,3,3,1,1,1,4,1,12,9,0,2,1,0
90339,U19-001,2022AR19A,Valide,novote,novote,1,1,novote,1,novote,1,1,1,3,4,8,6,0,1,1,4
90340,U19-044,2022AR19B,Valide,3,2,1,4,3,1,2,3,2,2,3,4,12,2,4,4,2,0
90342,U19-012,2022AR19B,Valide,2,2,2,4,2,1,2,1,novote,1,2,1,11,4,6,0,1,1
90346,U19-022,2022AR19A,Valide,3,3,2,2,2,2,3,2,2,2,2,1,12,1,8,3,0,0
90347,U19-009,2022AR19B,Valide,1,novote,novote,1,1,novote,1,1,1,novote,1,1,8,8,0,0,0,4
90351,U19-044,2022AR19A,Valide,novote,novote,novote,1,1,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,8
90355,U19-012,2022AR19B,Valide,novote,1,1,novote,novote,novote,novote,1,novote,1,novote,novote,4,4,0,0,0,8
90360,U19-037,2022AR19A,Valide,2,novote,novote,novote,2,novote,novote,3,novote,novote,2,novote,4,0,3,1,0,8
90361,U19-010,2022AR19A,Valide,2,2,1,2,1,2,2,1,1,1,2,2,12,5,7,0,0,0
90362,U19-035,2022AR19B,Valide,novote,novote,novote,1,1,novote,novote,novote,1,1,novote,1,5,5,0,0,0,7
90363,U19-012,2022AR19B,Valide,2,1,1,2,2,4,3,1,1,1,2,4,12,5,4,1,2,0
90364,U19-001,2022AR19A,Valide,novote,1,1,novote,1,3,novote,novote,2,novote,3,2,7,3,2,2,0,5
90368,U19-010,2022AR19A,Valide,1,1,1,novote,novote,novote,novote,1,1,novote,novote,1,6,6,0,0,0,6
90376,U19-010,2022AR19A,Valide,3,1,3,3,3,4,4,1,3,3,1,1,12,4,0,6,2,0
90378,U19-012,2022AR19B,Valide,2,2,2,2,2,2,2,2,2,2,2,2,12,0,12,0,0,0
90380,U19-018,2022AR19B,Valide,4,4,novote,1,1,novote,4,2,4,4,4,novote,9,2,1,0,6,3
90385,U19-016,2022AR19A,Valide,novote,novote,novote,1,1,novote,novote,novote,novote,1,1,novote,4,4,0,0,0,8
90389,U19-010,2022AR19A,Nul,1,novote,2,2,2,1,1 2,2,1 2,1 2,2,4,8,2,5,0,1,1
90394,U19-037,2022AR19B,Valide,novote,novote,2,1,novote,novote,novote,novote,novote,novote,2,1,4,2,2,0,0,8
90401,U19-001,2022AR19B,Valide,1,1,1,novote,novote,1,novote,novote,novote,novote,1,novote,5,5,0,0,0,7
90403,U19-034,2022AR19A,Valide,novote,novote,novote,novote,1,2,novote,1,1,1,2,1,7,5,2,0,0,5
90404,U19-041,2022AR19A,Valide,1,1,1,1,1,novote,novote,novote,novote,novote,novote,novote,5,5,0,0,0,7
90407,U19-016,2022AR19B,Valide,novote,1,1,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
90409,U19-043,2022AR19B,Valide,1,1,novote,novote,1,novote,novote,2,novote,1,novote,novote,5,4,1,0,0,7
90410,U19-010,2022AR19A,Valide,3,1,1,novote,2,2,2,1,3,3,1,1,11,5,3,3,0,1
90413,U19-035,2022AR19A,Valide,1,1,1,2,2,3,2,1,1,1,1,1,12,8,3,1,0,0
90416,U19-016,2022AR19A,Valide,novote,novote,novote,1,1,1,1,novote,novote,1,1,novote,6,6,0,0,0,6
90420,U19-035,2022AR19A,Valide,novote,novote,novote,1,1,novote,novote,novote,1,novote,1,1,5,5,0,0,0,7
90427,U19-012,2022AR19B,Nul,novote,novote,1 2,novote,novote,novote,novote,novote,1 2,1 2,novote,novote,0,0,0,0,0,9
90430,U19-037,2022AR19B,Valide,novote,novote,novote,novote,1,1,1,novote,novote,1,2,novote,5,4,1,0,0,7
90433,U19-035,2022AR19A,Valide,1,novote,1,1,1,novote,novote,novote,novote,novote,1,1,6,6,0,0,0,6
90434,U19-012,2022AR19A,Valide,novote,1,novote,1,1,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
90435,U19-001,2022AR19A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
90439,U19-044,2022AR19B,Nul,1,1,1,2,3,3,2,1,2,1,1,1 2,11,6,3,2,0,0
90447,U19-018,2022AR19B,Nul,novote,novote,2,1 3,1,novote,novote,2,1,1,2,1,7,4,3,0,0,4
90448,U19-024,2022AR19B,Valide,novote,1,2,2,novote,novote,novote,1,2,2,1,1,8,4,4,0,0,4
90449,U19-044,2022AR19A,Valide,1,1,novote,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
