ID,Urne,QR-Code,Categorie,1 - Developper les stationnements velos dans le 19e,2 - Faciliter les deplacements des pietons et des cyclistes,3 - Marcher et pedaler en toute securite,4 - Destination 2024 : le 19e a l heure du sport,5 - Modernisons nos equipements pour faire du sport ensemble,6 - Faire vivre l inclusion dans le 19e,7 - Soutenons le dynamisme associatif et solidaire de nos quartiers,8 - Rafraichir la ville et promouvoir la biodiversite,"9 - Cours vegetalisees, musique et lecture pour mieux vivre a l ecole",10 - Plus belles nos ecoles : de la nature et du ciel bleu,"11 - Art, patrimoine et couleur : le 19e plus culturel",12 - Embellir et illuminer les rues et jardins de nos quartiers,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
46588,U19-003,2022AR19A,Valide,2,2,1,2,2,2,2,1,1,1,3,2,12,4,7,1,0,0
46637,U19-003,2022AR19A,Valide,novote,novote,novote,novote,novote,1,novote,novote,1,1,1,novote,4,4,0,0,0,8
46653,U19-003,2022AR19A,Valide,novote,1,1,novote,novote,novote,novote,1,novote,1,novote,novote,4,4,0,0,0,8
46805,U19-003,2022AR19A,Valide,novote,novote,novote,novote,1,1,1,novote,1,1,2,1,7,6,1,0,0,5
46920,U19-003,2022AR19A,Valide,novote,novote,novote,4,4,1,4,4,4,4,novote,4,8,1,0,0,7,4
46993,U19-003,2022AR19A,Valide,novote,novote,novote,2,2,1,novote,novote,2,2,novote,novote,5,1,4,0,0,7
47035,U19-003,2022AR19A,Valide,novote,novote,novote,novote,novote,1,1,novote,2,novote,2,novote,4,2,2,0,0,8
47946,U19-003,2022AR19A,Valide,1,1,1,3,3,1,1,1,1,1,2,2,12,8,2,2,0,0
48070,U75-004,2022AR19B,Valide,1,1,1,3,2,1,2,1,1,1,2,1,12,8,3,1,0,0
48340,U19-013,2022AR19A,Nul,novote,novote,novote,novote,1,1,novote,novote,1,novote,novote,novote,3,3,0,0,0,9
48485,U19-013,2022AR19A,Valide,1,2,2,3,2,1,2,1,1,1,2,3,12,5,5,2,0,0
48487,U19-013,2022AR19A,Valide,1,1,1,3,3,4,1,3,1,novote,3,4,11,5,0,4,2,1
48533,U19-003,2022AR19A,Valide,novote,novote,novote,novote,novote,1,novote,2,2,2,novote,novote,4,1,3,0,0,8
48834,U19-013,2022AR19A,Valide,novote,novote,novote,1,1,novote,novote,novote,1,1,novote,1,5,5,0,0,0,7
48986,U19-013,2022AR19A,Valide,3,novote,novote,3,2,1,2,novote,novote,novote,novote,novote,5,1,2,2,0,7
49122,U75-004,2022AR19B,Valide,novote,novote,2,novote,2,novote,novote,2,2,novote,novote,novote,4,0,4,0,0,8
49293,U19-003,2022AR19A,Valide,3,2,novote,novote,novote,novote,2,novote,novote,novote,novote,1,4,1,2,1,0,8
49306,U19-003,2022AR19A,Valide,1,1,1,2,2,3,2,1,3,4,3,2,12,4,4,3,1,0
49349,U19-003,2022AR19A,Valide,novote,novote,novote,novote,1,1,novote,1,novote,1,novote,novote,4,4,0,0,0,8
49524,U19-003,2022AR19A,Valide,novote,novote,novote,2,2,1,1,1,2,1,2,2,9,4,5,0,0,3
49756,U19-003,2022AR19A,Nul,novote,novote,novote,novote,novote,1,novote,1,1,novote,novote,novote,3,3,0,0,0,9
49825,U19-003,2022AR19A,Valide,novote,1,1,novote,novote,novote,novote,1,novote,novote,1,novote,4,4,0,0,0,8
49915,U19-013,2022AR19A,Valide,novote,novote,novote,1,1,2,2,1,1,1,novote,novote,7,5,2,0,0,5
49943,U75-004,2022AR19B,Valide,1,2,1,1,1,2,2,2,1,2,2,2,12,5,7,0,0,0
50081,U19-003,2022AR19A,Valide,novote,novote,novote,novote,novote,1,2,4,2,2,novote,novote,5,1,3,0,1,7
50308,U19-003,2022AR19A,Valide,novote,novote,novote,4,4,1,4,4,4,4,novote,4,8,1,0,0,7,4
50388,U19-013,2022AR19A,Valide,novote,novote,novote,novote,novote,novote,1,novote,2,novote,2,2,4,1,3,0,0,8
50401,U19-003,2022AR19A,Nul,novote,novote,novote,2,novote,1,novote,novote,novote,novote,novote,novote,2,1,1,0,0,10
50422,U19-003,2022AR19A,Valide,novote,novote,novote,novote,novote,1,novote,1,1,1,1,1,6,6,0,0,0,6
50595,U19-003,2022AR19A,Nul,4,novote,novote,novote,novote,1,novote,2,novote,novote,novote,novote,3,1,1,0,1,9
50598,U19-013,2022AR19A,Valide,novote,novote,1,novote,novote,1,novote,novote,1,novote,2,novote,4,3,1,0,0,8
50891,U19-013,2022AR19A,Valide,novote,novote,novote,novote,novote,novote,novote,2,1,1,2,2,5,2,3,0,0,7
50913,U19-003,2022AR19A,Valide,1,1,2,novote,2,1,1,1,2,2,2,2,11,5,6,0,0,1
51070,U19-013,2022AR19A,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
51474,U19-013,2022AR19A,Valide,4,4,4,4,4,1,2,4,novote,4,4,4,11,1,1,0,9,1
51515,U19-003,2022AR19A,Valide,novote,novote,novote,novote,novote,1,1,novote,1,1,novote,novote,4,4,0,0,0,8
51535,U19-003,2022AR19A,Valide,novote,novote,1,novote,novote,1,novote,1,1,novote,novote,novote,4,4,0,0,0,8
51536,U19-013,2022AR19A,Valide,1,1,1,1,1,2,1,1,1,1,1,1,12,11,1,0,0,0
51545,U19-003,2022AR19A,Valide,novote,novote,novote,4,4,1,4,4,4,4,novote,novote,7,1,0,0,6,5
51618,U19-003,2022AR19A,Valide,novote,novote,novote,4,4,1,4,4,4,4,novote,novote,7,1,0,0,6,5
51634,U19-013,2022AR19A,Valide,3,3,3,2,2,2,1,2,1,1,1,1,12,5,4,3,0,0
51669,U19-003,2022AR19A,Valide,2,2,1,2,1,2,2,1,1,1,2,4,12,5,6,0,1,0
51694,U19-013,2022AR19A,Valide,novote,novote,novote,1,1,novote,novote,novote,1,1,novote,1,5,5,0,0,0,7
51707,U19-003,2022AR19A,Nul,1 2,2,novote,2,2,1,1,2,1,1,1,3,10,5,4,1,0,1
51711,U19-013,2022AR19A,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,2,2,2,0,2,0,0,10
51806,U19-003,2022AR19A,Valide,novote,novote,novote,novote,novote,1,2,novote,2,2,novote,novote,4,1,3,0,0,8
51841,U19-013,2022AR19A,Valide,novote,novote,2,1,2,novote,1,2,1,1,novote,1,8,5,3,0,0,4
51945,U19-013,2022AR19A,Valide,2,1,2,1,1,4,3,1,1,2,3,1,12,6,3,2,1,0
51963,U19-013,2022AR19A,Valide,3,3,2,3,3,3,1,2,1,1,2,2,12,3,4,5,0,0
52228,U19-003,2022AR19A,Valide,4,1,2,3,2,1,1,1,1,2,3,2,12,5,4,2,1,0
52486,U19-003,2022AR19A,Valide,novote,novote,novote,novote,novote,novote,1,1,novote,1,novote,1,4,4,0,0,0,8
52578,U19-013,2022AR19A,Valide,novote,novote,novote,novote,novote,2,novote,3,3,3,3,3,6,0,1,5,0,6
52604,U19-013,2022AR19A,Valide,3,1,3,1,2,1,2,1,1,3,1,1,12,7,2,3,0,0
52661,U75-002,2022AR19B,Valide,2,2,2,2,2,novote,2,2,2,2,2,1,11,1,10,0,0,1
52755,U19-013,2022AR19A,Valide,3,3,3,3,3,1,2,2,1,2,2,1,12,3,4,5,0,0
52860,U19-003,2022AR19A,Valide,novote,1,1,2,2,1,2,2,1,1,2,2,11,5,6,0,0,1
53164,U19-046,2022AR19B,Nul,novote,novote,novote,1,1,novote,novote,novote,novote,novote,novote,novote,2,2,0,0,0,10
53252,U19-013,2022AR19A,Valide,1,novote,novote,1,novote,1,1,novote,1,novote,novote,novote,5,5,0,0,0,7
53279,U19-003,2022AR19A,Nul,2,1,1,4,2,2,1,1,1,1,1,2 3,11,7,3,0,1,0
53330,U19-013,2022AR19A,Valide,1,1,1,novote,novote,novote,novote,novote,1,novote,novote,1,5,5,0,0,0,7
53391,U19-013,2022AR19A,Valide,2,novote,novote,novote,novote,1,novote,2,2,novote,novote,novote,4,1,3,0,0,8
53518,U19-046,2022AR19B,Nul,novote,novote,novote,1,1,novote,novote,novote,novote,novote,novote,novote,2,2,0,0,0,10
53522,U19-003,2022AR19A,Valide,novote,novote,novote,novote,novote,novote,novote,1,2,2,novote,1,4,2,2,0,0,8
53599,U19-003,2022AR19A,Valide,1,1,1,2,2,2,2,1,3,1,1,1,12,7,4,1,0,0
53635,U19-046,2022AR19B,Nul,novote,novote,novote,1,1,novote,novote,novote,novote,novote,novote,novote,2,2,0,0,0,10
53645,U75-002,2022AR19A,Valide,2,1,3,2,1,1,2,2,1,3,3,3,12,4,4,4,0,0
53799,U19-013,2022AR19A,Valide,3,novote,3,3,3,3,3,4,1,1,3,3,11,2,0,8,1,1
53892,U19-003,2022AR19A,Valide,1,1,1,2,2,2,2,1,1,1,1,1,12,8,4,0,0,0
53960,U19-003,2022AR19A,Valide,3,1,1,1,1,2,1,2,2,1,2,3,12,6,4,2,0,0
54067,U75-005,2022AR19B,Valide,4,2,2,4,2,2,2,2,4,2,2,2,12,0,9,0,3,0
54084,U19-013,2022AR19A,Nul,novote,novote,novote,novote,novote,1,1,novote,1,novote,novote,novote,3,3,0,0,0,9
54110,U19-003,2022AR19A,Valide,2,1,2,3,2,2,2,1,2,2,1,2,12,3,8,1,0,0
54177,U19-046,2022AR19B,Nul,novote,novote,novote,1,1,novote,novote,novote,novote,novote,novote,novote,2,2,0,0,0,10
54197,U19-003,2022AR19A,Valide,novote,1,1,2,novote,1,novote,1,2,1,2,novote,8,5,3,0,0,4
54216,U19-003,2022AR19A,Valide,novote,novote,novote,4,4,1,4,4,4,4,novote,novote,7,1,0,0,6,5
54398,U19-003,2022AR19A,Valide,2,4,novote,3,3,1,3,2,novote,novote,novote,novote,7,1,2,3,1,5
54420,U19-026,2022AR19B,Valide,2,2,3,3,3,1,2,2,3,3,3,4,12,1,4,6,1,0
54425,U19-046,2022AR19B,Valide,3,1,2,3,2,3,2,1,2,4,2,2,12,2,6,3,1,0
54488,U19-013,2022AR19A,Valide,1,1,1,4,4,1,1,4,1,1,4,4,12,7,0,0,5,0
54490,U19-003,2022AR19A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
54558,U19-003,2022AR19A,Valide,novote,novote,2,novote,novote,1,novote,1,1,2,2,novote,6,3,3,0,0,6
54573,U19-026,2022AR19B,Valide,2,1,3,1,1,1,3,3,1,3,3,3,12,5,1,6,0,0
54742,U19-046,2022AR19B,Valide,1,3,4,1,3,4,1,3,1,1,3,2,12,5,1,4,2,0
54852,U19-026,2022AR19B,Valide,1,1,1,4,4,3,2,1,2,2,2,1,12,5,4,1,2,0
54857,U19-003,2022AR19A,Valide,3,1,3,1,1,3,3,1,1,1,3,3,12,6,0,6,0,0
54876,U19-013,2022AR19A,Valide,3,1,2,3,3,2,1,2,1,2,2,2,12,3,6,3,0,0
54922,U75-002,2022AR19B,Valide,novote,1,novote,novote,novote,novote,novote,1,1,1,1,2,6,5,1,0,0,6
54978,U19-046,2022AR19B,Nul,4,4,novote,1 4,1,4,4,4,novote,4,4,4,9,1,0,0,8,2
55005,U19-003,2022AR19A,Valide,novote,novote,novote,2,2,1,novote,2,novote,novote,novote,novote,4,1,3,0,0,8
55058,U19-003,2022AR19A,Valide,novote,novote,novote,2,2,1,novote,novote,2,2,novote,novote,5,1,4,0,0,7
55118,U19-003,2022AR19A,Valide,1,1,1,4,3,4,3,1,1,1,1,3,12,7,0,3,2,0
55309,U19-013,2022AR19A,Valide,1,novote,novote,novote,2,3,1,2,1,2,1,1,9,5,3,1,0,3
55390,U19-003,2022AR19A,Valide,novote,novote,novote,4,4,1,4,4,4,4,novote,novote,7,1,0,0,6,5
55430,U19-003,2022AR19A,Nul,1,1 2,1 2,2,3,novote,1,1,novote,novote,novote,3,6,3,1,2,0,4
55441,U19-003,2022AR19A,Valide,novote,novote,1,novote,novote,novote,novote,1,1,1,novote,1,5,5,0,0,0,7
55444,U19-046,2022AR19B,Valide,3,4,2,4,2,3,3,2,3,2,2,2,12,0,6,4,2,0
55533,U19-003,2022AR19A,Valide,2,1,1,4,2,1,1,1,1,novote,2,2,11,6,4,0,1,1
55578,U19-003,2022AR19A,Valide,novote,novote,novote,2,2,1,novote,novote,2,2,novote,novote,5,1,4,0,0,7
55586,U19-046,2022AR19B,Nul,novote,novote,novote,1,1,novote,novote,novote,novote,novote,novote,novote,2,2,0,0,0,10
55589,U19-003,2022AR19A,Valide,novote,novote,novote,2,2,1,novote,2,novote,novote,novote,novote,4,1,3,0,0,8
55663,U19-026,2022AR19B,Valide,2,1,3,3,3,1,2,1,1,2,3,4,12,4,3,4,1,0
55699,U75-004,2022AR19B,Valide,4,3,4,3,4,2,3,4,4,3,2,3,12,0,2,5,5,0
55713,U19-003,2022AR19A,Valide,novote,novote,novote,2,2,1,4,2,novote,novote,novote,novote,5,1,3,0,1,7
55785,U19-026,2022AR19B,Valide,1,1,2,2,2,1,4,2,2,4,3,3,12,3,5,2,2,0
55892,U19-003,2022AR19A,Valide,2,novote,novote,2,2,1,2,2,2,novote,novote,novote,7,1,6,0,0,5
56099,U19-013,2022AR19A,Valide,novote,novote,3,novote,novote,1,novote,2,novote,novote,3,3,5,1,1,3,0,7
56130,U19-003,2022AR19A,Valide,novote,novote,novote,4,4,1,4,4,4,4,novote,novote,7,1,0,0,6,5
56157,U75-004,2022AR19B,Valide,3,1,2,2,1,1,2,1,2,1,3,2,12,5,5,2,0,0
56217,U19-004,2022AR19A,Nul,4,4,2,2,2,2,2,2 4,2,2,3,1 2 3,10,0,7,1,2,0
56238,U19-001,2022AR19A,Valide,novote,novote,1,novote,novote,novote,1,1,1,novote,1,novote,5,5,0,0,0,7
56245,U19-001,2022AR19A,Valide,4,4,4,4,4,4,4,4,4,4,1,4,12,1,0,0,11,0
56288,U19-015,2022AR19A,Valide,3,2,2,3,3,2,3,2,1,1,2,2,12,2,6,4,0,0
56307,U19-004,2022AR19A,Valide,2,4,4,novote,novote,novote,novote,4,4,4,2,2,8,0,3,0,5,4
56320,U19-001,2022AR19A,Valide,3,novote,3,3,novote,novote,novote,novote,novote,novote,1,novote,4,1,0,3,0,8
56446,U19-003,2022AR19A,Valide,2,2,2,2,2,1,2,novote,novote,novote,novote,novote,7,1,6,0,0,5
56447,U19-001,2022AR19A,Valide,1,1,1,novote,1,novote,novote,1,novote,novote,1,1,7,7,0,0,0,5
56469,U19-003,2022AR19A,Valide,novote,novote,novote,4,4,1,1,4,1,4,novote,novote,7,3,0,0,4,5
56537,U19-001,2022AR19B,Valide,2,1,1,1,2,1,2,1,2,3,1,1,12,7,4,1,0,0
56540,U19-013,2022AR19A,Valide,4,4,4,4,4,4,4,3,4,3,3,3,12,0,0,4,8,0
56563,U19-004,2022AR19A,Valide,1,2,2,2,2,2,1,2,3,3,2,2,12,2,8,2,0,0
56575,U19-013,2022AR19A,Valide,novote,novote,novote,novote,novote,1,1,novote,1,1,novote,novote,4,4,0,0,0,8
56601,U19-004,2022AR19A,Valide,1,1,1,1,1,1,1,1,novote,novote,novote,1,9,9,0,0,0,3
56613,U19-001,2022AR19A,Valide,novote,novote,novote,4,4,1,3,3,4,4,novote,novote,7,1,0,2,4,5
56625,U19-001,2022AR19A,Valide,2,3,novote,novote,novote,novote,3,novote,novote,novote,1,novote,4,1,1,2,0,8
56636,U19-001,2022AR19A,Valide,2,novote,novote,novote,novote,1,novote,novote,2,2,novote,novote,4,1,3,0,0,8
56652,U19-026,2022AR19B,Valide,2,3,3,4,3,1,1,2,2,3,1,3,12,3,3,5,1,0
56655,U19-046,2022AR19B,Valide,3,3,3,1,1,3,3,3,3,3,4,3,12,2,0,9,1,0
56677,U19-011,2022AR19A,Valide,2,3,2,2,2,1,1,1,1,1,2,2,12,5,6,1,0,0
56704,U19-001,2022AR19A,Valide,1,1,4,1,novote,1,novote,novote,1,1,1,novote,8,7,0,0,1,4
56717,U19-004,2022AR19A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
56726,U75-002,2022AR19B,Valide,1,1,1,novote,novote,1,novote,novote,novote,novote,novote,2,5,4,1,0,0,7
56741,U19-001,2022AR19A,Valide,4,4,3,novote,novote,1,1,novote,novote,novote,novote,1,6,3,0,1,2,6
56752,U19-004,2022AR19A,Valide,1,1,1,1,novote,novote,novote,1,1,novote,novote,1,7,7,0,0,0,5
56789,U19-001,2022AR19A,Valide,2,2,2,2,2,2,2,1,1,1,2,1,12,4,8,0,0,0
56798,U19-011,2022AR19A,Valide,1,1,2,1,1,1,2,2,3,3,2,2,12,5,5,2,0,0
56809,U19-001,2022AR19A,Valide,novote,1,1,novote,1,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
56861,U19-003,2022AR19A,Valide,4,novote,novote,2,novote,2,2,novote,novote,novote,2,1,6,1,4,0,1,6
56909,U19-001,2022AR19A,Valide,1,1,1,3,3,3,3,3,3,4,4,3,12,3,0,7,2,0
56931,U19-015,2022AR19A,Nul,novote,novote,novote,novote,novote,2,1,novote,1,novote,novote,novote,3,2,1,0,0,9
56940,U19-004,2022AR19A,Valide,4,4,4,1,1,1,1,novote,1,2,2,novote,10,5,2,0,3,2
56952,U19-001,2022AR19A,Valide,1,1,1,2,2,2,2,1,1,1,2,1,12,7,5,0,0,0
56984,U19-045,2022AR19A,Valide,novote,novote,1,novote,novote,novote,novote,1,novote,novote,2,2,4,2,2,0,0,8
56995,U19-004,2022AR19A,Valide,novote,novote,novote,1,novote,1,novote,1,novote,novote,1,novote,4,4,0,0,0,8
57006,U19-001,2022AR19A,Valide,novote,1,novote,novote,novote,1,novote,novote,novote,1,1,novote,4,4,0,0,0,8
57016,U19-001,2022AR19A,Valide,4,4,4,4,4,4,4,4,4,4,4,4,12,0,0,0,12,0
57026,U19-001,2022AR19A,Valide,novote,novote,novote,novote,novote,1,novote,1,1,novote,1,novote,4,4,0,0,0,8
57034,U19-004,2022AR19A,Valide,novote,novote,novote,novote,novote,1,1,1,novote,novote,1,novote,4,4,0,0,0,8
57045,U19-001,2022AR19A,Valide,1,2,2,3,2,3,3,2,1,1,2,2,12,3,6,3,0,0
57055,U19-001,2022AR19A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
57067,U19-015,2022AR19A,Valide,4,4,4,3,1,2,2,3,2,4,3,2,12,1,4,3,4,0
57089,U19-001,2022AR19A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
57097,U19-004,2022AR19A,Nul,novote,novote,novote,novote,novote,2,1,novote,2,novote,novote,novote,3,1,2,0,0,9
57119,U19-001,2022AR19A,Valide,1,1,2,novote,novote,1,novote,novote,novote,novote,novote,novote,4,3,1,0,0,8
57133,U19-015,2022AR19A,Nul,novote,novote,1,novote,novote,novote,novote,novote,1,novote,novote,novote,2,2,0,0,0,10
57142,U19-001,2022AR19A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
57152,U19-015,2022AR19A,Valide,2,2,1,3,3,3,2,1,1,1,1,1,12,6,3,3,0,0
57169,U19-004,2022AR19A,Valide,novote,2,novote,1,novote,novote,novote,novote,1,novote,novote,1,4,3,1,0,0,8
57183,U19-001,2022AR19A,Nul,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,11
57188,U19-046,2022AR19B,Valide,2,1,2,1,2,3,4,4,3,2,3,3,12,2,4,4,2,0
57194,U19-004,2022AR19A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
57239,U19-004,2022AR19A,Valide,1,1,1,novote,novote,novote,novote,1,novote,novote,novote,1,5,5,0,0,0,7
57251,U19-013,2022AR19A,Valide,4,novote,novote,novote,novote,1,novote,novote,2,novote,novote,2,4,1,2,0,1,8
57256,U19-003,2022AR19A,Valide,2,1,1,1,1,2,1,2,2,2,2,1,12,6,6,0,0,0
57260,U19-045,2022AR19B,Valide,4,4,4,4,3,4,3,4,3,3,4,4,12,0,0,4,8,0
57281,U19-001,2022AR19A,Valide,2,1,2,2,3,1,1,1,2,2,1,1,12,6,5,1,0,0
57311,U19-001,2022AR19A,Valide,2,2,2,novote,novote,1,1,novote,novote,novote,novote,novote,5,2,3,0,0,7
57325,U19-004,2022AR19A,Valide,1,1,1,1,1,1,1,1,1,1,1,1,12,12,0,0,0,0
57349,U19-004,2022AR19A,Valide,3,1,1,3,3,3,3,1,2,2,2,1,12,4,3,5,0,0
57361,U19-001,2022AR19A,Valide,novote,novote,novote,3,3,1,4,4,3,3,4,novote,8,1,0,4,3,4
57374,U19-013,2022AR19A,Valide,novote,novote,novote,1,1,novote,novote,novote,1,1,novote,1,5,5,0,0,0,7
57393,U19-001,2022AR19A,Nul,3,2,2,1,1,3,1,2 4,3,2,2,1,11,4,4,3,0,0
57404,U19-001,2022AR19A,Nul,2,1,1,2,1 2,1,3,1,1 3,1 4,1,1,9,6,2,1,0,0
57440,U19-001,2022AR19A,Valide,3,4,4,1,1,1,1,1,1,1,1,1,12,9,0,1,2,0
57451,U19-001,2022AR19A,Valide,1,1,1,2,2,1,1,1,1,3,1,4,12,8,2,1,1,0
57472,U19-001,2022AR19A,Valide,novote,1,1,novote,novote,novote,1,1,novote,novote,novote,novote,4,4,0,0,0,8
57488,U19-001,2022AR19A,Valide,4,4,4,novote,3,3,3,3,3,3,3,3,11,0,0,8,3,1
57493,U19-046,2022AR19B,Valide,1,4,3,2,2,2,3,4,2,3,1,1,12,3,4,3,2,0
57498,U19-004,2022AR19A,Valide,1,1,1,novote,novote,novote,novote,novote,novote,1,1,novote,5,5,0,0,0,7
57521,U19-004,2022AR19A,Valide,1,1,1,1,1,1,1,1,1,1,1,1,12,12,0,0,0,0
57532,U19-001,2022AR19A,Valide,novote,novote,novote,1,novote,2,novote,1,novote,novote,1,novote,4,3,1,0,0,8
57544,U19-004,2022AR19A,Valide,novote,novote,novote,1,1,novote,2,novote,novote,1,novote,1,5,4,1,0,0,7
57579,U19-011,2022AR19A,Valide,4,4,4,novote,novote,novote,1,2,3,novote,2,2,8,1,3,1,3,4
57646,U19-001,2022AR19A,Valide,2,1,2,3,3,4,2,4,2,3,1,2,12,2,5,3,2,0
57658,U19-001,2022AR19A,Valide,1,1,1,1,novote,1,novote,novote,novote,novote,novote,novote,5,5,0,0,0,7
57669,U19-004,2022AR19A,Valide,4,4,4,4,2,3,1,2,1,novote,1,2,11,3,3,1,4,1
57680,U19-001,2022AR19A,Valide,novote,novote,1,novote,novote,novote,novote,1,1,novote,novote,1,4,4,0,0,0,8
57694,U19-046,2022AR19B,Valide,3,2,3,2,2,2,2,2,3,3,3,2,12,0,7,5,0,0
57707,U19-046,2022AR19B,Valide,2,4,3,3,2,2,1,1,2,3,3,2,12,2,5,4,1,0
57726,U19-001,2022AR19A,Valide,novote,1,1,1,novote,1,novote,novote,novote,novote,novote,2,5,4,1,0,0,7
57752,U19-004,2022AR19A,Valide,novote,novote,novote,novote,1,1,1,1,novote,novote,novote,novote,4,4,0,0,0,8
57765,U19-003,2022AR19A,Valide,2,2,2,3,3,2,2,1,2,1,2,1,12,3,7,2,0,0
57771,U19-001,2022AR19A,Valide,4,3,4,4,4,1,4,4,4,4,3,4,12,1,0,2,9,0
57796,U19-001,2022AR19A,Valide,2,novote,novote,novote,novote,novote,novote,2,2,novote,novote,2,4,0,4,0,0,8
57804,U19-004,2022AR19A,Valide,novote,novote,novote,1,novote,1,novote,1,1,novote,novote,novote,4,4,0,0,0,8
57812,U19-015,2022AR19A,Valide,novote,novote,novote,1,1,novote,novote,novote,1,1,novote,1,5,5,0,0,0,7
57822,U19-028,2022AR19A,Valide,1,1,1,2,2,1,1,1,1,1,1,1,12,10,2,0,0,0
57827,U19-003,2022AR19A,Nul,4,4,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,2,0,0,0,2,10
57832,U19-001,2022AR19A,Valide,1,4,2,2,2,1,1,1,1,1,1,2,12,7,4,0,1,0
57842,U19-004,2022AR19A,Valide,1,novote,novote,1,1,novote,novote,1,novote,novote,novote,novote,4,4,0,0,0,8
57876,U19-003,2022AR19A,Valide,1,1,novote,1,novote,novote,novote,novote,1,1,1,novote,6,6,0,0,0,6
57888,U19-004,2022AR19A,Valide,1,1,1,1,novote,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
57899,U19-004,2022AR19A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
57908,U19-001,2022AR19B,Valide,4,3,4,1,1,2,3,4,2,1,2,2,12,3,4,2,3,0
57918,U19-015,2022AR19A,Valide,novote,1,novote,novote,1,novote,novote,novote,novote,1,novote,1,4,4,0,0,0,8
57942,U19-046,2022AR19B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
57953,U19-003,2022AR19A,Valide,1,1,1,1,1,2,1,1,2,1,1,2,12,9,3,0,0,0
57957,U19-001,2022AR19A,Nul,novote,novote,novote,novote,novote,1 2,novote,2,2,2,novote,novote,3,0,3,0,0,8
57975,U19-001,2022AR19A,Valide,4,1,1,3,3,3,3,1,1,1,1,1,12,7,0,4,1,0
58010,U19-004,2022AR19A,Valide,novote,novote,novote,novote,novote,novote,novote,1,1,novote,1,1,4,4,0,0,0,8
58020,U19-045,2022AR19B,Valide,novote,novote,novote,1,1,1,novote,1,novote,1,novote,novote,5,5,0,0,0,7
58042,U19-004,2022AR19A,Valide,novote,novote,novote,novote,novote,1,1,1,novote,novote,1,novote,4,4,0,0,0,8
58055,U19-001,2022AR19A,Valide,1,2,2,2,3,3,3,3,2,2,3,2,12,1,6,5,0,0
58064,U19-004,2022AR19A,Valide,novote,novote,1,novote,1,novote,novote,1,1,novote,novote,novote,4,4,0,0,0,8
58068,U75-002,2022AR19A,Valide,novote,1,novote,novote,novote,novote,1,novote,1,novote,1,novote,4,4,0,0,0,8
58074,U19-001,2022AR19B,Valide,3,3,1,1,1,1,3,1,1,2,3,3,12,6,1,5,0,0
58118,U19-011,2022AR19A,Valide,2,2,novote,2,2,novote,1,novote,2,2,novote,2,8,1,7,0,0,4
58128,U19-004,2022AR19A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
58140,U19-004,2022AR19A,Valide,1,1,1,1,1,1,1,1,1,1,1,1,12,12,0,0,0,0
58144,U19-003,2022AR19A,Valide,novote,novote,2,novote,novote,2,novote,1,novote,novote,novote,1,4,2,2,0,0,8
58162,U19-001,2022AR19A,Valide,1,1,1,1,3,1,2,1,3,1,4,4,12,7,1,2,2,0
58168,U19-001,2022AR19A,Valide,novote,novote,novote,4,4,1,4,4,4,4,novote,novote,7,1,0,0,6,5
58182,U19-001,2022AR19B,Valide,1,1,1,2,2,2,3,1,1,3,4,3,12,5,3,3,1,0
58187,U19-003,2022AR19A,Valide,novote,novote,novote,1,1,novote,novote,1,novote,novote,novote,1,4,4,0,0,0,8
58195,U19-001,2022AR19A,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,2,2,0,0,0,10
58204,U75-003,2022AR19B,Valide,1,novote,novote,1,1,novote,novote,1,novote,novote,novote,novote,4,4,0,0,0,8
58241,U19-011,2022AR19A,Valide,4,4,novote,2,novote,novote,1,novote,novote,novote,novote,novote,4,1,1,0,2,8
58274,U19-001,2022AR19B,Valide,4,4,4,4,4,1,4,4,4,4,4,4,12,1,0,0,11,0
58312,U19-001,2022AR19A,Valide,novote,novote,1,novote,novote,novote,novote,1,novote,novote,1,1,4,4,0,0,0,8
