ID,Urne,QR-Code,Categorie,1 - Installer du mobilier urbain sur les berges pour les sports de glisse,2 - Rendre l eglise St-Germain l Auxerrois accessible au PMR,3 - Poursuivre la refection des chaussees des Grands Boulevards,4 - Ameliorer le confort et l amenagement d etablissements scolaires,5 - Completer la renovation des arcades de la rue de Rivoli,6 - Ravaler la facade de l eglise St-Nicolas-des-Champs,7 - Rénover le petit tunnel de l ecluse du bassin de l Arsenal,8 - Restaurer la facade et les candelabres de l eglise des Blancs-Manteaux,9 - Restaurer le patrimoine de 3 eglises de Paris Centre,10 - Restaurer le toit et les decors de l eglise Ste-Elisabeth de Hongrie,11 - Restaurer les chapelles de l eglise St-Germain-l Auxerrois,12 - Restaurer les fontaines du Theatre Francais,13 - Restaurer les peintures de 2 eglises et tracer le chemin de Compostelle,14 - Remplacer et renover les bancs de Paris Centre,15 - Renover les reverberes du Louvre,16 - Vegetaliser temporairement la rue Greneta,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
34203,U13-018,2022AR01B,Valide,3,3,1,1,2,4,4,4,4,4,4,4,4,3,3,4,16,2,1,4,9,0
48905,U75-004,2022AR01B,Valide,3,3,2,4,2,4,2,3,4,4,3,1,2,1,3,3,16,2,4,6,4,0
50606,U75-004,2022AR01B,Valide,4,4,4,4,4,4,4,4,1,1,1,novote,1,4,4,4,15,4,0,0,11,1
52386,U75-005,2022AR01B,Nul,novote,1,novote,2 3,2,2,3,1,1,1,1,1,1,2,1,4,13,8,3,1,1,2
52550,U75-002,2022AR01B,Valide,4,3,3,3,3,2,3,2,2,2,2,2,1,2,2,4,16,1,8,5,2,0
52560,U75-002,2022AR01B,Valide,novote,1,novote,2,novote,novote,novote,novote,novote,novote,4,4,3,3,4,3,8,1,1,3,3,8
52641,U75-002,2022AR01B,Valide,novote,1,2,1,3,4,4,novote,2,3,3,2,3,2,4,3,14,2,4,5,3,2
52679,U75-002,2022AR01B,Valide,4,1,2,2,2,1,3,1,1,1,1,1,1,2,2,3,16,8,5,2,1,0
52785,U75-004,2022AR01B,Valide,4,2,1,2,2,2,2,2,2,2,1,1,1,4,1,3,16,5,8,1,2,0
52813,U75-002,2022AR01B,Valide,novote,novote,novote,novote,novote,novote,novote,4,4,4,4,3,4,2,3,1,9,1,1,2,5,7
52882,U75-004,2022AR01B,Valide,2,2,novote,novote,novote,3,2,2,2,2,2,2,2,novote,2,2,12,0,11,1,0,4
52905,U75-002,2022AR01B,Valide,2,2,3,1,2,2,4,3,1,1,1,3,1,1,2,novote,15,6,5,3,1,1
53074,U75-002,2022AR01A,Valide,novote,novote,novote,1,novote,novote,1,novote,1,novote,novote,1,novote,novote,novote,novote,4,4,0,0,0,12
53202,U75-002,2022AR01B,Valide,1,3,novote,1,novote,novote,1,3,3,3,3,3,4,1,2,1,13,5,1,6,1,3
53225,U75-002,2022AR01B,Valide,2,3,1,1,3,2,1,2,2,3,3,3,3,2,2,1,16,4,6,6,0,0
53322,U75-002,2022AR01B,Valide,3,1,1,1,2,3,2,3,2,3,3,2,2,1,2,2,16,4,7,5,0,0
53408,U75-002,2022AR01B,Nul,3,4,2,4,3,4,3,3 4,3 4,3 4,3 4,3,4,3,3,2,12,0,2,6,4,0
53488,U75-002,2022AR01B,Valide,1,1,1,1,1,1,1,1,novote,1,1,1,1,1,novote,novote,13,13,0,0,0,3
53639,U75-004,2022AR01B,Valide,2,2,3,2,3,2,2,2,2,3,2,2,2,3,3,2,16,0,11,5,0,0
53656,U75-002,2022AR01B,Valide,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,1,1,1,novote,novote,1,5,5,0,0,0,11
53713,U75-002,2022AR01B,Valide,1,4,3,1,3,4,4,4,4,4,4,3,4,4,4,1,16,3,0,3,10,0
53922,U75-002,2022AR01B,Valide,novote,1,novote,1,novote,novote,novote,novote,novote,1,novote,2,novote,novote,novote,2,5,3,2,0,0,11
53961,U75-002,2022AR01B,Valide,1,2,2,1,2,1,1,3,3,2,2,1,1,3,3,1,16,7,5,4,0,0
53973,U75-002,2022AR01A,Valide,4,1,1,1,1,2,1,2,2,2,2,1,3,1,1,3,16,8,5,2,1,0
53983,U75-002,2022AR01B,Valide,1,2,1,1,1,3,1,1,3,4,4,2,3,1,3,3,16,7,2,5,2,0
54013,U75-002,2022AR01B,Valide,2,2,2,2,2,3,2,3,3,3,3,3,2,2,3,2,16,0,9,7,0,0
54065,U75-002,2022AR01B,Valide,4,4,3,1,2,3,2,3,3,3,3,2,3,3,2,2,16,1,5,8,2,0
54113,U75-002,2022AR01B,Valide,4,novote,2,1,novote,novote,novote,novote,novote,novote,novote,2,novote,1,2,novote,6,2,3,0,1,10
54211,U75-002,2022AR01B,Valide,1,novote,novote,1,novote,novote,1,novote,novote,novote,novote,novote,1,novote,novote,novote,4,4,0,0,0,12
54237,U75-004,2022AR01B,Valide,novote,1,novote,1,1,novote,novote,novote,1,novote,1,novote,novote,novote,novote,novote,5,5,0,0,0,11
54250,U75-002,2022AR01B,Valide,3,1,2,1,1,1,3,3,3,1,3,3,1,3,1,2,16,7,2,7,0,0
54286,U75-002,2022AR01B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
54312,U75-002,2022AR01B,Valide,3,novote,novote,2,novote,novote,novote,3,3,3,3,novote,novote,novote,novote,3,7,0,1,6,0,9
54348,U75-004,2022AR01B,Valide,3,2,3,2,2,3,2,3,3,3,3,2,3,1,3,2,16,1,6,9,0,0
54351,U75-002,2022AR01B,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,2,novote,2,1,4,2,2,0,0,12
54435,U75-002,2022AR01B,Valide,1,novote,novote,1,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,5,5,0,0,0,11
54456,U75-002,2022AR01B,Valide,3,3,1,1,1,2,1,1,3,2,2,1,3,1,2,3,16,7,4,5,0,0
54499,U75-002,2022AR01B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
54553,U75-002,2022AR01B,Valide,novote,novote,novote,1,novote,1,1,novote,novote,novote,1,novote,1,novote,novote,1,6,6,0,0,0,10
54684,U75-002,2022AR01B,Nul,1,2,3,3,1,2 3,3,3,3,3,3,2,2,4,3,4,15,2,3,8,2,0
54695,U75-002,2022AR01B,Valide,2,2,2,2,3,4,4,4,4,4,4,3,4,3,3,3,16,0,4,5,7,0
54838,U75-002,2022AR01B,Valide,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,16,5,11,0,0,0
54990,U75-002,2022AR01B,Valide,3,2,2,2,2,novote,2,3,3,3,3,2,3,3,3,2,15,0,7,8,0,1
55048,U75-002,2022AR01B,Nul,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,2,1,novote,novote,3,2,1,0,0,13
55059,U75-002,2022AR01B,Valide,4,novote,1,1,novote,2,3,2,2,2,novote,2,2,2,2,4,13,2,8,1,2,3
55160,U75-002,2022AR01A,Valide,2,1,3,2,3,3,3,3,3,3,3,2,3,3,3,3,16,1,3,12,0,0
55170,U75-002,2022AR01B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
55499,U75-002,2022AR01B,Valide,2,novote,2,2,novote,novote,novote,novote,novote,novote,novote,novote,novote,2,novote,novote,4,0,4,0,0,12
55506,U75-002,2022AR01B,Valide,novote,novote,novote,2,2,2,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,4,1,3,0,0,12
55553,U75-002,2022AR01B,Valide,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,16,12,4,0,0,0
55650,U75-002,2022AR01B,Valide,4,2,2,1,3,2,2,2,2,2,2,2,2,3,2,4,16,1,11,2,2,0
55800,U75-002,2022AR01B,Nul,novote,novote,1,novote,1,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,3,3,0,0,0,13
55845,U75-002,2022AR01B,Valide,2,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,3,1,4,2,1,1,0,12
55900,U75-002,2022AR01A,Valide,1,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,novote,4,4,0,0,0,12
55929,U75-002,2022AR01B,Valide,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,16,0,0,0,0
56033,U75-002,2022AR01B,Valide,1,novote,novote,1,novote,novote,novote,novote,novote,novote,3,novote,4,4,4,novote,6,2,0,1,3,10
56162,U75-002,2022AR01B,Valide,2,novote,2,2,novote,novote,novote,novote,novote,novote,novote,2,4,4,novote,novote,6,0,4,0,2,10
56205,U75-002,2022AR01B,Valide,novote,1,4,4,4,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,5,2,0,0,3,11
56315,U75-002,2022AR01B,Valide,novote,novote,novote,1,novote,novote,1,novote,2,novote,novote,novote,novote,2,novote,novote,4,2,2,0,0,12
56503,U75-002,2022AR01B,Valide,2,3,2,1,3,3,3,novote,3,3,3,3,3,1,3,2,15,2,3,10,0,1
56514,U75-002,2022AR01B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,1,1,4,4,0,0,0,12
56602,U75-002,2022AR01B,Valide,2,2,2,1,2,4,2,1,2,1,3,2,3,1,1,4,16,5,7,2,2,0
56647,U75-002,2022AR01B,Valide,1,2,2,1,1,3,1,2,2,3,3,2,3,1,2,2,16,5,7,4,0,0
56679,U75-002,2022AR01B,Valide,novote,novote,novote,1,novote,novote,1,1,novote,novote,novote,novote,1,novote,novote,novote,4,4,0,0,0,12
56770,U75-004,2022AR01B,Nul,novote,novote,novote,1 2,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,15
56878,U75-002,2022AR01B,Valide,4,3,1,4,2,3,1,3,3,3,3,3,3,3,3,1,16,3,1,10,2,0
56919,U75-002,2022AR01B,Valide,2,3,4,1,4,3,novote,3,3,3,3,3,3,4,4,4,15,1,1,8,5,1
56943,U75-002,2022AR01B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
57050,U75-002,2022AR01B,Valide,2,1,3,1,2,2,2,3,3,3,3,2,3,3,3,1,16,3,5,8,0,0
57059,U75-002,2022AR01B,Valide,4,3,2,1,3,4,1,novote,2,1,novote,novote,novote,2,2,4,12,3,4,2,3,4
57178,U75-002,2022AR01A,Valide,novote,novote,novote,novote,novote,novote,1,1,novote,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,12
57301,U75-002,2022AR01B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
57371,U75-002,2022AR01B,Valide,2,1,2,1,2,2,2,1,1,1,1,1,2,1,2,2,16,8,8,0,0,0
57574,U75-002,2022AR01B,Valide,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,2,16,11,5,0,0,0
57806,U75-002,2022AR01B,Valide,novote,novote,2,novote,2,1,novote,novote,novote,novote,novote,2,novote,novote,novote,novote,4,1,3,0,0,12
57846,U75-003,2022AR01B,Valide,4,3,4,4,1,1,1,1,1,1,1,1,1,4,1,4,16,10,0,1,5,0
57931,U75-002,2022AR01B,Nul,2,2 3,2,2,3,3,2,2,2,3,3,3,3,2,3,3,15,0,7,8,0,0
58026,U75-002,2022AR01B,Valide,1,1,1,1,3,2,2,3,2,3,3,3,3,2,3,2,16,4,5,7,0,0
58098,U75-003,2022AR01B,Valide,2,4,2,4,1,2,4,4,4,4,4,4,4,4,4,4,16,1,3,0,12,0
58400,U75-002,2022AR01B,Valide,novote,4,4,3,3,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,5,1,0,2,2,11
58434,U75-004,2022AR01B,Valide,3,2,novote,2,novote,novote,novote,novote,novote,novote,novote,novote,novote,3,novote,novote,4,0,2,2,0,12
58437,U75-003,2022AR01B,Valide,2,2,1,1,1,3,1,2,2,3,3,2,3,2,2,1,16,5,7,4,0,0
58578,U75-002,2022AR01B,Valide,3,2,2,1,3,3,3,3,3,3,3,3,3,1,4,1,16,3,2,10,1,0
58589,U75-002,2022AR01B,Valide,novote,novote,novote,novote,novote,novote,novote,1,1,novote,novote,1,1,novote,2,novote,5,4,1,0,0,11
58614,U75-003,2022AR01B,Valide,2,3,2,1,3,3,3,3,novote,novote,3,3,3,3,4,3,14,1,2,10,1,2
58626,U75-002,2022AR01B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
58646,U75-003,2022AR01B,Valide,1,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,4,4,0,0,0,12
58718,U75-003,2022AR01B,Valide,1,3,1,2,4,4,4,4,4,4,4,4,4,4,4,2,16,2,2,1,11,0
58822,U75-002,2022AR01B,Valide,1,novote,novote,novote,1,1,novote,novote,novote,novote,novote,novote,1,novote,1,novote,5,5,0,0,0,11
58839,U75-003,2022AR01B,Valide,1,novote,novote,1,novote,novote,1,novote,novote,novote,novote,novote,novote,1,novote,novote,4,4,0,0,0,12
58862,U75-002,2022AR01A,Nul,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,3,3,0,0,0,13
58891,U75-003,2022AR01B,Valide,1,1,1,1,2,1,2,1,1,1,1,2,1,novote,2,2,15,10,5,0,0,1
58963,U75-002,2022AR01B,Valide,2,3,2,1,3,2,3,3,2,3,3,3,4,3,3,3,16,1,4,10,1,0
58999,U75-002,2022AR01B,Valide,novote,novote,novote,1,1,novote,novote,novote,novote,novote,novote,1,novote,1,novote,novote,4,4,0,0,0,12
59023,U75-002,2022AR01B,Nul,2,2 4,2,2,2,4,3,4,4,4,3 4,3,3,3,3,1,14,1,4,5,4,0
59122,U75-003,2022AR01B,Valide,novote,novote,1,novote,1,2,novote,novote,novote,2,2,novote,1,novote,novote,novote,6,3,3,0,0,10
59132,U75-002,2022AR01B,Valide,3,1,1,1,1,2,2,3,3,3,2,2,2,2,1,1,16,6,6,4,0,0
59235,U75-003,2022AR01B,Valide,1,1,1,1,1,2,4,2,2,2,2,2,4,4,4,1,16,6,6,0,4,0
59236,U75-002,2022AR01B,Valide,1,1,1,1,1,2,4,1,2,4,4,3,4,1,2,3,16,7,3,2,4,0
59248,U75-002,2022AR01B,Valide,3,novote,novote,2,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,4,2,1,1,0,12
59283,U75-003,2022AR01B,Valide,novote,novote,1,1,1,novote,1,novote,novote,novote,novote,novote,novote,1,novote,1,6,6,0,0,0,10
59368,U75-003,2022AR01B,Valide,novote,novote,1,novote,novote,novote,2,novote,novote,novote,novote,2,novote,novote,novote,2,4,1,3,0,0,12
59392,U75-002,2022AR01B,Valide,3,1,3,1,2,2,2,2,2,2,2,2,2,3,2,2,16,2,11,3,0,0
59438,U75-002,2022AR01B,Valide,1,4,4,4,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,5,2,0,0,3,11
59451,U75-003,2022AR01B,Valide,4,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,16,0,13,2,1,0
59495,U75-003,2022AR01B,Valide,3,2,1,2,2,1,1,2,2,1,1,2,1,2,1,2,16,7,8,1,0,0
59518,U75-002,2022AR01B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
59569,U75-003,2022AR01B,Valide,1,novote,novote,novote,2,novote,novote,novote,novote,novote,novote,novote,1,novote,1,novote,4,3,1,0,0,12
59584,U75-002,2022AR01B,Valide,3,2,1,3,2,3,2,4,novote,4,4,4,4,3,4,3,15,1,3,5,6,1
59737,U75-002,2022AR01B,Valide,1,4,4,1,2,4,2,4,3,3,2,3,2,3,4,1,16,3,4,4,5,0
59881,U75-002,2022AR01B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
59934,U75-002,2022AR01B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
59950,U75-003,2022AR01B,Valide,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,2,novote,4,3,1,0,0,12
59988,U75-003,2022AR01B,Valide,1,novote,2,novote,novote,novote,3,novote,novote,novote,novote,novote,novote,4,2,novote,5,1,2,1,1,11
60063,U75-002,2022AR01B,Valide,2,novote,novote,3,novote,novote,novote,novote,novote,novote,novote,3,3,2,3,3,7,0,2,5,0,9
60185,U75-003,2022AR01B,Valide,1,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,4,4,0,0,0,12
60194,U75-002,2022AR01B,Valide,2,2,1,1,1,1,4,2,2,2,2,2,3,2,3,1,16,5,8,2,1,0
60218,U75-002,2022AR01B,Valide,1,1,2,1,2,1,3,1,1,1,1,2,1,2,2,3,16,9,5,2,0,0
60260,U75-002,2022AR01B,Valide,1,1,2,1,1,3,1,3,3,1,2,1,2,1,1,2,16,9,4,3,0,0
60268,U75-003,2022AR01B,Nul,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,1,novote,1,novote,novote,3,3,0,0,0,13
60271,U75-002,2022AR01B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,2,2,2,2,novote,novote,novote,novote,4,0,4,0,0,12
60346,U75-005,2022AR01B,Valide,1,1,3,1,2,2,2,1,1,1,novote,1,1,1,1,1,15,11,3,1,0,1
60388,U75-002,2022AR01B,Valide,1,1,1,1,3,3,3,novote,1,3,3,3,3,1,1,1,15,8,0,7,0,1
60415,U75-003,2022AR01B,Valide,2,2,2,3,3,2,2,3,2,2,1,2,2,1,3,2,16,2,10,4,0,0
60451,U75-002,2022AR01B,Valide,2,2,2,1,1,novote,1,novote,1,novote,novote,1,novote,1,novote,novote,9,6,3,0,0,7
60453,U75-003,2022AR01B,Valide,novote,1,novote,2,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,2,4,5,2,2,0,1,11
60520,U75-002,2022AR01B,Valide,1,novote,novote,novote,novote,1,1,novote,novote,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,12
60553,U75-002,2022AR01B,Valide,2,2,3,1,4,4,3,4,4,4,4,4,4,4,4,4,16,1,2,2,11,0
60711,U75-002,2022AR01B,Valide,novote,novote,novote,novote,3,2,3,novote,novote,novote,novote,novote,novote,3,2,3,6,0,2,4,0,10
60768,U75-002,2022AR01B,Valide,novote,novote,2,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,2,4,2,2,0,0,12
60789,U75-003,2022AR01B,Valide,1,4,1,2,1,4,1,4,4,4,4,1,4,1,3,4,16,6,1,1,8,0
60943,U75-002,2022AR01B,Valide,3,1,1,1,2,2,3,3,2,1,2,2,2,3,2,1,16,5,7,4,0,0
60959,U75-002,2022AR01B,Valide,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,16,0,1,0,15,0
60971,U75-003,2022AR01B,Valide,4,1,1,1,3,1,1,1,1,1,1,2,1,2,1,4,16,11,2,1,2,0
61016,U75-002,2022AR01B,Valide,4,4,4,1,4,4,1,4,4,4,4,4,4,1,4,4,16,3,0,0,13,0
61081,U75-003,2022AR01B,Nul,1,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,1,3,3,0,0,0,13
61184,U75-002,2022AR01B,Valide,2,2,1,2,2,3,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,7,2,4,1,0,9
61220,U75-002,2022AR01B,Valide,1,4,3,1,4,4,4,4,4,4,4,4,4,novote,novote,novote,13,2,0,1,10,3
61376,U75-003,2022AR01B,Valide,4,1,2,1,2,2,4,3,2,2,1,1,4,2,1,3,16,5,6,2,3,0
61381,U75-002,2022AR01B,Valide,4,3,2,2,2,novote,novote,novote,novote,novote,novote,novote,2,1,3,2,9,1,5,2,1,7
61405,U75-002,2022AR01B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
61448,U75-002,2022AR01B,Valide,3,2,2,2,2,3,2,3,2,3,3,3,2,3,2,2,16,0,9,7,0,0
61521,U75-002,2022AR01B,Valide,1,4,3,2,2,4,2,4,4,4,4,3,4,3,3,4,16,1,3,4,8,0
61577,U75-003,2022AR01B,Valide,1,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,2,novote,1,novote,novote,4,3,1,0,0,12
61591,U75-003,2022AR01B,Valide,1,3,2,4,1,3,1,3,2,3,3,1,2,3,2,3,16,4,4,7,1,0
61671,U75-003,2022AR01B,Valide,2,3,2,2,2,3,3,3,3,2,2,2,3,3,2,2,16,0,9,7,0,0
61736,U75-003,2022AR01B,Valide,novote,novote,novote,1,novote,novote,2,2,novote,novote,novote,novote,novote,2,novote,2,5,1,4,0,0,11
61747,U75-003,2022AR01B,Valide,3,novote,1,1,1,1,1,2,3,3,2,2,3,1,3,2,15,6,4,5,0,1
61763,U75-002,2022AR01B,Valide,novote,novote,novote,novote,novote,novote,novote,4,4,4,4,4,4,4,4,2,9,0,1,0,8,7
61892,U75-002,2022AR01B,Valide,4,3,1,3,1,2,2,1,1,3,1,1,3,1,1,1,16,9,2,4,1,0
61976,U75-003,2022AR01B,Valide,1,3,2,3,1,3,1,3,3,4,3,3,3,1,3,1,16,5,1,9,1,0
61980,U75-002,2022AR01B,Valide,novote,novote,novote,2,novote,2,novote,novote,1,novote,novote,novote,novote,novote,novote,2,4,1,3,0,0,12
62001,U75-002,2022AR01B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
62071,U75-002,2022AR01B,Valide,novote,1,novote,1,4,4,1,4,4,4,4,novote,4,1,4,novote,12,4,0,0,8,4
62121,U75-003,2022AR01B,Valide,novote,1,novote,1,1,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,4,4,0,0,0,12
62234,U75-002,2022AR01B,Valide,novote,1,1,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,4,4,0,0,0,12
62245,U75-002,2022AR01B,Valide,1,3,3,1,3,3,4,3,3,3,3,3,4,2,3,4,16,2,1,10,3,0
62265,U75-002,2022AR01B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
62328,U75-002,2022AR01B,Valide,2,novote,novote,1,1,novote,novote,novote,novote,novote,novote,novote,4,novote,2,novote,5,2,2,0,1,11
62343,U75-003,2022AR01B,Valide,2,2,3,2,4,2,3,novote,1,2,2,2,1,1,3,4,15,3,7,3,2,1
62413,U75-002,2022AR01B,Valide,1,2,1,1,3,1,1,1,3,1,1,1,3,3,4,1,16,10,1,4,1,0
62422,U75-002,2022AR01B,Valide,2,2,3,1,2,3,4,4,1,1,3,3,4,2,4,3,16,3,4,5,4,0
62683,U75-004,2022AR01B,Valide,1,1,2,1,1,3,2,3,1,2,2,2,2,1,1,1,16,8,6,2,0,0
62857,U75-002,2022AR01B,Valide,4,novote,novote,1,novote,3,novote,novote,3,novote,novote,novote,novote,novote,novote,4,5,1,0,2,2,11
62914,U75-002,2022AR01B,Valide,1,1,2,2,3,3,3,3,2,3,3,3,3,3,2,2,16,2,5,9,0,0
63079,U75-002,2022AR01B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
63123,U75-003,2022AR01B,Valide,4,2,2,1,2,3,1,3,2,3,3,3,2,3,1,2,16,3,6,6,1,0
63139,U75-002,2022AR01B,Valide,3,2,2,1,2,3,2,3,3,3,3,2,3,1,2,3,16,2,6,8,0,0
63142,U75-002,2022AR01B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
63203,U75-002,2022AR01B,Valide,novote,1,novote,1,novote,1,novote,novote,novote,novote,novote,1,novote,novote,1,novote,5,5,0,0,0,11
63235,U75-003,2022AR01B,Valide,novote,novote,novote,1,1,novote,novote,novote,1,novote,novote,novote,novote,1,novote,novote,4,4,0,0,0,12
63265,U75-002,2022AR01B,Valide,3,2,3,1,4,4,4,4,4,3,4,3,4,3,3,3,16,1,1,7,7,0
63274,U75-002,2022AR01B,Valide,1,1,1,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,12
63322,U75-002,2022AR01B,Valide,1,1,3,1,2,3,3,3,3,4,3,3,3,3,3,3,16,3,1,11,1,0
63358,U75-002,2022AR01B,Valide,novote,1,novote,1,novote,novote,1,novote,novote,novote,novote,1,novote,novote,novote,novote,4,4,0,0,0,12
63442,U75-002,2022AR01B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
63502,U75-002,2022AR01A,Valide,4,1,1,1,2,4,1,2,4,4,4,4,4,1,3,3,16,5,2,2,7,0
63578,U75-002,2022AR01B,Valide,1,1,2,1,1,3,1,4,3,2,4,3,3,1,1,1,16,8,2,4,2,0
63606,U75-002,2022AR01B,Valide,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,1,1,novote,novote,1,4,4,0,0,0,12
63641,U75-003,2022AR01B,Valide,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,16,13,2,1,0,0
63652,U75-002,2022AR01B,Valide,4,4,4,1,novote,4,4,1,3,4,4,4,4,2,3,3,15,2,1,3,9,1
63675,U75-003,2022AR01B,Valide,3,3,3,4,2,3,3,3,3,3,3,3,3,2,3,2,16,0,3,12,1,0
63691,U75-002,2022AR01B,Valide,1,4,novote,2,1,novote,novote,4,novote,novote,4,novote,novote,2,1,1,9,4,2,0,3,7
63720,U75-002,2022AR01B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
63727,U75-003,2022AR01B,Valide,novote,novote,novote,2,1,novote,1,novote,novote,novote,novote,novote,novote,1,novote,novote,4,3,1,0,0,12
63941,U75-003,2022AR01B,Valide,novote,novote,novote,novote,1,novote,novote,1,1,1,1,1,1,2,1,1,10,9,1,0,0,6
63959,U75-002,2022AR01B,Valide,3,3,1,1,1,2,1,1,3,2,3,1,novote,1,1,4,15,8,2,4,1,1
63990,U75-002,2022AR01B,Valide,novote,novote,2,novote,novote,novote,4,novote,novote,novote,2,novote,1,novote,novote,novote,4,1,2,0,1,12
64087,U75-003,2022AR01B,Valide,1,1,3,2,2,1,1,2,2,2,1,1,1,2,2,2,16,7,8,1,0,0
64163,U75-002,2022AR01B,Valide,3,novote,2,3,2,novote,1,1,1,novote,4,1,4,1,1,1,13,7,2,2,2,3
64274,U75-002,2022AR01B,Valide,4,2,4,2,3,1,2,3,3,2,3,3,2,4,4,4,16,1,5,5,5,0
64290,U75-003,2022AR01B,Valide,1,1,3,1,1,2,1,3,2,3,3,2,2,3,3,1,16,6,4,6,0,0
64309,U75-003,2022AR01B,Nul,1,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,2,2,0,0,0,14
64323,U75-002,2022AR01A,Valide,novote,novote,novote,novote,novote,novote,novote,novote,1,1,1,novote,1,novote,novote,novote,4,4,0,0,0,12
64337,U75-003,2022AR01B,Valide,1,3,1,1,1,3,1,3,3,3,2,1,2,2,2,1,16,7,4,5,0,0
