ID,Urne,QR-Code,Categorie,1 - Installer du mobilier urbain sur les berges pour les sports de glisse,2 - Rendre l eglise St-Germain l Auxerrois accessible au PMR,3 - Poursuivre la refection des chaussees des Grands Boulevards,4 - Ameliorer le confort et l amenagement d etablissements scolaires,5 - Completer la renovation des arcades de la rue de Rivoli,6 - Ravaler la facade de l eglise St-Nicolas-des-Champs,7 - Rénover le petit tunnel de l ecluse du bassin de l Arsenal,8 - Restaurer la facade et les candelabres de l eglise des Blancs-Manteaux,9 - Restaurer le patrimoine de 3 eglises de Paris Centre,10 - Restaurer le toit et les decors de l eglise Ste-Elisabeth de Hongrie,11 - Restaurer les chapelles de l eglise St-Germain-l Auxerrois,12 - Restaurer les fontaines du Theatre Francais,13 - Restaurer les peintures de 2 eglises et tracer le chemin de Compostelle,14 - Remplacer et renover les bancs de Paris Centre,15 - Renover les reverberes du Louvre,16 - Vegetaliser temporairement la rue Greneta,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
 845bc965bnf9a965bnee-0e69a965bn-4546-9dfd-39a965bnd999a965bnb115845zz                     ,numerique,Paris Centre,Valide,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,2,novote,novote,1,0,1,0,0,15
 nzzkndlhytg5n965bne965bnnte0yjyxmzy3nte4yjg5mjy965bnmgi4ngqyngrizg== ,numerique,Paris Centre,Valide,novote,novote,novote,1,novote,1,novote,1,novote,novote,novote,novote,novote,1,novote,novote,4,4,0,0,0,12
 mtgwzmjkyjgxyti1ogu1njiwzmy0m965bnvjntfkowvimjqzmt9a965bn1ntu965bnz9a965bn== ,numerique,Paris Centre,Valide,novote,novote,novote,2,novote,novote,2,novote,2,novote,novote,novote,novote,2,novote,novote,4,0,4,0,0,12
 84584519a965bn3zzcf-845bb965bn-4bc9a965bn*y0ed-84533965bn9a965bne3bdc69a965bn                     ,numerique,Paris Centre,Valide,2,2,2,2,4,3,3,3,3,3,3,3,2,3,4,2,16,0,6,8,2,0
 bfcf143965bn-zz19a965bn4-4d9a965bn4-95845845-f965bn9a965bn3zz018458456c4                     ,numerique,Paris Centre,Valide,4,4,3,4,3,1,4,2,1,2,1,2,1,3,2,4,16,4,4,3,5,0
 zwfinzmwodbhowjimwjizwyxotnlyze4ztexmjy1mjlmmdi4mdnmng== ,numerique,Paris Centre,Valide,novote,novote,3,novote,novote,novote,3,novote,novote,novote,novote,novote,novote,3,novote,3,4,0,0,4,0,12
 ngi1ogrintq5mjrhytg4mdy5zduyndg1od9a965bnxmtq0zt9a965bn1owuwy965bnqwyw== ,numerique,Paris Centre,Valide,novote,novote,2,novote,2,novote,novote,novote,novote,novote,novote,novote,novote,2,novote,1,4,1,3,0,0,12
 619a965bn9a965bnd14d-e9a965bn96-418454-9a965bn965bn965bn0-09a965bn906df965bn19a965bn93                     ,numerique,Paris Centre,Valide,3,3,2,3,novote,4,3,4,4,4,4,2,3,3,3,2,15,0,3,7,5,1
 zjhjzd9a965bnzzjdhyz9a965bnxogm965bnnjexndi1zthkywq1ytk4n965bnq4njm965bnzgm3mw== ,numerique,Paris Centre,Valide,4,3,1,3,3,1,novote,3,3,novote,3,3,3,3,3,4,14,2,0,10,2,2
 mgzjzdu0yjllnzewyjywmwrmymu0mjjmzdm3ytuyyzflmdm1ywrmmw== ,numerique,Paris Centre,Valide,4,novote,novote,2,novote,novote,2,novote,novote,novote,novote,novote,novote,4,novote,4,5,0,2,0,3,11
 50845534e5-965bnzz99a965bn-4965bnd0-8456d5-395zz6139f9a965bn4965bn                     ,numerique,Paris Centre,Valide,4,1,3,3,2,1,2,1,1,1,1,2,1,2,1,3,16,8,4,3,1,0
 1cd45e845e-zz6zz6-4b55*y845zze-fcfb9a965bn965bn06ff845e                     ,numerique,Paris Centre,Valide,4,3,3,4,4,4,1,4,4,4,4,4,4,3,4,3,16,1,0,4,11,0
 mmzmm965bnfjztkzywjlndfhmzy4zdq3nzc5mtdmymi965bnmmflnmvlmjhing== ,numerique,Paris Centre,Valide,4,3,2,4,4,4,4,4,4,4,4,4,novote,2,novote,3,14,0,2,2,10,2
 e965bn845cebd965bn-965bn3965bn6-4019-9a965bnde3-c3965bnfce1b5zz4zz                     ,numerique,Paris Centre,Valide,2,1,3,2,3,3,3,3,3,2,3,4,4,3,2,4,16,1,4,8,3,0
 5e965bn545zz9a965bn*y53zz-41965bn0-9zzdzz-0845913bc1d59zz                     ,numerique,Paris Centre,Valide,novote,novote,novote,novote,novote,1,novote,novote,2,1,novote,novote,novote,2,novote,novote,4,2,2,0,0,12
 zwu0ywm965bnn965bnu4mddmngqxzdvimmqzzje0mmewowu1ytc1ztq1owm1zq== ,numerique,Paris Centre,Valide,3,novote,novote,1,novote,novote,novote,4,4,4,novote,2,4,2,novote,novote,8,1,2,1,4,8
 ntm5mmvlmtdknthiyzzjyzgyn965bnnmngnlmwflndg0mzu965bnmtc0odfmzg== ,numerique,Paris Centre,Valide,2,2,2,3,2,3,3,3,2,4,3,2,3,2,2,4,16,0,8,6,2,0
 c0b8456d5d-dd11-4965bnbe-99b845-zz9448456ddc84540                     ,numerique,Paris Centre,Valide,4,3,3,4,4,2,4,3,1,3,2,3,2,3,4,4,16,1,3,6,6,0
 cf6f965bn9a965bnb9-5c69a965bn-4466*yc6845-65zzcf9a965bn8456zz5d845                     ,numerique,Paris Centre,Valide,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,novote,1,4,4,0,0,0,12
 oduxn965bne0odzindyxnjg4mdvjnjnhnty4mtyynmy5ytbhzdmymzg5zq== ,numerique,Paris Centre,Valide,3,4,3,novote,2,4,3,4,4,4,4,2,4,2,1,3,15,1,3,4,7,1
 1d339f9a965bn845-644c-4510-9bzz845-546ef9a965bn845b4fe4                     ,numerique,Paris Centre,Valide,4,4,1,4,3,3,3,4,4,3,4,3,3,3,2,2,16,1,2,7,6,0
 dc3zzzz845965bn0-9e30-40f5-9a965bn8459c-1f0965bn491zzf9ezz                     ,numerique,Paris Centre,Valide,4,3,3,4,3,1,3,1,1,1,1,3,2,3,3,4,16,5,1,7,3,0
 mj9a965bnyotrlnwflmgfhnduxndflywzhmddjmtcyogi3n965bnflogjmmmzmz9a965bn== ,numerique,Paris Centre,Valide,novote,novote,1,1,novote,novote,novote,novote,novote,novote,novote,1,novote,1,novote,novote,4,4,0,0,0,12
 fzz965bn499ezz-5b34-4965bnc965bn-84596zz-e0cc9a965bn4965bn9fd3f                     ,numerique,Paris Centre,Valide,2,4,1,3,2,4,1,3,4,4,4,3,4,2,3,4,16,2,3,4,7,0
 zzf554614-845cbb-4965bn9a965bnb-9b8451-0f9e36zzeb9a965bnzz6                     ,numerique,Paris Centre,Valide,novote,novote,3,novote,novote,novote,novote,novote,1,novote,novote,2,novote,2,novote,novote,4,1,2,1,0,12
 3fccb930-c0f9a965bn-4f99-9e46-e9a965bn5czzd166fzz0                     ,numerique,Paris Centre,Valide,novote,novote,1,novote,1,novote,novote,novote,novote,novote,novote,1,novote,1,1,novote,5,5,0,0,0,11
 965bnb19a965bn9a965bne99-9a965bnc9a965bn845-4845zz0-84543e-zzb845zz14b8450549a965bn                     ,numerique,Paris Centre,Valide,3,4,2,1,3,4,novote,4,4,4,4,3,4,3,3,2,15,1,2,5,7,1
 c845f6965bn9a965bnbzz-1313-441f-8459ed-04zz441zzzzc9b5                     ,numerique,Paris Centre,Valide,4,3,1,1,2,2,1,1,1,1,1,1,1,1,3,4,16,10,2,2,2,0
 1c9a965bnd00965bnc*yc3f-4e9a965bn3*yzzzz9-5d30c399a965bnbeed                     ,numerique,Paris Centre,Valide,novote,1,novote,novote,novote,novote,novote,1,1,novote,novote,novote,1,1,novote,novote,5,5,0,0,0,11
 845965bnzz6bbd5-0534-4845e9a965bn*yb90-0965bnbd0cbf48455965bn                     ,numerique,Paris Centre,Valide,novote,novote,2,2,novote,novote,novote,novote,novote,novote,novote,novote,4,3,novote,2,5,0,3,1,1,11
 yzvjodk4mdrjytmyzty965bnmzewmdgxogi0ntjhndixyti0yjm4otgwo9a965bn== ,numerique,Paris Centre,Valide,3,novote,novote,novote,2,novote,2,novote,novote,novote,novote,novote,4,3,novote,novote,5,0,2,2,1,11
 15cce9a965bne965bn-84595d-40965bn9*y84549-ed3dzz0965bn965bn5fe3                     ,numerique,Paris Centre,Valide,novote,novote,2,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,3,4,2,1,1,0,12
 ezz3zz965bn0fb-9a965bn19a965bnb-49a965bnzz5-845ced-9edb0845c9a965bn40zz5                     ,numerique,Paris Centre,Valide,novote,novote,novote,novote,novote,1,novote,2,2,2,2,novote,1,4,4,novote,8,2,4,0,2,8
 mmq0oti0mgzhm965bnfjm965bnu5zgzjodq4ndi1nzy3nmi4ywfindi0nmjjmq== ,numerique,Paris Centre,Valide,2,novote,novote,1,novote,novote,novote,2,novote,novote,novote,novote,novote,1,novote,novote,4,2,2,0,0,12
 f38459a965bnfc3965bn-84535d-4965bn64-948459a965bn-c9845cfe09a965bnfe69a965bn                     ,numerique,Paris Centre,Valide,3,2,2,2,2,2,2,2,2,2,2,1,1,1,2,3,16,3,11,2,0,0
 0c845965bn4f965bn965bn-zz4845zz-433c-9a965bnf1845-5d9b4ecc038453                     ,numerique,Paris Centre,Valide,4,2,2,2,2,3,4,3,3,3,3,2,4,3,4,2,16,0,6,6,4,0
 1435zze06-59fb-40d6-9a965bn8458450-5zz845cf9df4d93                     ,numerique,Paris Centre,Valide,2,3,3,1,4,4,1,4,4,4,4,3,4,3,4,3,16,2,1,5,8,0
 965bn48455cbd5-e9a965bn33-44dc-9a965bn845d3-8453510e5ebb6b                     ,numerique,Paris Centre,Valide,4,2,3,3,1,2,3,1,1,2,1,1,1,1,1,4,16,8,3,3,2,0
 dc845bcc5zz-0845e1-4b99a965bn*yd5f-fb9a965bnc5369zzd965bn6                     ,numerique,Paris Centre,Valide,4,1,3,1,2,3,2,3,3,3,3,2,3,1,1,4,16,4,3,7,2,0
 fec5965bne965bnc*yce0-4zzcb*y449a965bn-9a965bn9a965bn965bn845d965bnzz9a965bn965bn5d965bn                     ,numerique,Paris Centre,Valide,3,3,3,3,4,4,3,4,novote,4,4,4,4,2,4,4,15,0,1,5,9,1
 13zzfezz44-39a965bn9a965bnzz-4bdc-9845be-10b06d5f965bn6d9a965bn                     ,numerique,Paris Centre,Valide,4,3,2,4,3,4,1,3,4,3,4,1,4,1,3,4,16,3,1,5,7,0
 b8456845d5d5-0b965bn6-44eb-9c8459*y965bn9ee4ebd845d9                     ,numerique,Paris Centre,Valide,4,4,2,4,4,1,novote,1,1,1,1,1,1,1,1,4,15,9,1,0,5,1
 mje0yjixotzmmjbjm965bnvhmmfinmq5yjk965bnmdlkn965bny0mtuznzi3ndhmzg== ,numerique,Paris Centre,Valide,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,16,0,0,2,14,0
 mtexyjiyothlntg0zweynguwnwrlzgywzgvmnzyxotm965bnztvlogi3ng== ,numerique,Paris Centre,Valide,2,novote,novote,novote,novote,novote,novote,novote,2,novote,novote,novote,2,2,2,novote,5,0,5,0,0,11
 9a965bn1zz9a965bn3feb-965bn40845-4b965bn4-9f9a965bn4-zz99a965bn845b69a965bn8458450fd                     ,numerique,Paris Centre,Valide,4,4,3,4,1,2,3,2,1,2,3,2,1,4,1,1,16,5,4,3,4,0
 bd438451d9-15zz3-46e9a965bn-845446-zze9a965bn1845845909939                     ,numerique,Paris Centre,Valide,novote,novote,3,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,2,novote,4,2,1,1,0,12
 6f9a965bn845zzb6c-e19965bn-4659-9a965bnd40-1be316cdf965bnzzf                     ,numerique,Paris Centre,Valide,4,3,3,4,2,1,2,2,1,1,1,2,2,4,1,4,16,5,5,2,4,0
 f9e9f845965bnb-zzdbf-4069a965bn*y1ezz-965bn845845b94b9a965bn39a965bnezz                     ,numerique,Paris Centre,Valide,4,4,4,4,2,4,4,4,4,4,4,1,4,4,4,4,16,1,1,0,14,0
 yti5nme965bnntuxm965bne1yz9a965bn3mmm1oge3oddkmdzimgqxnjbjnwy4nz9a965bnwyq== ,numerique,Paris Centre,Valide,novote,1,novote,2,novote,novote,1,novote,novote,novote,novote,novote,novote,3,novote,1,5,3,1,1,0,11
 995b59a965bnd965bn-0d4zz-4bzzd-8451965bne-965bnf6845319a965bn845965bn845b1                     ,numerique,Paris Centre,Valide,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,2,2,0,0,0,14
 10f84569a965bn54-16eb-43c1-845bce-9c119e496c845845                     ,numerique,Paris Centre,Valide,4,3,2,2,2,2,2,3,3,3,4,2,3,2,2,3,16,0,8,6,2,0
 yzewnwuyogq3zwiyyjg1mwe965bnngzlnwq1zjjmnte5owmwy965bnq4zwu965bno9a965bn== ,numerique,Paris Centre,Valide,novote,novote,novote,2,3,novote,2,novote,2,novote,novote,3,3,3,novote,2,8,0,4,4,0,8
 b845456911-6cfc-46965bnzz-9a965bn9e1-zzbd6e1zz5e48454                     ,numerique,Paris Centre,Valide,novote,novote,novote,2,novote,novote,novote,3,1,novote,novote,novote,1,1,novote,novote,5,3,1,1,0,11
 110845965bnd5845-e9zz965bn-4fd1-9a965bn9a965bnzz9-d96fzzf965bn9f609                     ,numerique,Paris Centre,Valide,4,3,1,2,3,2,3,2,3,3,3,3,1,3,3,4,16,2,3,9,2,0
 zz16545845d-e49a965bnd-49a965bn90*y990-e9a965bn99a965bn63663e845b                     ,numerique,Paris Centre,Valide,4,4,2,4,3,1,4,4,2,4,4,3,3,2,3,1,16,2,3,4,7,0
 64845845965bn69845-zzb1e-411e-94d965bn-9eb00396zz904                     ,numerique,Paris Centre,Valide,1,4,4,3,1,2,3,2,1,2,1,1,2,1,1,4,16,7,4,2,3,0
 8453dd5599*y6e6-4c30-8459bzz-4fe965bnb35965bn649a965bn6                     ,numerique,Paris Centre,Valide,4,4,4,4,1,1,2,novote,1,1,1,1,1,3,1,4,15,8,1,1,5,1
 czz965bn035c9a965bn-feb3-4e9a965bn9a965bn*yb5e-59a965bn6184596845b39a965bne                     ,numerique,Paris Centre,Valide,novote,novote,2,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,2,novote,novote,3,1,2,0,0,13
 ywjkyjrinmyymdc1ogm1ywi1zdu965bny965bnq4n965bnu1yjkzywflzdlhmgfiyg== ,numerique,Paris Centre,Valide,novote,novote,novote,3,novote,novote,3,novote,novote,novote,novote,novote,novote,2,novote,2,4,0,2,2,0,12
 zjg5ztkxmzdkmmm1zgzjothlyzy4ngy5ntmxmgiwntu3zjdingiyoq== ,numerique,Paris Centre,Valide,3,novote,novote,2,novote,novote,3,novote,novote,novote,novote,novote,novote,3,novote,novote,4,0,1,3,0,12
 f965bnzze845499a965bn-4zz53-45b6-990845-845fb1c31f8459965bnd                     ,numerique,Paris Centre,Valide,4,2,2,1,2,3,3,3,2,3,3,3,3,3,3,3,16,1,4,10,1,0
 ogzhzmu0mzvky965bnvjmd9a965bn0yzrhnju1ytq965bnyje4yjm5ogq5zj9a965bn965bnnmriyw== ,numerique,Paris Centre,Valide,novote,novote,novote,novote,2,novote,novote,2,2,novote,novote,novote,novote,2,novote,novote,4,0,4,0,0,12
 9a965bn54f965bnbfe-c964-4f8459a965bn-8459b9*yb4c3f845f965bn09zz                     ,numerique,Paris Centre,Valide,2,2,4,2,3,1,3,1,1,1,1,2,1,3,3,4,16,6,4,4,2,0
 9be9a965bn113e-56zz9a965bn-4965bn965bn845-9a965bn9a965bn09a965bn-dzz0fe9433b965bn845                     ,numerique,Paris Centre,Valide,novote,4,novote,novote,novote,novote,novote,4,4,4,4,novote,4,2,novote,novote,7,0,1,0,6,9
 be845zz9a965bn9a965bn9a965bn0-91965bnf-4bf965bn-9a965bnzz4zz-56dzzc9zzb965bn36zz                     ,numerique,Paris Centre,Valide,2,4,novote,novote,novote,4,novote,4,4,4,4,2,4,2,novote,novote,10,0,3,0,7,6
 48455d9a965bn9a965bn845d-dc4965bn-45d0*y63965bn-5965bnff05845eb9a965bnc9a965bn                     ,numerique,Paris Centre,Valide,2,4,3,1,4,4,3,3,4,4,4,3,3,4,4,4,16,1,1,5,9,0
 c845965bn965bn4zz95-d09a965bne-4c3f-9133-c845965bn6ebfd4431                     ,numerique,Paris Centre,Valide,4,novote,novote,novote,novote,novote,novote,novote,1,novote,1,1,novote,1,1,4,7,5,0,0,2,9
 n965bnzhzmi5nzexyjkyodgxnzhkyzrim965bnywztg3ytbjyzm4ztk0ngqymq== ,numerique,Paris Centre,Valide,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,novote,2,2,0,0,0,14
 nzu3njcwodc5ymzmndjknzlizjdmzde4mmrhyjdkmtm3zj9a965bn4ngzlo9a965bn== ,numerique,Paris Centre,Valide,4,3,2,3,3,novote,3,4,3,3,novote,2,4,2,4,1,14,1,3,6,4,2
 cc4bfe91-01845f-49a965bn54-9c965bne-59a965bn49a965bn9a965bn0d61540                     ,numerique,Paris Centre,Valide,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,1,novote,1,1,novote,4,4,0,0,0,12
 cb0dd59f-6bf6-4040-9a965bnce6-9845e351e3bed9                     ,numerique,Paris Centre,Valide,novote,novote,novote,novote,1,2,novote,1,1,2,novote,1,2,1,1,4,10,6,3,0,1,6
 3965bn0c9zz6e-94965bn9-4533-845340-zzbfc9a965bn5eb4czze                     ,numerique,Paris Centre,Valide,4,1,3,1,3,3,2,3,3,3,3,3,3,2,3,4,16,2,2,10,2,0
 y965bnfjmtcxyt9a965bn5ytczzmjln965bnexzdhhmjy4njk0otlhyzi0mgyzmtuwng== ,numerique,Paris Centre,Valide,4,1,novote,novote,novote,1,3,2,1,1,1,novote,2,3,novote,4,11,5,2,2,2,5
 9a965bn5603616-95bd-43zz845-9a965bn965bn965bn1*y9a965bnb3fd599a965bne4c                     ,numerique,Paris Centre,Valide,4,3,4,2,4,4,3,4,4,4,4,2,3,4,4,4,16,0,2,3,11,0
 f19a965bnb965bnzz90-ff9a965bn4-461b-9a965bn639-e4zz8450zz965bn6f11c                     ,numerique,Paris Centre,Valide,4,1,novote,2,novote,1,novote,1,1,1,1,2,1,2,2,novote,12,7,4,0,1,4
 6b4f9c3845-9eezz-4365-9dc4*yzz8451965bn9a965bne845f6c9a965bn                     ,numerique,Paris Centre,Valide,4,4,4,4,2,1,2,1,1,2,1,2,1,1,1,4,16,7,4,0,5,0
 8454zz1d1cc-0965bnzz5-4c55-9bc0-684549a965bnc099a965bn9zz14                     ,numerique,Paris Centre,Valide,4,4,3,4,1,2,2,2,1,3,3,2,1,1,1,4,16,5,4,3,4,0
 c965bn1zz9a965bnzz4f-zz965bnf0-4c9a965bn965bn-9a965bn965bn35-8459a965bne9b9a965bneffdbf                     ,numerique,Paris Centre,Valide,3,novote,novote,novote,novote,4,novote,4,4,4,4,novote,4,1,novote,4,9,1,0,1,7,7
 9a965bn49c5e6d-656zz-4411-845zz03-18459a965bnd5dee5ff6                     ,numerique,Paris Centre,Valide,1,2,2,3,2,3,2,4,3,4,4,1,4,1,1,1,16,5,4,3,4,0
 oti4zmfkmdi3ytizyzblzmu965bnnziznjbkmzvinzk0mz9a965bn0ogyxzt9a965bnzoq== ,numerique,Paris Centre,Valide,novote,novote,novote,2,novote,novote,2,novote,novote,novote,novote,3,novote,2,novote,novote,4,0,3,1,0,12
 965bnb84584553zz5-6ede-4ded*y99f-4f3f419a965bnfe3f6                     ,numerique,Paris Centre,Valide,2,3,2,3,2,3,3,3,4,3,3,3,3,4,2,1,16,1,4,9,2,0
 y965bnyyode4od9a965bnyzdy1mde1mtkxmjuzytcxzje1nzuxmdmxzwuwndgzo9a965bn== ,numerique,Paris Centre,Valide,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,16,1,13,2,0,0
 1fzzc59a965bn8459a965bn-dd0e-4965bnzz5-95965bn1-964d1b34e965bn16                     ,numerique,Paris Centre,Valide,3,4,1,3,4,4,1,4,4,4,4,4,4,2,4,4,16,2,1,2,11,0
 9a965bn0be5fe6-fd44-4965bn16-91f5-6bf9965bn05965bn1zz965bnzz                     ,numerique,Paris Centre,Valide,4,1,2,2,1,2,2,2,1,1,1,1,2,2,1,3,16,7,7,1,1,0
 54e96b845845-ee4e-4965bndf*y06965bn-9a965bn05845b965bnf965bn845959                     ,numerique,Paris Centre,Valide,4,1,4,2,3,4,4,1,2,4,1,3,4,1,3,4,16,4,2,3,7,0
 n965bnqyyjlkzdq965bny965bny4mwi965bnzmrlnwu3ywfkzje0ntk1ngnkzgu3mgm965bnmw== ,numerique,Paris Centre,Valide,4,3,4,3,4,3,3,3,3,3,3,2,3,3,4,3,16,0,1,11,4,0
 390b6ccd-65b965bn-41zzb-84505b-e01845zz965bnd16zzfd                     ,numerique,Paris Centre,Valide,4,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,2,1,0,0,1,14
 65bfc0965bn1-609a965bn3-4845965bnb-9a965bnzz65-9a965bne6zz0c394965bn63                     ,numerique,Paris Centre,Valide,4,4,2,2,3,4,2,4,4,4,4,3,4,2,3,1,16,1,4,3,8,0
 ntqzywywnwe3ymrkntc5yzk4nt9a965bn1ywyzzjm5yjy5otq965bnotq1ywuzoq== ,numerique,Paris Centre,Valide,3,2,1,2,2,3,3,3,3,3,2,2,2,3,3,3,16,1,6,9,0,0
 zz6zz655c845-9a965bneb9-4d96*y59c-9bc8459a965bndd4965bnd0d                     ,numerique,Paris Centre,Valide,novote,novote,1,novote,2,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,3,2,1,0,0,13
 mju3mji5nmzmntninjlkzdzmyzzimjfkndk3zji0mmjizge1ymu5yw== ,numerique,Paris Centre,Valide,novote,novote,novote,1,1,novote,novote,novote,novote,novote,novote,novote,novote,1,1,novote,4,4,0,0,0,12
 5f1b404c-fzzzz9-4eeb-9a965bn9a965bnf9-965bn965bnbzze04d965bne51                     ,numerique,Paris Centre,Valide,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,4,16,3,11,1,1,0
 e0cf9a965bn1e9a965bn-ce3zz-4845cd-9a965bnc5zz-0zz5bc34zzf965bn8451                     ,numerique,Paris Centre,Valide,novote,novote,2,novote,4,novote,novote,novote,novote,novote,novote,4,novote,2,3,novote,5,0,2,1,2,11
 3965bn69a965bnzz0f3-1c965bn3-469f-9a965bnb9a965bn3-3zz9a965bn9czzzzc40845d                     ,numerique,Paris Centre,Valide,4,2,3,4,1,1,1,1,1,3,2,2,3,1,2,2,16,6,5,3,2,0
 5fezz9965bn34-3zz9a965bn9a965bn-43zzd-9b61-zz0150b9a965bn360965bnd                     ,numerique,Paris Centre,Valide,4,4,3,3,2,4,2,4,3,1,4,3,4,1,3,3,16,2,2,6,6,0
 zz9009400*yd4zz-484559a965bn-9a965bn9a965bn965bnd-d63d5zz965bnc9a965bn8459b                     ,numerique,Paris Centre,Valide,1,2,2,novote,1,novote,novote,novote,2,novote,novote,novote,3,1,novote,novote,7,3,3,1,0,9
 8450845965bnb9fc-3zz14-41zz6*y9965bn9-c9a965bn6zzf845zzd9a965bnb4b                     ,numerique,Paris Centre,Valide,4,3,4,4,2,2,3,2,1,1,1,1,3,3,1,4,16,5,3,4,4,0
 35319a965bn5965bnzz-f664-44c9a965bn-9f9a965bn965bn-845108459a965bn845b4zz84590                     ,numerique,Paris Centre,Valide,4,3,2,2,1,2,3,2,1,2,2,2,4,1,2,2,16,3,9,2,2,0
 8455ff60zz965bn-9a965bn4e965bn-4zz4c-991f-49c618459a965bn845zz1cf                     ,numerique,Paris Centre,Valide,novote,2,3,novote,1,2,2,2,2,2,2,2,novote,4,2,novote,12,1,9,1,1,4
 d965bnc6d1bf-106c-4965bn9a965bn5-9845c9a965bn-f6fe1845965bn965bn3zz09a965bn                     ,numerique,Paris Centre,Valide,novote,2,novote,4,novote,novote,novote,novote,2,novote,2,novote,novote,3,1,1,7,2,3,1,1,9
 1330d55845-ec61-4ezz3*ybd0-6zz3845d9591ce0                     ,numerique,Paris Centre,Valide,novote,novote,novote,novote,2,novote,novote,novote,novote,novote,novote,2,novote,4,4,novote,4,0,2,0,2,12
 845c845bzz56zz-059a965bn965bn-41e4-8459a965bn965bn3-zz1965bnc5965bn3965bn84594c                     ,numerique,Paris Centre,Valide,1,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,2,1,novote,4,3,1,0,0,12
 d39a965bn9965bn6f4-965bn19a965bn0-4zz55*yee845-9zzb9a965bn39139a965bndc965bn                     ,numerique,Paris Centre,Valide,4,3,2,4,1,1,1,1,1,3,novote,1,1,2,1,3,15,8,2,3,2,1
 zjjmnthjnzmzmdkzyjuxytkyzdmyyjjmyzdlzdhhy965bnnjnjy4zjgwmq== ,numerique,Paris Centre,Valide,3,3,1,3,3,novote,3,novote,novote,novote,novote,3,3,2,3,novote,10,1,1,8,0,6
 9a965bn5f059a965bn61-0zz13-43965bn4-9a965bnfe4-965bn9a965bn1e35309a965bn8458451                     ,numerique,Paris Centre,Valide,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,15
 owqwnzyxmjzlmjllzgzlnzziowvimthhzgmxyznjmjkxnjg0nme4z9a965bn== ,numerique,Paris Centre,Valide,novote,novote,1,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,1,1,novote,4,4,0,0,0,12
 646569a965bn31-zz84535-4dzz965bn-9a965bnd0965bn-e3ce9a965bn9c965bncc5d                     ,numerique,Paris Centre,Valide,2,4,4,2,3,4,3,4,4,4,4,2,4,3,2,2,16,0,5,3,8,0
 c3eb9845b0-965bn0ff-48458451-845f49a965bn-59009a965bnf13zz68450                     ,numerique,Paris Centre,Valide,4,4,3,3,2,2,3,2,1,2,2,2,3,4,novote,4,15,1,6,4,4,1
 nwiyzdc5mmvhzge0m965bnqzmju0mwjiymyxmmy0mdqyogfhm965bnq965bnndeyn9a965bn== ,numerique,Paris Centre,Valide,4,4,4,1,4,4,4,novote,4,4,4,4,4,4,4,4,15,1,0,0,14,1
 zzd391d845c-5845bzz-4b4d-91cd-845e4b9a965bn9a965bnbczzcfe                     ,numerique,Paris Centre,Valide,4,3,3,2,2,3,3,2,1,2,2,1,1,2,2,4,16,3,7,4,2,0
 5965bnb1f965bnzz0-zz3zzd-441965bn*ycdzz-f5315845d9a965bnd965bn965bn5                     ,numerique,Paris Centre,Valide,3,2,3,4,1,4,3,3,4,4,4,3,4,4,2,3,16,1,2,6,7,0
 03f6d965bn8451-f1fe-49b1-845b04-c9a965bne13845ezz9zz60                     ,numerique,Paris Centre,Valide,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,16,0,0,3,13,0
 1zz40bd0845-19zz9a965bn-4ezze*y95d-zz59a965bn6ec45zz653                     ,numerique,Paris Centre,Valide,3,2,1,3,2,3,3,2,1,3,1,2,2,1,1,1,16,6,5,5,0,0
 4czz9ee1d-9fe9a965bn-46b9*y39a965bne-c8453c59a965bn033514                     ,numerique,Paris Centre,Valide,3,2,2,3,3,1,3,2,1,1,2,1,3,1,1,4,16,6,4,5,1,0
 cebc4fcc-01cd-4405-99a965bnf0-965bnc965bnb5c916zz5845                     ,numerique,Paris Centre,Valide,4,4,3,3,2,4,3,4,4,4,4,3,4,2,3,3,16,0,2,6,8,0
 6451e9a965bn845d-zz55845-4c9a965bn965bn-845bcf*y845c44384503941                     ,numerique,Paris Centre,Valide,2,4,2,1,4,4,4,3,2,3,4,4,4,1,4,4,16,2,3,2,9,0
