ID,Urne,QR-Code,Categorie,1 - Favoriser le lien social et les pratiques artistiques et sportives,2 - Kits pedagogiques pour parler aux enfants des personnes SDF,3 - Lutter contre les inegalites d acces,4 - Securiser et amenager pour favoriser les mobilites douces,5 - Vegetaliser l arrondissement et amenager les parcs et jardins,6 - Doter les ecoles du 18e de davantage d outils numeriques,7 - Creer une ecole des metiers du velo du Grand Paris,8 - Mettre en lumiere les monuments de Chapelle Marx Dormoy,9 - Mettre en valeur l histoire du quartier La Chapelle,10 - Restaurer la fleche de l eglise St-Bernard,11 - Restaurer le patrimoine cultuel,12 - Mettre de la couleur sur les murs,13 - Vegetaliser et ameliorer les lieux publics dans les quartiers,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
119707,U18-012,2022AR18B,Valide,novote,2,novote,novote,2,2,2,2,novote,novote,novote,novote,2,6,0,6,0,0,7
119736,U18-009,2022AR18A,Valide,1,novote,2,1,novote,1,novote,novote,novote,novote,novote,novote,1,5,4,1,0,0,8
119854,U18-012,2022AR18B,Valide,2,2,1,1,1,2,3,1,1,2,3,2,2,13,5,6,2,0,0
119897,U18-009,2022AR18A,Valide,2,2,2,2,2,2,novote,2,2,2,2,2,2,12,0,12,0,0,1
119933,U18-009,2022AR18B,Valide,1,1,1,1,1,1,1,2,3,1,4,2,3,13,8,2,2,1,0
119942,U18-012,2022AR18B,Valide,1,3,2,novote,2,1,1,2,2,4,4,2,3,12,3,5,2,2,1
120108,U18-009,2022AR18A,Valide,1,1,1,1,1,1,1,1,1,1,novote,novote,1,11,11,0,0,0,2
120114,U18-012,2022AR18B,Valide,1,2,1,1,1,1,2,1,2,2,novote,1,1,12,8,4,0,0,1
120131,U18-012,2022AR18B,Valide,1,novote,1,novote,novote,1,novote,novote,novote,1,novote,novote,novote,4,4,0,0,0,9
120175,U18-012,2022AR18B,Valide,2,novote,2,novote,2,novote,novote,3,novote,novote,1,1,1,7,3,3,1,0,6
120184,U18-009,2022AR18A,Nul,2,2,2 3,2 3,2,2,2,2,2,2,2,2,2,11,0,11,0,0,0
120230,U18-012,2022AR18B,Nul,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,3,novote,1,3,2,0,1,0,10
120249,U18-012,2022AR18B,Valide,1,2,1,4,1,1,2,2,3,3,3,1,3,13,5,3,4,1,0
120401,U18-012,2022AR18B,Valide,1,1,1,4,2,2,2,1,3,3,1,2,4,13,5,4,2,2,0
120499,U18-012,2022AR18B,Valide,novote,novote,novote,2,1,novote,novote,novote,novote,novote,1,novote,1,4,3,1,0,0,9
120517,U18-012,2022AR18B,Valide,2,novote,novote,novote,novote,1,novote,novote,novote,2,novote,2,novote,4,1,3,0,0,9
120550,U18-009,2022AR18A,Nul,1 4,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
120594,U18-012,2022AR18B,Valide,1,2,1,1,1,1,1,1,2,2,1,2,1,13,9,4,0,0,0
120752,U18-009,2022AR18A,Valide,2,2,2,2,2,2,2,3,novote,3,2,3,3,12,0,8,4,0,1
120837,U18-012,2022AR18B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,13
120841,U18-008,2022AR18A,Valide,1,1,1,1,1,1,3,1,1,1,1,1,1,13,12,0,1,0,0
121140,U18-009,2022AR18A,Nul,novote,1,novote,novote,1,novote,1,novote,novote,novote,novote,novote,novote,3,3,0,0,0,10
121217,U18-012,2022AR18B,Valide,1,2,2,1,1,2,2,3,2,3,2,2,1,13,4,7,2,0,0
121417,U18-009,2022AR18A,Nul,1,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,3,3,0,0,0,10
121461,U18-012,2022AR18B,Valide,1,2,2,1,1,3,2,3,4,1,1,4,2,13,5,4,2,2,0
121543,U18-012,2022AR18B,Valide,2,novote,novote,novote,novote,2,2,novote,novote,novote,2,novote,novote,4,0,4,0,0,9
121614,U18-009,2022AR18A,Valide,novote,1,1,1,novote,novote,novote,novote,1,novote,novote,novote,novote,4,4,0,0,0,9
121622,U75-001,2022AR18B,Valide,2,2,1,1,2,1,1,2,2,1,2,2,2,13,5,8,0,0,0
121660,U18-012,2022AR18B,Valide,1,1,1,2,2,1,2,3,3,3,3,1,2,13,5,4,4,0,0
121679,U18-012,2022AR18B,Valide,2,3,3,2,1,3,3,1,3,1,2,3,2,13,3,4,6,0,0
121766,U18-012,2022AR18B,Valide,1,1,2,2,2,1,1,3,2,3,2,1,1,13,6,5,2,0,0
121785,U18-012,2022AR18B,Nul,novote,novote,1,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,2,2,0,0,0,11
121808,U18-009,2022AR18A,Valide,1,2,2,2,2,2,2,2,2,3,2,4,1,13,2,9,1,1,0
121871,U18-012,2022AR18B,Valide,1,novote,1,novote,1,novote,1,novote,novote,1,1,novote,1,7,7,0,0,0,6
121874,U18-009,2022AR18A,Valide,1,novote,novote,1,1,1,novote,novote,novote,novote,1,1,1,7,7,0,0,0,6
121891,U18-012,2022AR18B,Valide,1,1,2,2,1,2,novote,novote,novote,novote,novote,novote,1,7,4,3,0,0,6
121909,U18-012,2022AR18B,Valide,1,2,1,1,1,1,1,1,3,1,1,3,1,13,10,1,2,0,0
122011,U18-012,2022AR18B,Valide,novote,novote,1,3,novote,3,novote,novote,novote,novote,novote,3,novote,4,1,0,3,0,9
122107,U18-009,2022AR18A,Valide,2,1,1,novote,novote,1,novote,novote,novote,novote,novote,novote,1,5,4,1,0,0,8
122257,U18-012,2022AR18B,Nul,1,3,4,3,1 3,2,1,1,3,3 4,3,2,3,11,3,2,5,1,0
122299,U18-012,2022AR18B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,13
122339,U18-012,2022AR18B,Valide,1,1,1,1,1,2,1,2,1,2,1,3,1,13,9,3,1,0,0
122357,U18-012,2022AR18B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,13
122381,U18-012,2022AR18B,Valide,2,2,novote,novote,novote,2,novote,novote,novote,novote,novote,novote,2,4,0,4,0,0,9
122520,U18-008,2022AR18A,Valide,2,2,4,2,1,4,4,2,2,4,2,4,1,13,2,6,0,5,0
122550,U18-009,2022AR18A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,13
122570,U18-009,2022AR18A,Valide,1,1,1,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,9
122655,U18-012,2022AR18B,Valide,1,1,1,1,1,3,3,1,1,1,1,3,1,13,10,0,3,0,0
122700,U18-012,2022AR18B,Valide,1,1,1,1,1,1,1,1,1,1,1,novote,1,12,12,0,0,0,1
122740,U18-012,2022AR18B,Valide,novote,1,1,novote,novote,1,novote,1,novote,1,novote,novote,1,6,6,0,0,0,7
122752,U18-012,2022AR18B,Valide,3,2,1,2,2,1,2,3,3,2,1,1,1,13,5,5,3,0,0
122772,U18-012,2022AR18B,Valide,1,2,1,2,1,1,1,2,1,1,2,1,1,13,9,4,0,0,0
122886,U18-012,2022AR18B,Valide,2,1,2,2,1,2,3,1,2,3,4,2,2,13,3,7,2,1,0
123057,U18-012,2022AR18B,Valide,1,1,2,1,1,1,2,4,2,2,1,1,1,13,8,4,0,1,0
123080,U18-012,2022AR18B,Valide,novote,novote,novote,2,2,1,novote,2,novote,2,novote,2,2,7,1,6,0,0,6
123117,U18-012,2022AR18B,Valide,1,1,1,1,1,1,2,1,2,2,2,3,1,13,8,4,1,0,0
123156,U18-012,2022AR18B,Valide,4,2,2,3,1,4,4,2,2,1,1,4,1,13,4,4,1,4,0
123192,U18-012,2022AR18B,Nul,novote,2,2,3,3,2,2,1 2,3,3 4,2,novote,2,9,0,6,3,0,2
123343,U18-012,2022AR18B,Valide,1,2,2,1,1,3,1,4,3,3,2,3,2,13,4,4,4,1,0
123437,U18-012,2022AR18B,Valide,1,1,1,1,1,1,1,1,1,1,1,1,1,13,13,0,0,0,0
123497,U18-009,2022AR18A,Nul,1 2,1 2,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
123571,U18-009,2022AR18A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,13
123614,U18-009,2022AR18A,Valide,1,novote,1,novote,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,9
123785,U18-012,2022AR18B,Valide,2,2,3,3,2,3,3,3,3,3,novote,2,3,12,0,4,8,0,1
124055,U18-012,2022AR18B,Valide,2,2,1,2,1,1,3,4,3,2,3,4,1,13,4,4,3,2,0
124119,U18-012,2022AR18B,Valide,novote,1,1,novote,2,2,novote,novote,novote,novote,novote,novote,novote,4,2,2,0,0,9
124228,U18-012,2022AR18B,Valide,novote,1,novote,novote,1,novote,novote,4,novote,novote,1,novote,novote,4,3,0,0,1,9
124297,U75-001,2022AR18B,Valide,1,1,1,1,1,2,1,4,3,4,4,2,1,13,7,2,1,3,0
124333,U18-012,2022AR18B,Valide,1,novote,1,1,1,novote,novote,novote,novote,novote,1,novote,1,6,6,0,0,0,7
124407,U18-012,2022AR18B,Valide,1,1,1,1,1,1,1,1,1,2,2,4,1,13,10,2,0,1,0
124570,U18-012,2022AR18B,Valide,novote,1,novote,novote,1,novote,novote,novote,novote,1,novote,novote,1,4,4,0,0,0,9
124702,U18-012,2022AR18B,Valide,novote,novote,novote,1,1,1,novote,novote,novote,novote,novote,1,1,5,5,0,0,0,8
124795,U18-012,2022AR18B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,novote,2,2,2,1,4,1,3,0,0,9
124827,U18-012,2022AR18B,Valide,1,novote,novote,1,1,novote,2,novote,novote,novote,1,1,1,7,6,1,0,0,6
124954,U18-008,2022AR18A,Valide,2,4,3,1,1,4,4,4,4,4,2,3,1,13,3,2,2,6,0
125116,U18-012,2022AR18B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,13
125254,U18-008,2022AR18A,Valide,2,3,1,1,1,3,2,3,3,3,2,2,1,13,4,4,5,0,0
125321,U18-008,2022AR18A,Nul,2,novote,novote,1,novote,1 2,2,novote,novote,novote,novote,novote,novote,3,1,2,0,0,9
125616,U18-012,2022AR18B,Valide,1,2,1,2,1,1,3,2,2,1,2,2,1,13,6,6,1,0,0
125687,U18-012,2022AR18B,Valide,2,4,2,1,2,1,2,2,2,4,2,2,2,13,2,9,0,2,0
125709,U18-012,2022AR18B,Valide,2,2,1,2,1,2,4,3,4,3,2,3,1,13,3,5,3,2,0
125763,U18-012,2022AR18B,Valide,1,novote,novote,1,novote,1,novote,1,1,novote,novote,1,3,7,6,0,1,0,6
125819,U18-012,2022AR18B,Valide,novote,novote,novote,novote,novote,novote,novote,3,3,novote,3,novote,3,4,0,0,4,0,9
125856,U18-012,2022AR18B,Nul,1,1,2,2,2,1,3,3,1,2,2,3,1 3,12,4,5,3,0,0
125866,U18-008,2022AR18A,Valide,1,2,2,2,1,1,2,1,2,2,1,1,1,13,7,6,0,0,0
126053,U18-008,2022AR18A,Valide,1,2,2,1,1,2,3,2,2,2,1,2,1,13,5,7,1,0,0
126070,U18-012,2022AR18B,Valide,1,1,novote,3,3,1,2,3,1,3,2,4,3,12,4,2,5,1,1
126097,U18-004,2022AR18B,Valide,3,1,1,1,2,1,2,2,3,1,1,3,2,13,6,4,3,0,0
126203,U18-012,2022AR18B,Valide,novote,1,1,1,1,2,2,3,3,2,1,novote,2,11,5,4,2,0,2
126226,U18-004,2022AR18B,Valide,1,novote,1,1,1,novote,novote,novote,novote,novote,novote,novote,1,5,5,0,0,0,8
126266,U18-004,2022AR18B,Valide,1,novote,1,1,1,novote,novote,novote,novote,novote,novote,novote,1,5,5,0,0,0,8
126290,U18-012,2022AR18B,Valide,1,4,1,4,1,1,4,1,1,novote,novote,4,1,11,7,0,0,4,2
126376,U18-004,2022AR18B,Valide,4,1,3,1,4,4,4,4,4,4,3,1,1,13,4,0,2,7,0
126425,U18-004,2022AR18B,Valide,novote,novote,novote,1,1,1,1,3,1,2,3,1,1,10,7,1,2,0,3
126439,U18-012,2022AR18B,Blanc,novote,novote,novote,novote,novote,novote,2,novote,novote,2,novote,novote,novote,2,0,2,0,0,11
126474,U18-012,2022AR18B,Valide,1,1,1,1,1,1,1,1,2,3,4,3,2,13,8,2,2,1,0
126497,U18-004,2022AR18B,Valide,2,1,1,1,2,2,3,2,3,3,2,3,1,13,4,5,4,0,0
126509,U18-004,2022AR18B,Valide,2,1,1,2,1,1,1,1,2,1,2,2,2,13,7,6,0,0,0
126613,U18-012,2022AR18B,Valide,3,2,2,1,2,2,2,3,3,3,2,1,1,13,3,6,4,0,0
126713,U18-012,2022AR18B,Valide,novote,2,novote,2,3,2,novote,1,2,novote,2,novote,novote,7,1,5,1,0,6
126761,U18-012,2022AR18B,Valide,1,novote,novote,1,1,novote,novote,novote,novote,novote,novote,2,1,5,4,1,0,0,8
126762,U18-004,2022AR18B,Valide,novote,novote,novote,1,novote,1,1,novote,novote,novote,novote,1,novote,4,4,0,0,0,9
126832,U18-012,2022AR18B,Valide,novote,novote,novote,novote,1,2,novote,novote,novote,2,novote,1,novote,4,2,2,0,0,9
126874,U18-004,2022AR18B,Valide,2,2,2,2,2,2,2,2,2,3,2,2,2,13,0,12,1,0,0
126923,U18-012,2022AR18B,Valide,1,1,2,2,1,1,1,2,2,2,1,1,1,13,8,5,0,0,0
126946,U18-012,2022AR18B,Valide,3,3,2,4,1,3,2,novote,1,novote,novote,novote,3,9,2,2,4,1,4
127061,U18-012,2022AR18B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,2,2,2,0,2,0,0,11
127178,U18-012,2022AR18B,Valide,3,novote,novote,novote,1,novote,novote,novote,novote,novote,3,novote,3,4,1,0,3,0,9
127252,U18-007,2022AR18B,Valide,3,3,2,2,3,1,3,3,2,3,3,3,3,13,1,3,9,0,0
127328,U18-012,2022AR18B,Valide,1,1,2,1,1,1,2,1,1,2,2,1,1,13,9,4,0,0,0
127365,U18-012,2022AR18B,Valide,3,2,3,1,novote,2,3,3,2,2,2,3,1,12,2,5,5,0,1
127397,U18-008,2022AR18A,Valide,3,3,3,1,2,1,4,1,1,4,3,1,1,13,6,1,4,2,0
127414,U18-012,2022AR18B,Valide,2,2,1,1,1,1,1,2,2,3,2,2,1,13,6,6,1,0,0
127465,U18-012,2022AR18B,Valide,2,1,2,1,2,2,1,2,3,1,2,novote,2,12,4,7,1,0,1
127499,U18-012,2022AR18B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,1,1,4,4,0,0,0,9
127564,U18-012,2022AR18B,Valide,1,novote,novote,novote,1,1,1,novote,novote,1,2,1,1,8,7,1,0,0,5
127703,U18-012,2022AR18B,Nul,novote,novote,1,novote,novote,1,novote,novote,novote,1,1 4,novote,novote,3,3,0,0,0,9
127749,U18-012,2022AR18B,Valide,1,4,1,1,1,1,1,2,1,4,4,1,1,13,9,1,0,3,0
127796,U18-012,2022AR18B,Valide,1,1,1,1,1,novote,2,2,2,novote,novote,1,1,10,7,3,0,0,3
127822,U18-004,2022AR18B,Valide,3,1,1,3,1,1,1,2,3,1,2,3,1,13,7,2,4,0,0
127825,U18-012,2022AR18B,Valide,novote,1,1,novote,novote,1,novote,novote,novote,1,novote,novote,novote,4,4,0,0,0,9
127861,U18-004,2022AR18B,Valide,1,novote,2,novote,novote,novote,4,novote,3,novote,novote,novote,novote,4,1,1,1,1,9
127870,U18-008,2022AR18A,Valide,2,3,2,2,2,1,1,3,3,2,2,1,1,13,4,6,3,0,0
127959,U18-012,2022AR18B,Valide,2,3,1,2,1,2,3,3,3,3,2,3,1,13,3,4,6,0,0
127987,U18-012,2022AR18B,Valide,1,1,1,1,1,novote,1,4,2,1,2,2,1,12,8,3,0,1,1
128021,U18-012,2022AR18B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,13
128055,U18-012,2022AR18B,Valide,1,2,2,2,1,2,1,3,3,3,2,3,2,13,3,6,4,0,0
128123,U18-012,2022AR18B,Valide,1,1,1,1,1,2,2,3,2,3,2,4,2,13,5,5,2,1,0
128213,U18-012,2022AR18B,Valide,2,1,1,2,2,1,2,2,2,2,2,4,2,13,3,9,0,1,0
128241,U18-004,2022AR18B,Valide,2,2,1,1,2,1,1,2,3,2,3,3,1,13,5,5,3,0,0
128310,U18-012,2022AR18B,Valide,1,1,2,1,2,2,2,3,2,2,3,4,1,13,4,6,2,1,0
128371,U18-012,2022AR18B,Valide,4,4,4,1,1,novote,novote,novote,novote,novote,novote,novote,novote,5,2,0,0,3,8
128386,U18-012,2022AR18B,Valide,2,2,1,1,1,2,1,2,2,2,2,1,1,13,6,7,0,0,0
128441,U18-012,2022AR18B,Nul,2,1,2,2,1,3,2,1,2,2 3,2,1,2,12,4,7,1,0,0
128490,U18-012,2022AR18B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,13
128563,U18-012,2022AR18B,Valide,1,2,1,novote,1,2,2,1,2,3,1,1,1,12,7,4,1,0,1
128657,U18-004,2022AR18B,Valide,novote,novote,novote,2,1,2,4,3,3,novote,2,4,1,9,2,3,2,2,4
128719,U18-004,2022AR18B,Valide,1,2,2,1,1,2,2,3,3,3,1,2,1,13,5,5,3,0,0
128751,U18-012,2022AR18B,Nul,2,2,2,2,2,2,3,3,2,2,3,1 2,1 2,11,0,8,3,0,0
128769,U18-004,2022AR18B,Valide,novote,novote,novote,1,1,1,novote,novote,novote,novote,novote,novote,1,4,4,0,0,0,9
128778,U18-004,2022AR18B,Valide,1,1,1,2,1,1,2,3,3,3,1,2,1,13,7,3,3,0,0
128804,U18-008,2022AR18A,Valide,3,2,1,3,1,3,3,3,3,3,3,2,1,13,3,2,8,0,0
128871,U18-008,2022AR18A,Nul,novote,novote,1,novote,1,novote,novote,novote,novote,novote,novote,novote,1,3,3,0,0,0,10
128899,U18-004,2022AR18B,Valide,1,novote,1,1,novote,1,novote,3,2,3,novote,novote,1,8,5,1,2,0,5
128901,U18-012,2022AR18B,Valide,1,2,1,1,1,1,3,2,2,2,1,1,1,13,8,4,1,0,0
128974,U18-004,2022AR18B,Valide,2,1,1,1,1,1,1,1,1,1,1,2,1,13,11,2,0,0,0
128990,U18-004,2022AR18B,Valide,1,1,1,1,1,1,1,novote,1,novote,1,2,1,11,10,1,0,0,2
129075,U18-008,2022AR18A,Valide,1,2,2,1,2,1,1,1,1,3,1,3,1,13,8,3,2,0,0
129102,U18-012,2022AR18B,Valide,novote,1,1,1,2,1,1,1,1,1,1,3,1,12,10,1,1,0,1
129179,U18-004,2022AR18B,Valide,1,novote,novote,novote,1,novote,novote,novote,novote,1,1,novote,novote,4,4,0,0,0,9
129214,U18-012,2022AR18B,Valide,1,3,1,2,1,4,3,3,3,4,4,3,2,13,3,2,5,3,0
129230,U18-012,2022AR18B,Valide,1,2,2,3,1,1,3,2,2,1,1,3,1,13,6,4,3,0,0
129347,U18-007,2022AR18B,Valide,1,2,novote,2,1,1,1,2,1,novote,1,2,1,11,7,4,0,0,2
129399,U18-011,2022AR18B,Valide,1,1,1,1,1,1,2,1,2,novote,3,3,1,12,8,2,2,0,1
129442,U18-011,2022AR18B,Valide,2,2,1,1,1,1,1,2,1,1,1,2,1,13,9,4,0,0,0
129443,U18-012,2022AR18B,Valide,1,1,1,1,1,1,3,2,3,3,1,1,2,13,8,2,3,0,0
129456,U18-012,2022AR18B,Nul,1,novote,novote,novote,1,2,novote,novote,novote,novote,novote,novote,novote,3,2,1,0,0,10
129490,U18-011,2022AR18B,Valide,novote,novote,novote,novote,novote,novote,2,2,1,1,2,3,2,7,2,4,1,0,6
129505,U18-011,2022AR18B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,13
129508,U18-012,2022AR18B,Valide,2,3,2,3,2,4,4,2,3,2,1,4,3,13,1,5,4,3,0
129537,U18-011,2022AR18B,Valide,1,novote,1,1,1,3,2,novote,novote,novote,1,novote,1,8,6,1,1,0,5
129570,U18-011,2022AR18B,Valide,1,2,2,2,1,4,3,3,3,3,2,3,1,13,3,4,5,1,0
129588,U18-011,2022AR18B,Valide,novote,novote,3,novote,novote,2,novote,novote,2,novote,novote,novote,3,4,0,2,2,0,9
129621,U18-011,2022AR18B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,13
129638,U18-011,2022AR18B,Valide,1,1,1,1,1,1,1,3,2,3,2,2,1,13,8,3,2,0,0
129666,U18-004,2022AR18B,Valide,2,1,1,1,1,1,2,2,2,3,3,3,1,13,6,4,3,0,0
129705,U18-004,2022AR18B,Valide,2,1,2,2,1,2,2,3,3,3,1,2,1,13,4,6,3,0,0
129739,U18-004,2022AR18B,Nul,novote,1,novote,2,1,1 2,novote,1,novote,novote,novote,3,novote,5,3,1,1,0,7
129741,U18-011,2022AR18B,Nul,1 2 3,3 4,4,4,1,3,2,3 4,2,3,3,4,4,10,1,2,3,4,0
129777,U18-011,2022AR18B,Valide,1,novote,novote,novote,novote,2,1,novote,novote,novote,novote,novote,2,4,2,2,0,0,9
129811,U18-004,2022AR18B,Valide,1,1,1,1,1,2,1,4,2,1,2,1,1,13,9,3,0,1,0
129845,U18-011,2022AR18B,Valide,novote,novote,novote,1,1,novote,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,9
129861,U18-011,2022AR18B,Valide,2,2,2,2,3,2,2,2,2,2,4,2,2,13,0,11,1,1,0
129864,U18-012,2022AR18B,Valide,2,3,1,2,1,1,3,2,2,3,1,novote,2,12,4,5,3,0,1
129891,U18-011,2022AR18B,Valide,1,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,9
129899,U18-012,2022AR18B,Valide,2,1,1,1,1,1,2,2,2,2,2,2,1,13,6,7,0,0,0
129901,U18-011,2022AR18B,Valide,1,1,novote,3,1,1,4,novote,novote,1,1,2,1,10,7,1,1,1,3
129909,U18-012,2022AR18B,Valide,2,1,novote,2,2,2,3,3,2,3,3,novote,1,11,2,5,4,0,2
129916,U18-011,2022AR18B,Valide,2,2,2,2,2,2,2,2,2,2,2,2,2,13,0,13,0,0,0
129991,U18-011,2022AR18B,Valide,1,1,novote,novote,1,novote,novote,novote,2,novote,novote,novote,1,5,4,1,0,0,8
130004,U18-008,2022AR18A,Valide,1,1,1,1,3,1,1,2,2,3,2,3,3,13,6,3,4,0,0
130006,U18-011,2022AR18B,Valide,1,novote,novote,novote,1,novote,novote,novote,1,1,1,novote,1,6,6,0,0,0,7
130017,U01-015,2022AR18B,Valide,3,3,3,3,1,3,4,3,2,2,1,4,1,13,3,2,6,2,0
130023,U18-011,2022AR18B,Valide,2,2,1,1,1,2,1,1,2,novote,novote,novote,novote,9,5,4,0,0,4
130035,U18-007,2022AR18B,Valide,novote,novote,novote,novote,novote,1,novote,1,1,novote,1,novote,novote,4,4,0,0,0,9
130039,U18-011,2022AR18B,Valide,novote,novote,novote,novote,1,novote,novote,novote,4,4,4,novote,novote,4,1,0,0,3,9
130069,U18-011,2022AR18B,Valide,2,3,2,2,1,1,2,2,1,novote,2,2,2,12,3,8,1,0,1
130086,U18-011,2022AR18B,Valide,1,novote,1,novote,novote,1,novote,novote,novote,novote,novote,1,1,5,5,0,0,0,8
130115,U18-011,2022AR18B,Valide,novote,novote,novote,novote,1,3,novote,novote,novote,4,novote,novote,3,4,1,0,2,1,9
130145,U18-004,2022AR18B,Valide,2,2,1,1,2,1,1,3,3,3,2,novote,1,12,5,4,3,0,1
130164,U18-011,2022AR18B,Valide,novote,1,1,novote,1,4,novote,novote,novote,novote,4,3,novote,6,3,0,1,2,7
130170,U18-011,2022AR18B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1 2,novote,0,0,0,0,0,12
130222,U18-011,2022AR18B,Valide,1,4,1,1,1,3,1,3,3,4,3,3,1,13,6,0,5,2,0
130236,U18-011,2022AR18B,Valide,1,2,1,2,1,1,1,2,1,3,2,1,2,13,7,5,1,0,0
130252,U18-011,2022AR18B,Valide,3,3,3,3,3,3,4,novote,3,3,3,3,3,12,0,0,11,1,1
130268,U18-011,2022AR18B,Valide,2,1,1,2,2,1,2,novote,2,2,2,3,2,12,3,8,1,0,1
130289,U18-004,2022AR18B,Valide,novote,1,1,1,novote,novote,novote,novote,novote,novote,1,novote,novote,4,4,0,0,0,9
130297,U18-011,2022AR18B,Valide,novote,novote,1,novote,novote,4,4,novote,novote,novote,novote,1,novote,4,2,0,0,2,9
130314,U18-011,2022AR18B,Valide,3,3,3,1,1,4,4,3,3,3,3,3,1,13,3,0,8,2,0
130318,U18-012,2022AR18B,Valide,1,2,2,3,1,3,1,2,2,3,3,2,2,13,3,6,4,0,0
130327,U18-011,2022AR18B,Valide,1,1,1,1,1,1,1,1,1,1,1,1,1,13,13,0,0,0,0
130333,U18-012,2022AR18B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,12
130342,U18-011,2022AR18B,Valide,1,1,1,1,1,1,1,4,1,novote,1,3,1,12,10,0,1,1,1
130355,U18-011,2022AR18B,Nul,novote,novote,novote,novote,1,1,novote,novote,novote,novote,novote,novote,1,3,3,0,0,0,10
130370,U18-011,2022AR18B,Valide,2,2,1,1,1,2,4,4,4,3,novote,2,1,12,4,4,1,3,1
130404,U18-004,2022AR18B,Valide,1,novote,novote,1,1,novote,novote,novote,novote,novote,novote,novote,1,4,4,0,0,0,9
130416,U18-012,2022AR18B,Nul,novote,novote,novote,novote,novote,novote,novote,1 2,novote,1 2,novote,novote,1,1,1,0,0,0,10
130427,U18-011,2022AR18B,Valide,1,1,1,1,1,1,1,2,2,2,2,3,2,13,7,5,1,0,0
130431,U18-012,2022AR18B,Valide,novote,novote,1,3,3,1,novote,novote,novote,novote,novote,novote,novote,4,2,0,2,0,9
130460,U18-011,2022AR18B,Valide,novote,1,novote,novote,1,novote,1,novote,novote,novote,novote,1,novote,4,4,0,0,0,9
130465,U18-004,2022AR18B,Valide,3,2,2,2,2,2,3,3,3,2,2,4,2,13,0,8,4,1,0
130475,U18-011,2022AR18B,Valide,novote,novote,novote,1,novote,1,novote,novote,2,3,3,2,novote,6,2,2,2,0,7
130500,U18-012,2022AR18B,Valide,1,2,1,1,1,1,2,2,3,4,4,2,1,13,6,4,1,2,0
130518,U18-011,2022AR18B,Valide,4,4,4,4,2,4,4,4,4,1,1,novote,novote,11,2,1,0,8,2
130544,U18-011,2022AR18B,Valide,2,3,2,2,1,2,2,1,3,3,4,3,3,13,2,5,5,1,0
130563,U18-011,2022AR18B,Nul,2,novote,novote,novote,2,novote,novote,novote,novote,novote,novote,novote,novote,2,0,2,0,0,11
130582,U18-011,2022AR18B,Valide,1,2,1,1,1,1,3,4,3,2,1,2,1,13,7,3,2,1,0
130583,U18-007,2022AR18B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,13
130598,U18-011,2022AR18B,Valide,1,2,1,1,1,1,1,2,2,2,1,1,1,13,9,4,0,0,0
130609,U18-004,2022AR18B,Valide,1,1,1,1,1,2,2,2,novote,novote,novote,1,1,10,7,3,0,0,3
130610,U18-012,2022AR18B,Valide,novote,novote,novote,novote,novote,1,1,novote,2,novote,novote,1,1,5,4,1,0,0,8
130612,U18-011,2022AR18B,Valide,1,1,1,2,1,2,1,1,1,4,2,1,2,13,8,4,0,1,0
