ID,Urne,QR-Code,Categorie,1 - Humanisation de La Peniche du Coeur,2 - Apportons une touche de modernite aux lieux de loisirs du 5e,3 - Embellir et renover les ecoles du 5e,4 - Rendre sa splendeur a l eglise Saint-Severin,5 - Restaurons les oeuvres d art de nos eglises,"6 - Fontaines et piscine, plus de fraicheur dans le 5e",Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
3354,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3356,U05-001,2022AR05A,Valide,3,2,1,2,novote,novote,4,1,2,1,0,2
3361,U05-001,2022AR05A,Valide,1,1,1,novote,novote,1,4,4,0,0,0,2
3368,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3370,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3371,U05-001,2022AR05A,Valide,1,2,4,3,3,2,6,1,2,2,1,0
3375,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3376,U05-001,2022AR05A,Valide,2,1,2,3,2,1,6,2,3,1,0,0
3377,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3379,U05-001,2022AR05A,Valide,1,3,3,novote,novote,2,4,1,1,2,0,2
3381,U05-001,2022AR05A,Valide,2,3,2,2,2,2,6,0,5,1,0,0
3382,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3385,U05-001,2022AR05A,Valide,novote,novote,2,2,2,1,4,1,3,0,0,2
3389,U05-001,2022AR05A,Valide,2,novote,2,1,3,1,5,2,2,1,0,1
3392,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3397,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3398,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3401,U05-001,2022AR05A,Valide,3,novote,4,1,2,novote,4,1,1,1,1,2
3404,U05-001,2022AR05A,Valide,2,3,novote,3,novote,2,4,0,2,2,0,2
3405,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3406,U05-001,2022AR05A,Valide,1,1,1,2,2,1,6,4,2,0,0,0
3407,U05-001,2022AR05A,Valide,2,3,1,1,1,1,6,4,1,1,0,0
3408,U05-001,2022AR05A,Valide,1,1,2,2,2,1,6,3,3,0,0,0
3411,U05-001,2022AR05A,Valide,1,1,1,2,3,2,6,3,2,1,0,0
3412,U05-001,2022AR05A,Valide,novote,2,2,1,1,novote,4,2,2,0,0,2
3414,U05-001,2022AR05A,Valide,1,2,1,4,4,2,6,2,2,0,2,0
3416,U05-001,2022AR05A,Valide,1,novote,novote,1,1,1,4,4,0,0,0,2
3419,U05-001,2022AR05A,Valide,novote,1,1,3,3,novote,4,2,0,2,0,2
3420,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3430,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3431,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3433,U05-001,2022AR05A,Valide,1,1,2,2,2,1,6,3,3,0,0,0
3434,U05-001,2022AR05A,Valide,1,novote,1,1,1,1,5,5,0,0,0,1
3436,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3439,U05-001,2022AR05A,Valide,3,3,3,1,1,1,6,3,0,3,0,0
3441,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3442,U05-001,2022AR05A,Valide,4,novote,3,2,novote,4,4,0,1,1,2,2
3446,U05-001,2022AR05A,Valide,4,1,1,3,3,1,6,3,0,2,1,0
3447,U05-001,2022AR05A,Valide,2,2,2,3,3,3,6,0,3,3,0,0
3448,U05-001,2022AR05A,Valide,3,1,1,3,3,2,6,2,1,3,0,0
3449,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3450,U05-001,2022AR05A,Valide,1,3,4,novote,novote,1,4,2,0,1,1,2
3451,U05-001,2022AR05A,Nul,2,novote,novote,novote,novote,1,2,1,1,0,0,4
3452,U05-001,2022AR05A,Valide,1,2,2,3,2,2,6,1,4,1,0,0
3454,U05-001,2022AR05A,Valide,novote,1,1,1,1,1,5,5,0,0,0,1
3461,U05-001,2022AR05A,Valide,2,2,novote,1,1,novote,4,2,2,0,0,2
3462,U05-001,2022AR05A,Valide,2,2,novote,3,novote,2,4,0,3,1,0,2
3463,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3467,U05-001,2022AR05A,Valide,4,4,4,4,1,4,6,1,0,0,5,0
3468,U05-001,2022AR05A,Valide,3,2,2,1,1,2,6,2,3,1,0,0
3469,U05-001,2022AR05A,Valide,4,1,1,2,4,2,6,2,2,0,2,0
3471,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3474,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3476,U05-001,2022AR05A,Valide,novote,novote,1,1,1,1,4,4,0,0,0,2
3479,U05-001,2022AR05A,Valide,2,3,novote,novote,1,3,4,1,1,2,0,2
3480,U05-001,2022AR05A,Valide,2,3,3,3,3,3,6,0,1,5,0,0
3484,U05-001,2022AR05A,Valide,4,3,2,3,3,2,6,0,2,3,1,0
3485,U05-001,2022AR05A,Valide,1,1,2,2,novote,novote,4,2,2,0,0,2
3487,U05-001,2022AR05A,Valide,1,2,1,2,2,3,6,2,3,1,0,0
3489,U05-001,2022AR05A,Valide,1,1,1,1,1,1,6,6,0,0,0,0
3490,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3491,U05-001,2022AR05A,Nul,novote,4,novote,novote,1,novote,2,1,0,0,1,4
3493,U05-001,2022AR05A,Valide,3,3,3,novote,novote,1,4,1,0,3,0,2
3498,U05-001,2022AR05A,Valide,2,1,2,1,1,1,6,4,2,0,0,0
3505,U05-001,2022AR05A,Valide,3,3,novote,3,novote,1,4,1,0,3,0,2
3506,U05-001,2022AR05A,Valide,1,1,novote,1,1,1,5,5,0,0,0,1
3507,U05-001,2022AR05A,Valide,1,2,2,4,4,2,6,1,3,0,2,0
3509,U05-001,2022AR05A,Valide,1,2,1,2,2,1,6,3,3,0,0,0
3510,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3515,U05-001,2022AR05A,Valide,3,2,1,3,3,2,6,1,2,3,0,0
3516,U05-001,2022AR05A,Valide,3,2,3,3,3,3,6,0,1,5,0,0
3518,U05-001,2022AR05A,Valide,novote,2,2,1,2,2,5,1,4,0,0,1
3520,U05-001,2022AR05A,Valide,1,1,novote,1,1,1,5,5,0,0,0,1
3522,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3523,U05-001,2022AR05A,Valide,1,1,1,1,2,2,6,4,2,0,0,0
3525,U05-001,2022AR05A,Valide,1,2,1,3,3,1,6,3,1,2,0,0
3526,U05-001,2022AR05A,Valide,1,3,2,2,2,1,6,2,3,1,0,0
3527,U05-001,2022AR05A,Valide,2,2,novote,1,1,novote,4,2,2,0,0,2
3532,U05-001,2022AR05A,Nul,novote,novote,novote,novote,1,novote,1,1,0,0,0,5
3534,U05-001,2022AR05A,Valide,2,novote,1,3,3,3,5,1,1,3,0,1
3536,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3538,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3539,U05-001,2022AR05A,Valide,1,1,1,novote,novote,1,4,4,0,0,0,2
3542,U05-001,2022AR05A,Valide,1,3,3,1,3,2,6,2,1,3,0,0
3543,U05-001,2022AR05A,Valide,novote,novote,3,1,1,2,4,2,1,1,0,2
3544,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3545,U05-001,2022AR05A,Valide,novote,novote,2,1,1,2,4,2,2,0,0,2
3549,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3551,U05-001,2022AR05A,Valide,2,novote,2,novote,1,3,4,1,2,1,0,2
3555,U05-001,2022AR05A,Valide,1,4,1,2,2,3,6,2,2,1,1,0
3556,U05-001,2022AR05A,Valide,2,2,3,3,3,1,6,1,2,3,0,0
3559,U05-001,2022AR05A,Valide,1,1,novote,1,1,novote,4,4,0,0,0,2
3561,U05-001,2022AR05A,Valide,4,4,3,1,1,2,6,2,1,1,2,0
3563,U05-001,2022AR05A,Valide,3,4,4,2,2,1,6,1,2,1,2,0
3570,U05-001,2022AR05A,Valide,1,4,novote,4,4,1,5,2,0,0,3,1
3572,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3573,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3576,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3578,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3580,U05-001,2022AR05A,Valide,novote,2,2,1,1,1,5,3,2,0,0,1
3581,U05-001,2022AR05A,Valide,1,1,3,3,2,3,6,2,1,3,0,0
3582,U05-001,2022AR05A,Valide,3,novote,novote,3,1,3,4,1,0,3,0,2
3583,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3584,U05-001,2022AR05A,Nul,novote,2,1,novote,novote,1,3,2,1,0,0,3
3585,U05-001,2022AR05A,Valide,2,1,1,novote,2,1,5,3,2,0,0,1
3586,U05-001,2022AR05A,Valide,3,3,novote,2,1,novote,4,1,1,2,0,2
3587,U05-001,2022AR05A,Valide,3,3,3,3,3,3,6,0,0,6,0,0
3588,U05-001,2022AR05A,Valide,novote,novote,2,1,1,2,4,2,2,0,0,2
3598,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3599,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3602,U05-001,2022AR05A,Valide,1,2,1,2,novote,novote,4,2,2,0,0,2
3606,U05-001,2022AR05A,Valide,2,4,4,1,1,3,6,2,1,1,2,0
3607,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3612,U05-001,2022AR05A,Valide,1,novote,novote,1,1,1,4,4,0,0,0,2
3613,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,4,novote,1,0,0,0,1,5
3614,U05-001,2022AR05A,Valide,2,1,2,4,4,3,6,1,2,1,2,0
3616,U05-001,2022AR05A,Valide,1,2,2,3,2,3,6,1,3,2,0,0
3620,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3621,U05-001,2022AR05A,Valide,2,2,2,3,3,4,6,0,3,2,1,0
3624,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3625,U05-001,2022AR05A,Valide,1,1,1,2,2,1,6,4,2,0,0,0
3626,U05-001,2022AR05A,Valide,1,1,2,3,4,2,6,2,2,1,1,0
3627,U05-001,2022AR05A,Valide,1,2,2,3,2,2,6,1,4,1,0,0
3631,U05-001,2022AR05A,Valide,3,1,3,2,1,1,6,3,1,2,0,0
3632,U05-001,2022AR05A,Valide,1,2,3,novote,2,novote,4,1,2,1,0,2
3634,U05-001,2022AR05A,Valide,2,1,4,novote,novote,1,4,2,1,0,1,2
3635,U05-001,2022AR05A,Valide,1,2,novote,3,2,novote,4,1,2,1,0,2
3636,U05-001,2022AR05A,Valide,1,1,2,3,3,1,6,3,1,2,0,0
3639,U05-001,2022AR05A,Valide,1,1,2,3,2,2,6,2,3,1,0,0
3640,U05-001,2022AR05A,Valide,4,4,4,4,1,4,6,1,0,0,5,0
3641,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3642,U05-001,2022AR05A,Valide,2,4,4,4,4,novote,5,0,1,0,4,1
3643,U05-001,2022AR05A,Valide,novote,4,novote,1,1,4,4,2,0,0,2,2
3645,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3651,U05-001,2022AR05A,Valide,2,2,2,3,3,3,6,0,3,3,0,0
3652,U05-001,2022AR05A,Valide,2,1,4,2,2,2,6,1,4,0,1,0
3658,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3660,U05-001,2022AR05A,Valide,1,1,1,3,3,2,6,3,1,2,0,0
3667,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3668,U05-001,2022AR05A,Nul,1,novote,2,1 3,2,3,4,1,2,1,0,1
3673,U05-001,2022AR05A,Valide,2,1,2,3,3,1,6,2,2,2,0,0
3674,U05-001,2022AR05A,Valide,novote,3,1,1,novote,2,4,2,1,1,0,2
3677,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3678,U05-001,2022AR05A,Valide,1,1,1,1,novote,1,5,5,0,0,0,1
3680,U05-001,2022AR05A,Valide,2,novote,2,novote,1,2,4,1,3,0,0,2
3682,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3684,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3685,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3686,U05-001,2022AR05A,Valide,1,1,3,4,4,2,6,2,1,1,2,0
3690,U05-001,2022AR05A,Valide,1,4,4,4,4,4,6,1,0,0,5,0
3691,U05-001,2022AR05A,Valide,novote,2,novote,2,2,2,4,0,4,0,0,2
3692,U05-001,2022AR05A,Valide,1,1,1,novote,novote,1,4,4,0,0,0,2
3694,U05-001,2022AR05A,Valide,novote,1,novote,1,1,1,4,4,0,0,0,2
3695,U05-001,2022AR05A,Valide,1,1,1,novote,novote,2,4,3,1,0,0,2
3699,U05-001,2022AR05A,Valide,3,3,1,2,2,1,6,2,2,2,0,0
3701,U05-001,2022AR05A,Valide,1,1,1,2,2,2,6,3,3,0,0,0
3703,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3704,U05-001,2022AR05A,Valide,1,1,1,3,3,2,6,3,1,2,0,0
3705,U05-001,2022AR05A,Valide,1,3,2,1,2,1,6,3,2,1,0,0
3709,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3710,U05-001,2022AR05A,Valide,2,novote,4,2,1,novote,4,1,2,0,1,2
3711,U05-001,2022AR05A,Valide,2,2,1,1,1,1,6,4,2,0,0,0
3712,U05-001,2022AR05A,Valide,2,2,1,4,4,2,6,1,3,0,2,0
3714,U05-001,2022AR05A,Valide,1,3,2,3,3,2,6,1,2,3,0,0
3717,U05-001,2022AR05A,Valide,3,2,2,2,2,2,6,0,5,1,0,0
3718,U05-001,2022AR05A,Valide,2,novote,2,1,novote,4,4,1,2,0,1,2
3722,U05-001,2022AR05A,Valide,2,4,2,2,1,2,6,1,4,0,1,0
3725,U05-001,2022AR05A,Valide,1,2,2,1,novote,novote,4,2,2,0,0,2
3726,U05-001,2022AR05A,Valide,1,novote,2,1,1,3,5,3,1,1,0,1
3727,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3732,U05-001,2022AR05A,Valide,novote,1,1,2,2,novote,4,2,2,0,0,2
3733,U05-001,2022AR05A,Valide,1,3,1,1,3,1,6,4,0,2,0,0
3734,U05-001,2022AR05A,Valide,2,2,4,3,novote,1,5,1,2,1,1,1
3735,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3740,U05-001,2022AR05A,Valide,1,2,1,3,3,novote,5,2,1,2,0,1
3741,U05-001,2022AR05A,Valide,1,novote,novote,2,2,2,4,1,3,0,0,2
3743,U05-001,2022AR05A,Valide,4,2,novote,2,novote,2,4,0,3,0,1,2
3744,U05-001,2022AR05A,Valide,3,novote,3,novote,1,4,4,1,0,2,1,2
3746,U05-001,2022AR05A,Valide,4,4,4,4,4,4,6,0,0,0,6,0
3747,U05-001,2022AR05A,Valide,2,3,2,3,1,4,6,1,2,2,1,0
3750,U05-001,2022AR05A,Valide,1,novote,1,1,novote,1,4,4,0,0,0,2
3751,U05-001,2022AR05A,Valide,novote,2,1,3,novote,2,4,1,2,1,0,2
3757,U05-001,2022AR05A,Valide,2,2,2,3,3,3,6,0,3,3,0,0
3758,U05-001,2022AR05A,Valide,3,2,4,2,2,1,6,1,3,1,1,0
3762,U05-001,2022AR05A,Valide,1,novote,novote,1,1,1,4,4,0,0,0,2
3766,U05-001,2022AR05A,Valide,2,2,1,1,1,novote,5,3,2,0,0,1
3768,U05-001,2022AR05A,Valide,novote,4,2,2,1,novote,4,1,2,0,1,2
3769,U05-001,2022AR05A,Valide,1,1,1,1,1,2,6,5,1,0,0,0
3770,U05-001,2022AR05A,Valide,novote,novote,1,1,1,1,4,4,0,0,0,2
3772,U05-001,2022AR05A,Valide,1,1,1,1,1,1,6,6,0,0,0,0
3775,U05-001,2022AR05A,Valide,novote,3,3,novote,1,3,4,1,0,3,0,2
3777,U05-001,2022AR05A,Nul,4,novote,novote,novote,novote,novote,1,0,0,0,1,5
3778,U05-001,2022AR05A,Valide,1,2,1,2,2,1,6,3,3,0,0,0
3779,U05-001,2022AR05A,Valide,2,2,2,novote,novote,2,4,0,4,0,0,2
3780,U05-001,2022AR05A,Valide,novote,novote,1,1,1,1,4,4,0,0,0,2
3781,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3783,U05-001,2022AR05A,Valide,novote,2,2,1,1,novote,4,2,2,0,0,2
3785,U05-001,2022AR05A,Valide,2,3,3,3,3,3,6,0,1,5,0,0
3788,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3790,U05-001,2022AR05A,Valide,1,3,2,1,1,2,6,3,2,1,0,0
3793,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3794,U05-001,2022AR05A,Nul,novote,1,1,novote,novote,1,3,3,0,0,0,3
3796,U05-001,2022AR05A,Valide,novote,2,2,1,2,novote,4,1,3,0,0,2
3798,U05-001,2022AR05A,Valide,3,1,1,1,1,1,6,5,0,1,0,0
3799,U05-001,2022AR05A,Valide,2,1,1,2,2,1,6,3,3,0,0,0
3801,U05-001,2022AR05A,Valide,4,4,4,4,1,4,6,1,0,0,5,0
3804,U05-001,2022AR05A,Valide,3,2,2,novote,novote,1,4,1,2,1,0,2
3805,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3806,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3807,U05-001,2022AR05A,Valide,1,novote,2,4,4,1,5,2,1,0,2,1
3808,U05-001,2022AR05A,Valide,2,1,1,3,3,4,6,2,1,2,1,0
3810,U05-001,2022AR05A,Valide,4,4,novote,novote,1,4,4,1,0,0,3,2
3812,U05-001,2022AR05A,Valide,1,1,1,1,1,1,6,6,0,0,0,0
3814,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3815,U05-001,2022AR05A,Valide,3,3,1,2,2,2,6,1,3,2,0,0
3816,U05-001,2022AR05A,Valide,2,1,1,3,3,3,6,2,1,3,0,0
3817,U05-001,2022AR05A,Valide,4,4,novote,1,novote,4,4,1,0,0,3,2
3820,U05-001,2022AR05A,Valide,1,novote,1,2,novote,1,4,3,1,0,0,2
3821,U05-001,2022AR05A,Valide,2,2,1,novote,novote,1,4,2,2,0,0,2
3823,U05-001,2022AR05A,Valide,4,3,novote,1,2,novote,4,1,1,1,1,2
3825,U05-001,2022AR05A,Valide,1,2,1,2,2,4,6,2,3,0,1,0
3830,U05-001,2022AR05A,Valide,1,3,2,2,2,1,6,2,3,1,0,0
3831,U05-001,2022AR05A,Valide,1,3,3,3,1,1,6,3,0,3,0,0
3832,U05-001,2022AR05A,Valide,1,novote,1,1,novote,1,4,4,0,0,0,2
3833,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3834,U05-001,2022AR05A,Valide,1,1,1,1,1,1,6,6,0,0,0,0
3835,U05-001,2022AR05A,Valide,1,1,2,2,1,1,6,4,2,0,0,0
3836,U05-001,2022AR05A,Valide,novote,2,2,2,3,1,5,1,3,1,0,1
3839,U05-001,2022AR05A,Nul,1,novote,novote,novote,novote,2,2,1,1,0,0,4
3840,U05-001,2022AR05A,Valide,novote,novote,2,1,1,2,4,2,2,0,0,2
3841,U05-001,2022AR05A,Valide,novote,novote,2,1,1,2,4,2,2,0,0,2
3842,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3844,U05-001,2022AR05A,Valide,2,3,4,4,4,3,6,0,1,2,3,0
3845,U05-001,2022AR05A,Valide,3,3,2,1,1,1,6,3,1,2,0,0
3846,U05-001,2022AR05A,Valide,1,2,1,1,1,3,6,4,1,1,0,0
3847,U05-001,2022AR05A,Valide,1,1,1,1,1,2,6,5,1,0,0,0
3850,U05-001,2022AR05A,Valide,4,4,4,1,4,4,6,1,0,0,5,0
3851,U05-001,2022AR05A,Valide,2,2,2,2,2,2,6,0,6,0,0,0
3853,U05-001,2022AR05A,Valide,1,2,1,2,3,2,6,2,3,1,0,0
3854,U05-001,2022AR05A,Valide,1,1,2,1,2,1,6,4,2,0,0,0
3855,U05-001,2022AR05A,Valide,4,4,4,4,4,1,6,1,0,0,5,0
3856,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3857,U05-001,2022AR05A,Valide,novote,1,1,1,1,1,5,5,0,0,0,1
3858,U05-001,2022AR05A,Valide,1,2,novote,3,3,novote,4,1,1,2,0,2
3860,U05-001,2022AR05A,Valide,4,3,2,2,novote,1,5,1,2,1,1,1
3864,U05-001,2022AR05A,Valide,1,1,2,3,1,1,6,4,1,1,0,0
3865,U05-001,2022AR05A,Valide,1,1,1,novote,1,1,5,5,0,0,0,1
3867,U05-001,2022AR05A,Valide,2,2,1,2,novote,novote,4,1,3,0,0,2
3868,U05-001,2022AR05A,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
3871,U05-001,2022AR05A,Valide,4,2,1,1,1,1,6,4,1,0,1,0
3873,U05-001,2022AR05A,Valide,2,2,1,2,2,1,6,2,4,0,0,0
3875,U05-001,2022AR05A,Nul,4,4,novote,novote,1,novote,3,1,0,0,2,3
3877,U05-001,2022AR05A,Valide,2,novote,2,novote,2,2,4,0,4,0,0,2
3878,U05-001,2022AR05A,Valide,1,1,1,1,1,1,6,6,0,0,0,0
5992,U07-005,2022AR05B,Nul,novote,1 2,1 2 4,1,1 2,1 2,1,1,0,0,0,1
27794,U05-005,2022AR05B,Valide,3,4,3,3,3,2,6,0,1,4,1,0
27947,U05-005,2022AR05B,Valide,2,4,1,2,2,1,6,2,3,0,1,0
28029,U05-005,2022AR05B,Valide,1,2,1,3,3,3,6,2,1,3,0,0
28261,U05-005,2022AR05B,Valide,novote,3,2,2,2,novote,4,0,3,1,0,2
28285,U05-005,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
28331,U05-005,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
28395,U05-005,2022AR05B,Valide,2,3,4,1,1,3,6,2,1,2,1,0
28461,U05-005,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
28496,U05-005,2022AR05B,Valide,1,2,1,3,3,2,6,2,2,2,0,0
28634,U05-005,2022AR05B,Valide,1,4,1,4,4,1,6,3,0,0,3,0
28662,U05-005,2022AR05B,Valide,1,3,1,4,4,2,6,2,1,1,2,0
28780,U05-005,2022AR05B,Valide,2,2,2,3,3,1,6,1,3,2,0,0
28827,U05-005,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
28864,U05-005,2022AR05B,Valide,1,2,1,4,4,2,6,2,2,0,2,0
28881,U05-005,2022AR05B,Valide,1,1,1,2,1,3,6,4,1,1,0,0
28909,U05-005,2022AR05B,Valide,2,3,3,1,1,2,6,2,2,2,0,0
28955,U05-005,2022AR05B,Valide,4,2,novote,3,3,1,5,1,1,2,1,1
29064,U05-005,2022AR05B,Valide,1,3,1,3,3,3,6,2,0,4,0,0
29086,U05-005,2022AR05B,Valide,2,1,2,2,1,2,6,2,4,0,0,0
29179,U05-005,2022AR05B,Valide,2,1,2,3,3,1,6,2,2,2,0,0
29192,U05-005,2022AR05B,Valide,2,2,1,3,2,1,6,2,3,1,0,0
29252,U05-005,2022AR05B,Valide,1,1,1,4,1,1,6,5,0,0,1,0
29338,U05-005,2022AR05B,Valide,2,novote,2,3,1,1,5,2,2,1,0,1
29352,U05-005,2022AR05B,Valide,2,2,1,4,4,2,6,1,3,0,2,0
29391,U05-005,2022AR05B,Valide,3,1,2,2,2,1,6,2,3,1,0,0
29541,U05-005,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
29630,U05-005,2022AR05B,Nul,novote,novote,1,novote,novote,1,2,2,0,0,0,4
29645,U05-005,2022AR05B,Valide,3,3,3,novote,2,1,5,1,1,3,0,1
29695,U05-005,2022AR05B,Valide,2,2,1,2,2,1,6,2,4,0,0,0
29728,U05-005,2022AR05B,Valide,1,3,1,2,2,2,6,2,3,1,0,0
29748,U05-005,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
29774,U05-005,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
29811,U05-005,2022AR05B,Valide,2,novote,1,2,3,1,5,2,2,1,0,1
29827,U05-005,2022AR05B,Nul,1,novote,2 3,2,2,1,4,2,2,0,0,1
29842,U05-005,2022AR05B,Valide,2,2,2,2,2,1,6,1,5,0,0,0
29899,U05-005,2022AR05B,Valide,2,2,1,1,1,2,6,3,3,0,0,0
29914,U05-005,2022AR05B,Valide,novote,2,2,2,3,2,5,0,4,1,0,1
29965,U05-005,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
29973,U05-005,2022AR05B,Valide,1,2,1,2,2,3,6,2,3,1,0,0
30064,U05-005,2022AR05B,Valide,2,3,1,2,2,1,6,2,3,1,0,0
30073,U05-005,2022AR05B,Valide,2,2,1,4,4,1,6,2,2,0,2,0
30192,U05-005,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
30341,U05-005,2022AR05B,Valide,2,2,1,2,2,1,6,2,4,0,0,0
30404,U05-005,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
30448,U05-005,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
30479,U05-005,2022AR05B,Valide,2,1,2,2,3,1,6,2,3,1,0,0
30559,U05-005,2022AR05B,Valide,1,1,1,3,2,1,6,4,1,1,0,0
30627,U05-005,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
30743,U05-005,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
