ID,Urne,QR-Code,Categorie,1 - La modernisation du centre sportif Georges Carpentier,2 - Une activite sportive pour toutes et tous !,3 - Maison des Associations et club-house : se retrouver et recevoir !,4 - Vos projets pour faire du partage une valeur commune !,5 - Ameliorer l acces aux outils numeriques dans les ecoles !,6 - Modernisation et renovation de vos Centres Paris Anim,7 - Vegetaliser et rafraichir les cours des ecoles et colleges,8 - Vos projets pour ameliorer le cadre de vie dans nos écoles !,9 - De la place pour les animaux au Parc de Choisy : plus de biodiversite,"10 - Vos micro-quartiers : fresques, jeux, jardins et accessibilite !",Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
55864,U13-071,2022AR13B,Valide,1,novote,2,2,1,1,1,1,novote,novote,7,5,2,0,0,3
55867,U13-003,2022AR13A,Valide,1,novote,1,novote,novote,1,1,novote,novote,novote,4,4,0,0,0,6
55868,U13-088,2022AR13B,Valide,2,1,2,2,3,1,1,1,3,2,10,4,4,2,0,0
55871,U13-013,2022AR13B,Valide,4,4,1,4,4,4,4,4,4,4,10,1,0,0,9,0
55872,U13-001,2022AR13B,Valide,2,1,1,2,2,2,1,1,1,1,10,6,4,0,0,0
55877,U13-019,2022AR13B,Valide,1,1,1,novote,novote,1,novote,novote,novote,novote,4,4,0,0,0,6
55881,U13-001,2022AR13B,Valide,3,3,2,1,2,1,3,3,1,1,10,4,2,4,0,0
55884,U13-003,2022AR13B,Valide,novote,novote,1,1,novote,1,1,novote,novote,1,5,5,0,0,0,5
55893,U13-013,2022AR13B,Nul,novote,novote,novote,2,1 2,1 2,1 2,novote,1 2,1 2,1,0,1,0,0,4
55895,U13-001,2022AR13B,Valide,2,2,2,3,3,1,3,3,4,2,10,1,4,4,1,0
55901,U13-071,2022AR13B,Valide,2,3,3,3,2,2,1,1,2,2,10,2,5,3,0,0
55904,U13-013,2022AR13B,Valide,novote,1,novote,2,3,3,3,3,3,1,8,2,1,5,0,2
55906,U13-001,2022AR13B,Valide,1,1,novote,novote,novote,novote,1,1,novote,novote,4,4,0,0,0,6
55911,U13-003,2022AR13A,Valide,1,novote,1,4,novote,1,1,1,novote,novote,6,5,0,0,1,4
55915,U13-013,2022AR13B,Nul,1,novote,novote,novote,novote,novote,1,novote,novote,1,3,3,0,0,0,7
55920,U13-003,2022AR13A,Valide,1,novote,1,4,novote,1,novote,novote,4,novote,5,3,0,0,2,5
55926,U13-099,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
55937,U13-013,2022AR13B,Valide,novote,novote,novote,novote,4,4,4,novote,novote,1,4,1,0,0,3,6
55938,U13-001,2022AR13B,Valide,novote,1,novote,novote,2,novote,1,2,2,novote,5,2,3,0,0,5
55940,U13-003,2022AR13A,Valide,1,1,1,4,4,4,1,4,4,4,10,4,0,0,6,0
55941,U13-013,2022AR13B,Valide,novote,novote,novote,novote,4,4,4,4,novote,1,5,1,0,0,4,5
55943,U13-042,2022AR13B,Valide,novote,novote,novote,novote,1,novote,1,1,novote,2,4,3,1,0,0,6
55959,U13-013,2022AR13B,Valide,novote,novote,1,novote,4,novote,4,novote,novote,1,4,2,0,0,2,6
55960,U13-001,2022AR13B,Valide,2,2,2,2,2,2,2,2,2,2,10,0,10,0,0,0
55970,U13-013,2022AR13B,Valide,novote,novote,novote,novote,4,4,4,novote,novote,1,4,1,0,0,3,6
55971,U13-013,2022AR13B,Valide,4,4,1,4,4,4,4,4,4,4,10,1,0,0,9,0
55976,U13-099,2022AR13A,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
55982,U13-013,2022AR13B,Valide,novote,novote,1,2,4,4,4,4,novote,1,7,2,1,0,4,3
55988,U13-095,2022AR13A,Valide,4,1,3,3,1,2,1,3,2,2,10,3,3,3,1,0
55992,U13-001,2022AR13B,Valide,3,2,1,2,2,2,1,1,2,1,10,4,5,1,0,0
55996,U13-013,2022AR13A,Valide,1,1,1,4,novote,4,novote,novote,novote,novote,5,3,0,0,2,5
55999,U13-003,2022AR13A,Nul,1,novote,1,novote,novote,1,novote,novote,novote,novote,3,3,0,0,0,7
56006,U13-099,2022AR13A,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
56014,U13-013,2022AR13B,Nul,1,novote,novote,novote,novote,novote,1,1,novote,novote,3,3,0,0,0,7
56020,U13-003,2022AR13A,Valide,3,3,1,3,3,3,3,3,2,4,10,1,1,7,1,0
56027,U13-013,2022AR13B,Valide,4,4,1,4,4,4,4,4,4,4,10,1,0,0,9,0
56031,U13-003,2022AR13A,Valide,1,2,1,3,1,1,2,3,3,3,10,4,2,4,0,0
56037,U13-095,2022AR13A,Valide,4,4,4,4,1,2,1,1,4,4,10,3,1,0,6,0
56042,U13-026,2022AR13B,Valide,4,4,3,3,4,3,3,4,3,4,10,0,0,5,5,0
56043,U13-003,2022AR13A,Valide,1,novote,1,4,novote,1,novote,novote,4,novote,5,3,0,0,2,5
56060,U13-001,2022AR13B,Valide,4,1,3,4,3,2,3,2,novote,4,9,1,2,3,3,1
56061,U13-013,2022AR13B,Valide,novote,4,1,4,novote,4,4,4,4,4,8,1,0,0,7,2
56068,U13-013,2022AR13B,Valide,novote,3,1,novote,4,novote,4,novote,novote,4,5,1,0,1,3,5
56069,U13-035,2022AR13B,Valide,novote,1,novote,novote,novote,1,1,novote,novote,1,4,4,0,0,0,6
56070,U13-001,2022AR13B,Valide,1,3,1,1,2,1,1,3,4,1,10,6,1,2,1,0
56076,U13-013,2022AR13B,Valide,novote,novote,1,novote,4,4,4,4,4,1,7,2,0,0,5,3
56078,U13-099,2022AR13A,Nul,1,novote,1,novote,novote,1,novote,novote,novote,novote,3,3,0,0,0,7
56096,U13-013,2022AR13B,Valide,4,4,1,novote,4,novote,4,4,4,4,8,1,0,0,7,2
56098,U13-013,2022AR13B,Nul,novote,novote,1,1 2,novote,novote,novote,novote,1,1,3,3,0,0,0,6
56107,U13-003,2022AR13A,Valide,1,novote,1,4,novote,1,1,1,novote,novote,6,5,0,0,1,4
56116,U13-013,2022AR13B,Valide,novote,novote,1,novote,novote,4,4,novote,3,novote,4,1,0,1,2,6
56117,U13-067,2022AR13B,Valide,3,1,1,2,1,2,1,2,4,novote,9,4,3,1,1,1
56119,U13-003,2022AR13A,Valide,1,novote,1,4,novote,1,novote,novote,novote,novote,4,3,0,0,1,6
56122,U13-099,2022AR13A,Nul,1,novote,1,novote,novote,1,novote,novote,novote,novote,3,3,0,0,0,7
56125,U13-029,2022AR13A,Nul,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,9
56128,U13-044,2022AR13A,Valide,3,1,2,3,3,3,2,2,3,2,10,1,4,5,0,0
56137,U13-003,2022AR13A,Valide,novote,1,1,novote,novote,1,1,novote,novote,novote,4,4,0,0,0,6
56144,U13-001,2022AR13B,Valide,1,1,1,novote,1,1,1,1,novote,1,8,8,0,0,0,2
56145,U13-013,2022AR13B,Valide,novote,novote,1,novote,novote,4,4,4,4,novote,5,1,0,0,4,5
56155,U13-001,2022AR13B,Valide,1,1,3,1,1,2,1,1,3,1,10,7,1,2,0,0
56156,U13-013,2022AR13B,Valide,novote,novote,novote,novote,4,4,novote,novote,1,1,4,2,0,0,2,6
56163,U13-001,2022AR13B,Nul,novote,novote,1,1 2,novote,1,novote,novote,1,1,4,4,0,0,0,5
56172,U13-004,2022AR13A,Valide,1,1,1,novote,novote,1,novote,novote,novote,novote,4,4,0,0,0,6
56173,U13-013,2022AR13B,Valide,4,4,1,novote,3,novote,3,4,4,novote,7,1,0,2,4,3
56188,U13-067,2022AR13A,Valide,novote,novote,novote,novote,1,1,1,1,4,novote,5,4,0,0,1,5
56190,U13-013,2022AR13B,Valide,4,4,1,4,4,4,4,4,4,4,10,1,0,0,9,0
56197,U13-001,2022AR13B,Valide,2,1,2,2,2,2,2,1,4,2,10,2,7,0,1,0
56201,U13-013,2022AR13B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,1,0,0,0,9
56202,U75-005,2022AR13B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
56206,U13-099,2022AR13A,Nul,1,novote,1,novote,novote,1,novote,novote,novote,novote,3,3,0,0,0,7
56221,U13-088,2022AR13B,Nul,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,9
56224,U13-013,2022AR13B,Valide,3,3,1,3,novote,4,novote,4,4,4,8,1,0,3,4,2
56225,U13-003,2022AR13A,Valide,1,novote,1,4,novote,1,novote,novote,novote,novote,4,3,0,0,1,6
56230,U13-001,2022AR13B,Valide,novote,1,novote,novote,1,1,novote,novote,novote,1,4,4,0,0,0,6
56236,U13-013,2022AR13B,Nul,1,novote,novote,2,novote,novote,novote,novote,novote,1,3,2,1,0,0,7
56241,U13-001,2022AR13B,Valide,novote,1,novote,1,novote,novote,1,novote,novote,1,4,4,0,0,0,6
56254,U13-013,2022AR13B,Valide,novote,novote,1,novote,4,4,4,3,novote,1,6,2,0,1,3,4
56259,U13-003,2022AR13A,Valide,4,4,1,4,4,4,1,1,1,4,10,4,0,0,6,0
56264,U13-065,2022AR13A,Valide,3,3,4,4,2,2,1,2,4,4,10,1,3,2,4,0
56265,U13-035,2022AR13A,Valide,3,3,3,3,1,3,1,2,2,3,10,2,2,6,0,0
56267,U13-029,2022AR13A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
56274,U13-001,2022AR13B,Valide,novote,1,novote,novote,novote,novote,1,1,novote,1,4,4,0,0,0,6
56280,U13-003,2022AR13A,Valide,1,novote,1,4,novote,1,1,1,novote,novote,6,5,0,0,1,4
56283,U75-005,2022AR13B,Valide,4,2,3,2,1,2,1,1,1,3,10,4,3,2,1,0
56292,U13-003,2022AR13A,Nul,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,1,0,0,0,9
56294,U13-099,2022AR13A,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
56295,U13-004,2022AR13A,Valide,2,2,1,novote,novote,2,novote,novote,novote,novote,4,1,3,0,0,6
56308,U13-001,2022AR13B,Valide,1,2,1,1,3,2,1,1,4,3,10,5,2,2,1,0
56309,U13-003,2022AR13A,Valide,novote,novote,novote,novote,2,2,2,novote,2,novote,4,0,4,0,0,6
56317,U13-013,2022AR13B,Valide,4,4,1,4,4,4,4,4,4,4,10,1,0,0,9,0
56319,U13-030,2022AR13B,Nul,novote,novote,novote,novote,1,novote,1,novote,novote,1,3,3,0,0,0,7
56321,U13-003,2022AR13A,Valide,3,novote,1,4,2,novote,3,novote,novote,novote,5,1,1,2,1,5
56327,U75-005,2022AR13B,Valide,2,1,2,2,2,1,1,1,3,2,10,4,5,1,0,0
56330,U13-099,2022AR13A,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
56341,U13-013,2022AR13B,Valide,4,4,4,4,4,4,4,4,4,4,10,0,0,0,10,0
56354,U13-003,2022AR13B,Valide,1,1,1,4,3,1,2,3,4,4,10,4,1,2,3,0
56355,U13-013,2022AR13B,Valide,3,3,1,4,4,3,novote,3,3,novote,8,1,0,5,2,2
56365,U13-095,2022AR13A,Valide,4,3,4,4,3,4,1,3,4,4,10,1,0,3,6,0
56366,U13-013,2022AR13B,Valide,4,4,1,4,4,novote,novote,4,3,4,8,1,0,1,6,2
56367,U13-001,2022AR13B,Valide,1,1,1,1,1,1,1,1,4,1,10,9,0,0,1,0
56378,U13-013,2022AR13B,Valide,2,2,2,2,2,2,3,1,3,2,10,1,7,2,0,0
56390,U13-013,2022AR13B,Valide,1,1,novote,novote,3,3,2,2,novote,1,7,3,2,2,0,3
56396,U13-099,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
56401,U13-013,2022AR13B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,1,0,0,0,9
56406,U13-001,2022AR13B,Valide,2,4,2,2,2,2,2,2,1,2,10,1,8,0,1,0
56425,U13-013,2022AR13B,Nul,4,4,1,2 4,4,4,4,4,4,4,9,1,0,0,8,0
56434,U13-001,2022AR13B,Valide,4,3,4,4,4,4,3,3,1,2,10,1,1,3,5,0
56439,U13-013,2022AR13B,Valide,novote,novote,1,novote,novote,novote,novote,4,4,4,4,1,0,0,3,6
56440,U13-004,2022AR13A,Valide,2,2,1,4,novote,novote,2,novote,1,novote,6,2,3,0,1,4
56444,U13-099,2022AR13B,Valide,4,4,1,4,4,1,4,4,4,4,10,2,0,0,8,0
56459,U13-013,2022AR13B,Valide,4,4,1,4,4,4,4,4,4,4,10,1,0,0,9,0
56462,U13-013,2022AR13A,Valide,4,4,1,4,4,4,4,4,4,4,10,1,0,0,9,0
56473,U13-072,2022AR13A,Valide,4,4,1,1,1,1,1,1,1,1,10,8,0,0,2,0
56476,U13-004,2022AR13B,Valide,2,2,1,2,novote,novote,2,2,novote,novote,6,1,5,0,0,4
56487,U13-013,2022AR13A,Valide,4,4,1,4,4,4,4,4,4,4,10,1,0,0,9,0
56489,U13-013,2022AR13B,Valide,novote,novote,1,novote,novote,2,novote,novote,3,2,4,1,2,1,0,6
56492,U13-099,2022AR13A,Valide,1,novote,1,novote,novote,1,1,novote,novote,novote,4,4,0,0,0,6
56496,U13-003,2022AR13A,Nul,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
56498,U13-013,2022AR13B,Valide,novote,novote,1,2,4,4,4,4,1,1,8,3,1,0,4,2
56502,U13-095,2022AR13A,Valide,2,novote,novote,novote,1,novote,1,novote,2,novote,4,2,2,0,0,6
56504,U13-099,2022AR13A,Valide,1,novote,1,novote,novote,1,1,novote,novote,novote,4,4,0,0,0,6
56513,U13-004,2022AR13B,Valide,4,3,1,4,4,4,3,3,4,4,10,1,0,3,6,0
56516,U13-001,2022AR13B,Valide,novote,1,novote,1,1,2,1,1,3,1,8,6,1,1,0,2
56517,U13-065,2022AR13A,Valide,novote,novote,2,novote,novote,1,1,1,2,1,6,4,2,0,0,4
56525,U13-004,2022AR13B,Valide,2,2,2,1,3,novote,2,3,3,3,9,1,4,4,0,1
56529,U13-013,2022AR13B,Valide,novote,novote,novote,novote,4,4,4,novote,1,1,5,2,0,0,3,5
56530,U13-099,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
56533,U13-013,2022AR13B,Valide,novote,novote,1,1,4,novote,4,3,3,1,7,3,0,2,2,3
56541,U13-013,2022AR13B,Valide,novote,novote,novote,1,novote,novote,4,novote,1,1,4,3,0,0,1,6
56542,U13-004,2022AR13A,Valide,1,1,1,novote,novote,2,novote,novote,novote,novote,4,3,1,0,0,6
56545,U13-013,2022AR13B,Valide,4,4,1,4,4,4,4,4,4,4,10,1,0,0,9,0
56551,U13-003,2022AR13A,Valide,1,novote,1,4,novote,1,novote,2,novote,novote,5,3,1,0,1,5
56556,U13-013,2022AR13B,Valide,2,novote,1,novote,novote,3,novote,novote,novote,3,4,1,1,2,0,6
56557,U13-001,2022AR13B,Valide,4,3,2,2,3,2,1,2,2,2,10,1,6,2,1,0
56561,U13-003,2022AR13A,Valide,1,novote,1,2,novote,novote,2,novote,novote,novote,4,2,2,0,0,6
56564,U75-005,2022AR13B,Valide,4,4,4,4,4,4,4,4,2,4,10,0,1,0,9,0
56565,U13-013,2022AR13B,Valide,4,4,1,4,4,4,4,4,4,4,10,1,0,0,9,0
56566,U13-004,2022AR13B,Valide,2,2,1,2,2,1,2,2,2,2,10,2,8,0,0,0
56568,U13-013,2022AR13A,Valide,1,novote,1,4,4,4,novote,novote,novote,novote,5,2,0,0,3,5
56571,U13-001,2022AR13B,Valide,3,2,2,3,1,1,1,2,2,1,10,4,4,2,0,0
56580,U13-013,2022AR13B,Valide,novote,novote,1,novote,4,4,novote,novote,1,1,5,3,0,0,2,5
56582,U13-026,2022AR13B,Nul,novote,novote,novote,novote,novote,1,novote,1,novote,1,3,3,0,0,0,7
56595,U13-003,2022AR13B,Valide,2,3,1,3,3,3,2,3,2,3,10,1,3,6,0,0
56596,U13-099,2022AR13A,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
56598,U13-004,2022AR13A,Valide,2,1,1,novote,novote,1,novote,novote,novote,novote,4,3,1,0,0,6
56606,U13-013,2022AR13B,Valide,4,4,1,4,4,4,4,4,4,4,10,1,0,0,9,0
56616,U13-013,2022AR13B,Valide,novote,novote,1,novote,novote,4,4,novote,novote,4,4,1,0,0,3,6
56629,U13-026,2022AR13B,Valide,novote,1,novote,novote,2,1,novote,1,novote,novote,4,3,1,0,0,6
56632,U13-001,2022AR13B,Valide,3,3,2,1,3,3,3,3,4,1,10,2,1,6,1,0
56637,U13-042,2022AR13B,Valide,1,2,3,3,2,2,3,2,4,2,10,1,5,3,1,0
56639,U13-013,2022AR13B,Valide,novote,novote,1,novote,4,4,4,4,novote,1,6,2,0,0,4,4
56654,U13-099,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
56656,U13-003,2022AR13B,Valide,3,2,1,4,3,2,1,1,2,3,10,3,3,3,1,0
56668,U13-003,2022AR13A,Valide,1,1,1,4,novote,1,1,1,novote,novote,7,6,0,0,1,3
56680,U13-003,2022AR13A,Valide,1,novote,1,4,novote,1,novote,novote,novote,novote,4,3,0,0,1,6
56683,U13-013,2022AR13B,Valide,novote,novote,1,novote,4,4,4,novote,1,1,6,3,0,0,3,4
56687,U13-072,2022AR13A,Valide,novote,1,novote,novote,1,novote,1,novote,novote,1,4,4,0,0,0,6
56703,U13-013,2022AR13B,Valide,4,4,1,4,4,4,4,4,4,4,10,1,0,0,9,0
56712,U13-013,2022AR13B,Valide,novote,novote,1,2,4,4,4,novote,1,1,7,3,1,0,3,3
56715,U13-013,2022AR13B,Valide,novote,3,2,novote,novote,4,novote,novote,4,novote,4,0,1,1,2,6
56720,U13-004,2022AR13B,Valide,4,4,1,4,4,4,4,3,4,4,10,1,0,1,8,0
56721,U13-013,2022AR13B,Valide,novote,novote,1,2,4,4,novote,novote,1,1,6,3,1,0,2,4
56724,U13-001,2022AR13B,Valide,3,2,3,1,3,2,3,3,1,1,10,3,2,5,0,0
56735,U13-003,2022AR13A,Valide,1,novote,1,4,novote,1,2,novote,4,novote,6,3,1,0,2,4
56745,U13-029,2022AR13A,Valide,novote,2,3,2,2,2,1,1,2,1,9,3,5,1,0,1
56746,U13-013,2022AR13B,Valide,3,3,1,novote,3,novote,novote,3,3,novote,6,1,0,5,0,4
56757,U13-013,2022AR13A,Valide,4,4,1,4,4,4,4,4,4,4,10,1,0,0,9,0
56763,U13-013,2022AR13B,Valide,4,4,1,4,4,4,4,4,4,4,10,1,0,0,9,0
56764,U13-001,2022AR13B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,1,0,0,0,9
56772,U13-099,2022AR13A,Valide,1,novote,1,novote,novote,1,1,novote,novote,novote,4,4,0,0,0,6
56781,U13-003,2022AR13A,Valide,novote,novote,1,novote,novote,novote,1,1,novote,1,4,4,0,0,0,6
56784,U13-001,2022AR13B,Valide,novote,1,1,1,1,4,1,1,4,4,9,6,0,0,3,1
56790,U13-003,2022AR13A,Valide,1,novote,1,4,novote,1,novote,4,novote,novote,5,3,0,0,2,5
56795,U75-004,2022AR13B,Valide,2,2,2,3,2,2,2,2,1,1,10,2,7,1,0,0
56805,U13-013,2022AR13B,Valide,novote,3,1,4,4,3,novote,4,3,novote,7,1,0,3,3,3
56810,U13-013,2022AR13B,Valide,4,4,1,4,4,4,4,4,4,4,10,1,0,0,9,0
56811,U13-013,2022AR13B,Nul,4,4,1 4,4,4,4,4,4,4,4,9,0,0,0,9,0
56821,U13-013,2022AR13B,Valide,novote,novote,1,1,4,4,4,4,1,1,8,4,0,0,4,2
56827,U13-099,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
56829,U13-013,2022AR13B,Valide,4,4,1,4,4,4,4,4,4,4,10,1,0,0,9,0
56837,U13-099,2022AR13A,Valide,1,novote,1,novote,novote,1,1,novote,novote,novote,4,4,0,0,0,6
56841,U13-013,2022AR13B,Valide,4,4,1,4,4,4,4,4,4,4,10,1,0,0,9,0
56850,U13-099,2022AR13A,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
56862,U13-013,2022AR13B,Valide,novote,novote,novote,2,novote,3,novote,novote,1,1,4,2,1,1,0,6
56871,U13-003,2022AR13A,Valide,1,novote,1,4,novote,1,1,1,novote,novote,6,5,0,0,1,4
56881,U13-095,2022AR13A,Valide,1,novote,novote,novote,1,novote,1,novote,1,novote,4,4,0,0,0,6
56885,U13-003,2022AR13A,Valide,2,2,1,4,2,3,1,1,1,4,10,4,3,1,2,0
56889,U13-004,2022AR13A,Valide,1,1,1,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,6
56906,U13-013,2022AR13B,Valide,3,novote,1,novote,novote,novote,4,novote,novote,4,4,1,0,1,2,6
56907,U13-003,2022AR13A,Valide,1,1,1,1,novote,novote,1,novote,novote,1,6,6,0,0,0,4
56911,U13-088,2022AR13B,Valide,2,1,2,novote,2,2,1,1,2,novote,8,3,5,0,0,2
56915,U18-083,2022AR13A,Valide,novote,4,novote,novote,1,2,1,1,1,novote,6,4,1,0,1,4
56916,U13-001,2022AR13B,Valide,2,2,novote,novote,novote,novote,1,novote,2,novote,4,1,3,0,0,6
56922,U13-099,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
56928,U13-013,2022AR13B,Valide,novote,novote,1,novote,4,4,4,4,novote,1,6,2,0,0,4,4
56933,U13-099,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
56941,U13-003,2022AR13B,Nul,1,novote,1,4,novote,1,novote,novote,4,1 2,5,3,0,0,2,4
56953,U13-001,2022AR13B,Valide,1,1,2,1,1,4,1,1,2,4,10,6,2,0,2,0
56975,U13-099,2022AR13A,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
56980,U13-095,2022AR13A,Valide,1,1,2,2,1,3,1,1,3,1,10,6,2,2,0,0
56989,U75-005,2022AR13B,Valide,3,2,1,2,1,2,2,1,2,1,10,4,5,1,0,0
57012,U13-013,2022AR13B,Nul,4,4,1,4,4,4,4,3 4,4,4,9,1,0,0,8,0
57015,U13-001,2022AR13B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
57027,U13-013,2022AR13B,Valide,4,4,1,4,4,4,4,4,4,4,10,1,0,0,9,0
57029,U13-003,2022AR13A,Valide,1,1,novote,1,novote,1,1,1,novote,novote,6,6,0,0,0,4
57041,U13-003,2022AR13B,Valide,1,novote,1,novote,novote,1,1,novote,novote,novote,4,4,0,0,0,6
57043,U13-088,2022AR13B,Valide,3,1,4,2,3,3,1,1,3,3,10,3,1,5,1,0
57047,U13-001,2022AR13B,Valide,2,2,2,2,1,2,1,2,3,2,10,2,7,1,0,0
57058,U13-099,2022AR13A,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
57069,U13-001,2022AR13B,Valide,2,2,2,2,2,3,2,2,2,2,10,0,9,1,0,0
57075,U13-003,2022AR13B,Valide,1,4,1,4,1,4,1,4,4,4,10,4,0,0,6,0
57086,U13-001,2022AR13B,Valide,1,1,2,2,3,2,2,2,3,2,10,2,6,2,0,0
57088,U13-003,2022AR13A,Valide,1,2,1,3,3,2,2,3,2,3,10,2,4,4,0,0
57092,U13-013,2022AR13B,Valide,4,4,1,4,4,4,4,4,4,4,10,1,0,0,9,0
57100,U75-005,2022AR13B,Valide,1,novote,novote,novote,1,2,2,novote,novote,novote,4,2,2,0,0,6
57102,U13-003,2022AR13A,Valide,1,1,1,novote,novote,1,novote,novote,novote,novote,4,4,0,0,0,6
57103,U13-013,2022AR13B,Valide,novote,novote,1,novote,novote,4,novote,4,4,4,5,1,0,0,4,5
57120,U13-001,2022AR13B,Valide,2,1,4,3,2,2,1,2,2,2,10,2,6,1,1,0
57125,U13-003,2022AR13A,Valide,1,novote,1,4,novote,1,novote,novote,novote,novote,4,3,0,0,1,6
57126,U13-013,2022AR13B,Valide,novote,novote,1,novote,4,4,4,novote,novote,1,5,2,0,0,3,5
57127,U13-029,2022AR13A,Nul,1,4,4,3,4,4,2 3,3,1,3,9,2,0,3,4,0
57128,U13-004,2022AR13B,Valide,novote,novote,1,novote,novote,1,1,1,novote,novote,4,4,0,0,0,6
57135,U13-013,2022AR13B,Valide,4,4,1,4,4,4,4,4,4,4,10,1,0,0,9,0
57138,U13-013,2022AR13B,Valide,4,4,1,4,novote,novote,novote,novote,novote,novote,4,1,0,0,3,6
57155,U13-001,2022AR13B,Valide,3,2,2,2,2,2,1,1,2,2,10,2,7,1,0,0
57157,U13-095,2022AR13A,Valide,1,novote,novote,novote,1,1,2,novote,novote,novote,4,3,1,0,0,6
57170,U13-029,2022AR13A,Valide,3,2,4,4,1,1,1,1,1,2,10,5,2,1,2,0
57179,U13-013,2022AR13B,Valide,novote,4,1,novote,novote,novote,4,novote,4,novote,4,1,0,0,3,6
57189,U13-013,2022AR13B,Valide,novote,novote,1,2,4,4,novote,novote,novote,1,5,2,1,0,2,5
57193,U13-001,2022AR13B,Nul,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
57195,U13-003,2022AR13A,Valide,novote,novote,1,novote,2,3,novote,novote,novote,2,4,1,2,1,0,6
57200,U13-013,2022AR13B,Valide,novote,novote,1,novote,novote,4,4,novote,novote,1,4,2,0,0,2,6
57205,U13-099,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
57206,U75-004,2022AR13B,Valide,novote,2,novote,novote,novote,novote,1,novote,4,2,4,1,2,0,1,6
57213,U13-003,2022AR13A,Valide,1,novote,1,4,novote,1,novote,novote,4,novote,5,3,0,0,2,5
57232,U13-013,2022AR13B,Valide,4,4,1,4,4,4,4,4,4,4,10,1,0,0,9,0
57238,U13-099,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,1,10,4,0,0,6,0
57243,U13-013,2022AR13B,Valide,novote,novote,novote,novote,4,4,4,novote,novote,1,4,1,0,0,3,6
57244,U13-013,2022AR13B,Valide,4,4,1,4,4,4,4,4,4,4,10,1,0,0,9,0
57245,U13-003,2022AR13B,Nul,1,novote,1,1 4,novote,1,novote,novote,novote,4,4,3,0,0,1,5
57261,U13-099,2022AR13A,Nul,1,novote,1,novote,novote,1,novote,novote,novote,novote,3,3,0,0,0,7
57264,U13-013,2022AR13B,Valide,novote,novote,1,novote,4,4,4,novote,novote,1,5,2,0,0,3,5
57272,U13-001,2022AR13B,Valide,novote,1,3,novote,novote,novote,novote,1,novote,1,4,3,0,1,0,6
57275,U13-013,2022AR13B,Valide,4,4,1,4,4,4,4,4,4,4,10,1,0,0,9,0
57280,U13-055,2022AR13A,Valide,2,1,2,2,1,novote,novote,novote,novote,novote,5,2,3,0,0,5
57283,U13-099,2022AR13A,Valide,1,novote,1,novote,novote,1,1,novote,novote,novote,4,4,0,0,0,6
57287,U13-013,2022AR13B,Valide,novote,novote,novote,novote,4,4,4,novote,novote,1,4,1,0,0,3,6
57300,U13-003,2022AR13A,Valide,1,1,1,novote,novote,1,novote,novote,novote,novote,4,4,0,0,0,6
57305,U13-001,2022AR13B,Valide,4,4,1,4,4,4,4,4,4,4,10,1,0,0,9,0
57307,U75-005,2022AR13B,Valide,2,1,2,1,3,2,1,2,3,1,10,4,4,2,0,0
57340,U13-001,2022AR13B,Valide,3,3,3,1,3,1,1,1,3,4,10,4,0,5,1,0
57346,U13-013,2022AR13B,Valide,novote,novote,1,novote,4,4,4,4,novote,novote,5,1,0,0,4,5
